year,les_DET eaux_NOUN,les_DET chauds_ADJ
1873,5.254634288576199e-05,5.327543983746352e-08
1874,4.5013302042207215e-05,4.361464567281814e-08
1875,4.4648510083789006e-05,6.064818691697837e-08
1876,4.7088783503568266e-05,6.650616124481701e-08
1877,4.5572196768262074e-05,6.92699426707577e-08
1878,4.281834753783187e-05,6.220261417055895e-08
1879,4.3463571500979015e-05,5.5594860270957724e-08
1880,4.3280670297463075e-05,5.519347912041894e-08
1881,4.544889452517964e-05,5.9266315022288296e-08
1882,4.390091635286808e-05,4.592215674392719e-08
1883,4.515736327448394e-05,8.657494499075824e-08
1884,4.18494773839484e-05,7.591951778351813e-08
1885,4.54339970019646e-05,6.961286347362261e-08
1886,4.119181630812818e-05,4.711028478432411e-08
1887,4.354466136646806e-05,5.157850457848667e-08
1888,4.3317812469467754e-05,7.608737373487884e-08
1889,4.0451482846037834e-05,7.956723413471423e-08
1890,3.9446917980967555e-05,9.372773002169765e-08
1891,3.9439210240743705e-05,6.501704330474922e-08
1892,4.236260747347842e-05,7.710270377714323e-08
1893,3.896676594195014e-05,5.97366389687437e-08
1894,4.26444084951072e-05,6.4275701872063e-08
1895,3.66443339316902e-05,5.838055905371675e-08
1896,3.8180903629836394e-05,6.073939751161106e-08
1897,3.748616313714592e-05,6.584186573732609e-08
1898,3.740908141480759e-05,6.224190451931122e-08
1899,3.880802159983432e-05,5.1959236913035056e-08
1900,3.731225183400966e-05,7.267474266825502e-08
1901,3.640392628767586e-05,6.650599015944891e-08
1902,3.319499182907748e-05,5.9414434705473695e-08
1903,4.051623409395688e-05,6.156251064481921e-08
1904,3.729345053216093e-05,5.6433564488145294e-08
1905,3.7917643567197956e-05,6.089695503419534e-08
1906,3.8181166473805206e-05,6.635997928938764e-08
1907,3.486436298771878e-05,6.685696041230926e-08
1908,3.541946421137254e-05,5.2551861307037484e-08
1909,3.316763081784302e-05,5.5009836685826485e-08
1910,3.7492958654183894e-05,7.161161885704814e-08
1911,3.4798970318661304e-05,6.437652655399972e-08
1912,3.2226522080236464e-05,5.938740255118091e-08
1913,3.2867930485736e-05,8.166604192894056e-08
1914,3.4012092100965674e-05,6.9646135525403e-08
1915,3.099282935181691e-05,6.243804029359978e-08
1916,2.7767514666265924e-05,5.273981829034824e-08
1917,2.699824017327046e-05,8.005489604556715e-08
1918,2.5906372229655972e-05,5.168869510185914e-08
1919,2.6458752699909382e-05,7.18212188055567e-08
1920,2.6571718080958817e-05,3.256059644130005e-08
1921,2.8126698907726677e-05,3.862101038976107e-08
1922,2.753593116722186e-05,5.459672125507353e-08
1923,2.7326511826686328e-05,5.09565505346643e-08
1924,2.9176324687796296e-05,3.867487297082306e-08
1925,3.1013762281872914e-05,6.488925219372277e-08
1926,2.7692580943039502e-05,4.904300787700322e-08
1927,2.8461742203944596e-05,5.2401357919507063e-08
1928,2.8264598768146243e-05,3.884854038460617e-08
1929,2.93516281999473e-05,4.567566680435675e-08
1930,2.7889168450201396e-05,3.046045071730674e-08
1931,2.7529109047463862e-05,4.33403561928003e-08
1932,2.97343190140964e-05,3.507051549167528e-08
1933,2.7928768531637616e-05,3.6706120587481905e-08
1934,2.6996897076969617e-05,2.2765002327673756e-08
1935,2.5725827072164975e-05,3.590485420090772e-08
1936,2.6657397938834038e-05,2.0612014317578087e-08
1937,2.650808050930209e-05,3.903246792447135e-08
1938,2.7645727413982968e-05,3.889564470505036e-08
1939,2.8066112690794398e-05,3.976453033516236e-08
1940,3.060943595301069e-05,6.339457270243543e-08
1941,2.800090442178771e-05,1.4757512545315876e-08
1942,2.8175689749332378e-05,2.4273694165799498e-08
1943,3.047816267098824e-05,6.096793869758699e-08
1944,2.251479622827901e-05,4.498460803858961e-08
1945,2.1432122707665258e-05,2.83205521256491e-08
1946,2.188536768699123e-05,4.454753455007676e-08
1947,2.1142856098776974e-05,1.549713246618012e-08
1948,2.4086668418021873e-05,2.7179719586101214e-08
1949,2.523756484151818e-05,3.141442617149437e-08
1950,2.4971829134301515e-05,3.509669310730601e-08
1951,2.5193958208546974e-05,2.0256663124662566e-08
1952,2.7510338895808673e-05,1.687168627029223e-08
1953,2.7471106022858294e-05,2.9089333830611963e-08
1954,2.543204777794017e-05,2.73631017844167e-08
1955,2.4735770011830027e-05,1.6894095011821264e-08
1956,2.3406671971315518e-05,2.9651880950609666e-08
1957,2.666591149136366e-05,1.590306802912167e-08
1958,2.492426960998273e-05,1.4890038368964298e-08
1959,2.3949811520651565e-05,1.7826719656000023e-08
1960,2.3416639351125923e-05,2.4915000340630655e-08
1961,2.3215190140035702e-05,3.057190012256683e-08
1962,2.1953949726594146e-05,2.09284568564172e-08
1963,2.184103391300596e-05,3.297687101166957e-08
1964,2.1922363885096274e-05,2.981144392455448e-08
1965,2.071277936011029e-05,1.641612945579851e-08
1966,2.14644685456733e-05,2.8249282024717104e-08
1967,2.08952558296005e-05,2.0214375728855316e-08
1968,2.136027489996195e-05,2.6499353267261938e-08
1969,2.1848579194738704e-05,2.5433844308420106e-08
1970,2.304237148109678e-05,2.1154135110279526e-08
1971,2.0255562617421674e-05,3.288574479398676e-08
1972,2.0588305915225646e-05,1.898154300405963e-08
1973,2.0508015722953132e-05,2.3706776541843055e-08
1974,2.0304938061599387e-05,1.1251143572366118e-08
1975,1.9844537064273027e-05,2.1132476213381324e-08
1976,1.95579740420726e-05,2.0568696523781682e-08
1977,2.0426518290150852e-05,1.763034629398419e-08
1978,1.9726921550500265e-05,1.7821774278559133e-08
1979,1.9442010852799285e-05,2.1067103284089228e-08
1980,2.032498196058441e-05,1.932951243510672e-08
1981,1.960793792932236e-05,2.4037088763861902e-08
1982,2.147733721358236e-05,2.4209259152918605e-08
1983,1.769235859683249e-05,1.3893695083311286e-08
1984,1.9131507997371955e-05,1.855682774110079e-08
1985,1.9714788777491776e-05,1.3234227269620646e-08
1986,1.7413381215192203e-05,1.7983455669057236e-08
1987,1.8069073917104106e-05,2.9943002743948455e-08
1988,1.697744278317259e-05,1.9788627625416666e-08
1989,1.778974819899304e-05,1.481792966107065e-08
1990,1.9664726778501063e-05,1.9070278467481216e-08
1991,1.7314181832261966e-05,1.1722930182145319e-08
1992,1.727147048313782e-05,1.1019888113139586e-08
1993,1.6685200307620107e-05,1.550978101505507e-08
1994,1.7116609683398565e-05,1.6879764919153217e-08
1995,1.5510920434280706e-05,2.2774294172744902e-08
1996,1.6415167351624405e-05,1.921713188579588e-08
1997,1.4807592947363446e-05,1.6782131240233866e-08
1998,1.445076907202747e-05,1.3827574862901315e-08
1999,1.5702297332609305e-05,1.7823784781434426e-08
2000,1.5205097611215024e-05,1.502130730912654e-08
2001,1.502711859302508e-05,1.8839211080035057e-08
2002,1.43392993550151e-05,2.102986229601811e-08
2003,1.465381808429811e-05,2.2918076769684603e-08
2004,1.3170325416922424e-05,1.8940601642647437e-08
2005,1.3489631157881377e-05,1.5763123473178098e-08
2006,1.4077830655878643e-05,1.4000825832027886e-08
2007,1.3562456047111482e-05,2.5964117300603107e-08
2008,1.5049197713778995e-05,3.065356590781221e-08
2009,1.572406858940667e-05,2.1933685978581252e-08
2010,1.5020716773506138e-05,4.0152239533242096e-08
2011,1.588592635926034e-05,4.1298895747665654e-08
2012,1.623828507035796e-05,4.289358512821195e-08
2013,1.4199435554473894e-05,5.996618757109218e-08
2014,1.524733295354963e-05,5.305340611272413e-08
2015,1.5495413208554965e-05,6.871383995132874e-08
2016,1.8074306353810243e-05,7.891805697823884e-08
2017,1.6079032775451196e-05,4.1004466044824994e-08
2018,1.484988683841948e-05,5.705041372650044e-08
2019,1.3831200817548961e-05,4.1581099008425326e-08
