year,nos_DET oies_NOUN,nos_DET choix_NOUN
1800,1.8864987794131594e-08,2.829747991484055e-08
1801,2.1430643926123594e-08,1.6668277424969347e-08
1802,8.951360541686881e-09,2.6854081625060644e-08
1803,5.070882025393075e-08,1.1702034896643454e-08
1804,1.4831105232815389e-08,6.179627121127851e-08
1805,3.41145314219915e-08,5.1171799242411e-08
1806,5.76333825108577e-09,1.0374009207225754e-07
1807,8.540865792383556e-09,3.701041606518629e-08
1808,4.5321479902327155e-09,6.118399697996324e-08
1809,4.0662548883574345e-08,9.036122072814123e-09
1810,0.0,1.193464669313471e-07
1811,5.0141535368197765e-09,2.5070767684098882e-09
1812,8.00162425207418e-09,2.6672082320544632e-09
1813,0.0,1.4378708002027452e-08
1814,3.1466771410748606e-09,3.1466771410748606e-09
1815,0.0,8.631115711033033e-08
1816,9.270415546325239e-09,3.244645441213834e-08
1817,2.8023721676539992e-08,6.071806168961302e-08
1818,4.172412104708201e-08,5.0068944545955674e-08
1819,7.24573512300708e-09,7.14222423425781e-08
1820,1.6613073583471305e-08,1.4239777357261119e-08
1821,8.875339574387908e-09,5.226588939422072e-08
1822,1.2030739071633434e-08,6.416394171537831e-08
1823,5.929612023614084e-09,2.668325471688604e-08
1824,1.1789557774477544e-08,3.705289586264371e-08
1825,3.25801385869795e-08,6.251864448358901e-08
1826,1.7615968683770689e-09,2.466235549114515e-08
1827,7.373818444733615e-09,5.1616730445402936e-08
1828,3.485474309172787e-08,3.5771975603893225e-08
1829,2.5719527840806222e-08,1.8860987438529264e-08
1830,6.262101504006523e-09,1.5655253093882493e-08
1831,1.5591206548037917e-08,2.9623292263636358e-08
1832,1.352996914505411e-08,4.058990654698391e-08
1833,2.3167257445777523e-08,6.834340915418124e-08
1834,1.8669062296083894e-08,2.9870498963191494e-08
1835,1.5882484660778573e-08,6.731148260996633e-08
1836,2.8899224790990274e-08,2.2850549896702432e-08
1837,2.574419688539109e-08,1.3915781860163179e-08
1838,1.325553999897977e-08,2.840472790310855e-08
1839,8.389769878824893e-09,3.5656523067473245e-08
1840,1.2102408852854296e-08,2.7389662093924017e-08
1841,3.017657901338566e-08,2.8250413564023802e-08
1842,1.408735617047796e-08,3.01871936336795e-08
1843,6.497602123012314e-09,3.4260082770742883e-08
1844,6.037417454862748e-09,3.787107255570632e-08
1845,5.5802281129224696e-09,3.013322924516615e-08
1846,3.5127007969038004e-09,3.454155717008689e-08
1847,2.3730184928183462e-08,2.534815024546333e-08
1848,2.011305477722658e-08,5.148941845112276e-08
1849,2.011059585527164e-08,4.273501730267526e-08
1850,5.431196825611551e-09,6.4495464080494e-08
1851,1.2898877521649865e-08,2.063820425668439e-08
1852,1.6276363812295358e-08,1.6927418133860783e-08
1853,1.5527023222716707e-08,2.9859659633757474e-08
1854,8.832629738719788e-09,3.2213119116608624e-08
1855,9.021793090369101e-09,2.3350523292720027e-08
1856,8.28350277259915e-09,3.520488789376941e-08
1857,3.417056471111124e-09,4.637433592691309e-08
1858,9.29798454896158e-09,2.0064071071246303e-08
1859,1.171199848215565e-08,1.680417160976333e-08
1860,1.830873536112776e-09,3.4786598490654796e-08
1861,1.1789909493131745e-08,2.2636625296446056e-08
1862,3.162590467287174e-09,2.9818709307294355e-08
1863,3.496234635136375e-09,4.195481473345808e-08
1864,7.192092144059359e-09,5.082411713708268e-08
1865,1.0355057922240007e-08,1.2708479601997169e-08
1866,2.919367858567057e-09,1.8975890470063206e-08
1867,5.82337378318698e-09,2.3778776281346836e-08
1868,1.2843672791973404e-08,1.333765986544222e-08
1869,1.0255390092694938e-08,1.5627261262807224e-08
1870,4.587239033071455e-09,2.465641024684828e-08
1871,0.0,4.142259246719959e-08
1872,5.442605477412599e-09,2.8422494580127022e-08
1873,1.1373408437265198e-08,2.993002307105641e-08
1874,5.974609251779839e-09,1.7923827755339516e-08
1875,2.8607636259891933e-09,3.318485752856759e-08
1876,1.209202959984168e-09,3.808989390563511e-08
1877,1.2988113695655557e-08,3.277952487223956e-08
1878,4.831270938865373e-09,1.8117266742390115e-08
1879,6.720257905712401e-09,3.9710613464194466e-08
1880,1.7328185109022343e-08,1.9895323166707612e-08
1881,2.091752326904839e-09,3.207353560519266e-08
1882,3.9932310791357395e-09,4.126338848386979e-08
1883,6.319338829996468e-09,3.033282780506852e-08
1884,8.582206056928499e-09,2.8387296069354306e-08
1885,3.86738152613475e-09,3.545099525048556e-08
1886,1.0970888419947755e-08,1.9360391734224436e-08
1887,1.1752063988623718e-08,2.415702127223085e-08
1888,8.87686035788704e-09,2.599652049184442e-08
1889,8.14467782106476e-09,2.8819629072085462e-08
1890,9.176141124722648e-09,2.818386235503567e-08
1891,7.649064048820264e-09,2.995883363610119e-08
1892,7.522214851007902e-09,2.005923960268774e-08
1893,6.158416665513755e-09,2.2170299429635776e-08
1894,3.150769645188234e-09,2.5836310868498913e-08
1895,1.083350631425617e-08,3.31023795041574e-08
1896,2.9485144326102386e-09,3.597187614445829e-08
1897,6.992056267307589e-09,1.9228155068162778e-08
1898,5.658354784721098e-09,3.22526237939158e-08
1899,4.4220627160029835e-09,1.9346524382513053e-08
1900,4.671947717582725e-09,2.2321528292401638e-08
1901,3.912117296778206e-09,1.676621685930968e-08
1902,6.8743973291596205e-09,1.473085176062483e-08
1903,2.214090244478939e-08,3.0241231741001684e-08
1904,3.7622376325430196e-09,1.9348649793471395e-08
1905,1.9094808956232612e-08,2.7352022868853965e-08
1906,8.745113411201544e-09,2.0576738535282857e-08
1907,1.1314255032868203e-08,1.8514236699296305e-08
1908,1.964555629285769e-09,2.0136695866312948e-08
1909,5.500983391026892e-09,4.8958753495753626e-08
1910,4.275320542035388e-09,3.580580809625644e-08
1911,2.128149656499545e-09,3.2454281040372734e-08
1912,1.0418842455450772e-09,2.031674206648404e-08
1913,3.71209285532359e-09,2.015136169042364e-08
1914,6.696743715117748e-10,1.1384464038144415e-08
1915,4.712304768617059e-09,1.8849219074468238e-08
1916,0.0,1.2086208478478966e-08
1917,7.676497215669542e-09,1.6449636319748606e-08
1918,0.0,1.1486376294556067e-08
1919,5.524709134618888e-09,3.038589824200244e-08
1920,9.086678076641874e-09,1.9687803387569147e-08
1921,4.543648568500203e-09,1.741731914250977e-08
1922,3.6889677978990676e-09,1.8444838545406128e-08
1923,6.369568872344189e-09,1.3800733000834953e-08
1924,3.867487219366694e-09,2.4494086758863887e-08
1925,5.499088961968823e-09,2.859526304632709e-08
1926,1.1146138456652466e-09,2.2292276136148814e-08
1927,7.804457635707251e-09,2.5643217771431637e-08
1928,9.14083297942625e-09,2.3994687015083116e-08
1929,3.342121912552898e-09,2.7851016382030025e-08
1930,4.201441416995522e-09,2.2057566884114976e-08
1931,0.0,1.1405356659111021e-08
1932,2.1919073223131136e-09,2.520693354046699e-08
1933,2.2941324395731044e-09,2.867665571670841e-08
1934,2.3963160344919743e-09,3.235026646564165e-08
1935,1.196828414151696e-09,2.5133397585364037e-08
1936,0.0,4.00115567344983e-08
1937,5.036447148221157e-09,2.0145789036973838e-08
1938,0.0,2.463390735840676e-08
1939,3.058810094103137e-09,6.72938256229827e-08
1940,0.0,2.028626333583361e-08
1941,5.9030051957620344e-09,3.541802984230458e-08
1942,3.034211770724937e-09,3.337632992206352e-08
1943,5.806470415592457e-09,2.0322646676618206e-08
1944,0.0,1.927911696952833e-08
1945,4.357008087652048e-09,6.099811278303946e-08
1946,0.0,2.0881656404014848e-08
1947,1.1920870957027319e-09,2.1457567278559964e-08
1948,1.4133454406817236e-08,6.196975999017695e-08
1949,2.945102384188658e-09,4.810334042204545e-08
1950,1.0635361480382244e-09,2.7651939848993834e-08
1951,4.264560815592233e-09,6.290227283489713e-08
1952,2.1089607837865287e-09,5.272401781830638e-08
1953,6.464296431474281e-09,4.3095309099072665e-08
1954,4.886268056836229e-09,5.7657961738399877e-08
1955,1.8771215692936494e-09,8.822471242453389e-08
1956,3.488456634670456e-09,4.971050882041084e-08
1957,1.7670075402875796e-09,7.421431513776611e-08
1958,8.272243445794913e-10,9.182189925072137e-08
1959,3.8753740216890264e-09,7.053180794969194e-08
1960,6.228750015768725e-09,6.7824164062813e-08
1961,4.86371165564492e-09,8.824161934484209e-08
1962,2.5367825617905737e-09,9.893452324050145e-08
1963,2.5864212993553792e-09,8.729172007448938e-08
1964,1.2167936658258327e-09,7.848318950287592e-08
1965,1.6416130677043839e-09,7.934462553649269e-08
1966,1.6617224263271169e-09,9.471817918882408e-08
1967,1.9721342336964653e-09,9.367637510138138e-08
1968,1.1228539820162808e-08,1.1767509189297698e-07
1969,4.995933444718048e-09,8.901845305331335e-08
1970,2.7592350626548523e-09,1.3382290076080494e-07
1971,6.166076982339064e-09,1.1561394419601356e-07
1972,4.104117490300041e-09,1.4518315349931754e-07
1973,2.205281512956958e-09,1.4775386070198238e-07
1974,2.2502286700643026e-09,1.586411282339384e-07
1975,2.2845920710778955e-09,1.3250633967842873e-07
1976,3.4281161798155324e-09,1.5769333727710944e-07
1977,7.052138428775834e-09,1.4221812283388147e-07
1978,2.3762365408686037e-09,2.0613852225181972e-07
1979,2.9259866751729646e-09,1.7848518396590407e-07
1980,2.8425752862659692e-09,2.097820628321756e-07
1981,5.692994575756671e-09,2.4606386972436667e-07
1982,2.483000915987077e-09,2.427133400928483e-07
1983,1.89459470334441e-09,2.3871894505589353e-07
1984,1.739702604197646e-09,2.2442162261882004e-07
1985,2.4062232206745193e-09,2.5205187625942926e-07
1986,2.3977942409381114e-09,2.379810792874082e-07
1987,2.4443267410134695e-09,2.688759437319277e-07
1988,4.797243047249822e-09,2.668466532185221e-07
1989,5.488122178931576e-10,2.672715524454361e-07
1990,3.8140557934163155e-09,2.5826605032364114e-07
1991,5.861465035561508e-09,3.62824691180208e-07
1992,1.65298330578878e-09,2.540084222957262e-07
1993,2.2156829704300662e-09,2.8859271949954746e-07
1994,1.5824779264761446e-09,3.3443033764513075e-07
1995,3.795715575183323e-09,3.1938235167672246e-07
1996,2.6690460952494277e-09,3.774031149816892e-07
1997,1.438468344439059e-09,3.874274598913985e-07
1998,5.2449422582867555e-09,4.033837459616052e-07
1999,3.1991408688814005e-09,3.5281953536525634e-07
2000,2.6508188977203417e-09,4.126441428553562e-07
2001,6.1336963841363e-09,4.122720156374271e-07
2002,4.819343757400674e-09,4.429414914852714e-07
2003,4.583615376141381e-09,4.3752689471432404e-07
2004,6.607187019724847e-09,4.2285995327517867e-07
2005,5.854874363109275e-09,5.3909883845904e-07
2006,1.2353669753828456e-09,5.616801601604493e-07
2007,1.1983438685803094e-09,5.005082872600042e-07
2008,8.514879357157668e-10,5.24942326052269e-07
2009,5.245011536203492e-09,6.44659628790123e-07
2010,2.3618964561933353e-09,6.287368705670815e-07
2011,5.353560705856353e-09,7.212011183810318e-07
2012,7.489356135259584e-09,6.423824672197043e-07
2013,9.761937924679387e-09,6.49866109370123e-07
2014,6.71287994635783e-09,6.292783645278632e-07
2015,5.098123256885856e-09,6.73617275737115e-07
2016,4.55694829093467e-09,6.435653610026293e-07
2017,3.018733624182701e-09,7.982034730957821e-07
2018,4.388493513030056e-09,8.431070384062878e-07
2019,6.377469385920875e-09,8.464177625455704e-07
