year,suis_VERB au_ADP,suis_VERB chaud_ADJ
1898,8.634649475425249e-07,1.13167097914868e-09
1899,8.567746476728644e-07,0.0
1900,6.561490977219364e-07,0.0
1901,7.052988735267718e-07,0.0
1902,5.813776056129427e-07,0.0
1903,5.972643748464179e-07,1.0800440541913758e-09
1904,7.169750233515515e-07,3.2247751136083025e-09
1905,7.895961289250408e-07,5.160759042333041e-10
1906,7.561951065326866e-07,0.0
1907,8.177120776053926e-07,0.0
1908,8.089057814686385e-07,4.911389073214423e-10
1909,8.62554202285537e-07,5.500983557560346e-10
1910,1.0330243185308063e-06,0.0
1911,8.273181606455182e-07,5.320374141248863e-10
1912,9.694732625575853e-07,0.0
1913,7.609790486640122e-07,0.0
1914,8.431200058112154e-07,0.0
1915,7.645714390491776e-07,0.0
1916,9.70192900240363e-07,0.0
1917,8.455113515992707e-07,1.0966424435210342e-09
1918,7.925599447844434e-07,0.0
1919,8.342310593434377e-07,9.207848372660976e-10
1920,8.162865583472012e-07,0.0
1921,8.640504916002101e-07,0.0
1922,9.163395588984713e-07,0.0
1923,8.874932859725959e-07,0.0
1924,1.0919205806203536e-06,2.578324886925998e-09
1925,1.0019340379585628e-06,0.0
1926,9.730579222377855e-07,0.0
1927,1.138335846917471e-06,4.4596899506643695e-09
1928,8.672365083839395e-07,2.2852082448565625e-09
1929,1.0449700766912429e-06,1.1140406375176326e-09
1930,1.0398567837910377e-06,0.0
1931,8.759313914197264e-07,0.0
1932,8.581317274547473e-07,0.0
1933,9.199471264764725e-07,0.0
1934,8.530885224899976e-07,1.1981580172459871e-09
1935,8.413703653786797e-07,0.0
1936,7.226329898912809e-07,0.0
1937,7.353212936322961e-07,0.0
1938,9.231232525053201e-07,0.0
1939,7.203497602858988e-07,3.058810094103137e-09
1940,5.781585059594363e-07,0.0
1941,9.710443009680603e-07,0.0
1942,8.829556463751942e-07,0.0
1943,8.216155720219831e-07,2.9032352077962287e-09
1944,1.0892700856857118e-06,6.4263723231761105e-09
1945,9.45470731039677e-07,2.178504043826024e-09
1946,1.0649645219018566e-06,1.3921104269343232e-09
1947,1.1193698128408869e-06,3.5762612871081956e-09
1948,1.1013222547262558e-06,0.0
1949,9.443962198929512e-07,0.0
1950,1.1092681688751327e-06,0.0
1951,1.1716880408130237e-06,1.0661401761424827e-09
1952,9.732854096000665e-07,0.0
1953,1.0332100828236435e-06,3.232148326759443e-09
1954,1.0964785133182886e-06,9.772536113672459e-10
1955,9.329294243798358e-07,9.385607846468247e-10
1956,1.127643599829753e-06,8.72114158667614e-10
1957,8.58765645261883e-07,0.0
1958,9.835697483140393e-07,2.4816730892496253e-09
1959,9.975212833523983e-07,0.0
1960,1.0464300430612639e-06,0.0
1961,1.01998978152551e-06,3.47407969059077e-09
1962,1.115550162467116e-06,1.9025869768540815e-09
1963,9.938323728420073e-07,3.879631726988464e-09
1964,1.154737219621893e-06,6.083968329129164e-10
1965,9.313417876910535e-07,0.0
1966,9.261332820642565e-07,1.6617224263271169e-09
1967,1.1433447753006476e-06,4.930335584241163e-10
1968,1.1394721468604985e-06,8.982831700699023e-10
1969,9.192517609335482e-07,0.0
1970,9.684914630270214e-07,1.8394900047624674e-09
1971,9.88627675724274e-07,1.0276794970565106e-09
1972,9.783190080270288e-07,1.5390440033513642e-09
1973,9.140891847891908e-07,5.513203782392395e-10
1974,8.393353141400439e-07,3.937900228123681e-09
1975,8.081744340415753e-07,1.7134440533084216e-09
1976,9.73584974417463e-07,5.713526873840635e-10
1977,7.968916406753124e-07,3.526069214387917e-09
1978,8.328709100169363e-07,1.1881182704343018e-09
1979,9.357305543744587e-07,5.851973128301324e-09
1980,9.687496458354872e-07,1.7055452605774235e-09
1981,1.0076599892272498e-06,6.325549528618524e-10
1982,8.870520673553983e-07,4.345251713999687e-09
1983,9.068793929145613e-07,2.5261264191556165e-09
1984,8.942071190176648e-07,1.739702604197646e-09
1985,9.053414942172822e-07,1.8046674155058895e-09
1986,9.519242780697823e-07,5.994485463567401e-10
1987,9.160114586848067e-07,1.8332451112712533e-09
1988,8.485123430546082e-07,0.0
1989,1.034511001307692e-06,2.7440609784434855e-09
1990,9.665907327871537e-07,1.6345953479657283e-09
1991,9.853123401626362e-07,3.5168792322792797e-09
1992,8.567963050154503e-07,0.0
1993,9.660377600084757e-07,2.2156829704300662e-09
1994,1.0201707709711627e-06,5.274926606624319e-10
1995,1.0481597882971982e-06,2.7112254663563817e-09
1996,9.384365853293275e-07,1.6014276571496566e-09
1997,9.4219677748697e-07,9.58978896292706e-10
1998,9.917708894136013e-07,3.337690568372409e-09
1999,9.35063155793614e-07,2.285100553223174e-09
2000,1.0223325261904392e-06,1.7672125984802278e-09
2001,1.0330896884624963e-06,2.190605918883648e-09
2002,1.089171632884245e-06,1.752488598683044e-09
2003,1.121318973673624e-06,3.7502307925763034e-09
2004,1.1681506748573156e-06,2.2023955992267474e-09
2005,1.1119757346023107e-06,1.8014998381943315e-09
2006,1.2382495242491132e-06,2.4707338397433887e-09
2007,1.476759052820853e-06,1.1983438685803094e-09
2008,1.478183094150154e-06,4.6831836186811415e-09
2009,1.6807878182589775e-06,5.245011536203492e-09
2010,2.1521600501728244e-06,3.7790344187271785e-09
2011,2.4630203370179515e-06,7.265546830836911e-09
2012,2.8942956760147354e-06,8.851056776393307e-09
2013,3.074731466767844e-06,6.414987652192394e-09
2014,3.323092187201837e-06,1.2343037703033133e-08
2015,3.404216386115877e-06,1.0861219479352258e-08
2016,3.4440170111338375e-06,9.942432654952427e-09
2017,3.898191152984509e-06,1.9873329648589788e-08
2018,4.171908130956581e-06,1.9102854409425163e-08
2019,4.005050868727267e-06,2.1938495464723928e-08
