year,dix_DET ans_NOUN,dix_DET champs_NOUN
1930,2.2871597366247443e-05,9.453243521306831e-09
1931,2.1752297016064404e-05,0.0
1932,2.050967702871276e-05,9.863582839386709e-09
1933,1.9996805008304364e-05,1.1470662641954732e-08
1934,1.94161500530754e-05,2.3963160344919743e-09
1935,1.9255772485848865e-05,2.154291145473053e-08
1936,1.8547176296124235e-05,2.424942913137329e-09
1937,1.9016364944945963e-05,2.5182236296217297e-09
1938,1.8481912661627575e-05,9.075650453382877e-09
1939,1.7702863942758995e-05,0.0
1940,1.866082618562359e-05,2.5357829169792012e-09
1941,1.76470347241775e-05,1.1806010391524069e-08
1942,1.8390357467978902e-05,3.034211770724937e-09
1943,1.8406511799184955e-05,1.800005833274554e-07
1944,1.8536870811658446e-05,3.2131861615880553e-09
1945,2.0525865124909615e-05,4.357008087652048e-09
1946,1.953409434918285e-05,8.352662561605939e-09
1947,2.0027062646477134e-05,8.344609447874518e-09
1948,1.9391098931009765e-05,3.2615663503321457e-09
1949,2.1791794551973e-05,2.945102384188658e-09
1950,1.944569555689668e-05,4.2541445921528975e-09
1951,1.876833107417042e-05,3.1984206394497505e-09
1952,1.8024234123004135e-05,7.381362632230548e-09
1953,1.8192684933637793e-05,7.54167928107563e-09
1954,1.9405324337640195e-05,4.886268278880834e-09
1955,2.0543218738566793e-05,9.385607846468247e-09
1956,2.2007801135259797e-05,6.104799332717903e-09
1957,2.0477850171118916e-05,5.3010225653515874e-09
1958,2.263947499159258e-05,9.099467845885556e-09
1959,2.2621332277594774e-05,1.5501495642666896e-09
1960,2.117013752922503e-05,4.152500121534786e-09
1961,2.1869331703783246e-05,0.0
1962,2.159372820642602e-05,5.0735651235811474e-09
1963,2.1457597881635593e-05,2.3277792138287623e-08
1964,2.149466081391438e-05,3.6503810529886493e-09
1965,2.1018665734118258e-05,4.924839203113152e-09
1966,2.121188617820735e-05,4.431259803538978e-09
1967,2.204648785664176e-05,2.9582012395223956e-09
1968,2.3881307924966677e-05,4.4914158503495116e-10
1969,2.3281505036720773e-05,4.5417578031781147e-10
1970,2.3631467797713412e-05,2.7592350626548523e-09
1971,2.3510737946708105e-05,3.083038491169532e-09
1972,2.341450237963727e-05,2.565073486948677e-09
1973,2.274196538110118e-05,3.859242758696979e-09
1974,2.2818444449512754e-05,1.1251143350321513e-09
1975,2.2102857542449783e-05,2.2845920710778955e-09
1976,2.2296466795523884e-05,1.142705374768127e-09
1977,2.2224814301807783e-05,4.113747398282186e-09
1978,2.4256621827589697e-05,5.346532105932056e-09
1979,2.3761937427480007e-05,3.5111840102075575e-09
1980,2.3672398356211488e-05,3.4110903546213933e-09
1981,2.3489927343689487e-05,2.5302198114474095e-09
1982,2.303728331298771e-05,4.966001831974154e-09
1983,2.3720327590126544e-05,9.47297351672205e-09
1984,2.48307751462562e-05,5.219107812592938e-09
1985,2.5361592633998953e-05,3.0077789148208467e-09
1986,2.5502938569843536e-05,6.593933843390687e-09
1987,2.5003017981362063e-05,4.277571630240118e-09
1988,2.5061997348529985e-05,1.798966087207532e-09
1989,2.5958818014260032e-05,5.4881220679092735e-09
1990,2.6422143037052592e-05,2.724325431913144e-09
1991,2.6545404352873447e-05,2.9307325455363298e-09
1992,2.6245517801726237e-05,3.30596661157756e-09
1993,2.593346152934828e-05,4.4313659408601325e-09
1994,2.56160981280118e-05,2.637463358823311e-09
1995,2.5520765348119312e-05,2.1689803286761844e-09
1996,2.5282806518589496e-05,2.135236876199542e-09
1997,2.5684332285891287e-05,3.3564262480467733e-09
1998,2.6387780508230207e-05,4.291316191284977e-09
1999,2.5746684514160734e-05,3.1991407856146736e-09
2000,2.6073012122651562e-05,2.2090157481002848e-09
2001,2.6455071520103957e-05,4.8193329327261836e-09
2002,2.567395790720184e-05,6.1337101509018055e-09
2003,2.5632825554566807e-05,7.917153876935146e-09
2004,2.6275902200723067e-05,5.285749615779878e-09
2005,2.514263223929447e-05,4.053374635937246e-09
2006,2.559556810410868e-05,4.941467679486777e-09
2007,2.5213154913217295e-05,2.7961355453243186e-09
2008,2.5303667825937737e-05,1.7029758714315335e-09
2009,2.43397148551594e-05,8.105927484791664e-09
2010,2.4732363726798212e-05,7.085689368580006e-09
2011,2.3976686634341604e-05,4.5887662558641296e-09
2012,2.512849073355028e-05,1.7021263287730903e-09
2013,2.526919456613541e-05,5.020424964641279e-09
2014,2.7515445708559128e-05,2.5985342766432495e-09
2015,2.5791848770495562e-05,2.659890530054554e-09
2016,2.465992531597294e-05,6.006886238418829e-09
2017,2.523963098610693e-05,2.264050197320344e-09
2018,2.5311797799076885e-05,1.5488800242380307e-09
2019,2.5908086399795138e-05,2.55098775436835e-09
