year,les_DET arts_NOUN,les_DET chars_NOUN
1800,4.5247672190384947e-05,6.917161670116911e-07
1801,3.912521257376511e-05,7.119736196159465e-07
1802,4.153655066829742e-05,1.1524877265856048e-06
1803,4.048904326481306e-05,6.455623058343463e-07
1804,4.027881173840342e-05,1.5276038567435535e-06
1805,4.311792697819783e-05,6.083758190555955e-07
1806,4.534018168556031e-05,1.2045377530967016e-06
1807,4.801389907527209e-05,2.5337900844135675e-07
1808,3.9787727871498646e-05,1.1035780644874649e-06
1809,3.578756209066114e-05,8.810219043198231e-07
1810,3.754265478050911e-05,5.826915838724744e-07
1811,3.647796724237651e-05,7.947433573463059e-07
1812,3.812240651512866e-05,8.775115176717918e-07
1813,3.824448761946542e-05,4.284854924208048e-07
1814,3.671857689724334e-05,8.558962036886442e-07
1815,3.341859902938893e-05,6.39241974909055e-07
1816,2.9528590809846378e-05,4.63520787974403e-07
1817,3.207470657606848e-05,5.760431776025143e-07
1818,3.106420353304884e-05,8.094479539977328e-07
1819,3.446175026766696e-05,6.976607949127356e-07
1820,3.125393749314753e-05,6.443499458441693e-07
1821,3.4561559809631603e-05,8.007528293774158e-07
1822,3.086786915673656e-05,5.714601059025881e-07
1823,2.9126255565614656e-05,4.714041601516783e-07
1824,2.7163984043454548e-05,7.174788194674875e-07
1825,3.2852227807467216e-05,5.873230506381333e-07
1826,2.961596720396642e-05,6.870227835520382e-07
1827,3.0185647712954733e-05,5.143238297478092e-07
1828,2.7465538266824296e-05,7.227773295426232e-07
1829,3.197537445842613e-05,6.84996784627856e-07
1830,2.8974743937482117e-05,6.387343702840553e-07
1831,2.6205700084602768e-05,5.534878084745287e-07
1832,2.9242323105194146e-05,6.575564910349385e-07
1833,2.843896600168705e-05,8.560301409943349e-07
1834,2.7117744961557833e-05,8.914476907762037e-07
1835,2.3476582086345843e-05,8.221076512882064e-07
1836,2.2072288142993557e-05,7.957368168831636e-07
1837,2.318299692127823e-05,6.533459568913713e-07
1838,2.260953234767271e-05,9.152634561360173e-07
1839,2.385701067453283e-05,6.033642918623627e-07
1840,2.2706028898866748e-05,7.210487567022028e-07
1841,2.277496923497324e-05,8.051367856864999e-07
1842,2.118336024992118e-05,7.35896698245142e-07
1843,2.33163508323031e-05,7.537218280617708e-07
1844,2.134227001704403e-05,4.582948598397252e-07
1845,2.0550305787736534e-05,6.573508315455001e-07
1846,2.145616139870299e-05,5.620321132937534e-07
1847,2.196498213535847e-05,4.79996899116486e-07
1848,1.9405075526890414e-05,6.114368247267521e-07
1849,1.7859885637960815e-05,4.248363509873343e-07
1850,1.9543482764561304e-05,4.962756037230065e-07
1851,1.8847195018878438e-05,1.5136832303142e-06
1852,2.088648052200881e-05,6.451950511632276e-07
1853,2.1364585627736687e-05,7.226037226359949e-07
1854,1.9926931617675336e-05,5.185273082020103e-07
1855,2.0755961188001493e-05,5.758026588864595e-07
1856,2.0478371190790767e-05,6.352411077159559e-07
1857,1.9153577291319834e-05,6.414303186375037e-07
1858,1.9120571487007965e-05,6.097520426351366e-07
1859,2.097771677611604e-05,5.244938598991666e-07
1860,1.9160548887953155e-05,6.536218535302396e-07
1861,2.0510198549317238e-05,6.512746182352203e-07
1862,1.912373269163936e-05,5.886936307319957e-07
1863,1.9033002427448764e-05,6.373136116621936e-07
1864,1.851580022815824e-05,6.563982850593675e-07
1865,1.6150124572789082e-05,6.250689423836775e-07
1866,1.6014678227094237e-05,7.736324292295649e-07
1867,1.6944077479763564e-05,8.094489345467082e-07
1868,1.7036142814674804e-05,9.17828629098949e-07
1869,1.5496871320408445e-05,7.105520296590839e-07
1870,1.6873012150142586e-05,8.13088128381878e-07
1871,1.148255466887349e-05,7.39233954050178e-07
1872,1.4941161154524707e-05,6.966534868979579e-07
1873,1.4085666869334545e-05,6.327206634182403e-07
1874,1.3083796467583397e-05,6.231517204469128e-07
1875,1.4717484404513925e-05,6.882997425350368e-07
1876,1.550681874817883e-05,6.547834203729508e-07
1877,1.4830569810442285e-05,7.891825006822728e-07
1878,1.5379746734822675e-05,6.008893151943084e-07
1879,1.4357524932506749e-05,5.651126002703677e-07
1880,1.5814214819442896e-05,5.801732712029661e-07
1881,1.3218479580245912e-05,5.92663127463311e-07
1882,1.2680505534490294e-05,6.329271116101154e-07
1883,1.3465247192812058e-05,7.387307476847127e-07
1884,1.2563029784473656e-05,7.486324591354787e-07
1885,1.1432623679752396e-05,5.775289508846981e-07
1886,1.1437474427111738e-05,5.975907484412346e-07
1887,1.0470436677678663e-05,5.725867069372725e-07
1888,1.0316180208747028e-05,4.831548494621529e-07
1889,1.1783468764292593e-05,6.578393438871899e-07
1890,9.752272106311466e-06,5.623663597020823e-07
1891,1.0514913597603481e-05,5.44358378817833e-07
1892,9.610882955257694e-06,5.32823555943196e-07
1893,9.34354917347946e-06,4.772772754790822e-07
1894,9.87199143764883e-06,6.112492911825029e-07
1895,9.760387314372565e-06,5.013505841588994e-07
1896,9.159855451912335e-06,4.658652770217486e-07
1897,9.584943903462317e-06,5.23238867344844e-07
1898,8.932844764331094e-06,4.4983922009578237e-07
1899,8.955229617413352e-06,5.17934111599061e-07
1900,9.861443857062113e-06,5.74130453401267e-07
1901,8.797234059443326e-06,4.2753852724786157e-07
1902,8.129957024038958e-06,3.643430517286106e-07
1903,8.98542670313418e-06,4.147369239149157e-07
1904,9.158898791383763e-06,4.864035858531679e-07
1905,8.823349531894564e-06,4.520824887777053e-07
1906,8.533173485147927e-06,5.457979668221924e-07
1907,8.792204837959616e-06,4.0474176543625617e-07
1908,8.725573898971106e-06,4.705110683289604e-07
1909,9.237801570805004e-06,5.644009206662304e-07
1910,9.022529603441853e-06,5.563260714325224e-07
1911,9.256918900746314e-06,4.6712884227417817e-07
1912,9.151911051219486e-06,4.777039208647693e-07
1913,9.327959091365301e-06,5.260565671960649e-07
1914,9.098865675127854e-06,6.984703730950059e-07
1915,6.676157671137162e-06,4.429566544672525e-07
1916,6.649611876241579e-06,5.262994307031477e-07
1917,7.172041335934409e-06,5.921869039582361e-07
1918,7.347834809934284e-06,9.72896074813434e-07
1919,8.460171187607557e-06,1.984291316148301e-06
1920,8.923875157051953e-06,1.0290662828538188e-06
1921,8.51706920457218e-06,8.57992276337427e-07
1922,9.132408621326249e-06,9.945457151161463e-07
1923,9.42165388551075e-06,1.0467324784713128e-06
1924,1.0295251257730342e-05,7.580275109830836e-07
1925,9.82907121738208e-06,7.995675304073302e-07
1926,9.495395516978533e-06,6.520490956063441e-07
1927,1.0040991895721163e-05,7.771009649104599e-07
1928,9.32136433107189e-06,5.735872719014878e-07
1929,9.354599001198949e-06,6.383453126090899e-07
1930,9.857632193188692e-06,6.858852898972145e-07
1931,8.933815735190365e-06,9.06725873051073e-07
1932,8.575837512125872e-06,1.1792461407367227e-06
1933,8.592673040652699e-06,6.538277474987808e-07
1934,8.714203261206421e-06,7.692174364137827e-07
1935,9.392709472422212e-06,9.000149816529301e-07
1936,8.075059724887979e-06,7.26270400264184e-07
1937,8.427235201224903e-06,1.5071567815994058e-06
1938,8.57259976783098e-06,1.035920618619457e-06
1939,7.879494802409681e-06,1.0598776896131312e-06
1940,7.721459155618504e-06,1.9246592728450196e-06
1941,8.886974484312304e-06,2.5737101907452598e-06
1942,9.824778160805181e-06,2.0814692334170104e-06
1943,8.933254939336166e-06,2.0729099787786254e-06
1944,8.026538850458564e-06,3.997203577910113e-06
1945,9.822874602605225e-06,4.908169387363159e-06
1946,9.886768481237596e-06,2.2663558070235013e-06
1947,9.142116141447332e-06,3.6775886087525578e-06
1948,9.121513770082856e-06,1.6971017089417728e-06
1949,8.554540869454286e-06,1.3115523671558549e-06
1950,8.55614837291796e-06,1.3879146507633777e-06
1951,9.28608102412909e-06,2.7175912862276164e-06
1952,7.6228390071264585e-06,1.6787327581369027e-06
1953,8.137471866120904e-06,1.4415381315302511e-06
1954,8.794305330184216e-06,1.0270935462131092e-06
1955,8.75301796554595e-06,9.995672485274554e-07
1956,8.776084627015734e-06,1.583759257073325e-06
1957,8.289032365382809e-06,1.0761075941445597e-06
1958,8.281343028215815e-06,1.0414754569865181e-06
1959,8.078604409433865e-06,8.339804651313898e-07
1960,8.048929387882708e-06,1.1896912610609434e-06
1961,8.60460033891286e-06,9.122932880245571e-07
1962,8.677064656126277e-06,1.3679599391025477e-06
1963,8.478289188929011e-06,1.0507336298815062e-06
1964,8.923356503487412e-06,1.4972645772104443e-06
1965,9.607814121181946e-06,1.5223224636429222e-06
1966,9.197079535283592e-06,1.2163808094101114e-06
1967,1.0728903589551919e-05,1.6422947908267815e-06
1968,1.2051366724108448e-05,1.5886137418874569e-06
1969,1.0032289225136992e-05,1.6336702799435443e-06
1970,9.81275927358638e-06,1.2973003720162524e-06
1971,9.676116107470989e-06,1.190566734976528e-06
1972,1.1419193810979777e-05,1.2969011464747382e-06
1973,8.860821026246413e-06,1.4119314926119841e-06
1974,8.237524667720209e-06,1.3996422865147906e-06
1975,8.102876968507644e-06,1.1268750625959e-06
1976,8.767978428636525e-06,1.0987112233351581e-06
1977,8.182243263377131e-06,8.791665777607705e-07
1978,9.090887019169713e-06,1.0841579154430292e-06
1979,8.971660548695581e-06,1.0235101370881239e-06
1980,9.31341388366036e-06,1.4963316772309554e-06
1981,8.140982302506927e-06,1.313184128548528e-06
1982,8.773683816798439e-06,1.6182958120225521e-06
1983,8.693663851033762e-06,1.3824227380609955e-06
1984,9.239560128548874e-06,1.5164406761414284e-06
1985,8.697895367504316e-06,1.259657878449616e-06
1986,9.26028118897193e-06,1.167126299606025e-06
1987,9.099617415131434e-06,1.013784512338134e-06
1988,9.411591150865206e-06,1.266472196448376e-06
1989,1.0907094250001137e-05,1.437888045074942e-06
1990,1.0592177801527214e-05,1.7070623812287522e-06
1991,1.0199535211086186e-05,1.389167223919685e-06
1992,1.0690944463931373e-05,1.222105623810421e-06
1993,1.062309159749475e-05,1.2452138804519564e-06
1994,1.0124694149737934e-05,1.7892550658871187e-06
1995,1.0446351197401782e-05,1.2536705753518618e-06
1996,1.0359101665358139e-05,1.0697536509951533e-06
1997,1.0175245122923116e-05,1.484499378534565e-06
1998,1.0695867374010959e-05,1.1453046937504041e-06
1999,1.1373402969638846e-05,1.0273812307559638e-06
2000,1.1156412845991781e-05,1.2357234311366483e-06
2001,1.0877672245612757e-05,1.0116218192024462e-06
2002,1.142052967395557e-05,1.1474418641910233e-06
2003,1.075191163835143e-05,1.06881573458395e-06
2004,1.0760464988379681e-05,1.2342224948724834e-06
2005,1.147014904745447e-05,1.1561125461412303e-06
2006,1.1301548738629208e-05,9.232309139406425e-07
2007,1.1538453314585695e-05,8.783860110384012e-07
2008,1.0299172309657934e-05,1.1086373064017607e-06
2009,1.069553261601186e-05,1.2135049871631054e-06
2010,8.610057506075464e-06,1.4298921087174676e-06
2011,7.672417424942068e-06,1.2347606030971292e-06
2012,6.899399060955602e-06,1.1850203520680225e-06
2013,6.206639849182238e-06,1.2615212767741468e-06
2014,6.930074349043025e-06,1.3378120229390333e-06
2015,7.883028843025386e-06,1.0836837134320376e-06
2016,8.182207324125557e-06,9.635873823299335e-07
2017,5.813326005466024e-06,1.2711384016483862e-06
