year,mes_DET oies_NOUN,mes_DET choix_NOUN
1923,6.369568872344189e-09,1.0615948120573648e-08
1924,5.156649773851996e-09,1.0313299547703991e-08
1925,4.399271169575059e-09,1.2097995494286806e-08
1926,7.802296586589819e-09,5.57306911730393e-09
1927,7.804457524684949e-09,3.3447675740205796e-09
1928,3.4278122562625413e-09,3.4278122562625413e-09
1929,2.2280812750352652e-09,5.570202965543558e-09
1930,5.2518016602221e-09,3.1510811737689437e-09
1931,4.5621426636444085e-09,5.7026783295555106e-09
1932,2.1919073223131136e-09,8.767629289252454e-09
1933,6.882397318719313e-09,1.032359597807897e-08
1934,1.1981580172459871e-09,1.1981580172459871e-09
1935,7.180970484910176e-09,5.98414207075848e-09
1936,0.0,4.849885826274658e-09
1937,1.2591118148108649e-09,1.2591118148108649e-09
1938,5.186085783037697e-09,5.186085783037697e-09
1939,9.176430282309411e-09,4.588215141154706e-09
1940,0.0,5.0715658339584024e-09
1941,0.0,1.4757512989405086e-08
1942,0.0,6.068423541449874e-09
1943,0.0,3.4838823381733164e-08
1944,6.4263723231761105e-09,3.2131861615880553e-09
1945,6.535512131478072e-09,1.5249527862692958e-08
1946,0.0,2.0881657292193267e-08
1947,3.5762612871081956e-09,1.7881307101674793e-08
1948,0.0,2.0656587551570738e-08
1949,1.9634016634739737e-09,2.846932367628341e-08
1950,0.0,1.1698897184331258e-08
1951,0.0,8.529121409139861e-09
1952,1.2653764258629963e-08,1.0544804140977249e-08
1953,3.2321482157371406e-09,1.939289007157896e-08
1954,3.029486217442923e-08,6.840775057526116e-09
1955,2.815682353940474e-09,2.440258128899586e-08
1956,2.616342476002842e-09,1.3081712602058815e-08
1957,9.718541527092839e-09,2.0320587545974433e-08
1958,3.1434524760953764e-08,1.0753916868111446e-08
1959,8.525822714489095e-09,1.7051645984089703e-08
1960,4.152500121534786e-09,2.5607083176115708e-08
1961,4.86371165564492e-09,1.7370397731308884e-08
1962,2.5367825617905737e-09,1.4586500007851555e-08
1963,5.819448034571906e-09,2.9743844720542256e-08
1964,3.6503808864551957e-09,2.0685492374550307e-08
1965,1.6416130677043839e-09,1.3680108879032815e-08
1966,9.416427082520329e-09,1.8278946356531378e-08
1967,4.930335584241163e-10,2.9088979114355595e-08
1968,1.616909695023594e-08,2.110965446888713e-08
1969,2.7250546263957176e-09,2.3617140909593104e-08
1970,6.898087712148282e-09,2.6212732651131887e-08
1971,1.541519245584766e-09,2.2608949379332444e-08
1972,4.104117490300041e-09,3.8989117712162624e-08
1973,7.167165139154719e-09,4.6310912882319144e-08
1974,5.063014507644681e-09,4.331690073300365e-08
1975,3.998036124386317e-09,3.8838066096502644e-08
1976,5.142174241967723e-09,5.256444834955687e-08
1977,2.3507127355770763e-09,6.229388738177022e-08
1978,7.128709511583509e-09,4.03960227490785e-08
1979,9.363157582598092e-09,3.745262810994632e-08
1980,7.95921106799824e-09,5.855705387247667e-08
1981,2.5302198114474095e-09,6.705082689073549e-08
1982,4.966001831974154e-09,8.380128413421062e-08
1983,7.57837881337764e-09,1.0104505587804624e-07
1984,1.739702604197646e-09,8.698512488081178e-08
1985,1.2031116103372597e-09,8.121003602923338e-08
1986,5.994485463567401e-10,6.893658399675928e-08
1987,2.4443267410134695e-09,8.73846817128765e-08
1988,5.9965538645734284e-09,8.695003095304799e-08
1989,1.6464366536794728e-09,1.0646957271376323e-07
1990,3.269190529398003e-09,8.990274391607045e-08
1991,1.0550637363770932e-08,1.1136783850673737e-07
1992,7.713921945651236e-09,1.113008707420704e-07
1993,2.7696036575264316e-09,1.1743119898710574e-07
1994,6.85740436656701e-09,1.1393841159446083e-07
1995,3.79571546416102e-09,1.1875167249542073e-07
1996,1.6014276571496566e-09,1.4519611468699622e-07
1997,2.3974471297094624e-09,1.4144938953464248e-07
1998,2.3840646123929332e-09,1.2492498413507747e-07
1999,3.656160929565999e-09,1.44418362602039e-07
2000,4.418031274155965e-09,1.727450378297135e-07
2001,1.2267393101339508e-08,1.669241744828298e-07
2002,8.324320788233308e-09,1.634195614386158e-07
2003,9.583922655487243e-09,1.8209453589435043e-07
2004,2.642874807889939e-09,2.2728722370857213e-07
2005,6.305249211635555e-09,2.1437847497196572e-07
2006,7.000412693969338e-09,2.1454205878512767e-07
2007,2.7961355453243186e-09,2.872030773204415e-07
2008,2.554463751636149e-09,2.758820940584883e-07
2009,5.721830786953319e-09,3.1899206476282416e-07
2010,6.140930985942816e-09,3.745967731560995e-07
2011,8.41273803398046e-09,4.420511636737956e-07
2012,9.531907513293802e-09,4.3982945463483247e-07
2013,1.3945625543243523e-08,4.6745734749720214e-07
2014,1.6240839117998007e-08,4.930718802143019e-07
2015,8.866302025900552e-09,5.029409333445756e-07
2016,8.07822619908194e-09,5.565690841535798e-07
2017,7.043711836018929e-09,7.111633379963678e-07
2018,1.523065362718512e-08,1.4123204366001119e-06
2019,1.122434611922074e-08,1.1749849342379548e-06
