year,autres_ADJ oies_NOUN,autres_ADJ choix_NOUN
1800,1.5720821977538435e-08,1.5720821977538435e-08
1801,4.7623651688866175e-09,9.524730337773235e-09
1802,4.475680270843441e-09,2.9091921760482364e-08
1803,0.0,4.290746136170753e-08
1804,4.943701892301533e-09,9.887403784603066e-09
1805,0.0,0.0
1806,1.152667650217154e-08,1.729001475325731e-08
1807,0.0,1.7081731584767113e-08
1808,4.5321479902327155e-09,3.6257183921861724e-08
1809,0.0,4.518061036407062e-09
1810,0.0,9.360507036149102e-09
1811,0.0,2.2563691359778204e-08
1812,0.0,5.067695596494559e-08
1813,0.0,2.8757416448144113e-09
1814,0.0,2.8320094713762956e-08
1815,1.0788894222457657e-08,5.933891955578474e-08
1816,0.0,2.3176038865813098e-08
1817,0.0,2.1796227045456362e-08
1818,2.026600220972341e-08,8.344824387052086e-09
1819,0.0,4.243930362690662e-08
1820,4.746592452420373e-09,4.746592452420373e-08
1821,2.9584463767662328e-09,3.35290586406245e-08
1822,1.0025615893027862e-09,1.303330066093622e-08
1823,1.8777105759149038e-08,6.917880934764753e-09
1824,0.0,2.105278085196005e-08
1825,2.905796137042671e-08,3.0819052199149155e-08
1826,0.0,3.699353356978463e-08
1827,0.0,2.5808365222701468e-08
1828,5.503380862137419e-09,1.559291185060374e-08
1829,8.57317605795771e-10,1.457439946506156e-08
1830,2.0873671680021744e-09,1.5655253093882493e-08
1831,1.5591206103948707e-09,1.2472964883158966e-08
1832,0.0,2.4353944638733083e-08
1833,0.0,1.50587169400751e-08
1834,5.600718555598405e-09,2.8937046536725575e-08
1835,2.2689263801112247e-09,4.159698363537245e-08
1836,2.688300027031687e-09,3.5619976301859424e-08
1837,1.3915781860163179e-09,3.896418832027848e-08
1838,1.8936485712828244e-09,2.2723781967215473e-08
1839,1.3982950353153e-09,2.23727205650448e-08
1840,3.821813199245128e-09,3.121147429396842e-08
1841,6.420548537278137e-10,5.200644181968528e-08
1842,2.683306021822318e-09,1.6770663080478698e-08
1843,0.0,1.3585895075607368e-08
1844,1.2074834465636286e-08,3.951764071530306e-08
1845,2.2878934136105755e-08,2.0646844234306627e-08
1846,1.1709002656346001e-09,4.039605983052752e-08
1847,3.235934187273415e-09,3.074137566727586e-08
1848,2.413566457803995e-09,4.263967667839097e-08
1849,8.379414939696517e-10,7.54147322368226e-09
1850,6.788996032014438e-10,7.467895635215882e-09
1851,6.449438760824933e-09,3.5471913406581734e-08
1852,6.510545436100301e-10,2.018269107395554e-08
1853,1.1943863675867306e-09,1.5527023222716707e-08
1854,3.63696517347023e-09,1.558699302961486e-08
1855,2.653468555990912e-09,1.8043586180738203e-08
1856,5.177189232874468e-10,3.209857268871019e-08
1857,9.763018171682347e-10,2.7336451324799782e-08
1858,4.893676019968041e-10,3.425573069648635e-08
1859,0.0,1.8331824946926645e-08
1860,1.3731551729012637e-09,3.249800428761773e-08
1861,3.7727710400226044e-09,2.7352589526685733e-08
1862,1.355395878865906e-09,9.487771457372673e-09
1863,6.992469381295052e-09,1.9978482868054925e-08
1864,4.794727948009836e-10,2.349416661218129e-08
1865,0.0,7.0602665935837194e-09
1866,2.919367692033603e-09,1.1190909532388105e-08
1867,0.0,1.552899675516528e-08
1868,9.87974813071446e-10,2.0253484223076157e-08
1869,9.278686263769487e-09,1.70923168951731e-08
1870,3.4404292748035914e-09,2.8096838633473453e-08
1871,1.0621177271019633e-09,7.222400455475508e-08
1872,5.442605477412599e-09,9.675742873582749e-09
1873,1.1972008939764578e-09,2.5141218884527916e-08
1874,1.0156835372754358e-08,2.5690820137924675e-08
1875,5.149374260327022e-09,2.0025344937835143e-08
1876,1.209202959984168e-09,1.5719638923883394e-08
1877,5.566334504436554e-09,8.040260901509555e-09
1878,3.0195443923020093e-09,9.058632954861423e-09
1879,7.331190321480108e-09,1.1607718342077078e-08
1880,2.5671385017744797e-09,1.9895322944663008e-08
1881,2.7890030285249168e-09,1.743126887276958e-08
1882,6.655385131892899e-10,2.3293848627758962e-08
1883,2.5277355764075082e-09,8.847074184359371e-09
1884,1.9805090900604227e-09,1.386356363042296e-08
1885,1.2891271383708158e-09,1.4824961702686323e-08
1886,5.808117542471791e-09,3.226731948302586e-08
1887,3.9173548849191775e-09,7.834709769838355e-09
1888,3.804368819970705e-09,1.0779044545827787e-08
1889,1.2530273485467092e-09,1.3783300722991498e-08
1890,2.6217545912032847e-09,3.9326319978272295e-09
1891,2.549687905251119e-09,1.784781566982474e-08
1892,9.402768341715273e-09,1.7551833764173352e-08
1893,1.539604183031784e-08,2.155445777418663e-08
1894,1.8904617871129403e-09,2.079507943619774e-08
1895,4.213030146971164e-09,1.8657704714541978e-08
1896,1.5332275227208925e-08,2.653663089269287e-08
1897,1.1653427112179315e-09,1.981082675683865e-08
1898,5.6583546736987955e-09,1.4711722506888236e-08
1899,5.527578395003729e-10,2.266307141951529e-08
1900,1.1939421895590385e-08,1.86877908703309e-08
1901,1.676621730339889e-09,8.941982265753268e-09
1902,9.820567692386817e-10,1.6203935970793282e-08
1903,1.6200660812870638e-09,4.320176216765503e-09
1904,4.837162670412454e-09,2.364835083312755e-08
1905,5.160759042333041e-10,1.909480928929952e-08
1906,0.0,1.1317205839134203e-08
1907,1.028568674676933e-09,9.257117739025489e-09
1908,1.4734167219643268e-09,9.822778146428846e-09
1909,2.7504918342913243e-09,2.0903737407707013e-08
1910,2.137660271017694e-09,9.619471441624228e-09
1911,4.788336838146279e-09,1.8621308939259507e-08
1912,5.2094213387476884e-09,1.7712032729377825e-08
1913,6.3635876568213234e-09,6.363587878865928e-09
1914,7.366418253162976e-09,1.6741859454327823e-08
1915,1.1780761921542648e-09,7.068456930880984e-09
1916,3.2962386153911893e-09,1.2086208478478966e-08
1917,0.0,3.070598708632133e-08
1918,0.0,2.2972752589112133e-08
1919,1.8415696745321952e-09,1.1970202606903513e-08
1920,0.0,1.665890891899835e-08
1921,0.0,1.2873671018098776e-08
1922,0.0,1.696925089333945e-08
1923,1.0615948120573648e-09,1.1677542488541803e-08
1924,0.0,6.445812328337297e-09
1925,2.1996355847875293e-09,1.2097995494286806e-08
1926,3.343841648018042e-09,1.5604593173179637e-08
1927,5.574612549352764e-09,1.8953683067479687e-08
1928,4.5704163786908225e-09,1.5996457491951332e-08
1929,1.1140406375176326e-09,1.2254447234738564e-08
1930,3.1510811737689437e-09,1.6805765667982087e-08
1931,3.4216069977333063e-09,6.843213995466613e-09
1932,1.0959536611565568e-09,8.767629289252454e-09
1933,5.735331098932761e-09,1.1470662641954732e-08
1934,0.0,3.1152108448395666e-08
1935,3.590485242455088e-09,2.6330225111337313e-08
1936,3.6374143697059935e-09,1.4549657478823974e-08
1937,0.0,1.510934133364117e-08
1938,1.2965214457594243e-09,7.779128452511941e-09
1939,3.058810094103137e-09,2.7529290846928234e-08
1940,0.0,1.0143131667916805e-08
1941,3.836953510472085e-08,2.066051862925633e-08
1942,0.0,2.730790527039062e-08
1943,0.0,4.3548528338988035e-08
1944,0.0,9.639558484764166e-09
1945,0.0,1.5249527862692958e-08
1946,4.1763312808029696e-09,2.645009899993056e-08
1947,1.1920870957027319e-09,3.099426493236024e-08
1948,2.174377566888097e-09,3.8051606310318675e-08
1949,0.0,4.810334175431308e-08
1950,2.1270722960764488e-09,4.0414374069541736e-08
1951,6.396841056854896e-09,3.6248767543156646e-08
1952,0.0,1.4762725264461096e-08
1953,2.1547654771580937e-09,2.8011951869189033e-08
1954,5.86352189024808e-09,3.224936762080688e-08
1955,1.8771215692936494e-09,3.566530892840092e-08
1956,8.72114158667614e-10,2.1802854632824165e-08
1957,3.5340151360863103e-09,5.9194753099234276e-08
1958,4.963346011965797e-09,4.053399393910695e-08
1959,5.425523585955716e-09,4.1854036680888385e-08
1960,3.460416619915918e-09,3.8756667208872386e-08
1961,2.08444772553662e-09,3.543561177821175e-08
1962,6.341956404476434e-10,5.5809214694058085e-08
1963,3.879631726988464e-09,5.6254663149957196e-08
1964,6.083968218106861e-09,6.083968517867078e-08
1965,0.0,5.4720434405908236e-08
1966,5.539074754423723e-10,6.702280330728172e-08
1967,4.930335584241163e-10,6.360132842608834e-08
1968,1.796566312384229e-09,9.566715461484243e-08
1969,9.99186730576973e-09,1.0128119581898076e-07
1970,6.898087545614828e-09,9.289424696135029e-08
1971,1.0276794970565106e-09,9.865723171742502e-08
1972,8.721249833421041e-09,1.0003786454770847e-07
1973,3.859242647674677e-09,1.190852003674081e-07
1974,3.375343005096454e-09,1.125114366118396e-07
1975,2.2845920710778955e-09,1.1080271544727793e-07
1976,4.570821499072508e-09,1.5255116636581079e-07
1977,6.464460078348111e-09,1.710143518462992e-07
1978,3.5643548113029055e-09,1.4792071845182164e-07
1979,4.0963813452421505e-09,1.960411055712541e-07
1980,5.116635559687666e-09,2.0011730628155533e-07
1981,6.325549528618524e-10,2.2582212150235037e-07
1982,8.069752865935698e-09,1.9615706625675244e-07
1983,5.683784221055532e-09,2.3492976097827523e-07
1984,2.319603453759811e-09,2.818318247665985e-07
1985,1.8046674155058895e-09,3.1581679271752705e-07
1986,4.795588481876223e-09,4.1601729894313877e-07
1987,5.499735000746853e-09,3.599271146126348e-07
1988,1.7989661427186832e-09,3.268121701038851e-07
1989,2.7440609784434855e-09,3.0184672861199857e-07
1990,8.717841448735442e-09,3.4108554358702747e-07
1991,7.033758298025106e-09,3.962350432762385e-07
1992,3.305966445044106e-09,3.515344246807217e-07
1993,3.3235245111562506e-09,4.292885679157976e-07
1994,6.8574046441227665e-09,4.304339993321804e-07
1995,7.591431261388948e-09,3.4812133414829916e-07
1996,2.135236876199542e-09,3.859440766973421e-07
1997,5.753873377756236e-09,3.7256331042456736e-07
1998,5.244942036242151e-09,3.8907933741505474e-07
1999,9.140402212892695e-09,3.9806450780055513e-07
2000,4.4180314962005696e-09,4.077843080985133e-07
2001,1.7524847129024579e-09,4.021952482169411e-07
2002,4.81934359086722e-09,4.1840664533054905e-07
2003,3.333538334260311e-09,4.933636733039926e-07
2004,5.726228602398464e-09,4.62062607731184e-07
2005,6.3052495447024626e-09,4.782982161444238e-07
2006,5.353256948836815e-09,4.838520570871196e-07
2007,2.7961355453243186e-09,4.805358893023026e-07
2008,5.108927725316903e-09,4.708728384983374e-07
2009,2.860915504498962e-09,6.131895418093336e-07
2010,6.140930985942816e-09,5.163106049366206e-07
2011,1.7207874236646603e-08,5.449160105364115e-07
2012,1.0553183549255607e-08,5.909782636592809e-07
2013,1.0319762933086452e-08,5.731652166218737e-07
2014,7.57905826986871e-09,5.55436713511881e-07
2015,7.314698624583116e-09,6.749471879174962e-07
2016,1.2428039930512114e-08,5.679614574205516e-07
2017,5.7859059765519305e-09,6.855040677322677e-07
2018,4.904786798931582e-09,7.53788256702137e-07
2019,6.377469219387422e-09,7.002461632765744e-07
