year,des_DET airs_NOUN,des_DET chers_ADJ
1995,1.5356380274056391e-06,3.253470381991974e-09
1996,1.4364806446565126e-06,4.804283193493575e-09
1997,1.5046378480931821e-06,2.3974471297094624e-09
1998,1.5181723362900357e-06,6.675381136744818e-09
1999,1.483944361169165e-06,3.656160929565999e-09
2000,1.5511708930660006e-06,2.6508188977203417e-09
2001,1.461572207261952e-06,3.06684819206815e-09
2002,1.4852341188031914e-06,2.190610692842654e-09
2003,1.6688526542907312e-06,2.9168460979889232e-09
2004,1.5126053316549815e-06,1.7619165015858584e-09
2005,1.5173132119628008e-06,2.2518747977429143e-09
2006,1.7262194660361274e-06,3.294311934354255e-09
2007,1.7240173413313187e-06,2.7961355453243186e-09
2008,1.8873230338556368e-06,1.7029758436759579e-09
2009,1.874853296612855e-06,2.860915504498962e-09
2010,2.043512857596852e-06,9.447586046817946e-10
2011,2.4079550904332336e-06,3.82397197240536e-10
2012,2.680848986358342e-06,4.085103255668798e-09
2013,2.5431241930107262e-06,3.9047751143606035e-09
2014,3.0353045374909016e-06,4.980523993225461e-09
2015,2.8527324644755936e-06,3.103205609145121e-09
2016,2.913132703952215e-06,2.899876172524074e-09
2017,2.350335766010403e-06,2.012489092040326e-09
2018,2.7027957258951574e-06,1.807026639433218e-09
2019,2.7494544951878197e-06,2.04079020349468e-09
