year,des_DET airs_NOUN,des_DET chers_ADJ
1800,1.9305169658423438e-06,6.288328968651058e-09
1801,1.514432067750704e-06,4.7623651688866175e-09
1802,1.609007057368217e-06,1.1189200677108602e-08
1803,1.7045964781914336e-06,5.851017448321727e-09
1804,2.031861363605003e-06,7.4155528384522995e-09
1805,1.6289689126480766e-06,0.0
1806,2.4321286673512077e-06,2.881669125542885e-09
1807,1.6853974180719433e-06,2.8469551160981155e-09
1808,1.8400520644945573e-06,2.2660739951163578e-09
1809,1.6468332475483294e-06,2.259030518203531e-09
1810,2.5975406430234216e-06,0.0
1811,2.2062274780410007e-06,2.5070767684098882e-09
1812,1.7150148821087896e-06,0.0
1813,2.2286997882758897e-06,1.1502966579257645e-08
1814,2.0359000529879268e-06,6.293354282149721e-09
1815,1.151714417169103e-06,5.394447111228828e-09
1816,1.3418926556596489e-06,0.0
1817,1.6627408570002444e-06,9.341240669868967e-09
1818,1.6308170760481744e-06,3.5763532135746345e-09
1819,1.495726777989148e-06,7.24573512300708e-09
1820,1.940169710223927e-06,2.3732962262101864e-09
1821,1.4900709235377008e-06,1.577838126820552e-08
1822,1.6903187969319333e-06,8.02049271442229e-09
1823,1.6691858242268154e-06,1.3835761869529506e-08
1824,1.5318003860897988e-06,2.5263338088166165e-09
1825,1.7681329573804305e-06,2.641632912414593e-09
1826,1.4621254500468694e-06,7.0463874735082754e-09
1827,1.1825761010442193e-06,8.295545750325317e-09
1828,1.3740107824844472e-06,0.0
1829,1.3717082136821546e-06,9.430493719264632e-09
1830,1.652151127018442e-06,3.1310507520032616e-09
1831,1.4437456314908559e-06,1.5591206325993312e-08
1832,1.6290083664216581e-06,5.411987746839486e-09
1833,1.692368128303201e-06,5.791814139399776e-09
1834,1.4617875230271693e-06,4.667265685043276e-09
1835,2.072286044096927e-06,1.0588323107185715e-08
1836,1.4785650712667575e-06,6.720750067579218e-10
1837,1.4423708147859315e-06,3.478945576063097e-09
1838,1.5433235649453536e-06,1.199310784016916e-08
1839,1.7059199706181971e-06,3.4957375882882502e-09
1840,1.4790416997811917e-06,6.369688665408546e-09
1841,1.596790447422336e-06,8.346713542550788e-09
1842,1.6992035796192795e-06,1.341653010911159e-09
1843,1.7130041811697083e-06,8.860366662588604e-09
1844,1.6449218165348611e-06,2.7442805805577564e-09
1845,1.343718853519249e-06,5.580227946389016e-10
1846,1.5087050151407766e-06,1.1709002656346001e-09
1847,1.3671822181038351e-06,2.1572894581822766e-09
1848,1.5519232903216107e-06,1.6090443422100975e-09
1849,1.539298523312027e-06,0.0
1850,1.2220192786571715e-06,3.394498016007219e-09
1851,1.2756989651308004e-06,3.2247193804124663e-09
1852,1.5840156546431672e-06,1.9531636308300904e-09
1853,1.6166019918273378e-06,2.388772735173461e-09
1854,1.4360816216196781e-06,3.63696517347023e-09
1855,1.7979903113030105e-06,5.837630823180007e-09
1856,1.812533945155792e-06,4.1417513307884235e-09
1857,1.770035183312757e-06,1.9526036343364694e-09
1858,1.914895452870269e-06,7.829881576437714e-09
1859,1.8591524533206893e-06,7.638259802433822e-09
1860,1.9251635201555928e-06,3.661747127736703e-09
1861,1.9288291834840265e-06,9.903524222920623e-09
1862,1.8026765253864596e-06,7.22877824266277e-09
1863,1.7641001193169359e-06,1.4983863039219614e-09
1864,1.7898718951414594e-06,2.3973640850272204e-09
1865,1.7490633963390678e-06,1.4120533631256649e-09
1866,1.8270376607176786e-06,4.379051676828283e-09
1867,1.8125251433076528e-06,7.279217228983725e-09
1868,1.8361512310605121e-06,7.409810987013543e-09
1869,1.8352264561372067e-06,4.883519366671862e-09
1870,1.6852369242315035e-06,9.1744776220537e-09
1871,1.6154811071089625e-06,2.1242354542039266e-09
1872,1.7216775152206765e-06,5.442605477412599e-09
1873,1.4905151246580317e-06,9.577607318345116e-09
1874,1.5283050114334173e-06,5.377148060148329e-09
1875,1.6964327826940462e-06,6.865832347102696e-09
1876,1.6547942500722002e-06,6.04601479992084e-09
1877,1.775042161256124e-06,1.8554447978047506e-09
1878,2.2719050463138046e-06,1.8117266020745149e-09
1879,1.9769776749001267e-06,6.109325156877787e-09
1880,1.8605336293830987e-06,3.8507077526617195e-09
1881,2.2563035102507456e-06,6.2752569807145164e-09
1882,2.0159161078225907e-06,9.317539406694664e-09
1883,1.9097042383009466e-06,5.687405213450347e-09
1884,2.049826843375513e-06,1.9805090900604227e-09
1885,2.0587360900492513e-06,4.511945039809007e-09
1886,2.0889863341366777e-06,8.389503092232076e-09
1887,1.9893632776657455e-06,5.876032216356464e-09
1888,2.0581634512240043e-06,1.2047167707862627e-08
1889,2.110724487636162e-06,1.4409814119709097e-08
1890,1.797868172559447e-06,3.277193294515257e-09
1891,1.9721835933239618e-06,2.5496880162734215e-09
1892,1.9024934863054455e-06,1.1283322276511853e-08
1893,1.771160555996687e-06,5.542574843531156e-09
1894,1.973011842792971e-06,7.561847148451761e-09
1895,1.8687797744831869e-06,9.027921299420427e-09
1896,1.832206883989329e-06,2.94851448812139e-09
1897,1.7724862146906162e-06,2.913356778044829e-09
1898,1.9317623554115926e-06,2.26334195829736e-09
1899,1.8849042131563465e-06,7.738609753005221e-09
1900,1.7197959465420354e-06,5.19105292084987e-09
1901,1.697858832194754e-06,4.470991188387785e-09
1902,1.5025468886875615e-06,7.856453987376e-09
1903,1.870096280498501e-06,4.860198465905796e-09
1904,1.856932946964207e-06,5.374625189347171e-09
1905,1.7293703589160714e-06,7.225062881310862e-09
1906,1.7901761788507997e-06,1.1317206283223413e-08
1907,1.8930806122696708e-06,1.0285686524724724e-08
1908,1.9910771698050667e-06,2.4556945366072114e-09
1909,1.9539492637221656e-06,7.701377036095636e-09
1910,2.117352416952656e-06,1.0153886509378651e-08
1911,1.8514902437871683e-06,3.1922244847493175e-09
1912,1.9066481815599445e-06,2.083768435579003e-09
1913,1.987030294969827e-06,7.424185766158331e-09
1914,1.9387073528776e-06,6.696743604095445e-09
1915,1.7188132179768445e-06,8.246533456102156e-09
1916,1.5734045568649435e-06,1.0987462051303964e-09
1917,2.125293070420753e-06,1.864292142883528e-08
1918,1.8584956933409558e-06,4.594550517822427e-09
1919,1.9336481642540093e-06,1.4732557840346772e-08
1920,2.0429882034989078e-06,7.572231730534895e-09
1921,2.077961921642668e-06,6.058197998815018e-09
1922,2.112302823320533e-06,1.4755870969551665e-09
1923,2.002167809322941e-06,5.307974060286824e-09
1924,2.0665274149678226e-06,7.734974438733389e-09
1925,1.995069361271362e-06,5.499089184013428e-09
1926,1.9528033785576326e-06,1.1146138456652466e-09
1927,2.2019718510790653e-06,5.574612438330462e-09
1928,1.9058636606672508e-06,1.1426041224282812e-09
1929,1.8192283608442494e-06,4.4561625500705304e-09
1930,1.874893225561891e-06,4.201441528017824e-09
1931,1.7290520730739445e-06,3.4216069977333063e-09
1932,1.6537940901173442e-06,0.0
1933,1.699952134615046e-06,1.1470662197865522e-09
1934,1.6235040618539642e-06,2.3963160344919743e-09
1935,1.728220176744344e-06,7.180970484910176e-09
1936,1.613799465616239e-06,1.2124715009775855e-08
1937,1.412723467097976e-06,5.0364472592434595e-09
1938,1.6271343916685055e-06,3.889564337278273e-09
1939,1.3443470656682166e-06,1.5294050470515685e-09
1940,1.1943537816527794e-06,0.0
1941,1.9391372134691665e-06,2.9515025978810172e-09
1942,1.7264664702310029e-06,6.068423541449874e-09
1943,1.8087155417845224e-06,8.709705845433291e-09
1944,1.6547909247321968e-06,0.0
1945,2.017294706391226e-06,1.089252066321933e-08
1946,1.994894326173835e-06,4.1763312808029696e-09
1947,1.7106449430315251e-06,5.960435478513659e-09
1948,1.6373062763364032e-06,1.0871887834440486e-09
1949,1.3449301121681856e-06,3.9268033269479474e-09
1950,1.5346826263140656e-06,4.2541445921528975e-09
1951,1.6279961059240122e-06,6.396841278899501e-09
1952,1.3159915042137982e-06,1.0544803918932644e-09
1953,1.482478598546777e-06,1.0773827385790469e-09
1954,1.4434036259558525e-06,9.772536113672459e-10
1955,1.4857417180991206e-06,1.8771215692936494e-09
1956,1.5837592748368934e-06,2.616342476002842e-09
1957,1.4542471866718643e-06,1.7670075402875796e-09
1958,1.4451609189336523e-06,3.3088973783179654e-09
1959,1.4098610190416139e-06,1.5501495642666896e-09
1960,1.589023288062208e-06,2.076250060767393e-09
1961,1.523731381958271e-06,4.16889545107324e-09
1962,1.473870621993001e-06,1.2683912808952869e-09
1963,1.5369808146203923e-06,0.0
1964,1.3475989479871942e-06,2.4335873316516654e-09
1965,1.4292977166263654e-06,5.47204326295514e-09
1966,1.5282307277431073e-06,4.985167390003653e-09
1967,1.6181360944500511e-06,9.860671168482327e-10
1968,2.097042171911312e-06,8.982831312120965e-09
1969,1.4783421935504748e-06,3.6334061315201893e-09
1970,1.4587156158540893e-06,5.058597540852361e-09
1971,1.6298996303731883e-06,2.0553589941130213e-09
1972,1.8858419466027954e-06,2.0520587451500205e-09
1973,1.3132451233133224e-06,2.205281512956958e-09
1974,1.145366347543586e-06,1.6876715580593782e-09
1975,1.1337287730839307e-06,3.4268881066168433e-09
1976,1.1575604990099464e-06,2.856763492431469e-09
1977,1.258219027633345e-06,3.5260691033656144e-09
1978,1.4584151575292026e-06,1.1881182704343018e-09
1979,1.350635496777386e-06,4.0963813452421505e-09
1980,1.4366375644669915e-06,3.4110903546213933e-09
1981,1.3580955080527701e-06,1.8976649140967083e-09
1982,1.34144127628133e-06,2.483000915987077e-09
1983,1.448733495834631e-06,3.789189739755727e-09
1984,1.5378970346091592e-06,4.059305780401701e-09
1985,1.3378601231295306e-06,2.4062232206745193e-09
1986,1.3973145307488721e-06,2.3977941854269602e-09
1987,1.3749338148016932e-06,6.110816852533674e-10
1988,1.4745526311088497e-06,3.597932174415064e-09
1989,1.519112231562758e-06,5.488121956886971e-09
1990,1.4259120142412485e-06,2.179460389939436e-09
1991,1.5468406875385199e-06,3.5168792322792797e-09
1992,1.4750120396200828e-06,4.4079553340736766e-09
1993,1.5094340302113096e-06,3.323524400133948e-09
1994,1.4279226512314835e-06,2.1099706426497278e-09
