year,certains_DET ans_NOUN,certains_DET champs_NOUN
1939,0.0,9.176430548762937e-08
1940,0.0,9.88955315417428e-08
1941,0.0,7.969057280732272e-08
1942,0.0,8.495793002438745e-08
1943,2.9032352077962287e-09,6.677440911317944e-08
1944,0.0,9.318239690969676e-08
1945,0.0,8.71401590885057e-08
1946,0.0,6.403707786262203e-08
1947,0.0,8.106192339596419e-08
1948,0.0,7.719040517883968e-08
1949,0.0,7.951776925807508e-08
1950,0.0,1.0209947332029401e-07
1951,1.0661401761424827e-09,8.315893307297983e-08
1952,0.0,1.0966595764827503e-07
1953,0.0,1.0342874556812376e-07
1954,9.772536113672459e-10,8.40438127980292e-08
1955,1.8771215692936494e-09,8.822471109226626e-08
1956,0.0,8.721141941947508e-08
1957,0.0,1.404770939572586e-07
1958,0.0,7.941353752372038e-08
1959,0.0,1.2866241494435826e-07
1960,1.3841666701708277e-09,6.990041701016025e-08
1961,1.3896318540318475e-09,9.935868039434581e-08
1962,0.0,1.0527647997804479e-07
1963,0.0,7.694603354480023e-08
1964,6.083968329129164e-10,1.0221066659710232e-07
1965,1.0944086747954884e-09,8.645828764031194e-08
1966,5.539074754423723e-10,9.637990316946343e-08
1967,1.4791006197611978e-09,8.825300623627186e-08
1968,4.4914158503495116e-10,7.725235207090009e-08
1969,9.083515606356229e-10,8.084328761981396e-08
1970,9.197450023812337e-10,8.139743101764907e-08
1971,0.0,9.557419211603246e-08
1972,1.0260293725750103e-09,9.388168642487926e-08
1973,2.205281512956958e-09,8.380069527191836e-08
1974,5.625571675160757e-10,7.538265922590881e-08
1975,1.7134440533084216e-09,9.538172029976977e-08
1976,1.142705374768127e-09,1.0627160218490417e-07
1977,0.0,9.637922193661552e-08
1978,3.5643548113029055e-09,9.86138140035564e-08
1979,0.0,7.95868402292399e-08
1980,0.0,1.0062716793157733e-07
1981,0.0,1.0753434143140339e-07
1982,6.207502289967692e-10,1.1421803858269186e-07
1983,0.0,1.2756938083668956e-07
1984,5.799008495621649e-10,1.2989779385463862e-07
1985,6.015558051686298e-10,1.239204987513176e-07
1986,2.3977941854269602e-09,1.1509412356502935e-07
1987,6.110816852533674e-10,1.1427227608606927e-07
1988,0.0,9.714417181783119e-08
1989,5.488122178931576e-10,1.0921362925131461e-07
1990,1.089730194969718e-09,1.0951788542712393e-07
1991,1.1722930404189924e-09,9.612802731595593e-08
1992,1.1019888335184191e-09,9.532203559814434e-08
1993,1.1078414852150331e-09,9.74900498107445e-08
1994,0.0,1.1393841070628241e-07
1995,0.0,9.380839927075613e-08
1996,5.338092190498855e-10,9.661946975825231e-08
1997,4.79489448146353e-10,1.0740563460842623e-07
1998,0.0,1.1157422097340941e-07
1999,0.0,1.1059886606545888e-07
2000,0.0,1.0117292070788153e-07
2001,1.3143635069212678e-09,1.1785459808066889e-07
2002,0.0,1.4326594488522915e-07
2003,1.6667691671301554e-09,1.0333968702980201e-07
2004,0.0,1.3566756429383986e-07
2005,1.8014998381943315e-09,1.1034186542246971e-07
2006,8.235779835885637e-10,1.1241839148468102e-07
2007,7.988958938831558e-10,1.2183162656498325e-07
2008,1.7029758714315335e-09,1.0813896444972215e-07
2009,4.76819250749827e-10,1.1252934140060233e-07
2010,4.723793023408973e-10,1.1762244422897083e-07
2011,0.0,1.1739594008020049e-07
2012,0.0,1.2289352113725727e-07
2013,0.0,8.22791896837316e-08
2014,0.0,7.362513354536304e-08
2015,0.0,6.383737094495245e-08
2016,2.0713400439298368e-10,6.317587208926057e-08
2017,0.0,7.72292692019505e-08
2018,0.0,7.589512129868581e-08
2019,0.0,6.556038556482235e-08
