year,mêmes_ADJ armes_NOUN,mêmes_ADJ charmes_NOUN
1938,1.931816994149571e-07,7.779128452511941e-09
1939,2.1717551135225222e-07,1.5294050470515685e-08
1940,1.9525528216490784e-07,1.0143131667916805e-08
1941,1.6233263977483148e-07,2.9515025978810172e-09
1942,1.3957374278561474e-07,2.730790527039062e-08
1943,1.422585289567735e-07,2.0322646676618206e-08
1944,2.859735630522664e-07,6.4263723231761105e-09
1945,1.6774481537140673e-07,8.714016175304096e-09
1946,1.7401380603132566e-07,1.2528993842408909e-08
1947,1.418583650547589e-07,1.3112957830685446e-08
1948,1.4024735306428227e-07,1.7395020535104777e-08
1949,1.6099893762611117e-07,4.908504269707237e-09
1950,1.2443372554571397e-07,1.1698897850465073e-08
1951,2.0043435489114358e-07,8.529121409139861e-09
1952,1.0017563967235077e-07,1.0544803918932644e-09
1953,1.8100030374501586e-07,1.4005975934594517e-08
1954,1.563605800392054e-07,1.5636057781875934e-08
1955,1.914663982915954e-07,1.0324168187025862e-08
1956,1.4041037843526283e-07,1.3081712602058815e-08
1957,1.5549666732006528e-07,4.417518795207798e-09
1958,1.414553594258905e-07,1.3235589513271862e-08
1959,1.457140581528904e-07,1.007597205671118e-08
1960,1.460295782629295e-07,1.5225833038812198e-08
1961,1.5146986703795662e-07,4.86371165564492e-09
1962,1.8137995994038647e-07,1.8391673961559718e-08
1963,1.4871922082715372e-07,2.198458126656533e-08
1964,1.5635798944479973e-07,5.475571551727398e-09
1965,1.6087807469533644e-07,9.302473458205895e-09
1966,1.4567766470907628e-07,7.754704434148607e-09
1967,1.9721341648626378e-07,1.3311906243984595e-08
1968,1.7471607136054779e-07,8.533690198930799e-09
1969,1.9393305383808013e-07,1.4987801222332564e-08
1970,2.018840339346184e-07,5.518470125309705e-09
1971,1.7367783344823806e-07,1.4387513402880359e-08
1972,2.0879697881781567e-07,7.69522046084603e-09
1973,2.3265720727749795e-07,6.064523994098181e-09
1974,2.3008587390904722e-07,2.812785782069227e-09
1975,2.0332869210548665e-07,7.4249242310031605e-09
1976,1.9140314733157027e-07,5.713526984862938e-09
1977,1.6161150573346106e-07,8.22749424145286e-09
1978,1.764355571642895e-07,1.2475242172627077e-08
1979,1.4512893642404379e-07,8.192762912528906e-09
1980,1.7226006954196293e-07,2.2740602734216964e-09
1981,1.3789697983490612e-07,6.325549417596221e-09
1982,1.8250056843527318e-07,8.069752865935698e-09
1983,2.1219461388000127e-07,8.209910973278056e-09
1984,1.5773303485566714e-07,7.538710988796993e-09
1985,1.6482628562020096e-07,7.820225356169885e-09
1986,1.594533137194709e-07,1.019062523255343e-08
1987,1.3504904927685857e-07,8.555143260480236e-09
1988,1.4871453379861066e-07,8.395175221664886e-09
1989,1.8769377674310306e-07,5.488121956886971e-09
1990,1.56376287918647e-07,4.358920779878872e-09
1991,1.5474268472148722e-07,1.7584396161396398e-09
1992,1.675023071356918e-07,6.060938417817852e-09
1993,1.7670071922326613e-07,9.416652346772025e-09
1994,1.4242301915601274e-07,4.2199412852994556e-09
1995,1.4911739754097653e-07,1.843633334885908e-08
1996,2.2259843923677636e-07,4.270473752399084e-09
1997,2.0378302012513672e-07,7.671831170341648e-09
1998,1.706990211403081e-07,1.0966696883940585e-08
1999,1.517306845721933e-07,2.285100553223174e-09
2000,1.7407044194950316e-07,7.510653432518666e-09
2001,1.8444902191716572e-07,9.20054432640427e-09
2002,1.7086763648421766e-07,9.63868718173444e-09
2003,1.866781511594695e-07,5.416999737661854e-09
2004,1.5725105129149597e-07,4.845270407116686e-09
2005,1.6979136319150712e-07,4.053374524914943e-09
2006,1.675981167181817e-07,7.823991232669414e-09
2007,1.5738248748675687e-07,4.7933754743212376e-09
2008,1.6902035904209356e-07,4.6831836186811415e-09
2009,1.5067487879605324e-07,5.245011536203492e-09
2010,1.4218616684047447e-07,8.030448306328708e-09
2011,1.3766299389317282e-07,7.265546830836911e-09
2012,1.4638285961154907e-07,8.851056776393307e-09
2013,1.358303904908098e-07,6.136075203500013e-09
2014,1.507149803847696e-07,5.630157673408576e-09
2015,1.4230414198401764e-07,6.64972610309178e-09
2016,1.6508580191754163e-07,1.2220906064897008e-08
2017,1.293024223802952e-07,2.5156112748447867e-09
2018,1.38882915778904e-07,6.195520096952123e-09
2019,1.3086567179909636e-07,5.612172948588068e-09
