year,tes_DET ans_NOUN,tes_DET champs_NOUN
1960,1.5225833038812198e-08,3.321999941796605e-08
1961,1.598076693198891e-08,3.0571901232789855e-08
1962,9.512934440181198e-09,3.4880759613997725e-08
1963,1.0992290189193454e-08,3.103705381590771e-08
1964,9.125952216137989e-09,3.10282390891814e-08
1965,2.3529786119524942e-08,2.8454625877749606e-08
1966,2.381802199913352e-08,2.1602391320207914e-08
1967,2.8102913107730387e-08,3.9935718731953784e-08
1968,3.0092486724697665e-08,3.862617448113781e-08
1969,1.090021850558287e-08,3.451735963722058e-08
1970,1.195668489217816e-08,2.115413444414571e-08
1971,2.2095109963871096e-08,2.6205826841874114e-08
1972,1.539044047760285e-08,2.718977787363741e-08
1973,1.5988290802404492e-08,2.260413545229767e-08
1974,6.750686232237513e-09,1.8001828527847152e-08
1975,1.1994108817248161e-08,2.513051233776764e-08
1976,1.8854638683674096e-08,1.3141112142900369e-08
1977,1.1753563289307323e-08,2.4094804818020066e-08
1978,1.3069301196821925e-08,2.613860194955464e-08
1979,5.851973239323627e-09,1.7555920495126998e-08
1980,6.253665585376211e-09,1.9329512213062117e-08
1981,8.855769562110538e-09,1.897664847483327e-08
1982,8.690503427999374e-09,2.5450759721934446e-08
1983,5.052252838311233e-09,2.5892795463278162e-08
1984,9.278413259927731e-09,2.145633093419974e-08
1985,1.0828004270990732e-08,1.2632671464452017e-08
1986,1.3187867686781374e-08,2.3378494029557828e-08
1987,7.332980445085013e-09,2.566543033655222e-08
1988,1.9788627514394364e-08,1.978862740337206e-08
1989,8.232183490441969e-09,3.2928733517678666e-08
1990,1.6345952147389653e-08,2.070487314931313e-08
1991,9.37834432335194e-09,2.0515128706932728e-08
1992,1.2121877335236064e-08,1.6529832724820892e-08
1993,6.64704896680135e-09,2.271075000281897e-08
1994,8.43988251508776e-09,2.05722139323683e-08
1995,5.964695848348356e-09,2.168980317573954e-08
1996,9.074756945892659e-09,2.4021415079289454e-08
1997,1.054876808126437e-08,2.0618046159270875e-08
1998,1.382757464085671e-08,1.907251712118807e-08
1999,1.1882523409667556e-08,2.696418688330482e-08
2000,9.277866475088103e-09,2.032294532661183e-08
2001,1.1829271423513532e-08,2.4972906409459483e-08
2002,1.1391176002462089e-08,2.8039817023817193e-08
2003,5.0003075569016175e-09,1.791776843562687e-08
2004,1.5416770082765652e-08,2.5107309675753697e-08
2005,1.170974872621855e-08,2.7923248158145952e-08
2006,1.1118302722934459e-08,3.0060596845071785e-08
2007,1.1583990655594789e-08,2.8360804593674516e-08
2008,1.404955063399882e-08,3.107930912626955e-08
2009,9.53638501499654e-09,3.290052941196109e-08
2010,7.558068837454357e-09,2.8815138275462004e-08
2011,5.7359579308524644e-09,1.8737462220697054e-08
2012,8.851057275993668e-09,2.3829769379979382e-08
2013,6.4149877077035455e-09,2.510212543382906e-08
2014,8.012147389990787e-09,3.204858967098545e-08
2015,7.093041445860315e-09,3.369194456759317e-08
2016,9.11389658186934e-09,3.935545989097733e-08
2017,2.7671724911471074e-09,5.660125579343145e-08
2018,8.26069346260283e-09,2.8137987717613555e-08
2019,9.693753078021672e-09,3.214244703730884e-08
