year,nos_DET ans_NOUN,nos_DET chants_NOUN
1971,2.774734608745888e-08,1.7265014840006643e-07
1972,2.2059630899740057e-08,1.3133176179902506e-07
1973,2.5360736732871203e-08,8.490334124644505e-08
1974,1.8001828638869455e-08,9.394704525433895e-08
1975,1.5420996479775795e-08,7.31069484949387e-08
1976,2.4568166112626244e-08,9.65586005596819e-08
1977,1.3516598063034735e-08,8.87394069337688e-08
1978,1.7227714810275074e-08,9.38613456957782e-08
1979,1.345953837272873e-08,9.304637593743337e-08
1980,1.4212876431329846e-08,8.243468491153649e-08
1981,2.024175771442316e-08,8.349725361123106e-08
1982,1.8622506203769262e-08,1.0987279086549506e-07
1983,2.9681985536100797e-08,1.9261714423457477e-07
1984,2.4355835570588624e-08,1.298977856944994e-07
1985,1.924978509926234e-08,8.542092322372241e-08
1986,2.6975184141964093e-08,1.007073588965568e-07
1987,1.833245094617908e-08,1.11827951621013e-07
1988,1.6190695006912392e-08,8.275244267608173e-08
1989,2.030605161795762e-08,9.494451358449396e-08
1990,1.1987032311200352e-08,1.0733842620291867e-07
1991,2.9307326621097474e-08,8.9094270183665e-08
1992,2.093778761480536e-08,9.477104101485168e-08
1993,2.437251228615267e-08,7.699498622004697e-08
1994,1.4769794220992338e-08,8.017888530886808e-08
1995,1.9520823790752928e-08,1.068222799105456e-07
1996,2.56228422923499e-08,9.875470752263027e-08
1997,1.870008814464086e-08,8.72670822271715e-08
1998,3.0516027038629545e-08,7.819732150693426e-08
1999,3.473352708227573e-08,1.0054442856066714e-07
2000,2.032294532661183e-08,1.1840324476430908e-07
2001,1.6648604800328926e-08,9.069108108938906e-08
2002,1.9277373808357368e-08,8.105259974300338e-08
2003,2.4584844826591734e-08,9.625592056750065e-08
2004,1.4535811138083332e-08,1.1100074051584308e-07
2005,2.0717248361279417e-08,9.05253642047299e-08
2006,1.2765458912156191e-08,8.935821182998183e-08
2007,1.797515847279385e-08,7.62945576160412e-08
2008,1.3198063086861112e-08,7.407945279425121e-08
2009,1.1920481268745675e-08,9.29797510096364e-08
2010,1.511613750837526e-08,1.2045672548310904e-07
2011,1.1471915861704929e-08,1.3269182908004495e-07
2012,1.361701096325163e-08,9.565950165324466e-08
2013,1.3108887808588321e-08,8.478940394240908e-08
2014,1.7973194821330196e-08,9.7228490147927e-08
2015,1.4851054830344879e-08,1.0639561587311164e-07
2016,2.1749071099641526e-08,1.282159499682578e-07
2017,7.295272969054523e-09,8.75432721869629e-08
2018,1.2907333535316923e-08,9.190021688088024e-08
2019,1.5561025135113482e-08,8.392749961672052e-08
