year,nos_DET ans_NOUN,nos_DET chants_NOUN
1800,1.226224086714467e-07,2.326681656228402e-07
1801,7.857902772911984e-08,2.095440736482601e-07
1802,1.2755688771903806e-07,1.6783801015662903e-07
1803,1.5212645965156923e-07,1.7748086866831159e-07
1804,1.5819846055364906e-07,2.620162014022043e-07
1805,8.812921237222326e-08,3.2977382780075004e-07
1806,1.3543845511776453e-07,4.812387430774834e-07
1807,1.5088862381773538e-07,3.871858957893437e-07
1808,1.450287405724282e-07,3.5350755434038206e-07
1809,8.810219243038375e-08,2.2364402241237258e-07
1810,1.2168659679900884e-07,4.001616851212475e-07
1811,1.4039629903095374e-07,3.3344120708989067e-07
1812,5.3344166417446104e-08,3.627403160066933e-07
1813,1.3803560250380542e-07,3.0482861257397076e-07
1814,6.293354459785405e-08,4.1221470947760963e-07
1815,5.124724800076308e-08,2.5893345600991324e-07
1816,1.2978581764855335e-07,1.5064425262778514e-07
1817,1.2143612515558289e-07,2.584409788397579e-07
1818,1.1801965627000754e-07,2.1934966665249078e-07
1819,7.452755745873674e-08,2.1323163590381e-07
1820,7.831877635311457e-08,3.287015299946461e-07
1821,1.0058718102889941e-07,3.1655378585071503e-07
1822,7.719724237631453e-08,3.2182228437704907e-07
1823,1.0475648082319822e-07,2.9845714522025446e-07
1824,1.802118072546932e-07,3.957922984909601e-07
1825,1.3296219081304628e-07,3.35487390756839e-07
1826,7.839105875540042e-08,2.9506748155938567e-07
1827,9.032927539287527e-08,1.8526718825739863e-07
1828,7.613009955775851e-08,2.1463185362335935e-07
1829,5.572564276690173e-08,2.0575622006191452e-07
1830,5.7402597564149005e-08,2.1291145380075704e-07
1831,4.365537709105638e-08,3.6171598338796684e-07
1832,1.0282777063164161e-07,2.9360034581316086e-07
1833,1.0888610546544442e-07,5.363219877096981e-07
1834,6.720862222309165e-08,2.7443520878023264e-07
1835,6.201732105637348e-08,2.647080776796429e-07
1836,1.1290860263413194e-07,2.473236015987368e-07
1837,4.592208013853849e-08,2.080409333693467e-07
1838,7.322107919982557e-08,1.8873363849536418e-07
1839,3.495737432857027e-08,2.1184169440857659e-07
1840,4.9046602779156956e-08,2.2039122615780116e-07
1841,8.73194618833395e-08,2.0930988187117805e-07
1842,5.702025340781347e-08,2.4753497651630596e-07
1843,4.489252369843655e-08,2.3391368486613828e-07
1844,3.841992773923053e-08,1.7288967513184872e-07
1845,5.636030275812942e-08,2.1483877521433214e-07
1846,5.0348710534109387e-08,2.5232900413563186e-07
1847,2.534815113364175e-08,2.0602114059187215e-07
1848,4.907585093860689e-08,3.250269639543113e-07
1849,1.0306680486849018e-07,1.4915358370615195e-07
1850,6.245876349453283e-08,3.781470656605279e-07
1851,5.868989294555149e-08,2.1412136996801223e-07
1852,4.6224873262445954e-08,2.044311291360401e-07
1853,3.3442819624696085e-08,2.3409973071153445e-07
1854,6.442623751157228e-08,3.2161163820987326e-07
1855,5.094659627502551e-08,2.4730326231292565e-07
1856,6.678573938323495e-08,2.712847170793786e-07
1857,6.980557848423885e-08,2.8263937812411655e-07
1858,5.18729667553508e-08,2.9655677535878056e-07
1859,5.194016750031949e-08,3.192792616957263e-07
1860,6.224970103274607e-08,2.284014737341522e-07
1861,4.6216444282709546e-08,2.320254166576774e-07
1862,8.629353992484212e-08,2.3629067594233e-07
1863,8.34101649416219e-08,2.7220683362916276e-07
1864,6.04135705906117e-08,2.488463859418033e-07
1865,5.365802618895188e-08,2.2028032242715767e-07
1866,5.3521741094630926e-08,3.240498245848933e-07
1867,7.327745521479301e-08,3.0135959327992623e-07
1868,4.2482918516384416e-08,1.8475129670569856e-07
1869,5.46954153080037e-08,2.0071264295040692e-07
1870,7.454263339923273e-08,6.101027909544143e-07
1871,6.691341436493303e-08,1.3064047887922925e-07
1872,4.233137351761229e-08,6.071528499962398e-07
1873,4.369783174196229e-08,2.2627097062688506e-07
1874,3.8237498112270174e-08,2.0492909769131984e-07
1875,7.437985516389745e-08,2.168458763662784e-07
1876,4.9577319805038655e-08,2.557464144903321e-07
1877,6.246663986075873e-08,2.8079063174590857e-07
1878,5.918306911212312e-08,2.55453449948817e-07
1879,4.3376210623335965e-08,1.7472670321705408e-07
1880,4.235778638950194e-08,2.105053600320872e-07
1881,6.972507465841105e-08,2.656525435185131e-07
1882,5.457415808152177e-08,1.8235755927520358e-07
1883,4.7395042834796897e-08,1.4787252844428167e-07
1884,4.819238963449379e-08,1.7494496784564717e-07
1885,4.9631395993010585e-08,1.9659189209875194e-07
1886,5.937186853266496e-08,1.484296754394876e-07
1887,2.7421483750345033e-08,1.2470245813744896e-07
1888,3.6775564593583e-08,1.4583413587843097e-07
1889,4.51089832154139e-08,1.7542383518032167e-07
1890,2.5562107652810084e-08,1.3305404478192173e-07
1891,2.549687994068961e-08,1.427825244704195e-07
1892,3.886477561998447e-08,1.5044429746424726e-07
1893,3.325545000487651e-08,1.1393070376009007e-07
1894,2.8987081401865566e-08,1.5375756379221173e-07
1895,1.9259566386153892e-08,1.3301137724575085e-07
1896,2.063960063969361e-08,1.1853028464292592e-07
1897,2.3889524691789177e-08,1.3168372248184568e-07
1898,2.5462597474934512e-08,1.5956561227881139e-07
1899,1.6582735185011188e-08,1.586415034893207e-07
1900,2.6474371694895638e-08,1.4431128314562613e-07
1901,2.123720777014171e-08,1.2183450825986597e-07
1902,1.9641135329262482e-08,1.050800749191616e-07
1903,2.5381034607363517e-08,8.856361022324677e-08
1904,1.666133808697623e-08,1.1662936927336887e-07
1905,2.3223416079076742e-08,1.0269910855065234e-07
1906,2.1605574218597212e-08,1.2243158975522306e-07
1907,4.834272726572664e-08,1.619995622093029e-07
1908,2.5539223402759603e-08,1.0264803496085051e-07
1909,3.190570296851547e-08,1.2267193338910687e-07
1910,3.259932035426516e-08,1.0474535461213463e-07
1911,3.564650674636738e-08,1.1917637898761768e-07
1912,4.9489502940147645e-08,1.6878525421759605e-07
1913,4.030272293675807e-08,1.4052923180685184e-07
1914,3.884111277052682e-08,1.1920203490944914e-07
1915,1.767114277129167e-08,1.9673873108416728e-07
1916,1.7579939282086343e-08,1.9228058789622082e-07
1917,2.19328495365545e-08,2.0507213438492045e-07
1918,3.675640503075783e-08,1.711470032361717e-07
1919,3.6831394434333475e-08,1.942856071579513e-07
1920,2.8017257402979112e-08,1.0828291641118426e-07
1921,2.120369302360814e-08,9.087296959364721e-08
1922,4.205423248526685e-08,1.0993123805702609e-07
1923,7.006525448716161e-08,1.4650007829075662e-07
1924,8.121723371612433e-08,1.3794038578041068e-07
1925,3.4094350676028284e-08,1.1878032490919566e-07
1926,4.346993842663238e-08,1.448997979380806e-07
1927,2.5643217327342427e-08,1.0591763377476582e-07
1928,2.5137291137511397e-08,1.1197520410899386e-07
1929,4.0105462062456354e-08,9.580749349424877e-08
1930,4.9366935983563565e-08,1.3759720118855512e-07
1931,3.193499864551086e-08,1.4028588246617346e-07
1932,1.6439305028370654e-08,1.1397917853983586e-07
1933,2.982372171445036e-08,6.538277341761045e-08
1934,2.156684431042777e-08,8.147474517272713e-08
1935,1.555876849579363e-08,1.5439086720192563e-07
1936,3.8799087942464894e-08,1.0306007247606885e-07
1937,1.6368453259474336e-08,1.5109341111596564e-07
1938,4.148868626430158e-08,1.0242519365988301e-07
1939,2.4470481641003516e-08,9.329370698196726e-08
1940,3.0429394115571995e-08,8.114505645195891e-08
1941,5.607854847156091e-08,1.7118715422981268e-07
1942,4.2478965012193726e-08,1.7295006671247393e-07
1943,4.3548528783077245e-08,1.248391123809256e-07
1944,2.5705489292704442e-08,1.1888788797875804e-07
1945,3.267756198965799e-08,1.3942426058122237e-07
1946,5.986074924635432e-08,1.4477948262481277e-07
1947,2.8610089852776355e-08,1.4662671854459575e-07
1948,3.0441285714388755e-08,8.806229057078951e-08
1949,2.1597417965146803e-08,7.559096404374799e-08
1950,8.295581821471387e-08,9.784532473133822e-08
1951,4.371174844308712e-08,1.0768015812345766e-07
1952,2.1089607171731473e-08,6.748674685752576e-08
1953,1.939288907237824e-08,9.05001482642831e-08
1954,4.104465145537972e-08,9.674811085602641e-08
1955,1.8771216581114913e-08,6.757637871501743e-08
1956,1.4825940475304833e-08,1.1163060986696394e-07
1957,1.6786571077620493e-08,9.806891521080274e-08
1958,3.3916197239580725e-08,9.595802463735481e-08
1959,2.40273188012452e-08,8.680837693120225e-08
1960,5.1906251297140216e-08,9.066291983828023e-08
1961,4.5163034867456986e-08,9.518978449918336e-08
1962,4.819886784135363e-08,1.0400808214683366e-07
1963,4.0736133799512686e-08,1.2091519385748484e-07
1964,4.9888540409881443e-08,1.1498699858947248e-07
1965,4.3776346048129966e-08,1.2749860989202944e-07
1966,3.6003986569888013e-08,1.0911977343930346e-07
1967,3.993571850990918e-08,1.3361209427742438e-07
1968,5.569355751577909e-08,1.4866587016992838e-07
1969,3.406318194176805e-08,1.2126493575959074e-07
1970,3.2650948611490094e-08,1.342827655737011e-07
