year,deux_DET airs_NOUN,deux_DET chères_ADJ
1800,1.131899196593622e-07,0.0
1801,4.286128785224719e-08,2.3811825844433088e-09
1802,3.1329761895904085e-08,0.0
1803,9.166594594489652e-08,0.0
1804,6.921182338359699e-08,0.0
1805,1.2224374312808095e-07,0.0
1806,4.8988376022407465e-08,0.0
1807,6.547996633798903e-08,0.0
1808,1.1556977064230978e-07,0.0
1809,6.09938268780752e-08,0.0
1810,3.97821557918121e-08,4.680253518074551e-09
1811,8.77476873384353e-08,5.0141535368197765e-09
1812,5.3344166417446104e-08,0.0
1813,1.5241430628698538e-07,0.0
1814,8.81069599500961e-08,0.0
1815,5.664169400176888e-08,1.0788894222457657e-08
1816,4.6352077731626196e-09,0.0
1817,3.42512151974006e-08,0.0
1818,6.079800130009971e-08,0.0
1819,4.5544620519422097e-08,0.0
1820,5.3399165977907614e-08,0.0
1821,1.4792232327920374e-08,0.0
1822,5.514088741165324e-08,0.0
1823,1.680056804787e-08,9.882686891060644e-10
1824,6.06320114115988e-08,0.0
1825,3.78634048558979e-08,8.805443041381977e-10
1826,2.9947145208097936e-08,0.0
1827,5.7147091836462494e-08,0.0
1828,7.888178754633657e-08,7.337841001486822e-09
1829,6.086954873474326e-08,8.57317605795771e-10
1830,4.5922077696047836e-08,2.0873671680021744e-09
1831,5.145097770054008e-08,4.677361609140007e-09
1832,2.8412935559885e-08,1.0823975493678972e-08
1833,4.865123881536704e-08,1.1583628500844156e-09
1834,4.853956059314157e-08,0.0
1835,4.0840674842002045e-08,0.0
1836,5.578222345148376e-08,4.032449929525228e-09
1837,6.88831186534955e-08,0.0
1838,4.229148320433751e-08,1.2624323808552163e-09
1839,3.2859933885021064e-08,2.0974426639952526e-09
1840,4.33138822586443e-08,1.2739377330817092e-09
1841,7.512042010660025e-08,0.0
1842,3.8237111255057243e-08,3.3541325272778977e-09
1843,6.143187425422525e-08,1.1813822142769936e-09
1844,3.45779343491337e-08,2.195424508855126e-09
1845,4.7431936656128215e-08,5.580227946389016e-10
1846,2.2832555401919308e-08,3.5127007969038004e-09
1847,1.941560512364049e-08,0.0
1848,3.298541073615269e-08,8.84974404868899e-09
1849,3.686942506853086e-08,8.379414939696517e-10
1850,5.838536765168101e-08,1.3577992064028876e-09
1851,3.353708155628965e-08,6.449438760824933e-09
1852,6.445439737490233e-08,0.0
1853,4.598387448595531e-08,5.971931837933653e-10
1854,7.118060402211412e-08,0.0
1855,6.156047405170284e-08,0.0
1856,5.694908311593139e-08,0.0
1857,7.175818117488575e-08,0.0
1858,8.172439253106845e-08,9.787352039936081e-10
1859,3.97189512391094e-08,5.092173349652285e-10
1860,5.8130236957332215e-08,2.288591982591015e-09
1861,5.847795042646098e-08,4.715963730639317e-10
1862,8.177555432808958e-08,9.035972525772706e-10
1863,2.2975256364077268e-08,9.989241656072068e-10
1864,7.096197229827794e-08,0.0
1865,4.2832282387550435e-08,1.882737743486018e-09
1866,5.1088934416299026e-08,3.8924903300596725e-09
1867,6.939520247328801e-08,1.358787216076962e-08
1868,4.6434817546625595e-08,0.0
1869,8.399653195212409e-08,5.371870948067681e-09
1870,4.587238944253613e-08,2.8670243956696595e-09
1871,2.1242353653860846e-08,6.37270636261178e-09
1872,5.019291648977742e-08,1.2094678591978436e-09
1873,6.105724315030869e-08,5.986004469882289e-10
1874,4.779687134970345e-08,3.5847653734322193e-09
1875,5.893172794202428e-08,3.432916173551348e-09
1876,6.287855258690911e-08,0.0
1877,7.050690165044671e-08,1.8554447978047506e-09
1878,1.316521327510145e-07,3.019544281279707e-09
1879,3.6655949942066e-08,6.10932526790009e-10
1880,5.005920211686998e-08,6.417846254436199e-10
1881,9.41288524902717e-08,6.9725074602899895e-09
1882,7.587138917131142e-08,1.9966155395678697e-09
1883,7.140853064413477e-08,6.951272890631799e-09
1884,4.291103117282091e-08,4.621187876807653e-09
1885,4.318576085626802e-08,5.80107206715752e-09
1886,4.9046325889534614e-08,0.0
1887,5.35371814103236e-08,2.6115698492645834e-09
1888,4.755461202599065e-08,4.4384300679212174e-09
1889,5.889228527067303e-08,6.265136742733546e-10
1890,2.9494738484903138e-08,1.0487018364813139e-08
1891,4.653180718516836e-08,5.736798147637501e-09
1892,2.820830502514582e-08,3.761107425503951e-09
1893,5.4194064402768305e-08,9.23762488724833e-09
1894,4.2850465620247746e-08,8.192000855444803e-09
1895,6.43991759918805e-08,4.213029924926559e-09
1896,4.0099797649073565e-08,5.307326134129653e-09
1897,4.3700353113962365e-08,6.409385022720926e-09
1898,4.413516951906615e-08,6.224190496340043e-09
1899,4.5878900678530954e-08,5.527578395003729e-09
1900,4.412395127051383e-08,8.824790564965213e-09
1901,3.5767929285057676e-08,2.794369402536745e-09
1902,2.995273185035785e-08,1.0802624572647801e-08
1903,4.6981915247101824e-08,2.7001101354784396e-09
1904,4.568431410945095e-08,1.0749250378694342e-09
1905,4.4898605056076235e-08,5.676835002077496e-09
1906,3.9610220603503166e-08,3.600929110447737e-09
1907,7.611407992769159e-08,2.057137349353866e-09
1908,6.041008471235898e-08,3.929111258571538e-09
1909,3.960708294670212e-08,4.950885035270858e-09
1910,5.0235016701982715e-08,6.947395769785203e-09
1911,3.724261854465283e-08,2.6601871816467337e-09
1912,6.668059038261731e-08,5.2094213387476884e-09
1913,7.848425115364321e-08,7.954484626537806e-09
1914,8.906668824693043e-08,8.705766774141921e-09
1915,2.8273827723523937e-08,2.3561523843085297e-09
1916,1.0987461607214755e-08,0.0
1917,3.947912752266802e-08,1.0966424435210342e-09
1918,1.8378202071289707e-08,4.594550517822427e-09
1919,5.5247090680055067e-08,2.762354567309444e-09
1920,7.04217537617069e-08,5.300562211374427e-09
1921,6.739745078698789e-08,3.7863738810983705e-09
1922,5.459672369756419e-08,2.951174193910333e-09
1923,7.006525715169687e-08,3.1847844361720945e-09
1924,3.867487285980076e-08,9.02413699321869e-09
1925,5.27912540349007e-08,3.299453377181294e-09
1926,3.901148493135054e-08,3.343841648018042e-09
1927,6.801026863900717e-08,5.574612327308159e-09
1928,1.0626218438503088e-07,1.371124969118398e-08
1929,6.01581959802644e-08,6.684243825105796e-09
1930,9.348206830850359e-08,1.0503603542488804e-09
1931,7.185374428786417e-08,2.2810713318222042e-09
1932,7.342889585260082e-08,5.4797681947604815e-09
1933,7.341223895451776e-08,5.735331320977366e-09
1934,7.7880272897346e-08,7.188948103475923e-09
1935,6.582556189016486e-08,2.393656828303392e-09
1936,1.0790995830234351e-07,3.6374143697059935e-09
1937,3.147779614742774e-08,1.2591118148108649e-09
1938,7.779128574636474e-08,2.5930428915188486e-09
1939,4.129393449403551e-08,0.0
1940,2.02862628917444e-08,0.0
1941,1.0330259003765718e-07,5.9030051957620344e-09
1942,6.675265851185941e-08,3.034211770724937e-09
1943,4.0645293575281016e-08,0.0
1944,5.7837349132228155e-08,0.0
1945,7.189063611079405e-08,0.0
1946,1.238978297735116e-07,2.7842208538686464e-09
1947,6.198852764427443e-08,1.1920871401116528e-08
1948,7.284165093324191e-08,2.174377566888097e-09
1949,4.613993886959378e-08,1.9634016634739737e-09
1950,1.0635361658017928e-07,0.0
1951,5.330700991734716e-08,0.0
1952,3.2688891704601986e-08,9.490323193972472e-09
1953,7.649417432809003e-08,1.0773827385790469e-09
1954,5.374894862519852e-08,5.863521668203475e-09
1955,6.100644922568677e-08,0.0
1956,8.28508484040924e-08,2.616342476002842e-09
1957,4.770920514207688e-08,8.835037701437898e-10
1958,5.2115132875840686e-08,2.4816730892496253e-09
1959,5.8905684330312624e-08,0.0
1960,4.083291726963978e-08,3.460416619915918e-09
1961,4.655266566677696e-08,6.948159270159238e-10
1962,4.5027890527293835e-08,6.341956404476434e-10
1963,6.724695289506144e-08,4.526237162849611e-09
1964,2.5552667426431697e-08,1.2167936658258327e-09
1965,5.6909250478742734e-08,2.73602163147757e-09
1966,4.7636043665200134e-08,6.092982118843793e-09
1967,9.909974391097975e-08,2.465167847631733e-09
1968,1.0914140513573756e-07,4.4914158503495116e-10
1969,5.6317797758609345e-08,1.3625273131978588e-09
1970,7.128024118174814e-08,1.3796175313274261e-09
1971,6.320229040124303e-08,1.0276794970565106e-09
1972,1.9699764414182752e-07,3.0780880067027283e-09
1973,6.009392056194329e-08,3.859242703185828e-09
1974,3.206575832637171e-08,1.6876715580593782e-09
1975,4.169380662943922e-08,2.8557400888473694e-09
1976,5.5421210287676104e-08,1.7140580066410394e-09
1977,5.230335708983347e-08,0.0
1978,7.12870956709466e-08,2.9702956760857546e-09
1979,5.091216703778656e-08,2.3407893401383717e-09
1980,4.832377969998802e-08,5.685150683554241e-10
1981,6.768338045581856e-08,6.325549528618524e-10
1982,6.021277043632978e-08,0.0
1983,5.999550367619122e-08,2.5261264191556165e-09
1984,5.972978722734723e-08,1.1598016991243298e-09
1985,5.594469065783869e-08,3.0077789148208467e-09
1986,4.6756987059914934e-08,5.994485352545098e-09
1987,6.355249421163833e-08,1.8332451112712533e-09
1988,6.296381349635283e-08,0.0
1989,5.707646888453155e-08,0.0
1990,5.775569966726124e-08,1.089730194969718e-09
1991,9.319729549206457e-08,1.7584396161396398e-09
1992,5.234446837087958e-08,1.1019888335184191e-09
1993,8.69655588653373e-08,3.323524566667402e-09
1994,6.22441331254997e-08,1.5824779264761446e-09
1995,8.892819269856744e-08,5.422450821690461e-10
1996,5.2313302134621154e-08,5.338092190498855e-10
1997,4.986690405051064e-08,4.79489448146353e-10
1998,3.671459680720801e-08,4.768129224785866e-10
1999,6.261175472532798e-08,3.656160929565999e-09
2000,6.847948741395271e-08,4.4180314962005696e-10
2001,6.440381200567558e-08,2.190605918883648e-09
2002,3.943099197156741e-08,8.76244299341522e-10
2003,7.417122760422501e-08,1.6667691671301554e-09
2004,5.197653624167131e-08,1.3214374039449694e-09
2005,5.854874474131577e-08,3.1526248278623825e-09
2006,6.7533397873909e-08,2.0589450144825605e-09
2007,4.673540981992019e-08,1.1983438685803094e-09
2008,6.897052448606722e-08,2.1287198670449925e-09
2009,5.531103197675691e-08,1.430457752249481e-09
2010,5.3378861386566e-08,9.447586046817946e-10
2011,4.053410118665113e-08,2.6767803529281764e-09
2012,4.4255286657524096e-08,6.808505426114664e-10
2013,3.709536461338203e-08,2.2313000336282585e-09
2014,6.886115722082309e-08,1.9489005964601347e-09
2015,4.8764659379973985e-08,3.546520632724537e-09
2016,3.438424314716748e-08,3.1070099826280284e-09
2017,4.075290205296511e-08,1.0062445321423752e-09
2018,3.1752039775234664e-08,3.355906774693551e-09
2019,2.90812607328661e-08,2.04079020349468e-09
