year,ces_DET eaux_NOUN,ces_DET chaux_NOUN
1800,5.684649579507095e-06,5.0306631749208464e-08
1801,5.643402516852802e-06,6.42919282256571e-08
1802,6.4516930251556914e-06,3.3567602031325805e-08
1803,6.761826284673589e-06,7.801356893821776e-09
1804,5.571551923821971e-06,8.404293083685843e-08
1805,5.142765701293683e-06,1.1371510844071508e-08
1806,5.339733093023824e-06,4.8988376022407465e-08
1807,6.146575913135166e-06,3.701041606518629e-08
1808,5.429513464605407e-06,1.0197333155659294e-07
1809,5.292908269893815e-06,3.840352036377226e-08
1810,5.354210145469551e-06,2.3401267590372754e-09
1811,7.263001293722482e-06,2.0056614147279106e-08
1812,6.075900216728769e-06,8.00162425207418e-09
1813,5.115944532008143e-06,0.0
1814,6.104553847308125e-06,3.1466771410748606e-09
1815,9.742371503307368e-06,2.697223555614414e-09
1816,5.126539804223285e-06,0.0
1817,4.107031941202877e-06,6.227493631882908e-09
1818,4.881721963556629e-06,3.9339884239097955e-08
1819,4.499601629959216e-06,7.24573512300708e-09
1820,3.7462481827787997e-06,2.254631326081835e-08
1821,3.828229665714389e-06,1.4792232327920374e-08
1822,5.578252512350446e-06,3.5089655625597516e-08
1823,3.3670313541733776e-06,1.5812298692630122e-08
1824,3.2926551227774326e-06,9.431646041946351e-08
1825,3.863828311523321e-06,1.7610885549856903e-07
1826,5.975336648589291e-06,5.725189922145546e-08
1827,4.558863054171525e-06,3.594736597278825e-08
1828,3.9239105262822704e-06,7.154394643382744e-08
1829,4.626085683412384e-06,7.544394620140338e-08
1830,4.214394380142039e-06,2.6092090266160994e-08
1831,5.174721195544407e-06,1.2472964439069756e-08
1832,3.6436207437873236e-06,2.705993873419743e-09
1833,6.72777133559066e-06,3.590924757546077e-08
1834,3.985844699627705e-06,5.0406466556296436e-08
1835,4.484911244162504e-06,3.025235173481633e-08
1836,3.472611638244416e-06,1.9490174807401672e-08
1837,4.68266074449275e-06,9.045257876039159e-09
1838,4.6318646127474494e-06,2.4617431870765927e-08
1839,3.5265000803974544e-06,3.49573757718602e-08
1840,4.054306941725372e-06,4.0129037870428874e-08
1841,3.982024338711199e-06,4.4301785351308354e-08
1842,3.382978036370332e-06,1.341653010911159e-08
1843,3.3887948802657775e-06,1.8311423488626133e-08
1844,3.5006043503926776e-06,2.5796238922737302e-08
1845,3.841986853103663e-06,3.1807299016861634e-08
1846,4.366872587979742e-06,2.2247104602968193e-08
1847,3.4074387258442584e-06,2.8044762956369595e-08
1848,4.2366138472971215e-06,3.620349708910453e-08
1849,4.424331052632624e-06,1.5920888607467987e-08
1850,3.560828531590232e-06,1.6972490080036096e-08
1851,4.572652017031942e-06,4.063146441524168e-08
1852,4.258547846802685e-06,4.687592713992217e-08
1853,4.6945356189098675e-06,2.3290535056119666e-08
1854,4.657913279970671e-06,2.4419623212423858e-08
1855,4.0794425331114326e-06,5.625353338700734e-08
1856,4.2546141116872604e-06,6.989205481033878e-08
1857,4.6891776719348854e-06,1.0739319766805977e-08
1858,3.8738339753763285e-06,8.808616946964776e-09
1859,4.827889483749459e-06,1.9859475841599306e-08
1860,4.979060690857295e-06,1.4189270425291056e-08
1861,4.061859499415732e-06,3.018216815364738e-08
1862,4.4687403146781435e-06,2.3945327942698214e-08
1863,4.13854286307469e-06,2.7470414387664732e-08
1864,4.623076790721825e-06,3.1165730884907816e-08
1865,4.041296563173091e-06,3.153585748094656e-08
1866,4.033106449696788e-06,1.8002767832037136e-08
1867,3.77936947870694e-06,1.9896527092555516e-08
1868,4.232484059230046e-06,1.1361710683388537e-08
1869,3.72856680996847e-06,2.2464188953463804e-08
1870,4.470837893677526e-06,4.30053663791341e-08
1871,3.6621818253479432e-06,2.124235387590545e-08
1872,3.91928051612922e-06,2.7817761427684218e-08
1873,4.588870922361821e-06,1.197200860669767e-08
1874,4.160717878676223e-06,8.961913655625153e-09
1875,3.6360304989102588e-06,1.4303817685856757e-08
1876,4.221932044856658e-06,4.232210493171351e-08
1877,3.7238776258163853e-06,3.401648829282067e-08
1878,3.415708647480642e-06,2.8383717598501335e-08
1879,3.5617366052065336e-06,6.10932526790009e-10
1880,3.207639565516729e-06,7.701415505323439e-09
1881,3.521116354932019e-06,1.0458761079412682e-08
1882,3.758961440780695e-06,4.658769592325029e-09
1883,3.7631662621606665e-06,3.222862865470688e-08
1884,3.479094345948397e-06,6.601696966868076e-09
1885,4.2618543147909804e-06,1.9981471144348006e-08
1886,3.419045071950677e-06,7.098810206329631e-09
1887,3.862511846364214e-06,2.5462805419707024e-08
1888,3.7301836641745467e-06,1.2681229621946954e-08
1889,3.4614880064509634e-06,1.0024218788373673e-08
1890,3.2221363426288008e-06,3.2771932723107966e-08
1891,2.9417025189104606e-06,3.505820966864803e-08
1892,3.253357959920322e-06,1.7551833764173352e-08
1893,3.053343021974797e-06,4.926733299104313e-09
1894,3.5269714544483577e-06,1.1972925095804499e-08
1895,2.967176840229513e-06,1.8055843931108484e-08
1896,2.8229078736785596e-06,9.435246584033052e-09
1897,2.7915785665300064e-06,5.826713556089658e-09
1898,2.7675014280248433e-06,1.2448380326546271e-08
1899,2.9848924043562874e-06,3.8693048765026106e-09
1900,2.9080280512516765e-06,4.15284251431558e-09
1901,2.5568481589743897e-06,2.7943695135590474e-09
1902,2.4934422242495202e-06,9.329539141234022e-09
1903,3.43129988777946e-06,1.83607493653426e-08
1904,2.6733385709576396e-06,4.299700151477737e-09
1905,2.7976474541446805e-06,7.2250627702885595e-09
1906,3.0885684054737794e-06,1.0288368823552219e-08
1907,2.3749649642468285e-06,9.771402353919711e-09
1908,2.5421349789667147e-06,5.402527980535865e-09
1909,2.4836941747707897e-06,1.4302557360679202e-08
1910,3.2572597774560563e-06,1.1757131268552712e-08
1911,2.4878068813904974e-06,2.6601871816467337e-09
1912,2.426548405765061e-06,3.125652625612929e-09
1913,2.496117161854272e-06,3.1817937728995105e-09
1914,2.4161852252291283e-06,4.018046229070649e-09
1915,2.4197685775106947e-06,1.1780762143587253e-08
1916,1.8436961539691765e-06,1.4283700888739759e-08
1917,1.8083634216736755e-06,8.773139548168274e-09
1918,1.6138358915895878e-06,8.040463406189247e-09
1919,1.8047382468466822e-06,1.8415696523277347e-08
1920,1.7431277967716596e-06,2.953170330499688e-08
1921,1.7886829937197035e-06,1.2116396108652339e-08
1922,1.8894892406251529e-06,9.591315963675129e-09
1923,2.1380519683589227e-06,1.0615948120573648e-08
1924,2.1993111829488043e-06,2.578324886925998e-09
1925,2.2469277496384166e-06,4.399271169575059e-09
1926,1.992929526295484e-06,2.229227691330493e-09
1927,2.012435089682185e-06,0.0
1928,1.9767051071539754e-06,3.4278122562625413e-09
1929,1.8615619410411455e-06,1.1140406375176326e-09
1930,1.9463176670342364e-06,1.4705044848462023e-08
1931,1.933207926185787e-06,0.0
1932,2.095463457862934e-06,2.1919073223131136e-09
1933,2.1289549181346956e-06,0.0
1934,1.7157622664853989e-06,4.7926320689839486e-09
1935,1.6827407449682141e-06,3.590485242455088e-09
1936,1.7495963220426347e-06,1.2124714565686645e-09
1937,1.7186875993502326e-06,0.0
1938,1.7127047868825684e-06,0.0
1939,1.9224621610192116e-06,7.647025235257843e-09
1940,1.856193136973161e-06,7.607348750937604e-09
1941,1.6705504322089837e-06,5.9030051957620344e-09
1942,1.7325349119801103e-06,0.0
1943,1.6083923242149467e-06,0.0
1944,1.542329385983976e-06,3.2131861615880553e-09
1945,1.1959987205045763e-06,2.178504043826024e-09
1946,1.364268172210359e-06,2.7842208538686464e-09
1947,1.2528835497960245e-06,8.344609669919123e-09
1948,1.5111924085431383e-06,5.435943917220243e-09
1949,1.4607708038738565e-06,9.817008317369869e-10
1950,1.54531807083913e-06,1.0635361480382244e-09
1951,1.6077394207059115e-06,3.198420528427448e-09
1952,1.7936711174115771e-06,1.0544803918932644e-09
1953,1.7475147728873708e-06,3.232148326759443e-09
1954,1.6183320070695117e-06,1.9545072227344917e-09
1955,1.7269518082230206e-06,5.631364707880948e-09
1956,1.370091368357862e-06,0.0
1957,1.803231185704135e-06,1.0602045463770082e-08
1958,1.6221869429955404e-06,3.3088973783179654e-09
1959,1.6276570136142254e-06,6.975672928177801e-09
1960,1.5073575383439675e-06,6.920833350854139e-10
1961,1.483432058080325e-06,4.16889545107324e-09
1962,1.490993952302233e-06,3.170978202238217e-09
1963,1.3889081884599364e-06,0.0
1964,1.3494241386524664e-06,1.2167936658258327e-09
1965,1.313837643124316e-06,6.0192477668863376e-09
1966,1.270663730679189e-06,5.539074976468328e-09
1967,1.4095829925508951e-06,3.944268467392931e-09
1968,1.3034089221264367e-06,1.3474247273492779e-09
1969,1.3575314454783438e-06,2.2708788738334817e-09
1970,1.6265690021555201e-06,2.29936253370866e-09
1971,1.172582244635123e-06,2.5691987426412766e-09
1972,1.2240530224971735e-06,2.5650734314375256e-09
1973,1.139579254072487e-06,0.0
1974,1.3748897487175782e-06,5.06301445213353e-09
1975,1.2885099351933604e-06,3.998036124386317e-09
1976,1.20098334832619e-06,7.427584991503977e-09
1977,1.1935744339552912e-06,2.3507127355770763e-09
1978,1.1625737812437364e-06,1.7821774056514528e-09
1979,1.0919782198470784e-06,5.851973350345929e-10
1980,1.2041149375363602e-06,2.8425753972882717e-09
1981,1.1234175900654009e-06,0.0
1982,1.1937027153408053e-06,8.069752865935698e-09
1983,9.997145085094417e-07,6.946847541655643e-09
1984,1.1151493026773096e-06,1.739702604197646e-09
1985,1.13333112494729e-06,1.8046674155058895e-09
1986,9.878911768623766e-07,0.0
1987,9.820082667033603e-07,6.110816852533674e-10
1988,8.239265198994872e-07,1.7989661427186832e-09
1989,1.0564635175569492e-06,1.6464366536794728e-09
1990,1.007455573187599e-06,4.903786043897185e-09
1991,8.674968583477494e-07,0.0
1992,9.080387783910737e-07,2.754972139307199e-09
1993,8.818418422151808e-07,3.877445031719162e-09
1994,9.632016144678346e-07,3.164955852952289e-09
1995,8.50782512884507e-07,1.626735190995987e-09
1996,8.220661911195748e-07,5.338092190498855e-10
1997,7.216316006974921e-07,9.58978896292706e-10
1998,7.776818620186532e-07,0.0
1999,8.628539731603269e-07,1.3710603485872497e-09
2000,9.255775808014732e-07,4.4180314962005696e-10
2001,7.272811615166574e-07,0.0
2002,7.29911484143031e-07,4.38122149670761e-10
2003,7.550464431460568e-07,8.333845835650777e-10
2004,6.87587913716925e-07,1.7619165015858584e-09
2005,7.305082050379497e-07,0.0
2006,7.655157219232933e-07,4.1178899179428186e-10
2007,7.014305865027382e-07,1.997239706952314e-09
2008,7.518638440728864e-07,3.405951742863067e-09
2009,7.762617286743989e-07,0.0
2010,9.041339552595673e-07,9.447586046817946e-10
2011,8.932798465366432e-07,7.64794394481072e-10
2012,9.821269344456596e-07,1.3617010852229328e-09
2013,8.863839155992537e-07,8.367375126105969e-10
2014,1.0214405179453934e-06,1.2992671105660492e-09
2015,9.730766024063087e-07,1.1082877116042056e-09
2016,1.2668315463315594e-06,1.035670049720494e-09
2017,9.199590635944332e-07,0.0
2018,9.626289099173846e-07,5.162933414126769e-10
2019,9.295799188180354e-07,0.0
