year,petits_ADJ arts_NOUN,petits_ADJ chars_NOUN
1875,1.1443054281912168e-09,1.602027666081085e-08
1876,4.836811839936672e-09,6.04601479992084e-09
1877,3.710889595609501e-09,2.4120781816350245e-08
1878,3.0195443923020093e-09,2.6571990829893366e-08
1879,8.55305515301552e-09,1.7717043832021773e-08
1880,3.8507077526617195e-09,1.7969970400599777e-08
1881,6.2752567586699115e-09,1.673401861523871e-08
1882,3.3276925659464496e-09,1.6638463051776853e-08
1883,1.2638677882037541e-09,5.687405213450347e-09
1884,6.601696966868076e-10,3.8289840631478e-08
1885,4.511945095320158e-09,5.9299846810745294e-08
1886,5.808117320427186e-09,1.4197620856748472e-08
1887,6.528924567650307e-09,1.4363633837888301e-08
1888,2.1558090423923204e-08,1.775372027168487e-08
1889,1.9421923624918236e-08,3.633779144252003e-08
1890,7.865263829121005e-09,2.1629475099871343e-08
1891,9.561330172047633e-09,1.0836173736095134e-08
1892,1.2537024751679837e-09,7.522214851007902e-09
1893,1.2932674486876294e-08,1.1700991287000306e-08
1894,5.041231432301174e-09,2.0164925729204697e-08
1895,6.018614495673091e-09,2.7083764564395096e-08
1896,5.89702897624278e-10,2.6536630670648265e-08
1897,4.078699600285063e-09,1.981082675683865e-08
1898,7.355861253444118e-09,1.640922953072277e-08
1899,4.9748205555033564e-09,1.3818945987509323e-08
1900,3.633737311048435e-09,2.491705508589348e-08
1901,3.353243460679778e-09,8.38310842965484e-09
1902,9.329539640834383e-09,9.329538919189417e-09
1903,8.100330628479924e-09,1.3500550899436803e-08
1904,5.374625189347171e-09,2.042357571951925e-08
1905,8.773290538499623e-09,1.5482276793932215e-08
1906,1.0802787109298606e-08,1.0288369267641428e-08
1907,2.5714216866923323e-09,2.2114226894132116e-08
1908,9.822778146428846e-10,2.1118973236866623e-08
1909,3.300590023513905e-09,1.8153246017504898e-08
1910,3.206490406526541e-09,3.5271394693836555e-08
1911,1.0640748282497725e-09,1.0640748726586935e-08
1912,1.5628263128064646e-09,7.293189607793238e-09
1913,3.181793939432964e-09,1.6439267724877027e-08
1914,2.0090231700464756e-09,1.808120764223986e-08
1915,3.534228465440492e-09,1.4136913861761968e-08
1916,1.0987462051303964e-09,8.789969641043172e-09
1917,0.0,2.52227767560953e-08
1918,3.44591288836682e-09,2.756730310693456e-08
1919,1.8415696745321952e-09,3.1306683467846597e-08
1920,5.300562211374427e-09,3.7861159540852896e-08
1921,1.5145494858259667e-09,6.815472630705699e-09
1922,5.902348387820666e-09,3.172512208493572e-08
1923,0.0,2.0170300985000722e-08
1924,0.0,3.351822286390416e-08
1925,5.499089184013428e-09,2.4195990988573612e-08
1926,4.458455382660986e-09,2.7865345586519652e-08
1927,5.574612327308159e-09,2.4528294062520217e-08
1928,1.3711249025050165e-08,1.82816659588525e-08
1929,1.1140406375176326e-09,3.119313873867213e-08
1930,2.100720708497761e-09,1.7856125467119455e-08
1931,2.2810713318222042e-09,2.6232321204133768e-08
1932,5.4797681947604815e-09,6.575722011348262e-08
1933,0.0,1.261772819560747e-08
1934,2.3963160344919743e-09,1.5576054224197833e-08
1935,0.0,1.6755597798123745e-08
1936,1.2124714565686645e-09,4.122403041151301e-08
1937,3.777335333410292e-09,4.280980192561401e-08
1938,1.2965214457594243e-09,1.2965214679638848e-08
1939,1.5294050470515685e-09,1.6823456405745674e-08
1940,5.0715658339584024e-09,2.7893612752905028e-08
1941,2.9515025978810172e-09,2.3612020783048138e-08
1942,1.517105907566929e-08,3.944475324146879e-08
1943,2.9032352077962287e-09,2.9032351633873077e-08
1944,6.4263723231761105e-09,4.177142187700156e-08
1945,0.0,4.7927088075994106e-08
1946,0.0,2.5057987684817817e-08
1947,2.3841741914054637e-09,2.7418003867296648e-08
1948,1.0871887834440486e-09,2.391815279167986e-08
1949,9.817008317369869e-10,1.0798709482173763e-08
1950,0.0,1.4889506516624351e-08
1951,0.0,3.0918066329377325e-08
1952,0.0,8.435843135146115e-09
1953,4.3095309543161875e-09,1.4005975934594517e-08
1954,1.9545072227344917e-09,8.795282724349818e-09
1955,0.0,1.595553378308523e-08
1956,3.488456634670456e-09,1.657016923672927e-08
1957,1.7670075402875796e-09,1.236905244894615e-08
1958,8.272243445794913e-10,1.6544486669545222e-08
1959,0.0,8.525822714489095e-09
1960,6.920833350854139e-10,8.305000243069571e-09
1961,0.0,9.03260666262895e-09
1962,5.707760764028791e-09,6.976152100435229e-09
1963,1.2932106496776896e-09,9.69907976156037e-09
1964,0.0,7.909158661334459e-09
1965,1.0944086747954884e-09,9.302473458205895e-09
1966,3.877352328096606e-09,1.606331601067268e-08
1967,1.972134178185314e-09,2.070740912074598e-08
1968,4.491415683816058e-09,2.0660513300185812e-08
1969,2.7250546263957176e-09,1.4533624970169967e-08
1970,0.0,1.74751555448438e-08
1971,1.541519245584766e-09,1.644287195290417e-08
1972,3.5911027485013847e-09,2.1033601527165047e-08
1973,2.205281512956958e-09,1.7642252103655665e-08
1974,1.6876715580593782e-09,1.3501372464475025e-08
1975,0.0,1.0851811893530794e-08
1976,1.7140580066410394e-09,3.313845553520878e-08
1977,1.7630346071939584e-09,1.057820764316375e-08
1978,4.158414057542359e-09,2.8514838490423244e-08
1979,1.7555920051037788e-09,1.462993370893173e-08
1980,2.8425752862659692e-09,1.0801786132219604e-08
1981,1.2651099057237047e-09,1.9609203150139365e-08
1982,3.103751144983846e-09,1.0552754226011984e-08
1983,1.2630632095778083e-09,1.3893695083311286e-08
1984,5.799008495621649e-10,9.278413592994639e-09
1985,0.0,1.3234227935754461e-08
1986,2.3977941854269602e-09,8.392279760016663e-09
1987,6.110816852533674e-10,9.166225112267057e-09
1988,1.798966087207532e-09,1.0793796967334401e-08
1989,1.0976244357863152e-09,1.2622680678475717e-08
1990,1.089730194969718e-09,1.471135746555774e-08
1991,2.344586080837985e-09,5.2753188484189195e-09
1992,5.509944167592096e-10,1.322386644631024e-08
1993,0.0,1.2186256448387667e-08
1994,1.5824779264761446e-09,1.635227242502424e-08
1995,3.253470381991974e-09,6.506940763983948e-09
1996,0.0,5.3380921904988554e-09
1997,4.79489448146353e-10,9.58978851883785e-09
1998,1.43043876743576e-09,8.582632382569955e-09
1999,2.285100553223174e-09,1.0511462811280126e-08
2000,4.4180314962005696e-10,1.4137700787841823e-08
2001,1.3143635069212678e-09,9.20054432640427e-09
2002,1.3143663935011318e-09,7.009954394732176e-09
2003,2.083461403401543e-09,5.416999737661854e-09
2004,2.642874807889939e-09,6.166707589017051e-09
2005,9.007499190971657e-10,2.702249757291497e-09
2006,2.0589450144825605e-09,7.000412693969338e-09
2007,1.5977918155218873e-09,1.1983438241713884e-08
2008,8.514879357157668e-10,1.2772319202269955e-08
2009,9.53638501499654e-10,3.814554005998616e-09
2010,2.3618964561933353e-09,8.97520635589899e-09
2011,0.0,4.5887662558641296e-09
2012,1.0212758139171996e-09,8.851056776393307e-09
2013,2.2313000891394097e-09,8.646287241731443e-09
2014,8.661780875884872e-10,1.4941571535587173e-08
2015,1.9949178975409154e-09,1.3742767812630063e-08
2016,3.314143987021012e-09,1.4085112631789798e-08
2017,0.0,7.798394818792076e-09
2018,2.323320036357046e-09,1.9619147195726327e-08
2019,2.55098775436835e-10,9.438654302584837e-09
