year,premières_ADJ eaux_NOUN,premières_ADJ chaux_NOUN
1800,4.087413785214267e-08,0.0
1801,7.143547975374531e-08,0.0
1802,3.8043282302169246e-08,0.0
1803,9.55666195068261e-08,0.0
1804,1.1617699158250616e-07,0.0
1805,3.695740957709859e-08,0.0
1806,1.123850950079941e-07,0.0
1807,9.679647661187119e-08,0.0
1808,1.8128591960930862e-08,0.0
1809,1.1295152546608733e-07,0.0
1810,1.4040760554223652e-08,0.0
1811,1.1031137603367824e-07,0.0
1812,1.1468995353425271e-07,0.0
1813,4.3136125782439194e-08,0.0
1814,5.664018942752591e-08,0.0
1815,1.6183340889597275e-08,0.0
1816,6.025770460382773e-08,0.0
1817,3.269434145636296e-08,0.0
1818,6.318224166079744e-08,0.0
1819,3.726378139390363e-08,0.0
1820,5.102586797534059e-08,0.0
1821,3.254291058851777e-08,0.0
1822,1.223125138949399e-07,0.0
1823,9.882686669016039e-08,0.0
1824,7.663212642228245e-08,0.0
1825,6.339919167430708e-08,6.163809906922779e-09
1826,8.984144272972117e-08,0.0
1827,7.92685455053288e-08,0.0
1828,1.1006761724274838e-07,1.8344602503717056e-09
1829,1.0116347937128012e-07,0.0
1830,9.497520636614354e-08,0.0
1831,7.795603096383275e-08,0.0
1832,3.3824925083081325e-08,0.0
1833,1.2973663388038403e-07,2.3167257001688313e-09
1834,8.121041616959701e-08,3.733812370398937e-09
1835,4.61348363955949e-08,0.0
1836,3.763620171071125e-08,0.0
1837,3.409366655660051e-08,7.653680356156656e-09
1838,1.830527018853445e-08,0.0
1839,8.110111338055503e-08,0.0
1840,8.535382534091696e-08,1.2739377330817092e-09
1841,5.714288064950779e-08,1.0272877659645019e-08
1842,3.219967226186782e-08,6.037438549100216e-09
1843,5.9069112268161916e-08,0.0
1844,6.147188713612195e-08,0.0
1845,4.631589334280761e-08,0.0
1846,5.678866443759034e-08,0.0
1847,5.3392913201832926e-08,0.0
1848,5.953464210506354e-08,7.24069959545659e-09
1849,5.53041381579078e-08,0.0
1850,3.2587180953669304e-08,2.0366988096043315e-09
1851,4.127640806927957e-08,6.449438760824933e-10
1852,4.948014620254071e-08,0.0
1853,6.091370607919089e-08,0.0
1854,2.8576154775805662e-08,0.0
1855,3.8209947206269135e-08,0.0
1856,5.9537676122545236e-08,0.0
1857,6.150701636897793e-08,0.0
1858,2.5447114637699997e-08,0.0
1859,5.703234151610559e-08,0.0
1860,5.767251565202969e-08,0.0
1861,6.413710451624866e-08,0.0
1862,3.3884898442693157e-08,0.0
1863,2.6970951694238465e-08,0.0
1864,8.630509995555258e-08,0.0
1865,6.118897744045171e-08,0.0
1866,5.352174170525359e-08,0.0
1867,4.513114504334226e-08,0.0
1868,6.619431047738544e-08,0.0
1869,7.42294901101559e-08,0.0
1870,6.938198993111655e-08,0.0
1871,7.009977309735405e-08,0.0
1872,5.07976487540418e-08,0.0
1873,9.577607329447346e-08,0.0
1874,8.424198938428162e-08,0.0
1875,2.574687130163511e-08,0.0
1876,1.1003746891447008e-07,0.0
1877,1.292626592430679e-07,0.0
1878,6.944951991272319e-08,0.0
1879,6.414791187125957e-08,0.0
1880,7.31634486328403e-08,0.0
1881,1.1225737495124122e-07,0.0
1882,1.0582062515140933e-07,0.0
1883,7.64639978001469e-08,0.0
1884,1.0496697910866715e-07,0.0
1885,1.1731057014685575e-07,6.445635691854079e-10
1886,6.905206362262106e-08,6.453463874400711e-10
1887,9.793387079071181e-08,0.0
1888,9.954764834674279e-08,0.0
1889,6.766347837583453e-08,0.0
1890,5.702316130395957e-08,0.0
1891,5.991766727220238e-08,0.0
1892,6.26851246465776e-08,0.0
1893,7.698020709767661e-08,6.158416554491453e-10
1894,6.175508815431385e-08,0.0
1895,4.513960760732516e-08,1.8055843487019274e-09
1896,5.071444775239797e-08,0.0
1897,7.458193351794762e-08,0.0
1898,8.034864151795773e-08,0.0
1899,5.140648084989152e-08,0.0
1900,4.6200373304827735e-08,0.0
1901,6.035838140405758e-08,0.0
1902,9.084025265337914e-08,0.0
1903,7.722314876446035e-08,0.0
1904,8.438161813728584e-08,0.0
1905,6.605771574186292e-08,0.0
1906,6.07013745934637e-08,0.0
1907,5.1942716794428634e-08,0.0
1908,5.6972112361108884e-08,0.0
1909,6.436150812305641e-08,0.0
1910,8.9247315315788e-08,0.0
1911,8.086968961151797e-08,0.0
1912,4.115442919783163e-08,0.0
1913,4.348451554392341e-08,0.0
1914,6.361906201846068e-08,0.0
1915,6.832841847881355e-08,0.0
1916,3.076489463182952e-08,0.0
1917,3.947912929902486e-08,0.0
1918,2.5270027848023346e-08,0.0
1919,3.867296172188617e-08,0.0
1920,4.391894492528081e-08,7.572231730534895e-10
1921,3.332008802203745e-08,0.0
1922,5.3121134158118366e-08,0.0
1923,4.140219900250486e-08,0.0
1924,5.285566118118368e-08,0.0
1925,5.389107116116065e-08,0.0
1926,4.346993875969929e-08,0.0
1927,2.1183527820767267e-08,0.0
1928,3.884854038460617e-08,0.0
1929,3.119313873867213e-08,0.0
1930,3.361153133596417e-08,0.0
1931,3.079446386777818e-08,0.0
1932,3.9454331357546835e-08,0.0
1933,1.605892663292252e-08,0.0
1934,5.2718952758823434e-08,0.0
1935,2.0346082152400413e-08,1.196828414151696e-09
1936,8.487299751891442e-09,0.0
1937,3.651424407280501e-08,0.0
1938,2.7226949583791793e-08,0.0
1939,3.976452944698394e-08,0.0
1940,4.3108308034334186e-08,0.0
1941,4.7224041566096275e-08,0.0
1942,2.1239483061208375e-08,0.0
1943,4.645176332473966e-08,2.9032352077962287e-09
1944,7.069009200222354e-08,0.0
1945,5.010559434026618e-08,2.178504043826024e-09
1946,2.9234318077442367e-08,0.0
1947,1.549713246618012e-08,0.0
1948,2.6092530802657166e-08,0.0
1949,2.0615717133409817e-08,0.0
1950,3.828730044119766e-08,0.0
1951,1.7058242818279723e-08,0.0
1952,2.5307528517259925e-08,0.0
1953,2.0470272588113403e-08,0.0
1954,1.6613311615287785e-08,0.0
1955,2.2525458831523792e-08,0.0
1956,3.401245152190313e-08,8.72114158667614e-10
1957,1.501956425897788e-08,0.0
1958,2.0680609225109947e-08,8.272243445794913e-10
1959,2.1702094343822864e-08,0.0
1960,2.5607082676515347e-08,0.0
1961,2.292892631317045e-08,0.0
1962,1.0781326054143392e-08,0.0
1963,3.620989730279689e-08,0.0
1964,2.4335873760605864e-08,0.0
1965,1.860494691641179e-08,0.0
1966,1.7725039214155913e-08,0.0
1967,2.7116845657815247e-08,0.0
1968,2.0660513300185812e-08,0.0
1969,2.043791091921321e-08,9.083515606356229e-10
1970,3.49503110896876e-08,4.5987250119061684e-10
1971,1.849823050292798e-08,0.0
1972,2.0520587895589415e-08,0.0
1973,1.1026407342740185e-08,0.0
1974,1.9689501584707614e-08,0.0
1975,2.2845920710778955e-08,0.0
1976,2.0568696967870892e-08,0.0
1977,1.5867311020656416e-08,0.0
1978,2.1386128423728223e-08,0.0
1979,1.2289143924704149e-08,0.0
1980,2.1035058139773355e-08,0.0
1981,2.84649726012276e-08,6.325549528618524e-10
1982,2.0484757001781873e-08,0.0
1983,2.3998200759933752e-08,0.0
1984,2.4935737030773453e-08,0.0
1985,4.8726018775369084e-08,0.0
1986,1.498621315931814e-08,0.0
1987,2.13878585952898e-08,0.0
1988,2.0987938498251424e-08,0.0
1989,1.3720305780395847e-08,0.0
1990,2.179460345530515e-08,0.0
1991,1.992898113201136e-08,0.0
1992,1.2672871640972971e-08,0.0
1993,1.772546376344053e-08,0.0
1994,1.476979427650349e-08,1.5824779264761446e-09
1995,1.8978578708583882e-08,0.0
1996,1.868332333287981e-08,0.0
1997,1.1507746755512471e-08,0.0
1998,1.859570453177639e-08,0.0
1999,2.1936966021485205e-08,0.0
2000,1.3695897749244068e-08,0.0
2001,1.095302959441824e-08,0.0
2002,1.5772396722013582e-08,0.0
2003,1.5417615628621206e-08,0.0
2004,1.9381081628466745e-08,0.0
2005,1.4411998705554652e-08,0.0
2006,1.5647982465338828e-08,0.0
2007,1.4779574009082808e-08,0.0
