year,premières_ADJ eaux_NOUN,premières_ADJ chaux_NOUN
2008,1.4475294740634581e-08,0.0
2009,1.8119131084404216e-08,0.0
2010,9.919965293647692e-09,0.0
2011,1.7590270573464295e-08,0.0
2012,1.4297861561374248e-08,6.808505426114664e-10
2013,1.1435412616833673e-08,0.0
2014,1.515811653973742e-08,0.0
2015,1.4629397249166232e-08,0.0
2016,9.735297901158901e-09,2.0713400439298368e-10
2017,1.0817128526241504e-08,0.0
2018,1.3165480261534412e-08,0.0
2019,1.0459049626376782e-08,2.55098775436835e-10
