year,quels_DET ans_NOUN,quels_DET chants_NOUN
1800,0.0,2.5153315874604232e-08
1801,0.0,3.809892135109294e-08
1802,0.0,1.5664880947952042e-08
1803,0.0,2.9255089017965474e-08
1804,0.0,6.426812504400914e-08
1805,0.0,5.401467717547348e-08
1806,0.0,2.5935021241707545e-08
1807,2.8469551160981155e-09,4.839823652957875e-08
1808,0.0,2.2660739951163578e-08
1809,0.0,1.1295152591017654e-08
1810,0.0,2.106114127542469e-08
1811,0.0,2.5070767684098882e-08
1812,0.0,2.6672081432366213e-08
1813,0.0,2.8757417114277928e-08
1814,0.0,4.405347908686963e-08
1815,0.0,2.6972235556144142e-08
1816,0.0,1.1588019432906549e-08
1817,0.0,5.1376821019744057e-08
1818,0.0,2.5034471828888627e-08
1819,0.0,3.001804493862892e-08
1820,0.0,6.170570188146485e-08
1821,0.0,1.972297702934611e-08
1822,0.0,2.606660132187244e-08
1823,0.0,4.941343512143703e-08
1824,9.263223965660927e-09,4.8000341479337294e-08
1825,0.0,6.868245350233337e-08
1826,0.0,2.4662355713189754e-08
1827,0.0,9.217272944894717e-09
1828,0.0,2.5682442839070063e-08
1829,0.0,2.4862210068476998e-08
1830,0.0,2.6092090266160994e-08
1831,0.0,3.274153215215847e-08
1832,0.0,5.276688064270729e-08
1833,0.0,3.01174338801502e-08
1834,0.0,4.947301412983052e-08
1835,0.0,2.4958190181223472e-08
1836,0.0,2.1506400216253496e-08
1837,6.957890930081589e-10,2.5048407792382932e-08
1838,6.312161904276081e-10,1.704283758563463e-08
1839,0.0,2.307186797168015e-08
1840,0.0,2.7389661205745597e-08
1841,6.420548537278137e-10,5.3290554191676165e-08
1842,0.0,2.750388627958955e-08
1843,0.0,2.53997169963327e-08
1844,0.0,1.92099642859489e-08
1845,0.0,3.5155435895717346e-08
1846,0.0,3.219975752699611e-08
1847,0.0,1.9954927488186058e-08
1848,0.0,2.976731927617493e-08
1849,0.0,5.614207942983285e-08
1850,0.0,2.5798184921654865e-08
1851,0.0,3.611685706061962e-08
1852,0.0,2.2135854926830234e-08
1853,5.3747388761848924e-09,1.911018188138769e-08
1854,0.0,4.416314780542052e-08
1855,1.0613874223963649e-09,3.3964397516683675e-08
1856,0.0,2.5368226630462232e-08
1857,0.0,5.174399575480493e-08
1858,0.0,4.502181916166137e-08
1859,0.0,4.124660435422811e-08
1860,1.373155145145688e-09,5.309533257502608e-08
1861,0.0,1.5562680477643198e-08
1862,0.0,2.98187101677172e-08
1863,0.0,3.496234501909612e-08
1864,4.794727948009836e-10,5.5618844641003307e-08
1865,3.765475486972036e-09,4.895118088654726e-08
1866,0.0,2.5301187811521686e-08
1867,9.7056229719783e-10,1.9896527092555516e-08
1868,0.0,2.766329476600049e-08
1869,0.0,2.1487483792270723e-08
1870,2.2936195165357276e-09,1.3188312220080434e-08
1871,0.0,1.5931765240395634e-08
1872,0.0,3.4469834098160845e-08
1873,0.0,2.8134220286801792e-08
1874,0.0,2.9275585067267684e-08
1875,0.0,2.0025344937835143e-08
1876,0.0,1.5719638035704975e-08
1877,0.0,2.4120782704528665e-08
1878,0.0,1.4493813038640724e-08
1879,0.0,2.1382637882538802e-08
1880,0.0,1.4761046607247863e-08
1881,2.091752326904839e-09,2.0220272345383705e-08
1882,0.0,3.4608002685843076e-08
1883,1.2638677882037541e-09,5.0554711528150165e-09
1884,0.0,1.3203393933736152e-08
1885,2.5782542767416317e-09,2.2559724977000428e-08
1886,0.0,1.871504551331782e-08
1887,0.0,1.50165264667379e-08
1888,0.0,1.7119659467823567e-08
1889,1.8795409673089125e-09,1.1903759755682586e-08
1890,0.0,1.3108773178061028e-08
1891,0.0,1.5935550212731187e-08
1892,0.0,1.3163875989263829e-08
1893,0.0,8.621783287310336e-09
1894,1.2603078580752936e-09,6.9316932194141145e-09
1895,0.0,4.213030146971164e-09
1896,0.0,2.4767522255331187e-08
1897,5.826713334045053e-09,9.322741689743452e-09
1898,0.0,1.3014215816120611e-08
1899,0.0,1.1607914629507832e-08
1900,0.0,1.9206896517687255e-08
1901,0.0,2.0678334156087885e-08
1902,0.0,1.3257766440233354e-08
1903,5.400220270956879e-10,2.430099144135056e-08
1904,0.0,8.061937784020756e-09
1905,0.0,1.3417973843132813e-08
1906,0.0,7.201858220895474e-09
1907,0.0,1.5942814179936704e-08
1908,0.0,1.7189861978295085e-08
1909,0.0,1.7053048750881317e-08
1910,0.0,1.4429207162436342e-08
1911,0.0,7.4485240197930125e-09
1912,0.0,1.4586379659675686e-08
1913,5.30298971401777e-10,1.856046427661795e-08
1914,0.0,1.808120853041828e-08
1915,0.0,3.062998032987707e-08
1916,1.0987462051303964e-09,3.2962385709822684e-08
1917,0.0,1.4256351654751143e-08
1918,0.0,1.4932289182922887e-08
1919,0.0,2.394040587994084e-08
1920,0.0,1.2872793497820112e-08
1921,0.0,1.741731914250977e-08
1922,0.0,2.139601273931646e-08
1923,1.0615948120573648e-09,1.2739137744688378e-08
1924,0.0,1.2891624434629989e-08
1925,0.0,2.969508106076546e-08
1926,0.0,2.1177663178661987e-08
1927,0.0,1.4493992006592293e-08
1928,0.0,2.8565103171729334e-08
1929,0.0,1.3368487650211591e-08
1930,0.0,2.520864805788392e-08
1931,0.0,5.7026783295555106e-09
1932,0.0,5.4797684168050864e-09
1933,0.0,6.882397318719313e-09
1934,0.0,9.585264137967897e-09
1935,0.0,8.377798899061872e-09
1936,0.0,1.2124714565686645e-08
1937,0.0,1.1332006444320086e-08
1938,0.0,6.4826072287971215e-09
1939,0.0,1.2235240376412548e-08
1940,0.0,1.5214697723919812e-08
1941,0.0,1.4757513433494296e-08
1942,0.0,1.8205270846394228e-08
1943,0.0,2.9032352077962287e-09
1944,0.0,6.4263723231761105e-09
1945,0.0,8.714016175304096e-09
1946,0.0,2.0881656404014848e-08
1947,1.1920870957027319e-09,1.4305045370477387e-08
1948,1.0871887834440486e-09,1.4133454184772631e-08
1949,9.817008317369869e-10,1.3743811422273211e-08
1950,0.0,8.50828896226119e-09
1951,0.0,4.264560704569931e-09
1952,0.0,1.370824520563474e-08
1953,2.1547654771580937e-09,1.508335811806205e-08
1954,0.0,6.840775501615326e-09
1955,0.0,7.508486277174597e-09
1956,0.0,9.593255523299149e-09
1957,0.0,3.534015080575159e-09
1958,8.272243445794913e-10,4.136121778408608e-09
1959,0.0,1.4726420527466644e-08
1960,0.0,8.305000243069571e-09
1961,2.08444772553662e-09,9.72742331128984e-09
1962,6.341956404476434e-10,8.8787386332001e-09
1963,0.0,1.0992290633282664e-08
1964,0.0,1.7035111543606263e-08
1965,1.0944086747954884e-09,7.660860612546116e-09
1966,5.539074754423723e-10,6.6468897053084675e-09
1967,0.0,9.860670946437722e-09
1968,1.3474247273492779e-09,2.0211371243306075e-08
1969,2.7250546263957176e-09,1.180856989968504e-08
1970,4.5987250119061684e-10,8.737577550377296e-09
1971,3.083038491169532e-09,1.6956711590410123e-08
1972,1.0260293725750103e-09,1.6416469517110954e-08
1973,0.0,6.064524216142786e-09
1974,0.0,3.937900228123681e-09
1975,0.0,1.7134440533084216e-09
1976,5.713526873840635e-10,8.570290477294407e-09
1977,0.0,5.876781838942691e-09
1978,1.1881182704343018e-09,8.316828004062415e-09
1979,5.851973350345929e-10,1.2289143924704149e-08
1980,0.0,4.548120602354544e-09
1981,0.0,9.488324348438937e-09
1982,0.0,1.0552753781922775e-08
1983,0.0,8.841442245000053e-09
1984,0.0,5.219107812592938e-09
1985,1.2031116103372597e-09,5.414002135495366e-09
1986,5.994485463567401e-10,7.792830936104167e-09
1987,0.0,6.721898593298192e-09
1988,0.0,4.797242936227519e-09
1989,0.0,6.0369343968247335e-09
1990,5.44865097484859e-10,5.9935161278446e-09
1991,0.0,5.2753188484189195e-09
1992,0.0,7.162927639914329e-09
1993,0.0,6.647049133334804e-09
1994,0.0,4.219941174277153e-09
1995,0.0,7.59143092832204e-09
1996,0.0,7.473329066698398e-09
1997,4.79489448146353e-10,5.753873488778538e-09
1998,4.768129224785866e-10,8.105819793158275e-09
1999,4.570201161957499e-10,9.140402212892695e-09
2000,0.0,1.281229122795935e-08
2001,4.3812117822561447e-10,8.762423453489987e-09
2002,0.0,9.200564754507923e-09
2003,0.0,7.500461585152607e-09
2004,4.404791253964646e-10,4.845270296094384e-09
2005,4.5037495954858286e-10,6.30524943368016e-09
2006,0.0,7.412201519230166e-09
2007,0.0,5.59227120167094e-09
2008,0.0,6.8119033747038316e-09
2009,0.0,9.059565986291318e-09
2010,0.0,8.030448306328708e-09
2011,0.0,5.35356059483405e-09
2012,0.0,7.829781045742834e-09
2013,0.0,8.367375237128272e-09
2014,4.330890368553497e-10,8.661780626084692e-09
2015,0.0,1.108287728257551e-08
2016,2.0713400439298368e-10,1.5120782403954536e-08
2017,0.0,6.289028409156572e-09
2018,0.0,9.809573597863164e-09
2019,2.55098775436835e-10,4.591778068885333e-09
