year,avais_VERB assez_ADV,avais_VERB chassé_VERB
1800,2.5153315874604232e-08,0.0
1801,2.3811825844433088e-09,0.0
1802,3.8043282302169246e-08,0.0
1803,1.950339223455444e-09,0.0
1804,4.943701892301533e-09,0.0
1805,0.0,0.0
1806,4.034336598124355e-08,2.881669125542885e-09
1807,5.4092147649953404e-08,0.0
1808,9.064295980465431e-09,0.0
1809,9.036122072814123e-09,4.518061036407062e-09
1810,5.148278958699848e-08,7.020380277111826e-09
1811,1.0028307073639553e-08,0.0
1812,1.600324850414836e-08,0.0
1813,2.5881675469463516e-08,0.0
1814,1.2586708564299443e-08,0.0
1815,8.091670444798638e-09,0.0
1816,1.3905623319487859e-08,0.0
1817,3.7364962679475866e-08,0.0
1818,7.27191817873063e-08,0.0
1819,2.4842520929269085e-08,3.1053151161586356e-09
1820,4.865257352548724e-08,8.306536791735653e-09
1821,5.5224333550540905e-08,1.4792232327920374e-08
1822,1.604098542884458e-08,0.0
1823,2.4706716672540097e-08,1.581229902569703e-08
1824,1.3473780313688621e-08,0.0
1825,3.78634048558979e-08,4.4027217427355936e-09
1826,4.7563116112314674e-08,3.5231937367541377e-09
1827,5.8068820862899884e-08,1.8434546111834038e-09
1828,4.035812395386529e-08,9.172301251858528e-10
1829,7.544394975411706e-08,1.2859763920403111e-08
1830,4.5922078584226256e-08,2.0873671680021744e-09
1831,9.354723573551382e-08,1.5591206103948707e-09
1832,4.19429042608499e-08,1.3529969367098715e-09
1833,5.21263281427764e-08,1.1583628500844156e-09
1834,3.173740381612333e-08,1.8669061851994684e-09
1835,8.092504089063368e-08,2.2689263801112247e-09
1836,2.6210924986003192e-08,0.0
1837,3.75726116885744e-08,2.7831563720326358e-09
1838,2.7773513266993177e-08,9.468243078458727e-09
1839,4.4046291947097416e-08,1.8177836125232716e-08
1840,3.184844388215424e-08,7.0066574764382494e-09
1841,1.733548060656176e-08,6.420548537278137e-10
1842,4.024958855097793e-08,3.3541325272778977e-09
1843,5.2571508035725856e-08,4.134837805480629e-09
1844,2.5247381074677833e-08,2.195424508855126e-09
1845,3.236532108985557e-08,3.9061593959388574e-09
1846,3.9810608143397985e-08,5.269050973311096e-09
1847,3.7752563741833e-08,3.775256551818984e-09
1848,3.620349886546137e-08,6.43617736884039e-09
1849,5.781796375003978e-08,3.3517659758786067e-09
1850,4.8880771430503955e-08,0.0
1851,3.8696633453128015e-08,0.0
1852,3.5156944022674e-08,1.9531636308300904e-09
1853,4.478948767427937e-08,1.1943863675867306e-09
1854,3.844791862661623e-08,4.1565315633818045e-09
1855,4.7231740296638236e-08,3.714855978387277e-09
1856,4.504154560436291e-08,2.5885946719483854e-09
1857,4.4421732070532016e-08,2.4407544874094356e-09
1858,4.3553715300959084e-08,4.893676019968041e-10
1859,3.819129901216911e-08,3.055304009791371e-09
1860,4.577183787546346e-08,9.15436793036406e-09
1861,6.555189457913002e-08,8.017138064531082e-09
1862,6.23482137029896e-08,1.0391368654438793e-08
1863,5.5939754162182e-08,2.9967726078439227e-09
1864,4.6029388300894425e-08,6.233146443435089e-09
1865,5.742350239756888e-08,4.706844358715045e-10
1866,4.9142691693759843e-08,8.271541673821048e-09
1867,6.648351558169452e-08,4.367530337390235e-09
1868,5.285665238830006e-08,1.4819622196071691e-09
1869,5.811387637777443e-08,3.4184632902167778e-09
1870,6.536815533308982e-08,3.4404292748035914e-09
1871,4.354682658913589e-08,0.0
1872,6.652073381019363e-08,4.23313739617015e-09
1873,5.147963832996538e-08,0.0
1874,6.034355237716227e-08,1.7923826867161097e-09
1875,6.522540729747561e-08,5.721527140956084e-10
1876,5.985554452081487e-08,1.813804439976252e-09
1877,4.08197848855707e-08,0.0
1878,2.3552445327368332e-08,4.22736201599605e-09
1879,6.109325312309011e-08,2.443730107160036e-09
1880,6.738738278500023e-08,1.2835692508872398e-09
1881,5.0899306103247e-08,6.972507571312292e-10
1882,4.592215674392719e-08,6.655385131892899e-10
1883,5.308244865886991e-08,3.791603475633565e-09
1884,5.545425452169184e-08,0.0
1885,4.18966337178972e-08,1.2891271383708158e-09
1886,4.7755634113855194e-08,3.2267319927115068e-09
1887,5.419007464979586e-08,6.528924623161458e-10
1888,6.150396103521416e-08,2.53624587998047e-09
1889,5.450668894013688e-08,5.012109394186837e-09
1890,6.357755211183758e-08,1.9663159989136147e-09
1891,5.991766727220238e-08,1.2748440081367107e-09
1892,6.70730813112641e-08,5.641661360300532e-09
1893,5.049901474762919e-08,1.847525021858587e-09
1894,5.293292915098391e-08,4.411077725308132e-09
1895,6.861220214204877e-08,7.22233739480771e-09
1896,7.725108019940308e-08,4.717623180994224e-09
1897,5.535378022614168e-08,4.661370844871726e-09
1898,4.5266837389590364e-08,0.0
1899,5.085372123403431e-08,2.7637891975018647e-09
1900,5.1391424449320766e-08,2.595526460424935e-09
1901,3.800342440740678e-08,0.0
1902,4.812078202576231e-08,2.455141867585553e-09
1903,5.022204874194358e-08,2.1600881083827517e-09
1904,2.7948050984605288e-08,1.6123875568041512e-09
1905,3.509316215399849e-08,1.5482277682110634e-09
1906,4.3211148437194424e-08,1.5432553013283723e-09
1907,5.965698335330671e-08,5.65712765521198e-09
1908,4.0273391732625896e-08,2.4556945366072114e-09
1909,5.3359539009534274e-08,1.6502950117569526e-09
1910,5.076943310200477e-08,1.6032452032632705e-09
1911,5.2671705219609066e-08,2.6601871816467337e-09
1912,6.876435776348444e-08,1.0418842455450772e-09
1913,6.257528184505645e-08,1.060597942803554e-09
1914,4.888622839871459e-08,0.0
1915,4.2410743361642744e-08,0.0
1916,4.0653610255958483e-08,3.2962386153911893e-09
1917,3.947912929902486e-08,3.289927441585405e-09
1918,5.054005569604669e-08,0.0
1919,4.327688785110695e-08,0.0
1920,9.389567168227586e-08,3.028892692213958e-09
1921,5.9067428281878165e-08,7.572747429129834e-10
1922,8.263288009402459e-08,3.6889677978990676e-09
1923,5.732611896291928e-08,2.1231896241147297e-09
1924,8.379555538340355e-08,1.289162443462999e-09
1925,6.598907020816114e-08,2.1996355847875293e-09
1926,7.244990030130793e-08,1.1146138456652466e-09
1927,9.365349029621939e-08,0.0
1928,8.455270261720216e-08,2.2852082448565625e-09
1929,5.570203143179242e-08,1.1140406375176326e-09
1930,6.932378227020308e-08,3.1510811737689437e-09
1931,6.044839295782367e-08,0.0
1932,9.315606064319581e-08,1.0959536611565568e-09
1933,8.373583426646292e-08,1.1470662197865522e-09
1934,7.06913212411564e-08,1.1981580172459871e-09
1935,8.258115968828861e-08,2.393656828303392e-09
1936,7.032334536916096e-08,0.0
1937,6.673292318737367e-08,0.0
1938,8.427389275311725e-08,0.0
1939,6.882322622914216e-08,0.0
1940,4.057252667166722e-08,2.5357829169792012e-09
1941,8.854507882460894e-08,0.0
1942,1.153000468434584e-07,0.0
1943,8.129058670647282e-08,0.0
1944,8.675602458652065e-08,0.0
1945,8.931866801731303e-08,4.357008087652048e-09
1946,1.0023195073927127e-07,0.0
1947,8.46381809083141e-08,4.7683483828109274e-09
1948,1.2176514019301976e-07,0.0
1949,9.915178367236877e-08,0.0
1950,8.401935502888591e-08,2.1270722960764488e-09
1951,1.3753208349953638e-07,1.0661401761424827e-09
1952,1.0333907596304925e-07,0.0
1953,9.480967833042087e-08,2.1547654771580937e-09
1954,1.192249357018227e-07,1.9545072227344917e-09
1955,1.0511880788044436e-07,1.8771215692936494e-09
1956,9.68046691696145e-08,1.744228317335228e-09
1957,9.18843952035786e-08,1.7670075402875796e-09
1958,1.2987422337573662e-07,1.6544486891589827e-09
1959,1.0153479479413363e-07,4.650448914844674e-09
1960,1.1280958034376454e-07,2.076250060767393e-09
1961,1.1325499826853047e-07,6.948159270159238e-10
1962,1.6615925346741278e-07,1.2683912808952869e-09
1963,1.306142820567402e-07,3.879631726988464e-09
1964,1.3080531857667665e-07,2.4335873316516654e-09
1965,1.1053527515514361e-07,2.188817349590977e-09
1966,1.3681514587915444e-07,2.215629901769489e-09
1967,1.3706332424590073e-07,0.0
1968,1.1408196343154486e-07,1.3474247273492779e-09
1969,1.021895528197092e-07,3.1792304344691047e-09
1970,9.979233084322914e-08,1.3796175313274261e-09
1971,1.1818314504807859e-07,2.569198631618974e-09
1972,8.823852937211996e-08,1.0260293725750103e-09
1973,1.1081539952328967e-07,1.102640756478479e-09
1974,1.2094979240373505e-07,1.1251143350321513e-09
1975,9.766630881813398e-08,1.1422960355389478e-09
1976,7.998937689990271e-08,1.7140580066410394e-09
1977,8.932708084330443e-08,2.938390863960194e-09
1978,9.920787391592967e-08,5.940591352171509e-10
1979,9.070558348867053e-08,5.851973350345929e-10
1980,1.0574380127081895e-07,3.97960553399912e-09
1981,1.1322733683982733e-07,2.5302198114474095e-09
1982,1.0366528613303672e-07,2.483000915987077e-09
1983,9.599280303973501e-08,1.2630632095778083e-09
1984,1.1250076425994848e-07,2.3196033982486597e-09
1985,1.1970961111273937e-07,3.0077789148208467e-09
1986,9.890901253584161e-08,5.994485463567401e-10
1987,1.0816145845637948e-07,2.4443267410134695e-09
1988,1.3132452636455128e-07,5.996553809062277e-10
1989,1.3500780937647505e-07,2.1952488715726304e-09
1990,1.2204978361296526e-07,2.179460389939436e-09
1991,1.3188297032229457e-07,4.68917216167597e-09
1992,1.113008707420704e-07,5.509944167592096e-10
1993,1.2850961184085463e-07,1.661762283333701e-09
1994,1.0655351445620909e-07,3.164955852952289e-09
1995,9.814635859584087e-08,2.1689803286761844e-09
1996,1.0676184558633395e-07,2.6690460952494277e-09
1997,1.0740563993749674e-07,2.3974471297094624e-09
1998,1.1348147666012665e-07,2.3840645013706308e-09
1999,1.0694270713429432e-07,9.140402323914998e-10
2000,1.1972865365805774e-07,3.5344251969604557e-09
2001,1.2048332109770854e-07,1.3143635069212678e-09
2002,1.3318913261173293e-07,3.9430991805033955e-09
2003,1.2667445048464288e-07,1.2500769308587678e-09
2004,1.4447715557253105e-07,2.642874807889939e-09
2005,1.29257614389644e-07,4.503749373441224e-09
2006,1.7048064648861327e-07,2.0589450144825605e-09
2007,2.2648698916327703e-07,1.5977917877663117e-09
2008,2.12446238379016e-07,4.6831836186811415e-09
2009,2.212441359006334e-07,4.291373478793048e-09
2010,3.1413222245646466e-07,2.8342759250676863e-09
2011,3.2159604756998306e-07,8.412738061736036e-09
2012,4.32680508311023e-07,7.829781267787439e-09
2013,4.867023335464182e-07,7.80955033974351e-09
2014,5.086630494588462e-07,8.228691505962615e-09
2015,4.510731059781392e-07,8.422986752520956e-09
2016,4.660515173782187e-07,9.113896304313585e-09
2017,4.973363729732228e-07,8.049956257139002e-09
2018,5.480453637574101e-07,1.290733386838383e-08
2019,4.7677960424152843e-07,7.1427654901867754e-09
