year,êtes_VERB au_ADP,etes_VERB au_ADP
1977,3.038296085833281e-07,5.876781838942691e-10
1978,2.500989069176285e-07,5.940591352171509e-10
1979,2.52805250511301e-07,5.851973128301324e-09
1980,3.291702341812197e-07,2.2740602734216964e-09
1981,2.966682757232775e-07,1.8976649140967083e-09
1982,2.7933759838560945e-07,1.8622506869903077e-09
1983,2.7534778723747877e-07,1.89459470334441e-09
1984,3.201052720669395e-07,5.799008495621649e-10
1985,3.0198100375855574e-07,6.015558051686298e-10
1986,3.4887904121205793e-07,1.1988970927134801e-09
1987,2.896527178108954e-07,6.110816852533674e-10
1988,2.6564734412204416e-07,0.0
1989,3.375195092303329e-07,1.0976244357863152e-09
1990,2.953168802832806e-07,1.089730194969718e-09
1991,3.7103075101185823e-07,5.861465202094962e-10
1992,2.848641145192232e-07,0.0
1993,2.5369570266775554e-07,1.1078414852150331e-09
1994,3.3021041190295364e-07,5.274926606624319e-10
1995,3.096219529652444e-07,1.0844901643380922e-09
1996,2.8718935141114343e-07,2.135236876199542e-09
1997,2.6515766649026773e-07,3.835915585170824e-09
1998,2.789355733057164e-07,4.768129224785866e-10
1999,2.7329804197506746e-07,1.3710603763428253e-09
2000,2.474097584581614e-07,8.836062992401139e-10
2001,2.6944451292365557e-07,0.0
2002,2.7996006224384473e-07,3.9430991805033955e-09
2003,2.9960176561871776e-07,1.2500769308587678e-09
2004,3.1494258223574434e-07,4.404791253964646e-10
2005,3.13911357352481e-07,1.3511248786457486e-09
2006,3.722572614606179e-07,4.1178899179428186e-10
2007,5.06100548136601e-07,3.994479469415779e-10
2008,5.104670321998128e-07,3.8316958494988285e-09
2009,5.869645178790961e-07,5.245011536203492e-09
2010,7.628925686731236e-07,9.447586046817946e-10
2011,1.0504451211090782e-06,1.529588788962144e-09
2012,1.2493607073338353e-06,2.0425516833455504e-09
2013,1.1658543144221767e-06,5.578250084070646e-10
2014,1.190345187751518e-06,1.0827225782605865e-09
2015,1.2279828069949872e-06,6.649726325136385e-10
2016,1.2098697652618284e-06,1.2428040818690533e-09
2017,1.2937789506395347e-06,7.54683426862357e-10
2018,1.2816982462027227e-06,1.5488800242380307e-09
2019,1.2826366173612769e-06,0.0
