year,êtes_VERB au_ADP,etes_VERB au_ADP
1800,2.1694735607979965e-07,0.0
1801,3.881327472754492e-07,0.0
1802,1.9469209178168967e-07,6.713520406265161e-09
1803,2.7109715006190527e-07,0.0
1804,4.7459536745009245e-07,0.0
1805,3.8663137047478813e-07,0.0
1806,3.5156364219801617e-07,0.0
1807,3.359407116931834e-07,2.8469551160981155e-09
1808,2.1527702642742952e-07,0.0
1809,2.01053723003497e-07,0.0
1810,3.182572356763558e-07,0.0
1811,3.685402987230191e-07,0.0
1812,2.827240734859515e-07,0.0
1813,3.335860299102933e-07,0.0
1814,2.171207285073251e-07,0.0
1815,2.022917726662854e-07,0.0
1816,3.082413115862437e-07,0.0
1817,3.26943421669057e-07,0.0
1818,3.874382628055173e-07,1.1921177378582115e-09
1819,2.98110251151229e-07,1.035105001712111e-09
1820,4.153268378104258e-07,1.1866481131050932e-09
1821,4.743375825455587e-07,9.86148829262845e-10
1822,3.348555708271306e-07,0.0
1823,4.200142029731069e-07,0.0
1824,3.486340744984773e-07,8.421112696055388e-10
1825,4.922242737848137e-07,0.0
1826,3.267762167524779e-07,0.0
1827,3.7698646337958053e-07,9.217273055917019e-10
1828,4.017468029360316e-07,0.0
1829,2.803428458264534e-07,0.0
1830,3.433719086842757e-07,2.0873671680021744e-09
1831,3.617159904933942e-07,0.0
1832,4.275470359971223e-07,0.0
1833,3.092828819717397e-07,0.0
1834,3.687139837893483e-07,0.0
1835,4.0840674842002045e-07,4.5378527602224494e-09
1836,3.541835269516014e-07,0.0
1837,3.9103346693991625e-07,0.0
1838,3.509562134240696e-07,1.2624323808552163e-09
1839,2.94341106155116e-07,6.9914751765765e-10
1840,2.8663598072853347e-07,0.0
1841,2.6645275852388295e-07,1.2841097074556274e-09
1842,3.025427588454477e-07,0.0
1843,3.2960562634798407e-07,0.0
1844,4.039580971948453e-07,1.6465684371524958e-09
1845,3.7275921727086825e-07,2.7901139176833567e-09
1846,3.073613186188595e-07,1.1709002656346001e-09
1847,2.648072836564097e-07,5.393223645455691e-10
1848,2.984777154324547e-07,2.413566457803995e-09
1849,3.14228060460664e-07,0.0
1850,2.1453227816436993e-07,6.788996032014438e-10
1851,2.940944057172601e-07,6.449438760824933e-10
1852,3.157614401061437e-07,6.510545436100301e-10
1853,3.308450118311157e-07,0.0
1854,3.065441944727354e-07,1.558699391779328e-09
1855,3.502578351799457e-07,1.0613874223963649e-09
1856,3.3910589536390034e-07,3.6240324075009767e-09
1857,3.3535968668729765e-07,1.9526036343364694e-09
1858,3.55770254145682e-07,0.0
1859,3.4168482443419634e-07,0.0
1860,3.016364189534215e-07,9.154367819341758e-10
1861,4.041581007641071e-07,2.357981809808507e-09
1862,3.569209070519719e-07,4.517986262886353e-10
1863,3.3014444511536567e-07,0.0
1864,3.0830099717604753e-07,4.794727948009836e-10
1865,3.5583744306677545e-07,1.4120533631256649e-09
1866,3.8924903833503777e-07,4.865612912574591e-10
1867,3.280500493474392e-07,1.455843445796745e-09
1868,2.67741171455782e-07,0.0
1869,3.408696329643135e-07,3.906815315701806e-09
1870,3.5608442772172566e-07,5.160643912205387e-09
1871,2.79336973108002e-07,2.1242354542039266e-09
1872,3.731208266799513e-07,1.2094678591978436e-09
1873,2.7475761044115643e-07,2.3944017879529156e-09
1874,3.32785731416152e-07,0.0
1875,3.2498275004400057e-07,0.0
1876,2.799304752443277e-07,0.0
1877,3.3274309885200637e-07,1.8554447978047506e-09
1878,2.874606082059472e-07,0.0
1879,3.1218652907227806e-07,6.10932526790009e-10
1880,3.151162388803641e-07,0.0
1881,3.3119411568804935e-07,0.0
1882,3.207895531431859e-07,0.0
1883,2.2939200050586805e-07,0.0
1884,2.719899043768237e-07,6.601696966868076e-10
1885,1.9917014526527055e-07,1.2891271383708158e-09
1886,2.2264450194597885e-07,6.453463874400711e-10
1887,2.4614044491499953e-07,6.528924623161458e-10
1888,2.193852708387567e-07,0.0
1889,2.3807520221907907e-07,6.265136742733546e-10
1890,1.9925334981962806e-07,6.554386478008212e-10
1891,1.8867690698698425e-07,6.374220040683554e-10
1892,2.2880070105202321e-07,0.0
1893,2.0938615818977269e-07,0.0
1894,2.054301830867189e-07,0.0
1895,2.064384716504719e-07,0.0
1896,2.0757542529281636e-07,5.89702897624278e-10
1897,2.2199778015874472e-07,5.826713556089658e-10
1898,1.9691074726324587e-07,5.6583548957434e-10
1899,2.3105278046386957e-07,5.527578395003729e-10
1900,2.3878843080638035e-07,0.0
1901,2.0790108123946993e-07,0.0
1902,1.97393404732793e-07,0.0
1903,2.1816889272940898e-07,5.400220270956879e-10
1904,2.0101097675251367e-07,0.0
1905,1.9610884294252173e-07,0.0
1906,2.484641186129011e-07,5.144184522798412e-10
1907,2.422279123948101e-07,5.142843373384665e-10
1908,2.1708339659198828e-07,0.0
1909,2.2113954400992952e-07,1.6502950117569526e-09
1910,2.2285108514097374e-07,0.0
1911,2.1387903359482152e-07,0.0
1912,2.3025641837648436e-07,5.209421227725386e-10
1913,3.001492245857662e-07,1.060597942803554e-09
1914,2.337163493848493e-07,6.696743715117748e-10
1915,1.8495796894058003e-07,0.0
1916,2.494153932275367e-07,2.197492410260793e-09
1917,2.664841076693847e-07,3.289927441585405e-09
1918,2.3432207285623008e-07,0.0
1919,2.5045346774277277e-07,0.0
1920,2.165658230524059e-07,0.0
1921,2.408133639164589e-07,7.572747429129834e-10
1922,2.6191671054220933e-07,0.0
1923,2.6964508492710593e-07,1.0615948120573648e-09
1924,2.758807511327177e-07,2.578324886925998e-09
1925,3.0244990512073855e-07,0.0
1926,2.0731818040076178e-07,2.229227691330493e-09
1927,2.9322461614356143e-07,0.0
1928,2.388042616985331e-07,2.2852082448565625e-09
1929,2.8185229439259274e-07,0.0
1930,2.5628793309806497e-07,3.1510811737689437e-09
1931,2.474962457199581e-07,0.0
1932,2.586450591479661e-07,0.0
1933,2.1679551309716771e-07,0.0
1934,2.564058263487823e-07,0.0
1935,2.2380690722911822e-07,0.0
1936,2.0854508875345346e-07,2.424942913137329e-09
1937,2.593770318526367e-07,1.2591118148108649e-09
1938,2.567112460383214e-07,0.0
1939,2.6458707225174294e-07,0.0
1940,1.7243323213733674e-07,0.0
1941,3.3942279742404935e-07,0.0
1942,2.3666851234338537e-07,0.0
1943,2.3225881307098462e-07,2.9032352077962287e-09
1944,3.052526835745084e-07,3.2131861615880553e-09
1945,3.3113261110884196e-07,0.0
1946,3.7030136468274577e-07,1.3921104269343232e-09
1947,3.743153342838923e-07,1.1920870957027319e-09
1948,3.457260220329772e-07,1.0871887834440486e-09
1949,2.621141277359129e-07,0.0
1950,2.7226525389778544e-07,0.0
1951,3.646199502327363e-07,0.0
1952,2.878731493183295e-07,4.2179215675730575e-09
1953,3.1567313385494344e-07,1.0773827385790469e-09
1954,3.0392587291316886e-07,9.772536113672459e-10
1955,2.862610415377276e-07,0.0
1956,3.8983503714007384e-07,8.72114158667614e-10
1957,2.9685728009098966e-07,0.0
1958,2.953190971766162e-07,8.272243445794913e-10
1959,3.2243110581475776e-07,1.5501495642666896e-09
1960,3.128216690129193e-07,6.920833350854139e-10
1961,3.30732376596643e-07,1.3896318540318475e-09
1962,3.240739658849634e-07,0.0
1963,3.064909321892628e-07,0.0
1964,3.425274144319701e-07,1.2167936658258327e-09
1965,2.555444211793656e-07,6.0192477668863376e-09
1966,3.4065308796016325e-07,0.0
1967,3.249091093948664e-07,9.860671168482327e-10
1968,3.233819541037519e-07,1.7965663401398047e-09
1969,2.8249732508811576e-07,4.5417578031781147e-10
1970,3.1455277849090635e-07,0.0
1971,2.430462018310209e-07,1.0276794970565106e-09
1972,2.6933270191875636e-07,0.0
1973,2.5581266527296975e-07,1.102640756478479e-09
1974,2.6046396328638366e-07,0.0
1975,2.393110207776772e-07,2.2845920710778955e-09
1976,2.879617682083335e-07,2.285410749536254e-09
