year,deux_DET airs_NOUN,deux_DET chers_ADJ
1851,3.353708155628965e-08,0.0
1852,6.445439737490233e-08,1.9531636308300904e-09
1853,4.598387448595531e-08,1.6124215962420863e-08
1854,7.118060402211412e-08,4.1565315633818045e-09
1855,6.156047405170284e-08,2.653468555990912e-09
1856,5.694908311593139e-08,4.141751386299575e-09
1857,7.175818117488575e-08,5.857811125054013e-09
1858,8.172439253106845e-08,3.91494070495213e-09
1859,3.97189512391094e-08,3.5645213447565993e-09
1860,5.8130236957332215e-08,7.323494338740133e-09
1861,5.847795042646098e-08,3.772770984511453e-09
1862,8.177555432808958e-08,3.6143890103090826e-09
1863,2.2975256364077268e-08,1.9978483867255648e-09
1864,7.096197229827794e-08,5.2742009648554244e-09
1865,4.2832282387550435e-08,7.530951084966375e-09
1866,5.1088934416299026e-08,1.4596839292835284e-09
1867,6.939520247328801e-08,1.455843445796745e-09
1868,4.6434817546625595e-08,3.4579118457500613e-09
1869,8.399653195212409e-08,1.4650557433881772e-09
1870,4.587238944253613e-08,5.734048791339319e-09
1871,2.1242353653860846e-08,1.0621177271019633e-09
1872,5.019291648977742e-08,6.047339295989218e-10
1873,6.105724315030869e-08,5.986004469882289e-10
1874,4.779687134970345e-08,4.779687312606029e-09
1875,5.893172794202428e-08,4.577221712764867e-09
1876,6.287855258690911e-08,1.813804439976252e-09
1877,7.050690165044671e-08,6.184816103704804e-09
1878,1.316521327510145e-07,2.4156354694326865e-09
1879,3.6655949942066e-08,3.6655952717623563e-09
1880,5.005920211686998e-08,6.417846254436199e-10
1881,9.41288524902717e-08,6.972507571312292e-10
1882,7.587138917131142e-08,3.3276925659464496e-09
1883,7.140853064413477e-08,3.159669414998234e-09
1884,4.291103117282091e-08,1.9805090900604227e-09
1885,4.318576085626802e-08,1.2891271383708158e-09
1886,4.9046325889534614e-08,9.680196200179125e-09
1887,5.35371814103236e-08,9.140494194870286e-09
1888,4.755461202599065e-08,5.07249175996094e-09
1889,5.889228527067303e-08,1.8795409673089125e-09
1890,2.9494738484903138e-08,2.621754646714436e-09
1891,4.653180718516836e-08,6.374220040683554e-10
1892,2.820830502514582e-08,6.268512375839919e-10
1893,5.4194064402768305e-08,2.463366621796581e-09
1894,4.2850465620247746e-08,2.520615716150587e-09
1895,6.43991759918805e-08,2.4074457982692365e-09
1896,4.0099797649073565e-08,4.717623180994224e-09
1897,4.3700353113962365e-08,4.078699600285063e-09
1898,4.413516951906615e-08,2.8291774478717002e-09
1899,4.5878900678530954e-08,2.2110313580014918e-09
1900,4.412395127051383e-08,1.5573159428683425e-09
1901,3.5767929285057676e-08,2.235495621949468e-09
1902,2.995273185035785e-08,4.910283846193408e-10
1903,4.6981915247101824e-08,1.0260418292773466e-08
1904,4.568431410945095e-08,5.374625189347171e-09
1905,4.4898605056076235e-08,5.160758931310738e-09
1906,3.9610220603503166e-08,7.716276506641861e-09
1907,7.611407992769159e-08,4.628559036046198e-09
1908,6.041008471235898e-08,1.964555629285769e-09
1909,3.960708294670212e-08,8.801573692096554e-09
1910,5.0235016701982715e-08,6.412980813053082e-09
1911,3.724261854465283e-08,2.128149656499545e-09
1912,6.668059038261731e-08,1.1460726589973547e-08
1913,7.848425115364321e-08,1.590896969716482e-09
1914,8.906668824693043e-08,8.705766774141921e-09
1915,2.8273827723523937e-08,0.0
1916,1.0987461607214755e-08,6.592477230782379e-09
1917,3.947912752266802e-08,2.1932848870420685e-09
1918,1.8378202071289707e-08,1.2635013924011673e-08
1919,5.5247090680055067e-08,8.287063479883727e-09
1920,7.04217537617069e-08,1.514446346106979e-09
1921,6.739745078698789e-08,2.2718242842501013e-09
1922,5.459672369756419e-08,4.426761179843197e-09
1923,7.006525715169687e-08,3.1847844361720945e-09
1924,3.867487285980076e-08,0.0
1925,5.27912540349007e-08,0.0
1926,3.901148493135054e-08,4.458455382660986e-09
1927,6.801026863900717e-08,5.574612327308159e-09
1928,1.0626218438503088e-07,9.14083297942625e-09
1929,6.01581959802644e-08,1.1140406375176326e-09
1930,9.348206830850359e-08,7.352522590764465e-09
1931,7.185374428786417e-08,2.2810713318222042e-09
1932,7.342889585260082e-08,3.287861094491973e-09
1933,7.341223895451776e-08,2.2941324395731044e-09
1934,7.7880272897346e-08,1.1981580172459871e-09
1935,6.582556189016486e-08,4.787313656606784e-09
1936,1.0790995830234351e-07,2.424942913137329e-09
1937,3.147779614742774e-08,1.2591118148108649e-09
1938,7.779128574636474e-08,0.0
1939,4.129393449403551e-08,4.588215141154706e-09
1940,2.02862628917444e-08,2.5357829169792012e-09
1941,1.0330259003765718e-07,5.9030051957620344e-09
1942,6.675265851185941e-08,0.0
1943,4.0645293575281016e-08,5.806470415592457e-09
1944,5.7837349132228155e-08,0.0
1945,7.189063611079405e-08,6.535512131478072e-09
1946,1.238978297735116e-07,2.7842208538686464e-09
1947,6.198852764427443e-08,1.1920870957027319e-09
1948,7.284165093324191e-08,1.0871888278529696e-08
1949,4.613993886959378e-08,2.9451024952109606e-09
1950,1.0635361658017928e-07,3.190608444114673e-09
1951,5.330700991734716e-08,4.264560704569931e-09
1952,3.2688891704601986e-08,2.1089607837865287e-09
1953,7.649417432809003e-08,1.0773827385790469e-09
1954,5.374894862519852e-08,6.840775057526116e-09
1955,6.100644922568677e-08,3.754243138587299e-09
1956,8.28508484040924e-08,2.616342476002842e-09
1957,4.770920514207688e-08,3.534015080575159e-09
1958,5.2115132875840686e-08,1.6544486891589827e-09
1959,5.8905684330312624e-08,6.975673039200103e-09
1960,4.083291726963978e-08,2.7683333403416555e-09
1961,4.655266566677696e-08,2.779263708063695e-09
1962,4.5027890527293835e-08,5.7077609305622445e-09
1963,6.724695289506144e-08,3.2330267352165265e-09
1964,2.5552667426431697e-08,4.867174552281028e-09
1965,5.6909250478742734e-08,5.47204326295514e-09
1966,4.7636043665200134e-08,7.200797069728537e-09
1967,9.909974391097975e-08,3.944268467392931e-09
1968,1.0914140513573756e-07,2.245707841908029e-09
1969,5.6317797758609345e-08,1.3625273131978588e-09
1970,7.128024118174814e-08,3.6789800095249348e-09
1971,6.320229040124303e-08,3.5968783507200897e-09
1972,1.9699764414182752e-07,5.130146973897354e-09
1973,6.009392056194329e-08,1.6539611902288698e-09
1974,3.206575832637171e-08,2.812785782069227e-09
1975,4.169380662943922e-08,2.8557400888473694e-09
1976,5.5421210287676104e-08,5.713526873840635e-10
1977,5.230335708983347e-08,4.7014254711541525e-09
1978,7.12870956709466e-08,2.3762365408686037e-09
1979,5.091216703778656e-08,1.7555920051037788e-09
1980,4.832377969998802e-08,2.2740602734216964e-09
1981,6.768338045581856e-08,6.325549528618524e-10
1982,6.021277043632978e-08,6.207502289967692e-10
1983,5.999550367619122e-08,3.157658134966823e-09
1984,5.972978722734723e-08,6.958810416790584e-09
1985,5.594469065783869e-08,6.015558051686298e-10
1986,4.6756987059914934e-08,5.994485408056249e-09
1987,6.355249421163833e-08,6.110816852533674e-10
1988,6.296381349635283e-08,5.996553809062277e-10
1989,5.707646888453155e-08,1.6464366536794728e-09
1990,5.775569966726124e-08,1.089730194969718e-09
1991,9.319729549206457e-08,2.344586080837985e-09
1992,5.234446837087958e-08,5.509944167592096e-10
1993,8.69655588653373e-08,4.431365774326679e-09
1994,6.22441331254997e-08,3.164955852952289e-09
1995,8.892819269856744e-08,2.7112254663563817e-09
1996,5.2313302134621154e-08,3.2028553142993132e-09
1997,4.986690405051064e-08,5.274384040632185e-09
1998,3.671459680720801e-08,4.7681290027412615e-09
1999,6.261175472532798e-08,2.285100553223174e-09
2000,6.847948741395271e-08,1.3254094488601709e-09
2001,6.440381200567558e-08,1.7524846851468823e-09
2002,3.943099197156741e-08,1.752488598683044e-09
2003,7.417122760422501e-08,2.500153695184082e-09
2004,5.197653624167131e-08,2.642874807889939e-09
2005,5.854874474131577e-08,9.007499190971657e-10
2006,6.7533397873909e-08,4.529678854225949e-09
2007,4.673540981992019e-08,1.5977917877663117e-09
2008,6.897052448606722e-08,1.7029758714315335e-09
2009,5.531103197675691e-08,1.907277002999308e-09
2010,5.3378861386566e-08,2.834275814045384e-09
2011,4.053410118665113e-08,1.911985902935953e-09
2012,4.4255286657524096e-08,6.808505426114664e-10
2013,3.709536461338203e-08,2.2313000336282585e-09
2014,6.886115722082309e-08,2.3819897165822113e-09
2015,4.8764659379973985e-08,2.438232948875907e-09
2016,3.438424314716748e-08,4.5569479856233386e-09
2017,4.075290205296511e-08,1.509366853724714e-09
2018,3.1752039775234664e-08,1.807026639433218e-09
2019,2.90812607328661e-08,3.3162841917011576e-09
