year,des_DET oies_NOUN,des_DET choix_NOUN
1932,1.3699420930990414e-07,1.5233755812360528e-07
1933,1.9156006159093408e-07,1.2732434995221809e-07
1934,1.833181748622792e-07,1.341936908261232e-07
1935,1.555876947278989e-07,1.244701515190627e-07
1936,1.4549657834095342e-07,1.4185916086262296e-07
1937,1.4353875066319688e-07,1.2717029729270024e-07
1938,1.8669909152002617e-07,1.0242519277170459e-07
1939,1.6058752638770102e-07,2.1564611429880642e-07
1940,1.5721854085271048e-07,1.8511215049699103e-07
1941,3.099077856560939e-07,1.9775067316984973e-07
1942,1.9115534288793867e-07,2.0632640485018783e-07
1943,2.5548469428926524e-07,2.787105730650552e-07
1944,1.8636479559575037e-07,2.088571005032236e-07
1945,1.655663024457965e-07,1.6774481537140673e-07
1946,1.8654280431462666e-07,2.6867731595103805e-07
1947,1.5497132821451487e-07,2.4556995037450235e-07
1948,1.5764236893645034e-07,2.6527405339038523e-07
1949,1.4431001538195432e-07,6.498859459469486e-07
1950,1.8611882524055545e-07,2.5950281656861307e-07
1951,1.7271470653668075e-07,2.1216188939021663e-07
1952,1.4868173003890206e-07,2.6783803264152084e-07
1953,2.090122475095768e-07,3.3398866250422543e-07
1954,1.6515585476994943e-07,3.5278854504383617e-07
1955,1.4735403697230254e-07,2.9564665826598e-07
1956,1.447709490065563e-07,3.601831433108771e-07
1957,1.6433170024754418e-07,3.3749845163022485e-07
1958,1.5055483104653433e-07,5.666486799782433e-07
1959,1.8601795304107327e-07,5.557286186785859e-07
1960,1.6333167007775984e-07,4.436254306128262e-07
1961,1.8412622465602269e-07,6.232498854785717e-07
1962,1.3888884398127743e-07,6.995177947999309e-07
1963,1.5065903680167025e-07,9.097737034835518e-07
1964,1.8981980876020543e-07,8.754830247426071e-07
1965,1.4665075670494687e-07,8.727908955563635e-07
1966,1.5287846633071922e-07,1.116123620192866e-06
1967,1.0846737996672573e-07,9.29368274782405e-07
1968,1.4642015400134767e-07,1.1569886808615593e-06
1969,1.8348700825399078e-07,1.3175639885787405e-06
1970,1.292241685324491e-07,1.4564161574526224e-06
1971,1.8755150177351965e-07,1.5934171138098918e-06
1972,1.2671462146229828e-07,1.5026200692602742e-06
1973,1.2735500609650785e-07,1.6043423407552382e-06
1974,1.3895161798949118e-07,1.930696178931157e-06
1975,1.1537190047761214e-07,1.7557089577735496e-06
1976,1.3826734579502897e-07,1.969452696926055e-06
1977,1.53384004442092e-07,2.070390330288774e-06
1978,1.5207913484083235e-07,2.1706919710595685e-06
1979,1.3576577662099965e-07,2.2582764103162845e-06
1980,1.3928618591840802e-07,2.2126605685457434e-06
1981,1.448550888683009e-07,2.5858846584014827e-06
1982,1.4463480058068967e-07,2.68350328269662e-06
1983,1.0925496984892646e-07,2.9183075227479094e-06
1984,1.6121243034961097e-07,2.769606361141541e-06
1985,1.3354538586085596e-07,3.0859812127914665e-06
1986,1.1569356783702744e-07,3.081165438345579e-06
1987,1.3504905882477658e-07,3.045631011389105e-06
1988,1.3132452536535055e-07,3.1098127450945867e-06
1989,1.388494883514113e-07,3.286836466998011e-06
1990,1.482033047395248e-07,3.3879710841233646e-06
1991,1.6587946483070937e-07,3.5942503586738894e-06
1992,1.6089037568889353e-07,3.5158954219127736e-06
1993,1.5952916765371583e-07,3.868028478848373e-06
1994,1.5455535029573753e-07,4.072770948937432e-06
1995,1.6538474323368746e-07,4.109133442398161e-06
1996,1.4306086804083407e-07,4.152502057763741e-06
1997,1.246672529653381e-07,4.284238208640545e-06
1998,1.5162651001432437e-07,4.3256470050323514e-06
1999,1.3710602941863215e-07,4.278622533604448e-06
2000,1.3828438072405191e-07,4.590334896192871e-06
2001,1.5903799188698997e-07,4.624369040584497e-06
2002,1.8313505278921838e-07,4.693164655122928e-06
2003,1.6501014521441704e-07,4.880300053855535e-06
2004,1.4932242076159952e-07,4.949223594508112e-06
2005,1.5132599084921594e-07,4.960880204407658e-06
2006,1.6512738998386567e-07,4.8558157104139354e-06
2007,1.4340181364591587e-07,4.653568538515174e-06
2008,1.8008970226190968e-07,4.679351846448299e-06
2009,1.8738996199196833e-07,4.741967593702157e-06
2010,1.9603741474583103e-07,4.858421178255412e-06
2011,2.661484601595987e-07,4.641919716164011e-06
2012,2.6042533352033104e-07,4.221613792765311e-06
2013,2.8058596573954375e-07,3.930155941134217e-06
2014,2.6743247116822744e-07,3.4748899864212035e-06
2015,3.189651867074872e-07,3.513936910337634e-06
2016,2.730026037733868e-07,3.310208448681351e-06
2017,2.098019905583115e-07,3.926114452212914e-06
2018,2.689888269902241e-07,3.75216195180883e-06
2019,2.9361868286725823e-07,3.6614327001416314e-06
