year,mes_DET ans_NOUN,mes_DET champs_NOUN
1988,2.3986215624827167e-08,4.4374498298083154e-08
1989,3.2379922076941625e-08,3.1831108859847745e-08
1990,2.8877850832831342e-08,2.5063794206747758e-08
1991,3.458264485889373e-08,3.575493734420121e-08
1992,3.4712649255030925e-08,3.140668147771919e-08
1993,3.3789166409281535e-08,4.043621371074835e-08
1994,3.164955936219016e-08,4.008944282096749e-08
1995,3.904164591617132e-08,2.9823480018897897e-08
1996,3.5765218342476146e-08,4.2170926750628723e-08
1997,2.8289877107567918e-08,4.890792482115103e-08
1998,2.5271084558298185e-08,4.386678931211918e-08
1999,4.067479020264386e-08,5.895559418434004e-08
2000,4.0204088058715115e-08,4.1087693691821414e-08
2001,2.5411029003219454e-08,3.592593811330147e-08
2002,4.600282615951912e-08,6.30895899966788e-08
2003,2.7918383604941255e-08,5.542007430747731e-08
2004,2.7309704941913537e-08,4.0083599106566226e-08
2005,2.38698731891418e-08,5.0441996135575096e-08
2006,2.5942706427528606e-08,5.723866802753719e-08
2007,2.876025217979361e-08,3.914589896680809e-08
2008,1.660401513503551e-08,4.257439589760992e-08
2009,2.5271420511785436e-08,6.294013932262033e-08
2010,2.3146586702882388e-08,6.424358245382678e-08
2011,1.797266777070483e-08,6.080115599882419e-08
2012,2.7234022259570168e-08,5.03829418740942e-08
2013,3.0122549399269616e-08,5.2714464571224084e-08
2014,2.988314290464089e-08,6.27979088729802e-08
2015,3.635183642991535e-08,7.270367308187531e-08
2016,3.728412201198239e-08,7.995372541813595e-08
2017,2.6917040429896844e-08,7.320428763168962e-08
2018,2.71054010347882e-08,7.434624382796073e-08
2019,2.4234384055077385e-08,6.300939969783315e-08
