year,mes_DET ans_NOUN,mes_DET champs_NOUN
1800,1.2262241444460642e-07,4.4018303668735825e-08
1801,2.809795489611133e-07,4.6194943337241057e-07
1802,9.622712582313397e-08,1.2308120744819462e-07
1803,1.1897068930011301e-07,1.482257789842123e-07
1804,2.0269178335752258e-07,2.3729769083047358e-07
1805,1.336152555264647e-07,1.3930100806192058e-07
1806,1.3832011802605848e-07,7.780506550147948e-08
1807,1.0533733885154106e-07,1.7935817098191364e-07
1808,1.3143229082857033e-07,2.4700205880634485e-07
1809,1.1746958961111886e-07,2.6204754366432326e-07
1810,2.1763179169909108e-07,2.9017573055512e-07
1811,8.524061279047146e-08,1.4039629547824006e-07
1812,1.1468995486652034e-07,1.0935553973467904e-07
1813,2.875741715868685e-07,1.0352669921331881e-07
1814,1.3530711440168375e-07,1.0698702368472368e-07
1815,7.282503844407984e-08,5.1247248222807684e-08
1816,1.0197456923322079e-07,1.1124498477954603e-07
1817,2.459860013459547e-07,9.49692759988352e-08
1818,1.1563542257064796e-07,1.382856562592849e-07
1819,2.111614219035829e-07,1.5216044157995157e-07
1820,2.4563615674821904e-07,1.6613073938742673e-07
1821,1.4397773084873222e-07,1.3904698903388635e-07
1822,1.87479017199621e-07,1.5639960793123464e-07
1823,2.1445430964384116e-07,1.689939450599809e-07
1824,3.065284950309888e-07,1.6842224859203725e-07
1825,1.717061417494392e-07,1.1975402269825963e-07
1826,9.336463135944939e-08,1.1274219957613241e-07
1827,9.032927539287527e-08,7.650336897313537e-08
1828,1.2290883910637262e-07,1.3483283112236677e-07
1829,8.74463982336593e-08,9.259030253616629e-08
1830,1.544651753171422e-07,9.810625423156694e-08
1831,1.4811645598911127e-07,1.3252525832285755e-07
1832,1.434176764014694e-07,2.1647950898540103e-07
1833,1.1699465085612815e-07,8.340212698243477e-08
1834,1.0734710209625575e-07,1.306834287451153e-07
1835,9.302598158456021e-08,5.52105419160398e-08
1836,9.879502327336809e-08,8.468145118456505e-08
1837,6.888311654407175e-08,1.2872098409388855e-07
1838,8.268932338850732e-08,8.205810564376748e-08
1839,6.711816002979987e-08,1.041729822404136e-07
1840,5.0320539179971036e-08,6.305992028554641e-08
1841,8.346712876416973e-08,9.309795645506824e-08
1842,7.91575285319368e-08,9.391571254013797e-08
1843,7.324569972766426e-08,8.978504828505152e-08
1844,6.421616838281352e-08,7.519328826255389e-08
1845,7.031086912689943e-08,6.305657640481854e-08
1846,4.6836011513562426e-08,6.674131336481537e-08
1847,4.853901458545806e-08,7.011190561456715e-08
1848,4.98803736093123e-08,1.15851191528904e-07
1849,1.5250535856381475e-07,6.11697301700076e-08
1850,9.708264059327121e-08,7.739455210042934e-08
1851,4.4501126561513615e-08,5.804495017969202e-08
1852,5.664174484998341e-08,6.966283905285309e-08
1853,5.613615816635331e-08,5.6733354014681936e-08
1854,6.182840839308312e-08,3.4291385730966795e-08
1855,8.278821894691646e-08,6.156047049898916e-08
1856,7.558696424325717e-08,7.196292928224324e-08
1857,9.616573248827365e-08,7.712784411140206e-08
1858,7.683071689967846e-08,7.585198025239492e-08
1859,9.573285764119532e-08,7.536416646303223e-08
1860,6.224969983925632e-08,9.474770673589816e-08
1861,8.866011791397455e-08,9.950683477200073e-08
1862,8.764893544288554e-08,5.828202320756759e-08
1863,6.84263046224487e-08,4.894728311555241e-08
1864,6.13725177345259e-08,7.767459631047302e-08
1865,5.2245974213604995e-08,7.672156510096784e-08
1866,7.347075592356589e-08,4.768300537749681e-08
1867,4.124889763090778e-08,5.532205094027631e-08
1868,4.643481643640257e-08,5.977247563571098e-08
1869,6.690421416877257e-08,7.960136561013798e-08
1870,6.135432029097387e-08,4.816600895907186e-08
1871,3.9298356568906456e-08,8.072094370703553e-08
1872,4.535504372071841e-08,8.405801565913862e-08
1873,5.6268441461782004e-08,4.010623011474479e-08
1874,4.600448944014346e-08,6.452578160676126e-08
1875,7.037478400029329e-08,4.9205133023644265e-08
1876,5.985554496490408e-08,6.711076205867528e-08
1877,1.1441909597564859e-07,7.6073233490348e-08
1878,6.642997307793053e-08,5.193616203769125e-08
1879,5.315112849846315e-08,8.736335466164036e-08
1880,6.802917074111292e-08,9.241698584183666e-08
1881,2.998178288970976e-08,7.809208796283329e-08
1882,4.392554342480537e-08,8.851662469666621e-08
1883,5.940178687824371e-08,8.341527113486791e-08
1884,4.8192386969958534e-08,6.40364632431556e-08
1885,3.8673812818856845e-08,6.961286569406866e-08
1886,4.646494078386354e-08,6.45346380778733e-08
1887,4.047933110928881e-08,4.1132226735740574e-08
1888,3.614150267949867e-08,5.135897973573833e-08
1889,4.63620102308937e-08,4.448247253874271e-08
1890,2.6217545023854427e-08,6.357754911423541e-08
1891,3.6970476458009216e-08,3.378336788095737e-08
1892,4.638699313552763e-08,6.08045698236026e-08
1893,2.8328715429015716e-08,5.234654043562159e-08
1894,4.852185342407722e-08,5.419323656496999e-08
1895,2.768562623600701e-08,5.89824222796409e-08
1896,4.540712200684638e-08,9.553187119148987e-08
1897,2.6802883135168543e-08,4.661370667236042e-08
1898,3.225262235062587e-08,6.733442081685581e-08
1899,5.085372123403431e-08,5.63812978526812e-08
1900,4.360484651133589e-08,5.969711036613035e-08
1901,2.51493244007861e-08,4.973977502098492e-08
1902,3.093478850857423e-08,7.610940011559819e-08
1903,2.106085861264262e-08,8.154332475918125e-08
1904,2.042357571951925e-08,7.739460095024242e-08
1905,4.02539197530416e-08,6.502556165743911e-08
1906,3.5494874317532066e-08,5.555719440053508e-08
1907,6.274269059858284e-08,4.9371295274269755e-08
1908,5.206072462016209e-08,6.237463856528791e-08
1909,3.740668841345496e-08,5.5559935319138276e-08
1910,5.557916771259386e-08,3.527139447179195e-08
1911,3.77746552926439e-08,7.980560967624228e-08
1912,5.365703970028335e-08,7.709943677935982e-08
1913,4.0302722548180014e-08,6.151468234794066e-08
1914,4.2859158888575166e-08,4.754687871200147e-08
1915,1.5314990164938536e-08,2.3561523843085297e-08
1916,1.9777431248257926e-08,8.350471447649e-08
1917,2.5222776423028392e-08,7.566833071237511e-08
1918,5.972915850804839e-08,7.351280828515883e-08
1919,6.997964874244644e-08,8.102906434714896e-08
1920,4.0890050456710014e-08,4.694783761749477e-08
1921,6.285380305115496e-08,6.436835420231546e-08
1922,8.779743332354428e-08,4.574319889538714e-08
1923,1.252681860464122e-07,6.581887967982425e-08
1924,6.832561139091808e-08,6.445812372746218e-08
1925,4.5092530598367375e-08,5.939016167744171e-08
1926,5.907453304310195e-08,6.353298598327228e-08
1927,5.797596847045838e-08,7.358488263164986e-08
1928,3.9991142619655307e-08,3.427812478307146e-08
1929,5.570203187588163e-08,4.4561624168437675e-08
1930,3.571225359877417e-08,6.302162347537887e-08
1931,5.47457119637329e-08,5.0183567523731654e-08
1932,6.466126656334836e-08,4.164623867985995e-08
1933,3.555905236929391e-08,7.685343561547597e-08
1934,3.9539216345474415e-08,4.672816089623666e-08
1935,3.351119648442591e-08,4.188899449530936e-08
1936,4.849885826274658e-08,5.092380250815154e-08
1937,3.399601800069263e-08,5.9178255185088346e-08
1938,7.779128363694099e-08,4.2785206488815675e-08
1939,5.6587986740908036e-08,5.199977159975333e-08
1940,2.2822046474857416e-08,5.0715659227762444e-08
1941,7.083605924051994e-08,7.083605968460915e-08
1942,5.158160121254696e-08,1.1530004506710156e-07
1943,6.967764676346633e-08,5.2258233296242906e-08
1944,2.5705489292704442e-08,6.105053707017305e-08
1945,3.921307367704685e-08,5.446260242791823e-08
1946,5.0115975369635635e-08,5.0115973593278795e-08
1947,6.556479115182867e-08,4.649139739854036e-08
1948,7.392884038281977e-08,5.6533817183179735e-08
1949,3.926803215925645e-08,3.1414427392739697e-08
1950,8.295581910289229e-08,5.955802540036359e-08
1951,5.117472801074996e-08,5.010858927789741e-08
1952,4.5342655408120436e-08,1.581720565635436e-08
1953,2.9089333830611963e-08,4.094054362191457e-08
1954,4.104465189946893e-08,3.127211556375187e-08
1955,2.3464019616170617e-08,4.1296673192192657e-08
1956,6.45364459650466e-08,5.145473469525541e-08
1957,2.2971097746182778e-08,1.501956425897788e-08
1958,6.700517385382909e-08,3.639787121700877e-08
1959,4.417926346977907e-08,6.123090656728891e-08
1960,6.021124887567453e-08,4.0832916214927906e-08
1961,7.156603948343943e-08,3.8214875486275446e-08
1962,5.2638239544933185e-08,5.834599958731701e-08
1963,5.496145316641332e-08,4.978861012361335e-08
1964,5.779770062552814e-08,4.806334885643082e-08
1965,8.043903410026587e-08,4.1587529864273165e-08
1966,6.536108188015533e-08,4.1543058992843385e-08
1967,7.148986402860658e-08,4.733122072053675e-08
1968,9.027746100676026e-08,6.692209586489639e-08
1969,4.859680741153838e-08,4.9050983164100614e-08
1970,6.990062084710758e-08,3.908916426653697e-08
1971,5.6522371449929665e-08,3.699646189403438e-08
1972,4.052815893995643e-08,3.745007148836521e-08
1973,3.804110765281976e-08,2.8668659557418152e-08
1974,4.5004571680440364e-08,3.0940642992138834e-08
1975,4.283610222088896e-08,4.740528591895554e-08
1976,3.4852513541849817e-08,3.142439908287997e-08
1977,3.0559267116814226e-08,1.880570232870582e-08
1978,4.8712848088605654e-08,4.455443480821941e-08
1979,3.101546042216796e-08,4.0378615340230795e-08
1980,4.2070113837056056e-08,3.1268328370970266e-08
1981,2.84649726012276e-08,3.352541139145515e-08
1982,2.545075850068912e-08,3.910726309452883e-08
1983,2.5261265079734585e-08,3.031351769600121e-08
1984,2.5515636714601442e-08,2.4935736142595033e-08
1985,2.7070011343610645e-08,3.609334697785016e-08
1986,4.2560845514572065e-08,2.7574632466276228e-08
1987,3.910922785621551e-08,3.5442739410029844e-08
