year,deux_DET airs_NOUN,deux_DET chairs_NOUN
1928,1.0626218438503088e-07,3.4278122562625413e-09
1929,6.01581959802644e-08,8.912325100141061e-09
1930,9.348206830850359e-08,7.352522590764465e-09
1931,7.185374428786417e-08,0.0
1932,7.342889585260082e-08,5.4797681947604815e-09
1933,7.341223895451776e-08,2.2941324395731044e-09
1934,7.7880272897346e-08,2.3963160344919743e-09
1935,6.582556189016486e-08,3.590485242455088e-09
1936,1.0790995830234351e-07,6.0623572828433225e-09
1937,3.147779614742774e-08,2.5182236296217297e-09
1938,7.779128574636474e-08,1.2965214457594243e-09
1939,4.129393449403551e-08,1.5294050470515685e-09
1940,2.02862628917444e-08,0.0
1941,1.0330259003765718e-07,8.854508237732261e-09
1942,6.675265851185941e-08,9.102635090130207e-09
1943,4.0645293575281016e-08,1.1612940831184915e-08
1944,5.7837349132228155e-08,6.4263723231761105e-09
1945,7.189063611079405e-08,2.178504043826024e-09
1946,1.238978297735116e-07,1.1136883415474585e-08
1947,6.198852764427443e-08,3.5762612871081956e-09
1948,7.284165093324191e-08,6.523132700664291e-09
1949,4.613993886959378e-08,6.8719057111366055e-09
1950,1.0635361658017928e-07,6.381216888229346e-09
1951,5.330700991734716e-08,1.0661401761424827e-09
1952,3.2688891704601986e-08,6.326882129314981e-09
1953,7.649417432809003e-08,1.0773827385790469e-09
1954,5.374894862519852e-08,4.886268278880834e-09
1955,6.100644922568677e-08,9.385607846468247e-10
1956,8.28508484040924e-08,9.593255967388359e-09
1957,4.770920514207688e-08,7.068030161150318e-09
1958,5.2115132875840686e-08,7.445018934681968e-09
1959,5.8905684330312624e-08,1.0851046838844525e-08
1960,4.083291726963978e-08,6.920833295342987e-09
1961,4.655266566677696e-08,6.94815938118154e-09
1962,4.5027890527293835e-08,1.9025869768540815e-09
1963,6.724695289506144e-08,7.1126584622049904e-09
1964,2.5552667426431697e-08,1.034274621503073e-08
1965,5.6909250478742734e-08,9.849678406226303e-09
1966,4.7636043665200134e-08,3.877352328096606e-09
1967,9.909974391097975e-08,4.930335584241163e-09
1968,1.0914140513573756e-07,9.431973424511852e-09
1969,5.6317797758609345e-08,9.537691525451919e-09
1970,7.128024118174814e-08,6.898087434592526e-09
1971,6.320229040124303e-08,6.166076982339064e-09
1972,1.9699764414182752e-07,1.5390440033513642e-09
1973,6.009392056194329e-08,6.615844760915479e-09
1974,3.206575832637171e-08,3.3753431161187564e-09
1975,4.169380662943922e-08,2.2845920710778955e-09
1976,5.5421210287676104e-08,7.427584769459372e-09
1977,5.230335708983347e-08,5.876781727920388e-09
1978,7.12870956709466e-08,7.72276864680066e-09
1979,5.091216703778656e-08,1.2289143591637242e-08
1980,4.832377969998802e-08,8.527726080842513e-09
1981,6.768338045581856e-08,8.223214220670627e-09
1982,6.021277043632978e-08,4.966001831974154e-09
1983,5.999550367619122e-08,8.209910751233451e-09
1984,5.972978722734723e-08,6.378909400694965e-09
1985,5.594469065783869e-08,3.0077789148208467e-09
1986,4.6756987059914934e-08,4.196139768986029e-09
1987,6.355249421163833e-08,4.888653482026939e-09
1988,6.296381349635283e-08,6.596209356501959e-09
1989,5.707646888453155e-08,2.744061089465788e-09
1990,5.775569966726124e-08,4.90378582185258e-09
1991,9.319729549206457e-08,6.4476117778156095e-09
1992,5.234446837087958e-08,4.958949695321735e-09
1993,8.69655588653373e-08,2.2156829704300662e-09
1994,6.22441331254997e-08,4.747434001473039e-09
1995,8.892819269856744e-08,1.1929391696696712e-08
1996,5.2313302134621154e-08,9.60856638698715e-09
1997,4.986690405051064e-08,5.753873155711631e-09
1998,3.671459680720801e-08,6.198567881199324e-09
1999,6.261175472532798e-08,4.570201106446348e-09
2000,6.847948741395271e-08,8.83606254831193e-09
2001,6.440381200567558e-08,7.009939018143285e-09
2002,3.943099197156741e-08,9.63868718173444e-09
2003,7.417122760422501e-08,1.3334153337041244e-08
2004,5.197653624167131e-08,5.726228741176342e-09
2005,5.854874474131577e-08,7.205999352777326e-09
2006,6.7533397873909e-08,1.070651389767363e-08
2007,4.673540981992019e-08,8.78785511027047e-09
2008,6.897052448606722e-08,6.811903485726134e-09
2009,5.531103197675691e-08,6.675469510497578e-09
2010,5.3378861386566e-08,7.558068837454357e-09
2011,4.053410118665113e-08,1.1854312975678738e-08
2012,4.4255286657524096e-08,1.0212757750593937e-08
2013,3.709536461338203e-08,6.972812660599459e-09
2014,6.886115722082309e-08,7.145969066479907e-09
2015,4.8764659379973985e-08,9.087959385034594e-09
2016,3.438424314716748e-08,8.906761828075815e-09
2017,4.075290205296511e-08,5.534344982294215e-09
2018,3.1752039775234664e-08,7.228107001822082e-09
2019,2.90812607328661e-08,5.6121731151215215e-09
