year,leurs_DET armes_NOUN,leurs_DET charmes_NOUN
1896,3.608392120213466e-06,1.7337264995864743e-07
1897,3.2897625459327173e-06,1.6373065470087766e-07
1898,3.0792766736453814e-06,1.7710650390689864e-07
1899,3.0484594120139263e-06,1.7024942167154222e-07
1900,3.1847110903981957e-06,1.879161198869994e-07
1901,2.755807102516883e-06,1.5927906504842326e-07
1902,2.62061855949014e-06,1.4190720776241506e-07
1903,3.005762621910435e-06,1.744271194148439e-07
1904,2.667426585389876e-06,1.6016382975436727e-07
1905,2.525159359834106e-06,1.713371933220742e-07
1906,2.4115936092528045e-06,1.4866692676918092e-07
1907,2.479364678009688e-06,1.8051380185069021e-07
1908,2.332909744495737e-06,1.758277359265037e-07
1909,2.279057500942372e-06,1.6833010363370704e-07
1910,2.599929409541346e-06,2.239199119458135e-07
1911,2.6553988234923054e-06,2.266479448564951e-07
1912,2.5953335907047403e-06,2.2087945872328874e-07
1913,2.300967260282505e-06,1.9143792573395046e-07
1914,2.649901436058144e-06,2.2367124441480257e-07
1915,3.4423385599779976e-06,9.895839869766831e-08
1916,2.9270598105313184e-06,1.0657838345196069e-07
1917,3.0146700744637656e-06,1.1185753123754694e-07
1918,2.9979441791283534e-06,1.3783652175192174e-07
1919,2.6159497892308536e-06,1.5561263921881618e-07
1920,2.3602647338805127e-06,1.6053131224325057e-07
1921,2.1302138257794923e-06,1.6735772512266323e-07
1922,2.0481148048645537e-06,1.5788781987380318e-07
1923,2.0945266285821162e-06,1.5499284966580262e-07
1924,1.8937796468776469e-06,1.6630195487365995e-07
1925,1.9103835242617606e-06,2.1116502169071794e-07
1926,2.114422358090451e-06,1.9617203861344024e-07
1927,1.9533442170427406e-06,2.218695753786193e-07
1928,1.6533481428382402e-06,1.8624446673776163e-07
1929,1.9217201305821163e-06,1.7713246336370503e-07
1930,2.0355983494368957e-06,1.9221595093377175e-07
1931,2.0016401194311584e-06,2.0415588153355202e-07
1932,1.979292250098297e-06,1.2603467292038317e-07
1933,1.9201888754594165e-06,1.525598010143625e-07
1934,2.004518357523466e-06,1.3778817375964536e-07
1935,1.6623947018956642e-06,1.6875279928996179e-07
1936,1.8368942242830144e-06,1.624711685188629e-07
1937,1.6695822964152285e-06,1.422796382932745e-07
1938,1.586942246945e-06,1.1668692923016977e-07
1939,1.8001097892295093e-06,1.4988169994012424e-07
1940,1.830835305582923e-06,9.889553354014424e-08
1941,2.2047724996809848e-06,1.7118715422981268e-07
1942,2.2210431041003176e-06,1.8205271135052215e-07
1943,2.07871649848812e-06,1.9161352327046188e-07
1944,2.8982938218291565e-06,1.5744612014145787e-07
1945,2.7971992722086725e-06,1.8517283972840914e-07
1946,2.501622361705813e-06,1.5034791900347955e-07
1947,2.0301242216191895e-06,1.5497131755637383e-07
1948,1.9515038722772715e-06,1.250267065433519e-07
1949,1.6433671774507275e-06,1.7179765166019934e-07
1950,1.5633980989804286e-06,1.318784854653643e-07
1951,1.8817374609625404e-06,1.428627842692265e-07
1952,1.6776782558736159e-06,1.1599284022167922e-07
1953,1.7184255050040065e-06,1.174347181720492e-07
1954,1.64374053923666e-06,1.202021877588777e-07
1955,1.500758688877113e-06,1.651866958773951e-07
1956,1.53230454458253e-06,1.2558444573151917e-07
1957,1.6866087158007304e-06,1.2987504832695507e-07
1958,1.5402917732387778e-06,1.60481526401135e-07
1959,1.564100962525572e-06,1.3563809142524974e-07
1960,1.9073816872605676e-06,1.3634041856613877e-07
1961,1.8440415026077517e-06,1.8829511283513511e-07
1962,2.0541597152146096e-06,1.6742765263089154e-07
1963,1.949515041843597e-06,1.5259885843832421e-07
1964,2.131214042577767e-06,1.740014954343394e-07
1965,1.8856661547772546e-06,1.7072775193582856e-07
1966,2.0433646170658903e-06,1.4512376367292745e-07
1967,2.135821361548551e-06,1.8045027594393304e-07
1968,2.2600804854278067e-06,2.322061936066433e-07
1969,4.6784645739705866e-06,1.798536021224706e-07
1970,2.467216024371055e-06,1.9866491873798964e-07
1971,2.0743711708348656e-06,1.5517960605393455e-07
1972,2.0223039349787086e-06,1.964846290114508e-07
1973,1.9853046104856276e-06,1.44445940652993e-07
1974,1.9284460073265564e-06,1.2657535819471377e-07
1975,1.7916913357396425e-06,1.5820799559307375e-07
1976,1.9900213317214366e-06,1.5140846354455562e-07
1977,1.8382574147324249e-06,1.3399062731567213e-07
1978,1.7649496797389475e-06,1.8237615462268764e-07
1979,1.8831650407946654e-06,1.9545591101177706e-07
1980,1.8579072076363445e-06,1.8078779029373493e-07
1981,1.7180192024568441e-06,1.4738530018654217e-07
1982,2.3631960601733226e-06,1.4960080907400197e-07
1983,1.789129079554641e-06,1.705135328489149e-07
1984,1.7837749837212868e-06,1.8266877432893125e-07
1985,1.8383545459244033e-06,1.455765034075185e-07
1986,1.843304243465127e-06,1.9601967560234357e-07
1987,1.724472522113274e-06,1.7538043772802325e-07
1988,1.6952257304581053e-06,1.8589317085648815e-07
1989,1.9899930627786944e-06,1.6189959883838867e-07
1990,1.6983445547680276e-06,1.6672871755440966e-07
1991,1.7238568652544473e-06,1.6119029400130103e-07
1992,1.9047876840261324e-06,2.0276595136259346e-07
1993,2.084957760217776e-06,2.2101436991661672e-07
1994,2.1247404546897997e-06,2.2312939007562704e-07
1995,2.0469751831342364e-06,2.0984885029662337e-07
1996,1.8000046395627578e-06,1.6868371921496816e-07
1997,1.962550346235048e-06,2.0186505111929876e-07
1998,1.7313077158576107e-06,1.8500341392169162e-07
1999,2.001291132813776e-06,1.8783526523069582e-07
2000,1.7526330609030083e-06,2.133909210444429e-07
2001,1.8637674443766628e-06,1.9014459295974007e-07
2002,2.0298198819546087e-06,2.1643234804358258e-07
2003,2.088878439110431e-06,1.8334461060476315e-07
2004,1.8839292579286848e-06,1.929298600045204e-07
2005,1.914543961589743e-06,1.8150111102954725e-07
2006,1.911936251985935e-06,1.894229384458157e-07
2007,1.9053666591162255e-06,2.300820221012856e-07
2008,1.8754021304800972e-06,1.9201053386153077e-07
2009,1.9873827099559094e-06,2.3268780102725373e-07
2010,2.310879501976615e-06,2.1871162259046173e-07
2011,2.4113966716754476e-06,2.4435181056325916e-07
2012,2.908253023292673e-06,2.794891499346974e-07
2013,3.232316991841344e-06,2.4683757970933584e-07
2014,3.3267734167452545e-06,2.778266072755997e-07
2015,3.061533909942682e-06,2.6177755740874886e-07
2016,3.6126241411693627e-06,3.125652074942309e-07
2017,2.870815599465004e-06,2.4476898907721534e-07
2018,3.2779463694510014e-06,2.519511630438842e-07
2019,3.0690933314758695e-06,2.632619491294008e-07
