year,autres_ADJ ans_NOUN,autres_ADJ chants_NOUN
1923,1.5923922180860473e-08,7.218844899625765e-08
1924,3.867487330388997e-09,6.961477083677892e-08
1925,8.798542117105512e-09,8.468597201272132e-08
1926,4.458455382660986e-09,7.579374250443749e-08
1927,4.4596899506643695e-09,7.804457446969337e-08
1928,7.998228745975666e-09,9.255093402771308e-08
1929,4.4561625500705304e-09,9.24653724698743e-08
1930,3.1510810627466412e-09,7.667630796959202e-08
1931,3.4216069977333063e-09,7.299428261831054e-08
1932,6.575721966939341e-09,9.315606064319581e-08
1933,3.4411986593596566e-09,6.423570964031455e-08
1934,9.585264137967897e-09,9.824896096688462e-08
1935,3.590485242455088e-09,4.906996409204112e-08
1936,6.0623572828433225e-09,8.729794842565752e-08
1937,7.554670666820584e-09,5.7919143148232877e-08
1938,2.5930428915188486e-09,1.0501823766162488e-07
1939,3.058810094103137e-09,1.2235240376412548e-07
1940,3.0429395447839624e-08,9.63597486247636e-08
1941,0.0,7.67390702094417e-08
1942,3.034211770724937e-09,1.0923162108156248e-07
1943,5.806470415592457e-09,7.548411673496958e-08
1944,0.0,9.318240046241044e-08
1945,6.535512131478072e-09,7.624764153391084e-08
1946,6.960552134671616e-09,6.960552045853774e-08
1947,1.0728784083369192e-08,5.841226768943386e-08
1948,3.2615663503321457e-09,1.0437012321062866e-07
1949,2.945102384188658e-09,5.3011845135841895e-08
1950,1.2762433776458693e-08,7.657460088239532e-08
1951,7.462981121975076e-09,6.610068936652169e-08
1952,1.2653764702719172e-08,1.012301140690397e-07
1953,8.619062019654677e-09,9.265491585086494e-08
1954,9.772535891627854e-09,8.404381190985077e-08
1955,6.569925492527773e-09,6.006788932921836e-08
1956,5.232684952005684e-09,7.412970259856877e-08
1957,1.3252556385623393e-08,5.9194753987412696e-08
1958,3.3088974338291166e-09,5.6251255653450016e-08
1959,2.3252243464000344e-09,1.0463509525493464e-07
1960,8.305000021024966e-09,1.2872749421966034e-07
1961,9.727423089245235e-09,6.461787904754601e-08
1962,3.170978202238217e-09,7.546928348922677e-08
1963,3.233026624194224e-09,8.729171696586491e-08
1964,3.0419841645645818e-09,9.369311015916537e-08
1965,9.84967779560364e-09,8.700549020135284e-08
1966,7.20079718075084e-09,8.142440066638557e-08
1967,7.395503320850594e-09,9.367637865409506e-08
1968,1.2575964603023237e-08,8.30911960347791e-08
1969,9.991866833924945e-09,7.993493444935496e-08
1970,7.81783243697376e-09,8.691589958864654e-08
1971,4.110718099248345e-09,9.608803086536e-08
1972,5.643161493651405e-09,8.61864690726577e-08
1973,2.756601946707349e-09,6.891504966688444e-08
1974,3.937900283634832e-09,1.0069773115350955e-07
1975,4.569184142155791e-09,8.053186828504977e-08
1976,1.7140580066410394e-09,8.855966626697409e-08
1977,0.0,5.171567851736114e-08
1978,1.1881182704343018e-09,1.033662915261857e-07
1979,6.437170796402825e-09,8.485361191468144e-08
1980,5.1166357817322705e-09,8.641429016797986e-08
1981,3.795329828193417e-09,1.0437156561238226e-07
1982,4.345251602977385e-09,7.262777756977812e-08
1983,6.315316269933646e-09,1.0357118096493423e-07
1984,2.3196033982486597e-09,7.596700823953029e-08
1985,4.210890747202711e-09,7.940536694839295e-08
1986,4.196139880008332e-09,7.972665916344823e-08
1987,1.2221633705067347e-09,8.371819221197896e-08
1988,2.398621523624911e-09,1.2232969459624599e-07
1989,5.488122289953878e-09,8.177302002199127e-08
1990,5.9935161278446e-09,7.301192539443946e-08
1991,1.1722930404189924e-09,1.0492022628483255e-07
1992,3.3059665005552574e-09,1.1240286057478954e-07
1993,3.323524566667402e-09,8.751947477847466e-08
1994,1.5824779819872958e-09,7.912389987652091e-08
1995,2.7112254663563817e-09,1.14413713170336e-07
1996,3.736664311304594e-09,8.220661817937014e-08
1997,8.151320507465698e-09,1.1891338291825093e-07
1998,4.7681290027412615e-09,1.0060752408946882e-07
1999,3.1991408688814005e-09,1.2202436883157475e-07
2000,3.97622823555821e-09,9.366226927376431e-08
2001,1.3143635069212678e-09,1.3318883523849578e-07
2002,2.190610692842654e-09,1.5728585189833666e-07
2003,2.083461403401543e-09,1.0917337950333561e-07
2004,5.726228824443069e-09,1.2421511891291814e-07
2005,9.007499190971657e-10,7.746449370849007e-08
2006,4.11788997345397e-09,8.771105708405003e-08
2007,7.988958938831558e-10,9.147357787897548e-08
2008,1.2772318758180745e-09,9.196069716832511e-08
2009,9.53638501499654e-10,9.345657536741214e-08
2010,4.723793023408973e-10,7.085689190944322e-08
2011,1.911985902935953e-09,8.068581069942127e-08
2012,6.808505426114664e-10,6.97871840316111e-08
2013,1.6734750252211938e-09,6.889138781662751e-08
2014,8.661780737106994e-10,7.059351259108837e-08
2015,1.329945265027277e-09,6.538897123764542e-08
2016,8.285360175719347e-10,6.483294612280588e-08
2017,1.509366853724714e-09,5.9368426008621356e-08
2018,1.5488800242380307e-09,6.660184226348065e-08
2019,2.04079020349468e-09,6.734607810310322e-08
