year,meilleurs_ADJ ans_NOUN,meilleurs_ADJ chants_NOUN
1900,1.038210628578895e-09,3.114631885736685e-09
1901,2.794369402536745e-09,0.0
1902,4.419255628107521e-09,1.4730852093691738e-09
1903,0.0,3.2401321625741275e-09
1904,0.0,2.1498500757388683e-09
1905,2.0643036169332163e-09,4.1286072338664326e-09
1906,3.600929110447737e-09,4.629765903985117e-09
1907,7.71426478252124e-09,3.599990305858114e-09
1908,1.964555629285769e-09,3.437972351250096e-09
1909,8.801573692096554e-09,2.7504918342913243e-09
1910,4.275320542035388e-09,6.947395991829808e-09
1911,4.25629931299909e-09,2.6601871816467337e-09
1912,3.125652625612929e-09,4.167536982180309e-09
1913,3.71209285532359e-09,8.484783542428431e-09
1914,6.696743604095445e-09,2.678697486047099e-09
1915,2.3561523843085297e-09,1.1780761921542648e-09
1916,0.0,6.592477230782379e-09
1917,0.0,1.0966424435210342e-09
1918,2.2972752589112133e-09,1.9526840588923733e-08
1919,6.4454939163738345e-09,6.4454939163738345e-09
1920,1.514446346106979e-09,1.3630017114962811e-08
1921,0.0,4.543648568500203e-09
1922,3.6889677978990676e-09,6.640141769764796e-09
1923,2.0170300985000722e-08,7.431163684401554e-09
1924,5.156649773851996e-09,0.0
1925,1.3197813508725176e-08,1.2097995494286806e-08
1926,4.458455382660986e-09,2.229227691330493e-09
1927,8.919379901328739e-09,5.574612327308159e-09
1928,0.0,7.998228745975666e-09
1929,1.1140406375176326e-09,8.912325100141061e-09
1930,1.0503603542488804e-09,2.100720708497761e-09
1931,4.5621426636444085e-09,3.4216069977333063e-09
1932,2.1919073223131136e-09,4.383814644626227e-09
1933,4.588264879146209e-09,1.1470662197865522e-09
1934,8.38710612072191e-09,0.0
1935,1.196828414151696e-09,3.590485242455088e-09
1936,2.424942913137329e-09,1.2124714565686645e-09
1937,1.2591118148108649e-09,1.2591118148108649e-09
1938,5.186085783037697e-09,0.0
1939,1.3764645423464117e-08,4.588215141154706e-09
1940,0.0,0.0
1941,2.9515025978810172e-09,5.9030051957620344e-09
1942,0.0,3.034211770724937e-09
1943,2.9032352077962287e-09,8.709705845433291e-09
1944,0.0,1.2852744646352221e-08
1945,0.0,6.535512131478072e-09
1946,5.568441707737293e-09,5.568441707737293e-09
1947,2.3841741914054637e-09,3.5762612871081956e-09
1948,4.348755133776194e-09,2.174377566888097e-09
1949,9.817008539414473e-09,3.9268033269479474e-09
1950,6.381216888229346e-09,1.0635361480382244e-09
1951,2.1322803522849654e-09,7.462981344019681e-09
1952,5.272402070488624e-09,2.1089607837865287e-09
1953,3.232148326759443e-09,2.1547654771580937e-09
1954,9.772536113672459e-10,9.772536113672459e-10
1955,0.0,9.385607846468247e-10
1956,3.488456634670456e-09,8.72114158667614e-10
1957,8.835037701437898e-10,1.7670075402875796e-09
1958,4.1361216673863055e-09,1.6544486891589827e-09
1959,7.750747821333448e-10,4.650448914844674e-09
1960,6.920833350854139e-10,2.7683333403416555e-09
1961,0.0,5.55852741612739e-09
1962,6.341956293454132e-09,3.805173953708163e-09
1963,6.466053248388448e-10,3.879631726988464e-09
1964,2.4335873316516654e-09,6.6923653285755336e-09
1965,6.5664522708175355e-09,2.188817349590977e-09
1966,1.1078149508847446e-09,4.431259803538978e-09
1967,1.4791006197611978e-09,1.4791006197611978e-09
1968,4.940557296606585e-09,6.737123747768692e-09
1969,6.8126366770115965e-09,4.087581828571274e-09
1970,2.2993624781975086e-09,3.219107425067591e-09
1971,0.0,1.2332153964678128e-08
1972,2.0520587451500205e-09,3.0780880067027283e-09
1973,5.513203782392395e-10,5.513203782392395e-10
1974,1.6876715580593782e-09,1.1251143350321513e-09
1975,2.8557400888473694e-09,5.140332159925265e-09
1976,5.142174241967723e-09,1.142705374768127e-09
1977,5.876781838942691e-10,5.289103821581875e-09
1978,1.7821774056514528e-09,5.940591352171509e-10
1979,0.0,0.0
1980,5.685150683554241e-10,1.7055452605774235e-09
1981,1.2651099057237047e-09,1.2651099057237047e-09
1982,5.586751949948621e-09,1.8622506869903077e-09
1983,0.0,3.78918940668882e-09
1984,1.1598016991243298e-09,2.3196033982486597e-09
1985,0.0,1.2031116103372597e-09
1986,5.994485463567401e-10,5.994485463567401e-10
1987,1.2221633705067347e-09,1.8332451112712533e-09
1988,5.996553809062277e-10,1.1993107618124554e-09
1989,0.0,2.7440609784434855e-09
1990,4.90378582185258e-09,5.44865097484859e-10
1991,5.861465202094962e-10,1.1722930404189924e-09
1992,2.2039776670368383e-09,3.30596661157756e-09
1993,1.1078414852150331e-09,3.877445031719162e-09
1994,2.1099706426497278e-09,2.1099706426497278e-09
1995,2.7112254663563817e-09,8.133675954979935e-09
1996,0.0,2.6690460952494277e-09
1997,2.876936688878118e-09,2.3974471297094624e-09
1998,3.337690568372409e-09,3.337690568372409e-09
1999,9.140402323914998e-10,5.484241505371301e-09
2000,0.0,0.0
2001,1.3143635069212678e-09,1.7524847129024579e-09
2002,2.6287327870022636e-09,8.76244299341522e-10
2003,2.083461403401543e-09,3.333538334260311e-09
2004,1.7619165015858584e-09,3.523833003171717e-09
2005,1.8014998381943315e-09,1.8014998381943315e-09
2006,4.1178899179428186e-10,2.0589450144825605e-09
2007,3.994479413904628e-09,3.994479469415779e-10
2008,3.8316958494988285e-09,4.257439678578834e-10
2009,4.76819250749827e-10,1.430457752249481e-09
2010,4.723793023408973e-10,2.3618964561933353e-09
2011,3.82397197240536e-10,7.64794394481072e-10
2012,6.808505426114664e-10,4.425528388196653e-09
2013,1.1156500168141292e-09,2.7891249310130206e-09
2014,8.661780737106994e-10,1.7323561474213989e-09
2015,4.433150790905671e-10,2.21657536769726e-09
2016,1.6570720351438695e-09,2.4856081637381067e-09
2017,5.031222660711876e-10,1.509366853724714e-09
2018,0.0,3.3559066636712487e-09
2019,1.02039510174734e-09,2.5509878653906526e-09
