year,longs_ADJ ans_NOUN,longs_ADJ chants_NOUN
1890,1.9663159989136147e-09,5.243509182406569e-09
1891,5.736798147637501e-09,0.0
1892,3.1342561879199593e-09,1.2537024751679837e-09
1893,1.2316833108982905e-09,2.463366621796581e-09
1894,6.301539290376468e-09,3.780923574225881e-09
1895,5.416753268150387e-09,4.213029924926559e-09
1896,4.717623180994224e-09,0.0
1897,2.330685422435863e-09,0.0
1898,2.8291773368493978e-09,2.26334195829736e-09
1899,1.6582735185011188e-09,2.2110313580014918e-09
1900,4.15284251431558e-09,1.5573159428683425e-09
1901,3.912117296778206e-09,2.235495566438317e-09
1902,4.910283735171106e-09,6.38336894454028e-09
1903,7.020286574288548e-09,5.400220270956879e-10
1904,5.374625189347171e-09,7.524475265086039e-09
1905,2.0643036169332163e-09,1.5482277682110634e-09
1906,1.5432553013283723e-09,7.716276506641861e-09
1907,9.771402353919711e-09,3.0857059130084963e-09
1908,1.3260750719723546e-08,0.0
1909,9.351672325408344e-09,1.6502950117569526e-09
1910,4.275320542035388e-09,1.6032452032632705e-09
1911,3.7242617878519013e-09,0.0
1912,3.646594803896619e-09,5.209421227725386e-10
1913,6.363587878865928e-09,7.42418571064718e-09
1914,6.696743715117748e-10,1.3393487430235496e-09
1915,8.246533234057551e-09,0.0
1916,0.0,4.394984820521586e-09
1917,1.6449636319748606e-08,1.0966424435210342e-09
1918,5.743188147278033e-09,8.040463406189247e-09
1919,5.524709134618888e-09,0.0
1920,1.0601124422748853e-08,0.0
1921,3.7863738810983705e-09,4.543648568500203e-09
1922,5.164555005876537e-09,0.0
1923,1.5923921736771263e-08,2.1231896241147297e-09
1924,1.675911143195208e-08,5.156649773851996e-09
1925,1.4297631523163545e-08,0.0
1926,1.2260752413340015e-08,0.0
1927,8.919379901328739e-09,2.2298449753321847e-09
1928,5.713020723163709e-09,7.998228745975666e-09
1929,8.912325100141061e-09,5.570202965543558e-09
1930,9.453243521306831e-09,1.0503603542488804e-09
1931,0.0,4.5621426636444085e-09
1932,3.287861094491973e-09,4.383814644626227e-09
1933,6.882397318719313e-09,0.0
1934,4.7926320689839486e-09,3.5944740517379614e-09
1935,9.574627313213568e-09,5.98414207075848e-09
1936,3.6374142808881516e-08,4.849885826274658e-09
1937,2.2664012888640173e-08,1.2591118148108649e-09
1938,1.2965214679638848e-08,1.2965214679638848e-08
1939,1.070583532936098e-08,0.0
1940,5.0715658339584024e-09,0.0
1941,5.9030051957620344e-09,0.0
1942,0.0,0.0
1943,0.0,0.0
1944,6.4263723231761105e-09,3.2131861615880553e-09
1945,1.5249527862692958e-08,4.357008087652048e-09
1946,1.6705325123211878e-08,1.3921104269343232e-09
1947,3.5762612871081956e-09,1.1920870957027319e-09
1948,2.174377566888097e-09,0.0
1949,8.835307596655184e-09,9.817008317369869e-10
1950,1.3825969702452312e-08,1.0635361480382244e-09
1951,1.0661401761424827e-09,0.0
1952,5.272402070488624e-09,3.1634410646574906e-09
1953,1.0773827385790469e-09,2.1547654771580937e-09
1954,3.9090144454689835e-09,2.9317608341017376e-09
1955,6.569925492527773e-09,4.6928039232341234e-09
1956,6.104799332717903e-09,9.593255967388359e-09
1957,5.301022731885041e-09,5.301022731885041e-09
1958,4.9633461784992505e-09,4.1361216673863055e-09
1959,5.425523585955716e-09,8.525822714489095e-09
1960,4.152500121534786e-09,8.305000243069571e-09
1961,6.948159270159238e-10,2.08444772553662e-09
1962,5.0735651235811474e-09,1.2683912808952869e-09
1963,5.819448034571906e-09,7.1126584622049904e-09
1964,4.867174663303331e-09,5.475571551727398e-09
1965,2.188817349590977e-09,3.2832261354087677e-09
1966,3.3234448526542337e-09,3.8773522170743036e-09
1967,6.902469706915326e-09,3.944268467392931e-09
1968,1.122853987567396e-08,2.6948494546985557e-09
1969,8.175163657142548e-09,4.087581828571274e-09
1970,4.1388523719376735e-09,2.7592350626548523e-09
1971,4.984245549621846e-08,5.652237344833111e-09
1972,3.5911027485013847e-09,3.5911027485013847e-09
1973,2.7566018356850464e-09,2.205281512956958e-09
1974,2.2502286700643026e-09,3.3753431161187564e-09
1975,2.2845920710778955e-09,3.4268881066168433e-09
1976,0.0,5.713526873840635e-10
1977,2.938390863960194e-09,7.052138428775834e-09
1978,4.752473081737207e-09,2.3762365408686037e-09
1979,4.096381456264453e-09,4.096381456264453e-09
1980,7.390696055153967e-09,1.1370301367108482e-09
1981,5.69299452024552e-09,1.8976649140967083e-09
1982,2.483000915987077e-09,3.1037510339615437e-09
1983,2.5261264191556165e-09,1.89459470334441e-09
1984,1.1598016991243298e-09,1.739702604197646e-09
1985,1.8046674155058895e-09,7.820225356169885e-09
1986,2.3977941854269602e-09,2.997242676272549e-09
1987,3.6664902225425067e-09,4.888653482026939e-09
1988,4.197587610832443e-09,7.195864348830128e-09
1989,2.1952488715726304e-09,1.6464366536794728e-09
1990,1.6345953479657283e-09,1.6345953479657283e-09
1991,6.4476117778156095e-09,6.4476117778156095e-09
1992,8.815910668147353e-09,9.366905473484621e-09
1993,2.2156829704300662e-09,2.2156829704300662e-09
1994,3.6924485691258724e-09,2.637463358823311e-09
1995,2.1689803286761844e-09,6.506940763983948e-09
1996,3.736664311304594e-09,6.4057106285986265e-09
1997,4.794894259418925e-09,9.58978896292706e-10
1998,1.43043876743576e-09,3.814503379828693e-09
1999,1.3710603763428253e-09,1.8280804647829996e-09
2000,2.2090156370779823e-09,3.5344251969604557e-09
2001,1.7524847129024579e-09,4.8193329327261836e-09
2002,1.3143663935011318e-09,2.1906108038649563e-09
2003,8.333845835650777e-10,1.6667691671301554e-09
2004,3.523833003171717e-09,2.642874807889939e-09
2005,4.053374524914943e-09,3.1526248278623825e-09
2006,2.8825228870488218e-09,2.0589450144825605e-09
2007,1.1983438685803094e-09,4.7933754743212376e-09
2008,1.7029758714315335e-09,2.554463751636149e-09
2009,1.430457752249481e-09,5.245011536203492e-09
2010,4.723793023408973e-10,5.196172381261022e-09
2011,0.0,6.500752380844688e-09
2012,1.7021263287730903e-09,5.1063788752969685e-09
2013,8.367375126105969e-10,4.741512515948898e-09
2014,2.815078836704288e-09,4.7639794331644225e-09
2015,1.994917786518613e-09,4.654808538617772e-09
2016,2.278474076078396e-09,3.72841224560716e-09
2017,2.515611330355938e-10,3.773417134311785e-09
2018,2.581466596041082e-09,4.904786798931582e-09
2019,1.2754939326953263e-09,4.3366790158927415e-09
