year,leurs_DET ans_NOUN,leurs_DET chants_NOUN
1921,9.0872969149558e-09,4.3921935599655626e-07
1922,8.853522359686394e-09,4.839925704658299e-07
1923,2.229349105320466e-08,4.766560621760618e-07
1924,1.5469948877466777e-08,5.311349209335958e-07
1925,7.698724768800957e-09,5.026167508859203e-07
1926,1.0031524610987219e-08,5.706823102968883e-07
1927,1.1149224876660924e-08,4.359346874593939e-07
1928,4.570416489713125e-09,5.255978727802813e-07
1929,1.1140406153131721e-08,4.6009879639541396e-07
1930,5.2518016602221e-09,4.432520732677858e-07
1931,1.596749932275543e-08,4.596358706976389e-07
1932,9.863582950409011e-09,3.627606659506455e-07
1933,0.0,4.1294385155765667e-07
1934,1.1981580172459871e-09,3.4387135627866883e-07
1935,1.9149255514605557e-08,3.9255970740725843e-07
1936,1.2124714565686645e-08,4.449770258929675e-07
1937,6.295558963032022e-09,3.789926630304308e-07
1938,2.2040864577910213e-08,4.848990116101959e-07
1939,1.988226472349197e-08,3.7929244456336164e-07
1940,1.2678914584896006e-08,4.0318948091311313e-07
1941,1.4757512545315876e-08,4.5748291555014475e-07
1942,2.1239483061208375e-08,5.188502054664923e-07
1943,1.7419411024732767e-08,4.500014514352557e-07
1944,2.2492303131116387e-08,5.333889063763309e-07
1945,2.178504043826024e-09,5.141269774355806e-07
1946,1.3921104269343232e-08,4.941992006735063e-07
1947,2.1457568166738383e-08,4.83987371069361e-07
1948,2.5005341797168512e-08,4.044342158948666e-07
1949,1.178041031391075e-08,3.710829004077709e-07
1950,2.8715476219076663e-08,4.137155524830405e-07
1951,6.396841056854896e-09,4.477788806411809e-07
1952,9.49032352703938e-09,3.5535989439949844e-07
1953,7.541679392097933e-09,4.1048283705436006e-07
1954,1.0749790169128914e-08,3.694018548827671e-07
1955,7.508486277174597e-09,3.604073341989533e-07
1956,1.0465369681966763e-08,4.1948690210347195e-07
1957,3.5340151360863103e-09,3.860911448327897e-07
1958,1.4062813691317899e-08,3.2013583339818297e-07
1959,1.1626122287111684e-08,4.2551605439200557e-07
1960,1.2457499698470542e-08,3.751091668391382e-07
1961,8.33779090214648e-09,3.8701246474204254e-07
1962,7.610347574349419e-09,3.7480962866709433e-07
1963,1.3578711488548834e-08,3.8343696573406305e-07
1964,1.4601524378488051e-08,3.577373268726092e-07
1965,1.9699356812452606e-08,3.8577905847603233e-07
1966,1.2185964237687585e-08,4.170923322277531e-07
1967,2.4158644196248247e-08,4.062596392628848e-07
1968,1.4372531054185345e-08,5.672658360822425e-07
1969,1.0446042669753908e-08,3.7605754776848244e-07
1970,1.5175792733579385e-08,4.5205467813502764e-07
1971,2.0553589163974095e-08,4.5115131186435065e-07
1972,1.1286323153836264e-08,5.068584911782636e-07
1973,1.1577728109557484e-08,3.533963592872169e-07
1974,6.750686232237513e-09,3.3528408316385594e-07
1975,1.3707552426467373e-08,3.1241796705216984e-07
1976,7.4275851025262796e-09,2.731065773531327e-07
1977,5.289103821581875e-09,3.343888757001423e-07
1978,8.910887139279566e-09,3.8613844921542295e-07
1979,5.851973239323627e-09,3.622371593792195e-07
1980,5.116635615198817e-09,3.701033168823642e-07
1981,1.3283654176632353e-08,3.611888850230116e-07
1982,6.828252629986764e-09,3.656218865444316e-07
1983,8.841442245000053e-09,4.610180752706583e-07
1984,6.958810416790584e-09,3.624380209288347e-07
1985,6.015557940663996e-09,3.224339213403482e-07
1986,9.591176797218992e-09,3.55472973723181e-07
1987,7.33298027855156e-09,3.464833078226093e-07
1988,3.597932174415064e-09,3.5799426534310896e-07
1989,1.0427432250992297e-08,3.034931443934852e-07
1990,9.807571754727462e-09,3.2855365894590705e-07
1991,1.2895223555631219e-08,3.7044460654556133e-07
1992,9.91789939064347e-09,3.76329199802683e-07
1993,9.970573700002205e-09,4.071317505349725e-07
1994,2.1099706426497278e-09,3.655524061230153e-07
1995,9.760411145975922e-09,4.180709627377155e-07
1996,1.0676184380997711e-08,4.5533925430163436e-07
1997,7.671831170341648e-09,4.3489693979381627e-07
1998,7.152193948201102e-09,4.043373458273436e-07
1999,6.8553016596695215e-09,3.948653706231653e-07
2000,1.1045078629479121e-08,4.3473428945617343e-07
2001,4.381211837767296e-09,3.95185306700796e-07
2002,7.448076377869484e-09,4.6002825193625085e-07
2003,3.333538389771462e-09,3.987745209599325e-07
2004,1.7619165015858584e-09,4.0480032481582384e-07
2005,6.7556245042510454e-09,3.9948258745425846e-07
2006,3.706100981659688e-09,4.2455446447320355e-07
2007,1.2782334662952977e-08,4.345993716015073e-07
2008,7.2376473703172906e-09,3.9125871964529324e-07
2009,9.059565542202108e-09,4.4344189475964413e-07
2010,3.3066551718974324e-09,4.345889514922874e-07
2011,3.059177577924288e-09,3.8010281855349604e-07
2012,4.765953853791416e-09,4.5548900295955264e-07
2013,5.578249862026041e-09,4.774982187427668e-07
2014,3.897801192920269e-09,4.958869510574004e-07
2015,5.098123256885856e-09,4.621559632767003e-07
2016,1.0356700386182638e-08,5.876391462322772e-07
2017,4.024978128569501e-09,4.1205713330327853e-07
2018,3.0977600484760615e-09,4.708595344737887e-07
2019,3.5713827450933877e-09,4.5509622026429497e-07
