year,leurs_DET oies_NOUN,leurs_DET choix_NOUN
1800,6.288328968651058e-09,1.9808235762752702e-07
1801,0.0,2.9526663070100767e-07
1802,2.2378401354217203e-09,1.7455153056289419e-07
1803,2.3404069793286908e-08,1.0921899473714802e-07
1804,4.943701892301533e-09,2.2246658204494452e-07
1805,5.685755422035754e-09,8.24434565060983e-08
1806,0.0,1.1238509323163726e-07
1807,2.8469551160981155e-09,1.6512339584551228e-07
1808,2.2660739951163578e-09,1.6995555540688656e-07
1809,3.6144488291256494e-08,1.2424668227595248e-07
1810,1.1700633351097167e-08,6.31834211617388e-08
1811,0.0,2.757784400841956e-08
1812,5.3344164641089264e-09,6.401299934566396e-08
1813,8.627225156487839e-09,6.901780125190271e-08
1814,0.0,9.44003133440674e-08
1815,0.0,1.6453063267363177e-07
1816,0.0,1.7382029682266875e-07
1817,1.556873407970727e-09,1.463460993500476e-07
1818,2.384235386898581e-08,1.9073883095188648e-07
1819,0.0,2.55670929760754e-07
1820,3.322614716694261e-08,3.049685677325442e-07
1821,1.2819934447350079e-08,1.5088077187641602e-07
1822,2.0051231786055723e-09,8.421517350143404e-08
1823,8.894418535021487e-09,9.78386012207011e-08
1824,1.431589158329416e-08,1.2631669221718766e-07
1825,7.924898959288385e-09,1.3032055790063168e-07
1826,3.5231937367541377e-09,7.222546827279075e-08
1827,1.3825909306319772e-08,2.101538285614879e-07
1828,1.4675682002973645e-08,1.779426384018734e-07
1829,3.3435387791769244e-08,1.61175712110051e-07
1830,2.0873671680021744e-09,1.5550885734683106e-07
1831,1.5591206103948707e-09,2.68168747652453e-07
1832,5.411987746839486e-09,1.8536057666551642e-07
1833,3.4750886612755494e-09,1.482704448108052e-07
1834,5.600718555598405e-09,1.7268882857024437e-07
1835,0.0,1.285724948729694e-07
1836,3.36037508930076e-09,1.4180783125539165e-07
1837,5.5663127440652715e-09,1.475072879397743e-07
1838,1.3886756633496589e-08,1.0162580821315714e-07
1839,9.788065469251706e-09,1.1466019600447908e-07
1840,0.0,1.4777677659338906e-07
1841,3.852329122366882e-09,6.484754067059839e-08
1842,0.0,1.4221521471569076e-07
1843,1.7720733769266417e-09,5.9069112268161916e-08
1844,5.488561272137815e-10,9.220782715146925e-08
1845,6.138250796539069e-09,1.0714038012338278e-07
1846,5.269050973311096e-09,1.1709002478710318e-07
1847,8.089835468183537e-09,1.6718993478548327e-07
1848,2.172209789819135e-08,1.2309189401094045e-07
1849,0.0,1.6842624628310432e-07
1850,6.788996032014438e-10,1.3238542262428155e-07
1851,7.739326512989919e-09,1.3221349437486651e-07
1852,2.278690836021724e-08,9.375185072713066e-08
1853,1.0749477752369785e-08,9.614810547731167e-08
1854,6.754363734984281e-09,8.884586205626377e-08
1855,4.2455496895854594e-09,9.181000848457188e-08
1856,3.6240324075009767e-09,1.0199062927540581e-07
1857,3.905207268672939e-09,8.005675056210748e-08
1858,7.34051397444091e-09,8.417122643322728e-08
1859,2.036869339860914e-09,1.0184346876940253e-07
1860,1.373155145145688e-09,7.55235354255035e-08
1861,1.8863854922557266e-09,7.026785908692545e-08
1862,1.0391368654438793e-08,1.1249785836220383e-07
1863,2.9967726078439227e-09,9.989241817054406e-08
1864,9.589456340108882e-09,1.495955174179997e-07
1865,1.2237795665726026e-08,9.97850975181791e-08
1866,5.838735717134114e-09,8.90407179099384e-08
1867,9.7056229719783e-10,8.152723118826088e-08
1868,2.9639244392143382e-09,7.212215991092563e-08
1869,4.883519366671862e-09,1.07925773318307e-07
1870,4.587239033071455e-09,1.1296076296574142e-07
1871,4.248470908407853e-09,9.8776949508661e-08
1872,7.256807155187062e-09,1.3727459746704085e-07
1873,3.591602570907071e-09,1.3229069462106224e-07
1874,5.974609140757536e-10,1.410007688384951e-07
1875,1.0298748520654044e-08,1.825167146307649e-07
1876,1.209202959984168e-09,1.2031568985548802e-07
1877,3.0924081073635534e-09,8.782438953858218e-08
1878,7.2469061862534545e-09,8.635896686648437e-08
1879,3.665595160740054e-09,1.2035370622331953e-07
1880,6.417846254436199e-10,1.2578978436650345e-07
1881,1.6036766581351003e-08,1.478171609559098e-07
1882,9.983077475794744e-09,1.211280107327184e-07
1883,5.687405213450347e-09,9.731781713817611e-08
1884,9.902545450302114e-09,7.393900336438719e-08
1885,3.86738152613475e-09,1.0506386161068804e-07
1886,5.808117542471791e-09,1.0648215059694266e-07
1887,5.876032105334161e-09,1.0838015085390396e-07
1888,3.804368819970705e-09,1.2871447707674122e-07
1889,6.265136853755848e-09,1.002421865514691e-07
1890,3.9326319978272295e-09,8.389614392090294e-08
1891,7.0116419337296065e-09,1.4087026922737778e-07
1892,6.268512375839919e-09,8.023695707848333e-08
1893,6.158416554491453e-10,8.806535611860511e-08
1894,4.411077725308132e-09,5.986462525697789e-08
1895,3.611168697403855e-09,9.148294188854322e-08
1896,3.5382172747233653e-09,7.90201861722295e-08
1897,8.740070001067579e-09,6.118048934133924e-08
1898,8.487532454637403e-09,5.997856078465702e-08
1899,8.291367592505594e-09,6.743645997175918e-08
1900,7.26747462209687e-09,9.032432757294373e-08
1901,1.0059729937950124e-08,6.371162486473736e-08
1902,9.820567692386817e-10,7.218117303864346e-08
1903,7.020286574288548e-09,6.858280032773223e-08
1904,3.7622376325430196e-09,8.11568412473207e-08
1905,1.5482277682110634e-09,5.728442431518488e-08
1906,7.716276506641861e-09,6.070137548164212e-08
1907,1.1828539925318182e-08,6.171411887079259e-08
1908,2.4556945366072114e-09,5.5007556731823115e-08
1909,4.950885035270858e-09,4.950885212906542e-08
1910,1.6032452032632705e-09,2.8858414324872683e-08
1911,4.788336838146279e-09,8.033765253045999e-08
1912,5.730363294986773e-09,5.730363450417997e-08
1913,9.545381374209683e-09,5.6211692689434045e-08
1914,7.366418142140674e-09,8.504864834613102e-08
1915,8.246533234057551e-09,5.890380805340101e-08
1916,3.2962386153911893e-09,4.9443578120644815e-08
1917,2.1932848870420685e-09,6.470190072604964e-08
1918,1.1486376294556067e-09,7.925599732061528e-08
1919,1.3811772170413406e-08,9.115769961098863e-08
1920,3.028892692213958e-09,8.556622077549036e-08
1921,3.0290989716519334e-09,5.755288157160976e-08
1922,3.6889677978990676e-09,2.0658220023506146e-08
1923,1.3800733000834953e-08,6.581888101209188e-08
1924,3.867487219366694e-09,4.898817340670547e-08
1925,9.898360353588487e-09,3.849362339991558e-08
1926,3.343841648018042e-09,5.5730690839972397e-08
1927,7.804457524684949e-09,2.89879845682961e-08
1928,2.2852082448565625e-09,4.2276352973935616e-08
1929,4.4561625500705304e-09,9.803557343701641e-08
1930,7.352522590764465e-09,3.571225148935042e-08
1931,3.4216069977333063e-09,3.877821086462063e-08
1932,4.383814644626227e-09,4.4934100884574946e-08
1933,2.2941324395731044e-09,5.276504522200298e-08
1934,3.5944740517379614e-09,4.7926320689839486e-08
1935,9.574627313213568e-09,5.6250936353308134e-08
1936,0.0,3.758661559771781e-08
1937,5.0364472592434595e-09,4.280980192561401e-08
1938,2.5930428915188486e-09,4.019216603978748e-08
1939,7.647025235257843e-09,2.7529289958749814e-08
1940,2.5357829169792012e-09,5.5787225505810056e-08
1941,8.854508237732261e-09,2.6563523825018365e-08
1942,6.068423541449874e-09,3.3376328811840494e-08
1943,8.709705845433291e-09,5.2258233740332116e-08
1944,0.0,6.7476911169706e-08
1945,2.178504043826024e-09,5.664110602765504e-08
1946,1.2528993842408909e-08,9.048718041526627e-08
1947,7.152522574216391e-09,3.814678839475505e-08
1948,3.2615663503321457e-09,6.305694921771021e-08
1949,1.9634016634739737e-09,1.2762110968012053e-07
1950,5.317680518146517e-09,5.9558024734229775e-08
1951,4.264560704569931e-09,4.264560882205615e-08
1952,1.0544804140977249e-08,6.115985939914026e-08
1953,9.69644453618912e-09,5.0636989268326715e-08
1954,9.772536113672459e-10,1.2997473319842356e-07
1955,1.8771215692936494e-09,6.945349495524056e-08
1956,6.976913269340912e-09,1.0465369593148921e-07
1957,3.534015080575159e-09,6.007825492648777e-08
1958,1.6544486891589827e-09,8.437688503448726e-08
1959,5.425523585955716e-09,8.680837793040297e-08
1960,4.844583401109048e-09,8.581833554899276e-08
1961,3.47407969059077e-09,1.4799579073354607e-07
1962,3.805173953708163e-09,1.4396241576619673e-07
1963,4.526237162849611e-09,1.4160656647277392e-07
1964,3.6503808864551957e-09,1.6791751900058216e-07
1965,6.5664522708175355e-09,1.7236936367126532e-07
1966,4.431259803538978e-09,1.8168165771825784e-07
1967,3.451234853457663e-09,1.4643096768462982e-07
1968,7.186265360559219e-09,2.1828280338809236e-07
1969,6.358460868938209e-09,1.952955912543075e-07
1970,7.817832603507213e-09,2.3729420917106836e-07
1971,1.541519245584766e-09,2.7130739432834616e-07
1972,2.565073486948677e-09,2.9190534567291593e-07
1973,1.6539611902288698e-09,2.63531149791163e-07
1974,6.1881286761433785e-09,2.908420615455043e-07
1975,5.140332159925265e-09,3.3811963184859906e-07
1976,8.570290255249802e-09,3.4623974087821807e-07
1977,1.057820764316375e-08,3.8257850309975083e-07
1978,2.3762365408686037e-09,3.849503276143196e-07
1979,5.266775904289034e-09,4.5469832343769667e-07
1980,7.390696055153967e-09,4.2013264067719547e-07
1981,5.69299452024552e-09,5.117369417106943e-07
1982,5.586751949948621e-09,5.083944651929073e-07
1983,1.2630632095778083e-09,5.709045751700614e-07
1984,5.799008384599347e-09,6.349914514203192e-07
1985,4.210890747202711e-09,5.955402588853076e-07
1986,5.395036861699509e-09,6.462055210931794e-07
1987,4.277571630240118e-09,6.709676849681045e-07
1988,2.99827696004229e-09,6.740126519133582e-07
1989,1.0976244357863152e-09,6.733925843604993e-07
1990,4.358920779878872e-09,7.927787137873565e-07
1991,2.9307325455363298e-09,8.059514780001109e-07
1992,3.30596661157756e-09,8.353075173772595e-07
1993,6.647049133334804e-09,8.907045732087226e-07
1994,1.0549853213248639e-09,8.888251112892931e-07
1995,3.795715741716776e-09,9.906818103644355e-07
1996,1.067618438099771e-09,9.709989416961662e-07
1997,1.917957792585412e-09,1.0663845415592732e-06
1998,2.86087753487152e-09,1.1462582172327984e-06
1999,5.0272213059088244e-09,1.0717121199377289e-06
2000,3.092622158362701e-09,1.1610586660992794e-06
2001,4.8193329327261836e-09,1.2464547829438288e-06
2002,4.381221607729913e-09,1.2280563908007025e-06
2003,3.333538334260311e-09,1.2267420839151555e-06
2004,1.7619165015858584e-09,1.272544139396814e-06
2005,4.5037495954858286e-10,1.3434684760227356e-06
2006,4.117890028965121e-09,1.3403731387029438e-06
2007,1.997239706952314e-09,1.2830268225627606e-06
2008,2.1287198670449925e-09,1.311717159779846e-06
2009,1.430457752249481e-09,1.1686840259983455e-06
2010,7.558068837454357e-09,1.2527499393399921e-06
2011,2.6767803529281764e-09,1.0699473360631373e-06
2012,2.382976926895708e-09,9.56594989887094e-07
2013,5.020424964641279e-09,9.382616923403475e-07
2014,8.445236510112863e-09,8.408423735062343e-07
2015,9.309617077235544e-09,8.485050493334256e-07
2016,8.285359953674742e-09,7.471323630880988e-07
2017,4.024978128569501e-09,8.827280328915776e-07
2018,4.130346731301415e-09,8.68405393816829e-07
2019,5.612172948588068e-09,8.438667702392877e-07
