year,deux_DET ans_NOUN,deux_DET chants_NOUN
1877,3.3209986895599286e-05,1.0761579594120718e-07
1878,2.9792636951242457e-05,1.238013206394939e-07
1879,3.0991385528977844e-05,8.247589011745049e-08
1880,3.225737805223616e-05,9.562590674860871e-08
1881,3.171235971421993e-05,7.739483631752364e-08
1882,3.1965148309609503e-05,8.452338917663837e-08
1883,3.178627571287507e-05,7.52001367843036e-08
1884,3.18584695833124e-05,6.337628999375511e-08
1885,3.1833060688768455e-05,8.5082389356117e-08
1886,3.253578302064852e-05,5.743582892625554e-08
1887,3.179912778250582e-05,6.594213797228576e-08
1888,3.195225986019068e-05,9.067079242974785e-08
1889,3.074615801779146e-05,9.648310328458365e-08
1890,3.231377991141926e-05,5.0468775159018264e-08
1891,3.154346518385864e-05,8.987650024216975e-08
1892,3.065239866373304e-05,6.70730813112641e-08
1893,3.1418393291460234e-05,4.741980719202843e-08
1894,3.152282101837045e-05,5.671385538974505e-08
1895,3.274788468843326e-05,5.2963807561923204e-08
1896,3.278040458098985e-05,5.838058647622546e-08
1897,3.210926990959706e-05,6.234583371789171e-08
1898,3.32315192963506e-05,8.770449899664357e-08
1899,3.468334239187243e-05,6.411990938204326e-08
1900,3.3337982358716545e-05,3.841379403457523e-08
1901,3.3795664421631955e-05,5.5887387495623386e-08
1902,3.1959074135556875e-05,6.137854829946221e-08
1903,3.471207753591443e-05,3.8881585728844925e-08
1904,3.506029383970599e-05,6.449550404852289e-08
1905,3.591010840864328e-05,6.45094899720533e-08
1906,3.436212386986881e-05,4.012464044356179e-08
1907,3.316722597901389e-05,6.942838320922462e-08
1908,3.454523653090291e-05,4.8131611585233713e-08
1909,3.37133274115331e-05,5.5559934875049066e-08
1910,3.3754188734747004e-05,6.306097755093276e-08
1911,3.3795017770898994e-05,7.66133866347829e-08
1912,3.3738815545802936e-05,5.990834323066352e-08
1913,3.5336472137714736e-05,7.636305365821272e-08
1914,3.413932836338063e-05,4.486818383497848e-08
1915,2.880278543671011e-05,4.8301122879124136e-08
1916,3.375677863459714e-05,4.1752354906776645e-08
1917,3.629228478985169e-05,5.9218693060358873e-08
1918,3.277867313045135e-05,5.972915673169155e-08
1919,3.135364443096478e-05,7.274199959050875e-08
1920,3.053881027881289e-05,5.5277291188815525e-08
1921,3.2526465020055184e-05,6.8154729249148e-08
1922,3.241569652345788e-05,5.4596723642053036e-08
1923,3.0924257202968874e-05,6.26340930232061e-08
1924,3.166698650147737e-05,5.0277335184034655e-08
1925,3.0753105420444626e-05,9.898359931703737e-08
1926,3.0308580107885064e-05,8.805449536186671e-08
1927,3.102717823821877e-05,5.240135536599411e-08
1928,3.161014262786921e-05,5.5987601665918874e-08
1929,3.247651284254971e-05,7.68688017682706e-08
1930,3.192990504885529e-05,8.4028831115468e-08
1931,3.186314438607951e-05,8.32591053878673e-08
1932,3.183416583851795e-05,5.370172850849286e-08
1933,3.212588285350648e-05,6.308864097803735e-08
1934,3.025828209501924e-05,4.193553060360955e-08
1935,3.052989586649346e-05,5.0266792506192814e-08
1936,2.985468540828151e-05,8.48730015157173e-08
1937,3.0250160534706083e-05,3.7773353556147526e-08
1938,2.9403809890027333e-05,1.050182383277587e-07
1939,2.8419404770829715e-05,6.423501108798746e-08
1940,2.8238477625563974e-05,7.860927153657826e-08
1941,2.830786206686753e-05,4.132103770260187e-08
1942,2.9547154781539575e-05,7.888950670498218e-08
1943,2.72352497177053e-05,7.548411473656813e-08
1944,2.6357765818829648e-05,6.747690761699232e-08
1945,3.167109116475331e-05,4.574858580852492e-08
1946,2.8896035473735537e-05,9.327139505188597e-08
1947,3.090605014222092e-05,5.125974467112826e-08
1948,2.8923570425831713e-05,8.806229168101254e-08
1949,3.0817552215012256e-05,4.024973399019416e-08
1950,2.9563114708253124e-05,7.976521265717906e-08
1951,2.901074094552314e-05,5.650542889146237e-08
1952,2.819891517447104e-05,6.53777849635162e-08
1953,2.8738107403114554e-05,7.541678970213184e-08
1954,2.967430668832094e-05,4.9839935734041774e-08
1955,3.0218841402529506e-05,8.728615519260075e-08
1956,2.8564355375237938e-05,8.197873202497874e-08
1957,2.7685474378813524e-05,6.184526279984226e-08
1958,2.8815533710258023e-05,6.948684722063447e-08
1959,3.0154283535921422e-05,5.735553543217975e-08
1960,2.7950478170168935e-05,6.436375055152155e-08
1961,2.8317917212916655e-05,6.183861883668484e-08
1962,2.8539438403640816e-05,6.976152017168502e-08
1963,2.8809499553972273e-05,8.405869045269299e-08
1964,2.898706770793069e-05,6.327327006783179e-08
1965,2.7918912564928178e-05,8.700549219975429e-08
1966,2.7853237270392128e-05,8.696347197911791e-08
1967,2.82567400518019e-05,8.529480693963976e-08
1968,2.878683199014631e-05,9.02774558442232e-08
1969,2.9208952128101373e-05,6.630966475906774e-08
1970,2.94916239909071e-05,8.23171779629206e-08
1971,2.9077164299451397e-05,1.351398511983959e-07
1972,2.9384454819592065e-05,8.875154111631645e-08
1973,2.9168707897042623e-05,7.167165028132416e-08
1974,3.0379213058040477e-05,7.144476033005276e-08
1975,3.079972702835221e-05,6.968005683560818e-08
1976,3.0367395879693504e-05,7.656126121968754e-08
1977,2.945560663647484e-05,7.698584242321616e-08
1978,2.9466521709764493e-05,7.306927440886568e-08
1979,2.8042656367688323e-05,5.208256093069963e-08
1980,2.771567733361735e-05,6.253665796318586e-08
1981,2.9305006364666042e-05,6.135783042759968e-08
1982,2.9563850603153696e-05,4.966001843076384e-08
1983,3.001859249707195e-05,6.567928811929136e-08
1984,3.0197757041605655e-05,5.567048272370201e-08
1985,2.9871455808461178e-05,5.7749357740277674e-08
1986,3.0494546535919653e-05,4.675698511702464e-08
1987,2.9938114721517195e-05,7.088547437916759e-08
1988,3.1518486593995476e-05,6.176450545458678e-08
1989,3.1872269119048724e-05,3.951447991035195e-08
1990,3.098811225754616e-05,5.993515983515607e-08
1991,3.103704398199625e-05,4.689171995142516e-08
1992,3.092235738222371e-05,5.344645892524369e-08
1993,3.151255145894538e-05,6.259304330402671e-08
1994,3.140796889056219e-05,5.4331745158453515e-08
1995,3.1086910212252405e-05,7.266083945633994e-08
1996,3.155079343741818e-05,5.978663297767639e-08
1997,3.172781612192921e-05,6.473107538873535e-08
1998,3.189639960510249e-05,7.009150004844145e-08
1999,3.065827991122205e-05,8.50057382817404e-08
2000,3.055157048947876e-05,6.185244105783028e-08
2001,3.080167039115622e-05,6.002260038995288e-08
2002,3.058968832192477e-05,7.141390934162217e-08
2003,3.0203524147509597e-05,6.792084250584196e-08
2004,3.1639175404052367e-05,5.109557693616651e-08
2005,3.0624595638073515e-05,5.764799626550854e-08
2006,3.0840113595331786e-05,6.218013853809268e-08
2007,3.0767078897042666e-05,6.95039454601254e-08
2008,3.1596162898495095e-05,6.130713270380284e-08
2009,2.983982540172292e-05,7.390698342213398e-08
2010,2.999041703333205e-05,4.912744877572095e-08
2011,2.901056268456159e-05,3.709252860417678e-08
2012,2.9604743531308486e-05,3.234040041322217e-08
2013,2.9754664637948736e-05,3.2911675162949905e-08
2014,3.193771794940403e-05,4.2442725778357726e-08
2015,3.0203721735233557e-05,2.6377246303832536e-08
2016,2.9458390372383292e-05,4.494808020227836e-08
2017,3.022280566256086e-05,2.8677969277079995e-08
2018,2.9940882996015716e-05,2.942872029398913e-08
2019,2.963125416499679e-05,2.576497554196422e-08
