year,aux_ADP ans_NOUN,aux_ADP chants_NOUN
1891,2.995883363610119e-08,3.4038336327313345e-07
1892,3.573051987615372e-08,3.573051934324667e-07
1893,2.155445777418663e-08,3.085366722110905e-07
1894,2.8987080291642542e-08,3.3461172321835875e-07
1895,2.106515117894503e-08,4.134788067489126e-07
1896,2.0639601361338578e-08,3.968700403866876e-07
1897,3.146425364697336e-08,3.466894682446764e-07
1898,1.810673555535658e-08,3.977823510581402e-07
1899,1.9346524382513053e-08,3.6039810602517264e-07
1900,1.9206897072798768e-08,3.1665424859994573e-07
1901,1.956058603980182e-08,2.878200424660804e-07
1902,1.816805017540446e-08,2.6761045734957634e-07
1903,2.052083747372535e-08,3.5479446580666263e-07
1904,3.171028861714831e-08,2.6281916643000613e-07
1905,3.302885742684225e-08,3.1170984193806817e-07
1906,2.1091156710006942e-08,2.669831800083955e-07
1907,2.6228502036929058e-08,3.4611336641177104e-07
1908,2.357466755142923e-08,3.0696180530753736e-07
1909,1.8153245295859932e-08,3.157564538724955e-07
1910,3.580580976159098e-08,3.1851137904936877e-07
1911,2.2345571171200618e-08,3.272030131284964e-07
1912,2.813087401909442e-08,3.3861238790677817e-07
1913,2.1742257771961704e-08,3.531791126221151e-07
1914,2.7456649620560825e-08,2.658607227701282e-07
1915,5.772573496987121e-08,2.0969756153732533e-07
1916,1.9777432136436346e-08,2.59304115957093e-07
1917,2.9609346086090227e-08,2.7306396876980443e-07
1918,4.135095377222342e-08,2.239843377438433e-07
1919,3.222746869369075e-08,2.8268095020322903e-07
1920,3.028892603396116e-08,3.574093452307636e-07
1921,4.013556204052193e-08,3.5667640574388315e-07
1922,2.5822774307737717e-08,3.0618432411699814e-07
1923,2.866306125781648e-08,3.269712038900252e-07
1924,1.2891624101563082e-08,3.5580883306352007e-07
1925,2.859526304632709e-08,3.717384160495385e-07
1926,4.124071217859182e-08,3.276964708476271e-07
1927,2.8987985345452216e-08,3.5120057262361115e-07
1928,3.1992915872081085e-08,4.570416631821672e-07
1929,3.899142186902793e-08,2.76282082545265e-07
1930,3.046045016219523e-08,3.088059479239291e-07
1931,2.5091785538222666e-08,3.5470659653924486e-07
1932,3.835837791843488e-08,3.002913082639225e-07
1933,4.014731747048472e-08,2.5350163923576474e-07
1934,2.7557634396657704e-08,2.552076470152542e-07
1935,2.393656828303392e-08,3.3391513820646423e-07
1936,2.7886844389257703e-08,2.994804475520141e-07
1937,3.52551301485704e-08,2.5811792969676617e-07
1938,4.408173026604345e-08,3.6302599859538986e-07
1939,3.8235126176289214e-08,2.6305767075740505e-07
1940,3.2965178364818826e-08,2.3836359508422333e-07
1941,3.5418031174572207e-08,2.7744123620720984e-07
1942,4.247896434605991e-08,3.1555802770810715e-07
1943,5.8064704155924574e-08,3.6290439098252136e-07
1944,2.5705489292704442e-08,3.052526924562926e-07
1945,2.3963544037997053e-08,2.91919532990903e-07
1946,3.3410650246423756e-08,3.466354874248623e-07
1947,4.649139739854036e-08,3.147109968182349e-07
1948,4.348755133776194e-08,3.370285348580637e-07
1949,2.748762406579175e-08,2.70949430891676e-07
1950,3.403315673722318e-08,3.520304758808379e-07
1951,4.904244754744269e-08,3.53958544252464e-07
1952,2.8470970470095835e-08,2.847096940428173e-07
1953,2.908933460776808e-08,2.7904211652440836e-07
1954,4.299915934424803e-08,2.9513059018881904e-07
1955,5.255940260795455e-08,3.482060568771317e-07
1956,6.453644840753725e-08,2.965188019565801e-07
1957,3.622365363220581e-08,3.3749842920371975e-07
1958,3.474342219478288e-08,2.61402899770502e-07
1959,1.7826720544178443e-08,3.232061884794746e-07
1960,2.629916601160076e-08,2.87214596994545e-07
1961,1.59807664878997e-08,2.605559701329696e-07
1962,2.2831043222648617e-08,2.9490097297468765e-07
1963,2.4571002898987615e-08,3.1360358754284334e-07
1964,1.5818317711246976e-08,2.981144464619945e-07
1965,3.17378508474242e-08,3.6443807616137747e-07
1966,1.883285383197375e-08,3.378835522482859e-07
1967,2.9582014060558492e-08,3.209648617996663e-07
1968,3.099077011681217e-08,3.6066068176410226e-07
1969,1.544197603120523e-08,2.983934836997548e-07
1970,2.2993624615441632e-08,3.117935563068386e-07
1971,3.185806496386334e-08,3.062484825733236e-07
1972,2.359867534718063e-08,3.7809182895642834e-07
1973,2.095017431757995e-08,3.0102091219674776e-07
1974,2.1939729255571194e-08,3.094064515707373e-07
1975,1.2565256390928425e-08,3.0042385645856484e-07
1976,2.4568165224447824e-08,2.5025248273635725e-07
1977,1.7042667277422652e-08,2.920760726610183e-07
1978,2.435642376674707e-08,3.338612386549755e-07
1979,1.6385525603013207e-08,3.0371741743806524e-07
1980,1.4781391888263329e-08,2.944908059632212e-07
1981,1.7078983727270014e-08,2.821195073110516e-07
1982,3.6003513170790313e-08,3.0230536296471655e-07
1983,1.7051353551345017e-08,2.8166308796429007e-07
1984,1.565732282715615e-08,3.1314645809743524e-07
1985,1.7445117905801055e-08,3.001763557719528e-07
1986,2.577628777089558e-08,3.081165633744831e-07
1987,1.527704190928958e-08,2.884305549955002e-07
1988,1.499138480021145e-08,3.4300289097899395e-07
1989,2.1952489270837816e-08,2.4861193814729177e-07
1990,2.1794604121438965e-08,3.0730391920030797e-07
1991,1.817054207098323e-08,3.2413902584238485e-07
1992,1.8733810502880033e-08,3.2784167469657177e-07
1993,1.6617622111692043e-08,3.1074954698340207e-07
1994,1.6352272202979634e-08,3.0489077129658426e-07
1995,1.897857726529395e-08,3.5300156131512495e-07
1996,2.3487605638194964e-08,3.4697600304056664e-07
1997,1.3905193996244236e-08,3.466708839994226e-07
1998,1.6211639364271946e-08,3.9670833640315095e-07
1999,2.7421206777455964e-08,4.0537684853347855e-07
2000,1.546311012567969e-08,3.0970400022312106e-07
2001,1.664860438399529e-08,3.9343282676185254e-07
2002,1.6210519815373914e-08,3.338490697224472e-07
2003,1.7501076365888935e-08,3.9085736958099915e-07
2004,2.6869226871228946e-08,3.7044295275734385e-07
2005,1.1709748948263154e-08,3.5804808362627227e-07
2006,1.564798118858235e-08,3.751397841256221e-07
2007,9.986198562517146e-09,3.6669320468973865e-07
2008,1.3623806749407663e-08,3.755061754873168e-07
2009,1.5735035052699686e-08,3.5809125975561074e-07
2010,8.502827775203059e-09,3.084636759353998e-07
2011,1.3766299045148145e-08,3.345975416735314e-07
2012,9.872332590310506e-09,3.108082808900292e-07
2013,1.0319762655530695e-08,2.939737910878648e-07
2014,6.063246668630562e-09,2.945005368459874e-07
2015,8.644643945121544e-09,3.331512941073811e-07
2016,1.3256576725240166e-08,3.6041317930113337e-07
2017,1.8615523900145092e-08,2.7218915477078554e-07
2018,3.872200171617379e-09,2.6330960611886667e-07
2019,4.5917777913295765e-09,3.2269995120515205e-07
