year,trois_DET oies_NOUN,trois_DET choix_NOUN
1862,1.1294966073549517e-08,0.0
1863,1.1987089820753027e-08,1.4983863039219614e-09
1864,2.3973640850272204e-09,9.589455896019672e-10
1865,7.060266649094871e-09,4.706844358715045e-10
1866,1.2650593461671633e-08,4.865612912574591e-10
1867,7.76449837758264e-09,1.455843445796745e-09
1868,8.397785578040384e-09,0.0
1869,7.325278716940886e-09,1.4650557433881772e-09
1870,1.0894693147633916e-08,1.7202146374017957e-09
1871,1.6993883855676017e-08,0.0
1872,1.511834801792844e-08,6.047339295989218e-10
1873,1.5563611011071288e-08,5.986004469882289e-10
1874,1.553398404352535e-08,2.3898436563030145e-09
1875,5.721527140956084e-10,0.0
1876,4.836811839936672e-09,6.04601479992084e-10
1877,4.329371194877751e-09,4.329371083855449e-09
1878,4.831270938865373e-09,1.8117265465633636e-09
1879,6.109325489944695e-09,0.0
1880,8.343199908722454e-09,6.417846254436199e-10
1881,1.2550513517339823e-08,3.4862537301449947e-09
1882,6.655385131892899e-09,1.3310770263785798e-09
1883,3.159669414998234e-09,3.159669414998234e-09
1884,5.281357573494461e-09,3.9610181801208455e-09
1885,3.2228177904158883e-09,1.2891271383708158e-09
1886,2.5813855497602844e-09,5.808117542471791e-09
1887,3.9173548849191775e-09,3.264462256069578e-09
1888,7.60873763994141e-09,2.53624587998047e-09
1889,1.8795409673089125e-09,4.385595886446936e-09
1890,6.5543866445416654e-09,1.3108772956016423e-09
1891,1.211101841036566e-08,6.374219818638949e-09
1892,3.761107425503951e-09,0.0
1893,8.005941687372342e-09,0.0
1894,8.822155450616265e-09,8.822155450616265e-09
1895,1.8055843487019274e-09,3.0093072478365457e-09
1896,9.435246750566506e-09,5.307326134129653e-09
1897,1.1070755534525745e-08,3.4960281336537946e-09
1898,2.26334195829736e-09,1.13167097914868e-09
1899,7.738609753005221e-09,0.0
1900,1.2458527431924438e-08,2.595526460424935e-09
1901,1.1177477832191585e-09,0.0
1902,8.34748237199534e-09,4.910283846193408e-10
1903,1.1880484818149739e-08,3.7801539676252105e-09
1904,3.2247751136083025e-09,1.6123875568041512e-09
1905,4.64468330463319e-09,1.0321518084666081e-09
1906,8.230695236477459e-09,0.0
1907,1.2342824262656649e-08,1.0799970695529737e-08
1908,8.349361424464519e-09,9.822778146428846e-10
1909,6.051082024338683e-09,0.0
1910,3.7409054742809644e-09,1.6032452032632705e-09
1911,6.384448969498635e-09,5.320374141248863e-10
1912,1.1981668712746085e-08,3.125652625612929e-09
1913,2.6514948014977335e-09,1.060597942803554e-09
1914,4.68772043404897e-09,0.0
1915,1.5314990164938536e-08,1.1780761921542648e-09
1916,4.394984820521586e-09,3.2962386153911893e-09
1917,5.483212106582869e-09,5.483212106582869e-09
1918,2.2972752589112133e-09,1.1486376294556067e-09
1919,1.8415696745321952e-09,1.8415696745321952e-09
1920,2.2716695191604686e-09,4.543339038320937e-09
1921,7.572747762196741e-09,7.572747429129834e-10
1922,1.254249004656316e-08,0.0
1923,4.246379248229459e-09,2.1231896241147297e-09
1924,3.867487219366694e-09,0.0
1925,5.499088961968823e-09,3.299453377181294e-09
1926,1.114613823460786e-08,1.1146138456652466e-09
1927,8.919379901328739e-09,1.1149224876660924e-09
1928,4.5704163786908225e-09,3.4278122562625413e-09
1929,3.342121912552898e-09,4.4561625500705304e-09
1930,9.453243521306831e-09,3.1510811737689437e-09
1931,5.7026783295555106e-09,0.0
1932,5.4797681947604815e-09,1.0959536611565568e-09
1933,6.882397318719313e-09,0.0
1934,3.5944740517379614e-09,0.0
1935,9.574627313213568e-09,1.196828414151696e-09
1936,7.274828739411987e-09,6.0623572828433225e-09
1937,6.295558963032022e-09,0.0
1938,9.075650453382877e-09,0.0
1939,6.117620188206274e-09,0.0
1940,5.0715658339584024e-09,7.607348528892999e-09
1941,2.3612020338958928e-08,0.0
1942,9.102635312174812e-09,3.034211770724937e-09
1943,1.7419411690866582e-08,0.0
1944,0.0,0.0
1945,4.357008087652048e-09,1.9606536838523425e-08
1946,8.352662561605939e-09,1.3921104269343232e-09
1947,1.1920870957027319e-09,1.1920870957027319e-09
1948,2.174377566888097e-09,0.0
1949,1.0798709482173763e-08,6.871905600114303e-09
1950,4.2541445921528975e-09,0.0
1951,4.264560704569931e-09,2.1322803522849654e-09
1952,2.1089607837865287e-09,8.435843135146115e-09
1953,7.541679392097933e-09,0.0
1954,1.6613311615287785e-08,9.772536113672459e-09
1955,6.569925492527773e-09,4.6928039232341234e-09
1956,3.488456634670456e-09,9.593255967388359e-09
1957,9.718541305048234e-09,1.1485549400447326e-08
1958,4.1361216673863055e-09,1.4062813857851353e-08
1959,2.325224457422337e-09,8.525822714489095e-09
1960,6.920833239831836e-09,1.3149582978044805e-08
1961,9.727422756178328e-09,1.04222386276831e-08
1962,5.7077609305622445e-09,5.0735651235811474e-09
1963,8.405868889838075e-09,1.7458342771448088e-08
1964,6.692365273064382e-09,1.1559539936367713e-08
1965,6.5664522708175355e-09,1.2585699593614663e-08
1966,1.1078149397825143e-08,1.107814973089205e-08
1967,7.395503320850594e-09,1.18328057352457e-08
1968,7.635406862327443e-09,1.7067380286839295e-08
1969,7.266812374062681e-09,1.3625273770356827e-08
1970,3.219107425067591e-09,2.0234389830342536e-08
1971,6.679916619845017e-09,1.3359833461734638e-08
1972,7.695220349823728e-09,2.0520587895589415e-08
1973,1.0475087075523248e-08,3.804110493277335e-08
1974,7.875800456247362e-09,2.3627401424253236e-08
1975,9.138368284311582e-09,2.798625242661501e-08
1976,6.856232359631065e-09,5.1993095606661655e-08
1977,8.227494963097826e-09,2.938390908369115e-08
1978,1.3069300752732715e-08,2.0792068955444165e-08
1979,7.0223681314374176e-09,2.3407893290361415e-08
1980,8.527726136353664e-09,2.103505836181796e-08
1981,8.85576917353248e-09,2.9730083506152027e-08
1982,3.724501262958313e-09,2.358850825778802e-08
1983,4.420721011477724e-09,3.2839643893112225e-08
1984,5.799008384599347e-09,3.42141510678573e-08
1985,7.218669662023558e-09,3.0077790924565306e-08
1986,1.3187867742292525e-08,3.11713252987289e-08
1987,6.110816741511371e-09,1.8943532076320935e-08
1988,1.1393452181707175e-08,3.1182080473257656e-08
1989,7.134558721588746e-09,2.5794174685067617e-08
1990,9.262706657242603e-09,2.560865897116571e-08
1991,1.055063725274863e-08,2.4032007051033588e-08
1992,1.1019888168650738e-08,2.6447731338308245e-08
1993,5.539207592608619e-09,3.988229480000882e-08
1994,6.85740436656701e-09,3.745197907356612e-08
1995,8.675921314704738e-09,2.8196744938924212e-08
1996,4.270473752399084e-09,2.775807850241563e-08
1997,6.7128524960935465e-09,3.7400178065638556e-08
1998,4.768129113763564e-09,3.3853716718823534e-08
1999,3.656160929565999e-09,3.336246856555647e-08
2000,3.092622158362701e-09,3.9320480649251977e-08
2001,3.5049694258049158e-09,2.5411027726462976e-08
2002,7.4480765999140885e-09,3.855474961511618e-08
2003,3.333538334260311e-09,3.958576710871853e-08
2004,4.404791115186768e-09,4.008360154905688e-08
2005,8.106749049829887e-09,3.693074557276077e-08
2006,9.47114670024618e-09,4.117889851329437e-08
2007,5.592271090648637e-09,4.593651325990322e-08
2008,3.405951742863067e-09,5.619820431235212e-08
2009,2.860915504498962e-09,5.960240567759456e-08
2010,5.196172492283324e-09,6.424358556245124e-08
2011,7.64794394481072e-09,8.680416474504682e-08
2012,6.127654716969744e-09,7.829781534240965e-08
2013,5.857162532763027e-09,6.582335121407823e-08
2014,8.012147278968484e-09,5.608503084175709e-08
2015,6.206411301556969e-09,5.2754495882822994e-08
2016,7.871092000399926e-09,4.909075901338156e-08
2017,5.534344982294215e-09,5.232471700367114e-08
2018,1.2132893356664454e-08,5.498524036084973e-08
2019,5.101975730781305e-09,5.076465647846362e-08
