year,les_DET eaux_NOUN,les_DET chaux_NOUN
1948,2.4086668418021873e-05,9.893417707296237e-08
1949,2.523756484151818e-05,5.693864790767833e-08
1950,2.4971829134301515e-05,1.3719616376306476e-07
1951,2.5193958208546974e-05,1.5885488324762775e-07
1952,2.7510338895808673e-05,5.061506058723353e-08
1953,2.7471106022858294e-05,9.050015015166224e-08
1954,2.543204777794017e-05,6.058972457090306e-08
1955,2.4735770011830027e-05,5.349796472486901e-08
1956,2.3406671971315518e-05,9.680467227823897e-08
1957,2.666591149136366e-05,8.569986409412422e-08
1958,2.492426960998273e-05,1.0753916435124466e-07
1959,2.3949811520651565e-05,5.8130608437956255e-08
1960,2.3416639351125923e-05,5.2598334354669873e-08
1961,2.3215190140035702e-05,7.64297514166401e-08
1962,2.1953949726594146e-05,5.961438942492236e-08
1963,2.184103391300596e-05,3.9442924038013416e-08
1964,2.1922363885096274e-05,3.8937398527671974e-08
1965,2.071277936011029e-05,1.0232721392444688e-07
1966,2.14644685456733e-05,3.8219615250412176e-08
1967,2.08952558296005e-05,5.8177959727512274e-08
1968,2.136027489996195e-05,5.210042308689822e-08
1969,2.1848579194738704e-05,4.0421644809107704e-08
1970,2.304237148109678e-05,8.185730573928574e-08
1971,2.0255562617421674e-05,4.932861585871251e-08
1972,2.0588305915225646e-05,6.361381926778265e-08
1973,2.0508015722953132e-05,5.347807641165048e-08
1974,2.0304938061599387e-05,4.219178695308301e-08
1975,1.9844537064273027e-05,6.225513304869423e-08
1976,1.95579740420726e-05,5.8277975223397505e-08
1977,2.0426518290150852e-05,6.640763627885349e-08
1978,1.9726921550500265e-05,3.980196239261602e-08
1979,1.9442010852799285e-05,4.681578802401276e-08
1980,2.032498196058441e-05,6.822180692589441e-08
1981,1.960793792932236e-05,2.909752871982363e-08
1982,2.147733721358236e-05,8.007678109489547e-08
1983,1.769235859683249e-05,6.694234944149002e-08
1984,1.9131507997371955e-05,4.755187144045436e-08
1985,1.9714788777491776e-05,3.0077790480476096e-08
1986,1.7413381215192203e-05,2.457738979000368e-08
1987,1.8069073917104106e-05,2.0165696112961484e-08
1988,1.697744278317259e-05,3.957725419612146e-08
1989,1.778974819899304e-05,2.8538235219421892e-08
1990,1.9664726778501063e-05,4.358920874247829e-08
1991,1.7314181832261966e-05,2.637659429760575e-08
1992,1.727147048313782e-05,2.865170928290084e-08
1993,1.6685200307620107e-05,3.711269058737088e-08
1994,1.7116609683398565e-05,2.901209689154527e-08
1995,1.5510920434280706e-05,6.940737007354869e-08
1996,1.6415167351624405e-05,2.2953796641189683e-08
1997,1.4807592947363446e-05,1.726162024429101e-08
1998,1.445076907202747e-05,5.2449422582867555e-09
1999,1.5702297332609305e-05,1.508166375119302e-08
2000,1.5205097611215024e-05,1.7672125984802278e-08
2001,1.502711859302508e-05,1.5772362721433453e-08
2002,1.43392993550151e-05,1.358178614019323e-08
2003,1.465381808429811e-05,2.541823063140214e-08
2004,1.3170325416922424e-05,1.321437406720527e-08
2005,1.3489631157881377e-05,1.3511248786457486e-08
2006,1.4077830655878643e-05,1.4000825498960978e-08
2007,1.3562456047111482e-05,9.586750671086719e-09
2008,1.5049197713778995e-05,2.213868605105418e-08
2009,1.572406858940667e-05,2.0503227560197956e-08
2010,1.5020716773506138e-05,1.03923450400778e-08
2011,1.588592635926034e-05,1.9884654173241145e-08
2012,1.623828507035796e-05,3.336167614387264e-08
2013,1.4199435554473894e-05,1.5898012351023283e-08
2014,1.524733295354963e-05,9.744503148834127e-09
2015,1.5495413208554965e-05,1.0639561731640157e-08
2016,1.8074306353810243e-05,2.3613277055911652e-08
2017,1.6079032775451196e-05,7.043711919285656e-09
2018,1.484988683841948e-05,7.228106779777477e-09
2019,1.3831200817548961e-05,3.826481631552525e-09
