year,divers_DET ans_NOUN,divers_DET chants_NOUN
1961,6.948159270159238e-10,8.33779090214648e-09
1962,1.9025869768540815e-09,1.331810839388936e-08
1963,6.466053248388448e-10,1.357871226570495e-08
1964,0.0,4.867174663303331e-09
1965,0.0,9.849678406226303e-09
1966,1.1078149508847446e-09,9.970334557962701e-09
1967,0.0,1.035370456037299e-08
1968,8.982831700699023e-10,9.43197286940034e-09
1969,1.8167031212712459e-09,1.2262746373892242e-08
1970,0.0,1.3336302728816918e-08
1971,0.0,9.249115584530898e-09
1972,5.130146862875051e-10,1.2825367434743384e-08
1973,0.0,8.821126051827832e-09
1974,5.625571675160757e-10,1.1813700295792984e-08
1975,5.711480177694739e-10,1.599214405345606e-08
1976,0.0,7.427584991503977e-09
1977,0.0,7.639816335114347e-09
1978,0.0,1.4851478491451076e-08
1979,0.0,3.5111840102075575e-09
1980,5.685150683554241e-10,8.527726136353664e-09
1981,0.0,6.325549417596221e-09
1982,0.0,6.828252629986764e-09
1983,0.0,8.209910973278056e-09
1984,5.799008495621649e-10,8.118611560803402e-09
1985,0.0,8.421781494405423e-09
1986,0.0,7.1933827783254856e-09
1987,0.0,5.499735167280306e-09
1988,1.1993107618124554e-09,9.594486094499644e-09
1989,5.488122178931576e-10,9.878619700032232e-09
1990,1.089730194969718e-09,4.358920779878872e-09
1991,0.0,5.2753188484189195e-09
1992,0.0,8.815910668147353e-09
1993,0.0,4.985286516934195e-09
1994,5.274926606624319e-10,5.802419433820205e-09
1995,0.0,8.675921314704738e-09
1996,2.135236876199542e-09,9.074756723848054e-09
1997,2.876936688878118e-09,1.054876763717516e-08
1998,0.0,5.2449422582867555e-09
1999,4.570201161957499e-10,9.140402212892695e-09
2000,0.0,7.068850393920911e-09
2001,0.0,8.324302580575704e-09
2002,4.38122149670761e-10,1.621051959332931e-08
2003,4.1669229178253886e-10,6.667076779542924e-09
2004,0.0,8.369103632333008e-09
2005,9.007499190971657e-10,8.106749160852189e-09
2006,8.235779835885637e-10,7.823991232669414e-09
2007,7.988958938831558e-10,1.717626255115512e-08
2008,0.0,8.940623352771127e-09
2009,4.76819250749827e-10,2.860915504498962e-09
2010,0.0,4.723792912386671e-09
2011,0.0,6.1183550448262736e-09
2012,0.0,5.1063788752969685e-09
2013,0.0,3.3469500504423877e-09
2014,2.1654451842767486e-10,3.681256854903836e-09
2015,2.2165753954528356e-10,3.3248630099125265e-09
2016,0.0,2.2784741315895474e-09
2017,0.0,3.7734170232894826e-09
2018,5.162933414126769e-10,3.614053500911041e-09
2019,0.0,2.2958890344426663e-09
