year,divers_DET ans_NOUN,divers_DET chants_NOUN
1800,0.0,6.288328968651058e-09
1801,0.0,4.7623651688866175e-09
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,2.4718509905596875e-08
1805,0.0,1.7057265822018053e-08
1806,0.0,0.0
1807,0.0,8.540865792383556e-09
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,7.020380277111826e-09
1811,2.5070767684098882e-09,2.5070767684098882e-09
1812,0.0,2.6672082320544632e-09
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,1.71256075987003e-08
1818,0.0,7.152706427149269e-09
1819,0.0,2.070210003424222e-09
1820,0.0,0.0
1821,0.0,7.88919063410276e-09
1822,0.0,1.7043547018147365e-08
1823,0.0,2.075364236020505e-08
1824,0.0,0.0
1825,0.0,4.4027217427355936e-09
1826,8.807984341885344e-10,8.807984341885344e-10
1827,0.0,9.217273055917019e-10
1828,0.0,9.172301251858528e-10
1829,0.0,9.430493719264632e-09
1830,0.0,7.305785310052215e-09
1831,0.0,0.0
1832,0.0,3.5177919244233635e-08
1833,0.0,1.2741991461950875e-08
1834,0.0,1.8669061851994684e-09
1835,0.0,1.2100940693926532e-08
1836,0.0,5.376600054063374e-09
1837,0.0,2.0873671680021744e-09
1838,0.0,1.009945904684173e-08
1839,0.0,1.2584655539882306e-08
1840,0.0,1.2102408852854296e-08
1841,0.0,3.081863209075664e-08
1842,0.0,3.5553803456878086e-08
1843,1.7720733769266417e-09,2.244626262637439e-08
1844,0.0,4.390849017710252e-09
1845,1.1160455892778032e-09,5.580227835366713e-09
1846,1.1709002656346001e-09,5.2690513285824636e-08
1847,0.0,2.0494249852731627e-08
1848,0.0,1.2067832455553429e-08
1849,0.0,1.675882921325922e-08
1850,0.0,1.765138968323754e-08
1851,6.449438760824933e-10,9.674158363282004e-09
1852,1.3021090872200602e-09,1.8229528109259263e-08
1853,0.0,8.957897534855874e-09
1854,0.0,2.338048954442229e-08
1855,0.0,1.326734277995456e-08
1856,0.0,1.2942972915652717e-08
1857,3.905207268672939e-09,1.0739319655783675e-08
1858,0.0,1.5170396494568195e-08
1859,1.018434669930457e-09,1.8331824946926645e-08
1860,0.0,1.6935580049448618e-08
1861,0.0,1.2733101684148096e-08
1862,0.0,1.0391368654438793e-08
1863,0.0,1.2486552236623538e-08
1864,0.0,6.233146332412787e-09
1865,1.4120533631256649e-09,1.0355057256106193e-08
1866,9.731225825149181e-10,3.405929149824516e-09
1867,0.0,1.164674756637396e-08
1868,4.93987406535723e-10,7.903798504571569e-09
1869,0.0,1.2697149442963962e-08
1870,0.0,1.548193218070537e-08
1871,0.0,6.37270636261178e-09
1872,1.8142017887967654e-09,5.442605477412599e-09
1873,0.0,6.5846050834039715e-09
1874,0.0,1.9118749250424116e-08
1875,0.0,1.830888685105947e-08
1876,0.0,9.069021977836655e-09
1877,1.2369631985365004e-09,1.4843558382438005e-08
1878,0.0,1.2682086381055058e-08
1879,2.443730107160036e-09,1.5273313169750224e-08
1880,6.417846254436199e-10,1.0910338854586143e-08
1881,0.0,1.4642266066289267e-08
1882,0.0,1.3310770263785798e-08
1883,0.0,3.791603309100111e-09
1884,0.0,1.5183903023796574e-08
1885,0.0,1.740321664556177e-08
1886,0.0,5.162771099520569e-09
1887,6.528924623161458e-10,1.566941953967671e-08
1888,1.268122939990235e-09,1.2047167707862627e-08
1889,0.0,2.255449160770695e-08
1890,0.0,3.9326319978272295e-09
1891,0.0,1.784781566982474e-08
1892,0.0,8.775917548220491e-09
1893,0.0,1.7243565908486858e-08
1894,0.0,2.2055386850183822e-08
1895,0.0,7.22233739480771e-09
1896,5.89702897624278e-10,1.6511681688591295e-08
1897,0.0,1.1653427223201618e-08
1898,0.0,9.05336783318944e-09
1899,5.527578395003729e-10,5.527578395003729e-09
1900,0.0,1.349673794948103e-08
1901,0.0,7.265360535413379e-09
1902,4.910283846193408e-10,3.928227076954727e-09
1903,0.0,5.400220270956879e-09
1904,0.0,1.289910045443321e-08
1905,5.160759042333041e-10,1.5482276793932215e-08
1906,0.0,8.230695236477459e-09
1907,1.028568674676933e-09,1.2857108266928208e-08
1908,0.0,1.5225305460830896e-08
1909,5.500983557560346e-10,7.151278680339601e-09
1910,0.0,2.6720753387721174e-08
1911,0.0,6.3844490805209375e-09
1912,0.0,3.125652792146383e-09
1913,0.0,1.1136278676993072e-08
1914,6.696743715117748e-10,9.37544086809794e-09
1915,0.0,4.712304768617059e-09
1916,0.0,1.0987462051303964e-09
1917,0.0,1.0966424435210342e-09
1918,0.0,8.040463406189247e-09
1919,0.0,9.207848483683279e-09
1920,0.0,8.329454903588385e-09
1921,0.0,1.6660044011018726e-08
1922,0.0,5.90234855435412e-09
1923,0.0,7.431163684401554e-09
1924,0.0,1.2891624434629989e-08
1925,0.0,9.898360131543882e-09
1926,0.0,8.916910765321973e-09
1927,0.0,1.2264147031260109e-08
1928,0.0,6.8556245125250825e-09
1929,2.2280812750352652e-09,1.1140405931087116e-08
1930,2.100720708497761e-09,4.201441528017824e-09
1931,2.2810713318222042e-09,9.124285327288817e-09
1932,8.767629289252454e-09,1.3151444377967891e-08
1933,1.1470662197865522e-09,3.4411986593596566e-09
1934,0.0,3.5944740517379614e-09
1935,0.0,1.0771455727365264e-08
1936,0.0,1.9399543305098632e-08
1937,0.0,1.0072894518486919e-08
1938,0.0,5.186085783037697e-09
1939,3.058810094103137e-09,6.117620188206274e-09
1940,0.0,0.0
1941,0.0,5.9030051957620344e-09
1942,0.0,1.2136846860855144e-08
1943,0.0,1.1612940831184915e-08
1944,0.0,3.2131861615880553e-09
1945,0.0,4.357008087652048e-09
1946,0.0,2.7842208538686464e-09
1947,0.0,7.152522574216391e-09
1948,0.0,5.435944139264848e-09
1949,0.0,9.817008317369869e-10
1950,0.0,5.317680518146517e-09
1951,0.0,6.396841278899501e-09
1952,0.0,2.1089607837865287e-09
1953,0.0,2.1547654771580937e-09
1954,0.0,8.795282724349818e-09
1955,0.0,4.6928039232341234e-09
1956,0.0,4.360570571293465e-09
1957,0.0,8.835037590415595e-09
1958,0.0,6.617794590102477e-09
1959,0.0,1.3176270963199954e-08
1960,0.0,1.3841666701708277e-08
