year,ses_DET airs_NOUN,ses_DET chers_ADJ
1873,4.477531332369722e-07,5.213809632920174e-07
1874,3.172517573091227e-07,5.197909818122071e-07
1875,3.341371748177835e-07,6.45388250397616e-07
1876,3.766667333593432e-07,5.23584865241844e-07
1877,3.3892790440859244e-07,6.555904707994387e-07
1878,4.1971667208429153e-07,5.803564007145212e-07
1879,3.8366562193914433e-07,7.025724322318183e-07
1880,3.529815550962212e-07,6.61679926405867e-07
1881,4.0440544069042517e-07,5.912686154019298e-07
1882,3.4009017646496886e-07,6.355892621101589e-07
1883,3.444039791133946e-07,6.192952284322928e-07
1884,4.152467312223962e-07,6.859163423911241e-07
1885,3.7706968569750643e-07,6.16202781689168e-07
1886,3.9753338043624353e-07,6.253406774625603e-07
1887,3.6627267441247113e-07,6.34611494021442e-07
1888,3.734621962792062e-07,6.676667443361595e-07
1889,3.35811327190072e-07,6.246341355264917e-07
1890,3.480379096032493e-07,5.931719542218161e-07
1891,3.2189810639238203e-07,5.437209464886905e-07
1892,2.9336638940336e-07,6.237169891676331e-07
1893,2.6542775843907407e-07,6.842000748186194e-07
1894,2.671852543656428e-07,6.717441098924581e-07
1895,3.3403309451784935e-07,6.578345819185927e-07
1896,2.8836471965831834e-07,6.445452793713002e-07
1897,2.3656457681653364e-07,5.72765920026086e-07
1898,2.6028431676650143e-07,6.178923364075217e-07
1899,2.758261761215408e-07,5.682350767699518e-07
1900,2.797977547430719e-07,6.094296272074473e-07
1901,2.425512741766056e-07,5.337245534420276e-07
1902,2.587719691860002e-07,4.772795898499993e-07
1903,2.5381036650173883e-07,5.805236682476789e-07
1904,2.98829173850379e-07,4.821038821489765e-07
1905,2.332663022741599e-07,4.964649926719744e-07
1906,2.9270411161519405e-07,4.969282494382554e-07
1907,3.162848578597277e-07,5.651984735788318e-07
1908,4.066630143739758e-07,5.328856964581519e-07
1909,3.762672777796183e-07,5.875050526071846e-07
1910,3.270620183570827e-07,5.680832204646435e-07
1911,2.803837286791122e-07,5.336335395789149e-07
1912,2.906857154982845e-07,5.45426423137485e-07
1913,3.399216428334739e-07,5.870409527375386e-07
1914,3.127379333278668e-07,5.712322126427694e-07
1915,2.155879403886729e-07,7.115580213934436e-07
1916,1.8678684909900767e-07,9.009718886510143e-07
1917,1.9849227905766043e-07,6.152163991579584e-07
1918,2.802675931334875e-07,5.708729009512581e-07
1919,3.020174208501203e-07,4.4658064868308145e-07
1920,3.150048288880214e-07,5.391428707923751e-07
1921,3.5819095334233e-07,4.907140278564981e-07
1922,4.124265977623054e-07,5.371136930776288e-07
1923,3.290944050604594e-07,4.883336028882468e-07
1924,3.3518223752082577e-07,5.092191908140364e-07
1925,3.4534278370301763e-07,4.6302329170799794e-07
1926,3.1655033794208975e-07,5.015762365445653e-07
1927,4.5934807424430346e-07,5.518866103004783e-07
1928,3.462090392147843e-07,4.6389727748064047e-07
1929,4.3558989482050947e-07,4.634409194181899e-07
1930,3.256117029337702e-07,4.642592881243246e-07
1931,3.0110142468231516e-07,4.356846332598252e-07
1932,3.1015487511609763e-07,4.17558351450964e-07
1933,3.131490657892755e-07,4.576794148114516e-07
1934,3.6783452550537277e-07,4.529037376244105e-07
1935,3.0638806425287157e-07,4.4761383222180484e-07
1936,4.510393734058482e-07,3.867784039712774e-07
1937,2.8455927836290584e-07,3.890655526639364e-07
1938,2.917173134164841e-07,4.6415466670168826e-07
1939,2.309401638811437e-07,3.7470424008034797e-07
1940,2.535782828161359e-07,4.2601151850618635e-07
1941,3.128592642731576e-07,4.6338590209416e-07
1942,3.0948960283438964e-07,5.340212680948753e-07
1943,3.01936453617202e-07,4.2677557154924273e-07
1944,3.148922420592726e-07,4.337801389198148e-07
1945,3.2895411239408645e-07,3.6163167393965523e-07
1946,4.051041377906017e-07,4.788859806481582e-07
1947,3.540498747511833e-07,3.29016046851649e-07
1948,4.163933002843123e-07,3.5551074484274636e-07
1949,3.1218087470641365e-07,3.111991753179666e-07
1950,2.690746514488751e-07,3.3075973959739713e-07
1951,2.825271465667356e-07,3.29437311430425e-07
1952,2.0878712359007068e-07,3.06853801035345e-07
1953,3.2429219665175424e-07,3.329112721051075e-07
1954,3.1369841035910895e-07,3.205391925220624e-07
1955,2.778139780446054e-07,2.7218263243256047e-07
1956,3.4622931632810605e-07,2.651226926886352e-07
1957,2.783037000853028e-07,2.8448821043358663e-07
1958,3.217902624363944e-07,2.3989505404387046e-07
1959,2.8212721403519936e-07,2.472488516147564e-07
1960,3.335841540774709e-07,3.024404300333572e-07
1961,2.4596482628425065e-07,3.091930785847907e-07
1962,3.0060874589565856e-07,2.708015478525283e-07
1963,2.7933350033038096e-07,2.9226559394857077e-07
1964,2.895968895799683e-07,2.938556735720965e-07
1965,2.746965828137604e-07,3.2832260821180625e-07
1966,2.980022166809704e-07,2.963404877043274e-07
1967,3.2096484048338425e-07,2.7412665648540724e-07
1968,3.876091945187454e-07,3.027214359185848e-07
1969,2.529759104419327e-07,2.198210846682258e-07
1970,2.441923028229098e-07,2.3637446355806446e-07
1971,3.088176994126002e-07,2.3585245079171813e-07
1972,4.022035220430098e-07,2.021277849539871e-07
1973,2.558126541707395e-07,2.580179243594216e-07
1974,2.0533337030670396e-07,1.6482925113692204e-07
1975,1.7591359346980084e-07,1.8619425645738374e-07
1976,2.2968377733079137e-07,2.205421318901557e-07
1977,2.1685324647080506e-07,2.0098594566420047e-07
1978,2.697028369524901e-07,2.1861376597875903e-07
1979,2.574868407378972e-07,2.2354537931867924e-07
1980,2.8084645453674284e-07,2.0182284832248598e-07
1981,2.4732899239765516e-07,1.8976649140967083e-07
1982,2.5140385639943474e-07,2.2471158311887507e-07
1983,2.911360601487445e-07,1.9766938574861115e-07
1984,2.8183180766916394e-07,2.0412509549316837e-07
1985,2.424270011402996e-07,2.099429704527367e-07
1986,2.649562569345676e-07,2.379810752906053e-07
1987,3.0126327388302343e-07,2.261002274295265e-07
1988,2.758414856529612e-07,1.8229523823798388e-07
1989,2.820894806632168e-07,2.305011319592154e-07
1990,2.838747201749925e-07,2.0813846202116792e-07
1991,3.2062213728423217e-07,2.2332182791906519e-07
1992,2.6833428190542463e-07,2.2866268922783206e-07
1993,3.22381882966738e-07,2.409555159843535e-07
1994,3.048907606384432e-07,2.2312939029767165e-07
1995,3.399876735699081e-07,2.337076345781952e-07
1996,2.807836549933995e-07,2.0711797565908796e-07
1997,3.342041541287699e-07,2.220036137146053e-07
1998,2.9610082297182316e-07,2.3363832779565996e-07
1999,2.883796819119766e-07,2.070301063916702e-07
2000,3.4593186448717006e-07,2.372482876822346e-07
2001,2.9704614989967126e-07,2.1424125939972782e-07
2002,3.2552475470737363e-07,2.1336548927664012e-07
2003,3.55021846143444e-07,2.1751337619946298e-07
2004,3.470975600272652e-07,2.3741824595191474e-07
2005,3.2607145872276533e-07,2.332942234950508e-07
2006,3.6525684521393487e-07,2.0260018196438523e-07
2007,4.809353253421023e-07,2.3327760700908584e-07
2008,5.20259151315372e-07,2.230898439314899e-07
2009,5.163952465636612e-07,2.8227698933847023e-07
2010,6.608586202716538e-07,2.8531709261869764e-07
2011,6.611647318521818e-07,2.627068638183516e-07
2012,8.180419168724029e-07,3.2170187980185005e-07
2013,7.829073780385443e-07,3.1768134789444957e-07
2014,9.523628090590819e-07,3.655271498814727e-07
2015,9.234253326440012e-07,3.7238467820444043e-07
2016,9.399741180970977e-07,4.3249578940418587e-07
2017,8.636093760117092e-07,2.684157163201917e-07
2018,9.961880245157317e-07,3.2603923250107414e-07
2019,1.0020280143407945e-06,3.033124365003914e-07
