year,deux_DET armes_NOUN,deux_DET charmes_NOUN
1800,2.2009152278457123e-08,0.0
1801,1.904946067554647e-08,2.3811825844433088e-09
1802,6.713520406265161e-09,0.0
1803,1.3652374342143503e-08,0.0
1804,3.460591457837836e-08,0.0
1805,3.4114531644036106e-08,0.0
1806,2.881669125542885e-08,0.0
1807,1.4234775136401367e-08,5.693910232196231e-09
1808,4.5321479902327155e-09,0.0
1809,2.710836710662079e-08,0.0
1810,7.020380277111826e-09,1.6380887757350138e-08
1811,1.0028307073639553e-08,2.5070767684098882e-09
1812,5.3344164641089264e-09,0.0
1813,4.601186631703058e-08,0.0
1814,6.922689976818219e-08,3.1466771410748606e-09
1815,1.3486118000116676e-08,0.0
1816,2.0858434979231788e-08,0.0
1817,3.580808893843823e-08,1.556873407970727e-09
1818,8.344824387052086e-09,1.1921177378582115e-09
1819,1.6561680027393777e-08,1.6561680027393777e-08
1820,3.9159388620646496e-08,8.306536791735653e-09
1821,2.2681423739179252e-08,1.97229765852569e-09
1822,4.712039469723095e-08,2.0051231786055723e-09
1823,3.656594316225892e-08,0.0
1824,4.5474010335055937e-08,3.3684450784221553e-09
1825,2.4655239627691117e-08,1.7610886082763955e-09
1826,1.0569580766173203e-08,0.0
1827,2.3964910056406552e-08,0.0
1828,1.9261833017480967e-08,6.420610709767516e-09
1829,3.0006116702452346e-08,1.457439946506156e-08
1830,1.6698937344017395e-08,3.1310507520032616e-09
1831,1.1693404466939228e-07,2.3386808933878456e-08
1832,5.27668808647519e-08,2.705993873419743e-09
1833,1.1120283716081758e-07,5.791814139399776e-09
1834,4.85395617033646e-08,3.733812370398937e-09
1835,3.479020449503878e-08,8.31939672707449e-09
1836,3.091545153210973e-08,8.064899859050456e-09
1837,3.478945487245255e-08,0.0
1838,2.6511079775914936e-08,1.2624323808552163e-09
1839,4.055055669027752e-08,0.0
1840,5.223144849964001e-08,8.280594876453051e-09
1841,4.879616932740305e-08,1.0914932957462042e-08
1842,3.085801791868903e-08,6.708265054555795e-10
1843,2.9534554579768724e-08,4.134837805480629e-09
1844,2.7442807137845193e-08,1.097712254427563e-09
1845,2.3436957263811564e-08,3.348136878855712e-09
1846,3.161430783826802e-08,1.2294452567118697e-08
1847,5.015697990273793e-08,2.6966118227278457e-09
1848,5.7121075647259545e-08,5.63165514222419e-09
1849,5.86559036896972e-08,3.3517659758786067e-09
1850,2.511928620663184e-08,2.7155984128057753e-09
1851,5.288539783876445e-08,3.2247193804124663e-09
1852,4.882908899439542e-08,1.3021090872200602e-09
1853,2.7470886010405593e-08,0.0
1854,5.039794670480546e-08,4.1565315633818045e-09
1855,3.6087172361476405e-08,2.653468555990912e-09
1856,4.0899795550330964e-08,1.5531567143511893e-09
1857,2.8312752198278446e-08,9.763018171682347e-10
1858,3.229826006645453e-08,2.936205500958522e-09
1859,2.5460865860083004e-08,6.110608019582742e-09
1860,4.3940965616107164e-08,9.154367819341758e-10
1861,5.564837124438782e-08,4.715963730639317e-10
1862,4.02100792662452e-08,1.3553959066214816e-09
1863,5.2942979777981236e-08,7.491931519609807e-09
1864,5.178306339281846e-08,9.589455896019672e-10
1865,4.5656391334247814e-08,3.294791106611683e-09
1866,5.400830493940134e-08,2.432806400776144e-09
1867,5.532205094027631e-08,5.82337378318698e-09
1868,3.6061079011773245e-08,9.87974813071446e-10
1869,3.85797997992654e-08,5.860222973552709e-09
1870,4.4152174805134337e-08,3.4404292748035914e-09
1871,3.9298357457084876e-08,4.248470908407853e-09
1872,6.107812833278103e-08,1.2094678591978436e-09
1873,3.8909027999523005e-08,5.986004469882289e-10
1874,5.735624775127235e-08,0.0
1875,5.263804919719561e-08,5.721527140956084e-10
1876,4.6554312405078235e-08,6.04601479992084e-10
1877,2.968711676487601e-08,3.092407996341251e-09
1878,2.1740718503249212e-08,3.623453259660181e-09
1879,3.5434088108132755e-08,7.942122737247814e-09
1880,3.208923016195797e-08,6.417846254436199e-10
1881,3.3468037008432816e-08,6.972507571312292e-10
1882,4.924984930987364e-08,0.0
1883,3.8547968650437525e-08,1.895801682305631e-09
1884,5.149323634157099e-08,1.3203393933736152e-09
1885,6.252266637751802e-08,3.86738152613475e-09
1886,6.13079040312492e-08,1.2906927748801422e-09
1887,4.3090901069575693e-08,0.0
1888,5.7699593991600295e-08,1.268122939990235e-09
1889,4.2602930072632716e-08,6.265136742733546e-10
1890,7.603088647556433e-08,0.0
1891,6.820415299202409e-08,6.374220040683554e-10
1892,5.140180148188733e-08,2.5074049503359674e-09
1893,6.466337515442788e-08,0.0
1894,3.843938900516264e-08,1.2603078580752936e-09
1895,3.912099266756286e-08,6.018614495673091e-10
1896,4.5407123616669764e-08,4.127920172347643e-09
1897,3.612562560206811e-08,1.7480140668268973e-09
1898,3.508179968747527e-08,0.0
1899,4.9748203778676725e-08,3.3165470370022376e-09
1900,4.152842603133422e-08,2.07642125715779e-09
1901,3.576792950710228e-08,0.0
1902,3.3880959371401786e-08,0.0
1903,4.428180666593562e-08,0.0
1904,5.8045950268592605e-08,0.0
1905,4.231822292588561e-08,0.0
1906,4.9384172917665836e-08,5.144184522798412e-10
1907,4.371416961745922e-08,1.5428529565042481e-09
1908,4.9605029861510275e-08,9.822778146428846e-10
1909,6.106091632318567e-08,1.1001967115120692e-09
1910,7.214603625627092e-08,1.068830135508847e-09
1911,3.405039528114884e-08,1.0640748282497725e-09
1912,5.626174848227805e-08,2.0837684910901544e-09
1913,7.90145457951752e-08,0.0
1914,4.2859158888575166e-08,6.696743715117748e-10
1915,9.306801995734304e-08,1.1780761921542648e-09
1916,8.46034611257096e-08,3.2962386153911893e-09
1917,5.812205117194935e-08,0.0
1918,4.9391417178412667e-08,0.0
1919,4.3276886296794714e-08,0.0
1920,5.3005623890101106e-08,7.572231730534895e-10
1921,4.013556109683236e-08,7.572747429129834e-10
1922,6.271245212019494e-08,0.0
1923,6.263409346729532e-08,1.0615948120573648e-09
1924,4.383152285569736e-08,0.0
1925,3.409435223034052e-08,0.0
1926,3.566764306128789e-08,5.57306911730393e-09
1927,4.9056589457308064e-08,7.804457524684949e-09
1928,2.6279895593006586e-08,3.4278122562625413e-09
1929,4.233354289340241e-08,0.0
1930,3.571225271059575e-08,0.0
1931,5.47457119637329e-08,1.1405356659111021e-09
1932,6.24693612394367e-08,2.1919073223131136e-09
1933,3.211785415402346e-08,3.4411986593596566e-09
1934,3.9539214569117576e-08,8.38710612072191e-09
1935,3.8298508364675854e-08,0.0
1936,4.001155939903356e-08,0.0
1937,6.169647881471008e-08,1.2591118148108649e-09
1938,4.2785207710061e-08,2.5930428915188486e-09
1939,2.9058695005801383e-08,3.058810094103137e-09
1940,4.0572528225979454e-08,0.0
1941,6.788455664263893e-08,0.0
1942,4.8547388331598995e-08,0.0
1943,4.645176376882887e-08,0.0
1944,1.124615138792251e-07,0.0
1945,6.317661682686548e-08,0.0
1946,6.403707963897887e-08,0.0
1947,4.7683485604466114e-08,3.5762612871081956e-09
1948,5.870819519415704e-08,2.174377566888097e-09
1949,4.810334042204545e-08,9.817008317369869e-10
1950,3.828730044119766e-08,0.0
1951,5.650543066781921e-08,0.0
1952,3.690681482648728e-08,0.0
1953,6.0333432028159e-08,0.0
1954,3.4203876397853605e-08,2.9317608341017376e-09
1955,4.3173795649664726e-08,1.8771215692936494e-09
1956,6.104799155082219e-08,0.0
1957,5.566073757456991e-08,7.068030161150318e-09
1958,6.70051740758737e-08,0.0
1959,3.875374032791257e-08,7.750747821333448e-10
1960,3.4604168197560625e-08,6.920833350854139e-10
1961,6.531269658438532e-08,4.16889545107324e-09
1962,5.7077607973354816e-08,1.9025869768540815e-09
1963,6.401392915744708e-08,6.466053248388448e-10
1964,5.1713731075153646e-08,3.6503808864551957e-09
1965,5.034279948468168e-08,0.0
1966,4.8743858949151786e-08,1.6617224263271169e-09
1967,4.585212010077555e-08,4.930335584241163e-10
1968,5.030385830107065e-08,3.1439910674890825e-09
1969,6.267625707323532e-08,1.8167031212712459e-09
1970,6.484202330625521e-08,3.219107425067591e-09
1971,6.525764550957547e-08,2.0553589941130213e-09
1972,7.643918564781416e-08,2.0520587451500205e-09
1973,6.00939229489228e-08,2.205281512956958e-09
1974,5.569315864040192e-08,5.625571675160757e-10
1975,6.054168943947502e-08,0.0
1976,8.684560759419924e-08,0.0
1977,5.230335720085577e-08,0.0
1978,6.534650154321753e-08,5.940591352171509e-10
1979,5.910493072747158e-08,0.0
1980,6.93588408928747e-08,1.1370301367108482e-09
1981,7.08461564968843e-08,6.325549528618524e-10
1982,7.511077715349757e-08,1.8622506869903077e-09
1983,8.146757712879094e-08,3.157658134966823e-09
1984,7.65469092556259e-08,6.958810416790584e-09
1985,6.5569585094849e-08,7.820225356169885e-09
1986,7.672941615410878e-08,1.1988970927134801e-09
1987,6.538574037762146e-08,0.0
1988,7.375761112982104e-08,0.0
1989,5.3234786800970824e-08,5.488122178931576e-10
1990,7.301192339603801e-08,3.814055737905164e-09
1991,7.033758420149638e-08,4.68917216167597e-09
1992,5.84054076213647e-08,4.407955389584828e-09
1993,5.428423399678195e-08,2.2156829704300662e-09
1994,6.171664046483727e-08,5.274926606624319e-10
1995,7.428757919925033e-08,7.0491861237087505e-09
1996,6.4057103621451e-08,2.6690460952494277e-09
1997,7.288239345371039e-08,9.58978896292706e-10
1998,7.581325434102837e-08,9.536258449571733e-10
1999,7.860745920851286e-08,0.0
2000,5.34581814370938e-08,3.5344251969604557e-09
2001,6.046072109633371e-08,3.5049694258049158e-09
2002,6.74708109382749e-08,2.6287327870022636e-09
2003,8.000492002224746e-08,8.333845835650777e-10
2004,8.192911682414206e-08,2.2023955992267474e-09
2005,7.566299409234034e-08,1.8014998381943315e-09
2006,4.9002890634142204e-08,2.8825228870488218e-09
2007,7.58951117507678e-08,3.994479469415779e-10
2008,5.832692240304027e-08,4.257439678578834e-10
2009,7.104606769559041e-08,1.907277002999308e-09
2010,1.0392344540477438e-07,5.196172381261022e-09
2011,7.915621669241091e-08,1.1471915639660324e-09
2012,9.940418088660863e-08,1.3617010852229328e-09
2013,1.243949769857977e-07,1.1156500168141292e-09
2014,1.1108733577458452e-07,3.2481678735596375e-09
2015,1.0839053743438853e-07,1.994917786518613e-09
2016,1.1123096044229897e-07,3.5212781579474495e-09
2017,1.3081178718010733e-07,2.264050280587071e-09
2018,1.342362647704931e-07,1.8070267504555204e-09
2019,1.1122306586841546e-07,1.7856913725466939e-09
