year,premiers_ADJ arts_NOUN,premiers_ADJ chars_NOUN
1857,3.417056504417815e-08,1.9526036343364694e-09
1858,3.621320393554228e-08,4.404308473482388e-09
1859,2.953460587207246e-08,5.092173349652285e-10
1860,1.6935580049448618e-08,2.288591982591015e-09
1861,3.442653473406665e-08,5.659156698811785e-09
1862,3.9758280334645235e-08,2.710791813242963e-09
1863,1.2986014041871385e-08,2.9967726078439227e-09
1864,5.4659899717535154e-08,2.8768367688059016e-09
1865,1.64739548669246e-08,5.177528628053096e-09
1866,2.77339928800302e-08,9.731225825149181e-10
1867,3.396968040192405e-08,9.7056229719783e-10
1868,3.754304334080416e-08,1.4819622196071691e-09
1869,2.24641887314192e-08,3.4184632902167778e-09
1870,3.383088653663435e-08,3.4404292748035914e-09
1871,1.0621176826930423e-08,3.18635318130589e-09
1872,4.5959779981785687e-08,5.442605477412599e-09
1873,2.2746817762708815e-08,2.3944017879529156e-09
1874,1.9716210886144836e-08,1.1949218281515073e-09
1875,2.7463329388410784e-08,1.716458086775674e-09
1876,2.7207066821688386e-08,0.0
1877,5.257093604882357e-08,3.0924081073635534e-09
1878,4.831271027683215e-08,1.8117265465633636e-09
1879,4.643087092581766e-08,0.0
1880,5.390990764908565e-08,5.134277003548959e-09
1881,3.207353416190273e-08,0.0
1882,1.0648616211028639e-08,3.3276925659464496e-09
1883,1.64302811356265e-08,1.2638677882037541e-09
1884,2.6406787867472303e-08,0.0
1885,1.740321664556177e-08,1.2891271383708158e-09
1886,7.744156427236248e-09,0.0
1887,2.219834371874896e-08,0.0
1888,1.7119660356001987e-08,1.268122939990235e-09
1889,3.759081934617825e-08,1.0650732740202784e-08
1890,2.4251230357208442e-08,1.4419650362640368e-08
1891,9.561330394092238e-09,1.2748440525456317e-08
1892,9.402768341715273e-09,4.387958441043338e-09
1893,6.774258043407144e-09,0.0
1894,1.1972924873759894e-08,2.520615716150587e-09
1895,4.814891596538473e-09,6.018614495673091e-10
1896,9.435246361988447e-09,5.89702897624278e-10
1897,5.2440420894583895e-09,0.0
1898,1.584339415217073e-08,5.6583548957434e-10
1899,1.713549302451156e-08,5.527578395003729e-10
1900,1.349673794948103e-08,5.191053142894475e-10
1901,7.265360535413379e-09,5.588738916095792e-10
1902,7.365425880312415e-09,4.910283846193408e-10
1903,1.6200660368781428e-08,5.400220270956879e-10
1904,1.0211787859759625e-08,1.0749250378694342e-09
1905,2.631987072732045e-08,5.160759042333041e-10
1906,5.658602919567102e-09,1.0288369045596824e-09
1907,7.199980778249682e-09,2.057137349353866e-09
1908,1.7680999997438107e-08,9.822778146428846e-10
1909,7.151278680339601e-09,5.500983557560346e-10
1910,8.550641084070776e-09,1.6032452032632705e-09
1911,5.852411444351446e-09,3.7242617878519013e-09
1912,5.730363294986773e-09,2.0837684910901544e-09
1913,1.2196876009173963e-08,1.060597942803554e-09
1914,1.33934876522801e-08,0.0
1915,3.534228465440492e-09,0.0
1916,1.8678685265172135e-08,1.0987462051303964e-09
1917,0.0,2.1932848870420685e-09
1918,1.1486376294556067e-08,9.189101035644853e-09
1919,1.5653341733923298e-08,4.327688785110695e-08
1920,1.9687803387569147e-08,3.786115865267448e-09
1921,1.8931869405491852e-08,2.7261890522822796e-08
1922,9.591316185719734e-09,7.377935595798135e-09
1923,3.927900849021171e-08,1.0615948120573648e-08
1924,6.445812328337297e-09,2.578324886925998e-09
1925,9.898360353588487e-09,3.299453377181294e-09
1926,1.5604593173179637e-08,5.57306911730393e-09
1927,1.7838759802657478e-08,0.0
1928,1.3711249025050165e-08,0.0
1929,5.570202965543558e-09,3.342121912552898e-09
1930,1.1553964007759987e-08,4.201441416995522e-09
1931,1.8248570654577634e-08,4.5621426636444085e-09
1932,1.0959536389520963e-08,3.287861094491973e-09
1933,8.02946331646126e-09,6.882397318719313e-09
1934,1.4377896206951846e-08,4.7926320689839486e-09
1935,1.795242710045386e-08,5.98414207075848e-09
1936,9.699771652549316e-09,4.849885826274658e-09
1937,7.554670666820584e-09,1.7627565185307503e-08
1938,2.5930428915188486e-09,3.8895642262559704e-09
1939,3.058810094103137e-09,1.6823456405745674e-08
1940,3.550096039361961e-08,1.7750480196809804e-08
1941,0.0,1.1806010391524069e-08
1942,3.034211770724937e-09,1.2136847082899749e-08
1943,8.709705845433291e-09,6.096794180621146e-08
1944,9.639558484764166e-09,1.0282195717081777e-07
1945,8.714016175304096e-09,1.3724574898787978e-07
1946,1.1136883415474585e-08,5.0115975369635635e-08
1947,1.3112957830685446e-08,7.867775053682635e-08
1948,1.522064252412747e-08,4.240036233227329e-08
1949,6.8719057111366055e-09,3.5341230386620737e-08
1950,1.2762433776458693e-08,3.93508372553697e-08
1951,1.0661401539380222e-08,4.051332780363737e-08
1952,1.0544803918932644e-09,3.374337254058446e-08
1953,6.464296653518886e-09,3.663101466599983e-08
1954,2.9317608341017376e-09,2.34540866728139e-08
1955,5.631364707880948e-09,2.1586897602787758e-08
1956,5.232684952005684e-09,4.098936656760088e-08
1957,1.5903067307476704e-08,2.2087593976038988e-08
1958,1.6544486669545222e-08,2.8952852559882558e-08
1959,1.3176270963199954e-08,2.712761748568937e-08
1960,4.152500121534786e-09,2.6991250123842292e-08
1961,6.253343343143314e-09,1.667558180429296e-08
1962,3.805173953708163e-09,2.3465238641051656e-08
1963,8.405868889838075e-09,1.8751554975438012e-08
1964,6.083968384640315e-09,2.7377858202726202e-08
1965,1.1491291473930687e-08,3.3379464525751246e-08
1966,1.2739871713129958e-08,3.101881773659443e-08
1967,1.380493930280835e-08,2.7609878827661305e-08
1968,1.4372531137452071e-08,5.210042530734427e-08
1969,2.2254612375149918e-08,3.40631842732364e-08
1970,9.657322941336588e-09,2.3913370839068193e-08
1971,1.0790634608071059e-08,1.5415192677892264e-08
1972,2.257264597460562e-08,3.847610230423015e-08
1973,9.923767141373219e-09,2.9771300091852027e-08
1974,3.937900283634832e-09,3.09406438248061e-08
1975,2.056132908379027e-08,2.9128548462153958e-08
1976,7.4275851025262796e-09,2.856763359204706e-08
1977,1.2341242028313104e-08,2.5857840313392444e-08
1978,4.752473081737207e-09,2.7920778578049976e-08
1979,7.0223681314374176e-09,1.6385525825057812e-08
1980,3.411090521154847e-09,2.5014662341504845e-08
1981,4.427884725544118e-09,2.9730083284107423e-08
1982,1.4898005495922462e-08,3.972801465579323e-08
1983,1.326216381158929e-08,2.3366668600033336e-08
1984,6.958810416790584e-09,5.0451372857196475e-08
1985,7.820225356169885e-09,3.128090142467954e-08
1986,7.1933827783254856e-09,2.8773531113301942e-08
1987,8.555143815591748e-09,1.588812459374367e-08
1988,2.99827696004229e-09,3.058242370457265e-08
1989,5.488121956886971e-09,2.5245361356951435e-08
1990,7.083246433836621e-09,2.942271493111548e-08
1991,1.7584395606284886e-09,2.6962739596569918e-08
1992,3.856960972825618e-09,2.4794749364787094e-08
1993,4.985286850001103e-09,4.154405530698568e-08
1994,1.318731612798274e-08,6.277162611922904e-08
1995,8.675921314704738e-09,3.036572593373421e-08
1996,2.6690460952494277e-09,2.3487604750016544e-08
1997,1.1987236314681127e-08,3.356426248046773e-08
1998,8.105819904180578e-09,2.9562400527538557e-08
1999,1.3253582953343113e-08,2.696418732739403e-08
2000,1.457950393746188e-08,4.064589020913445e-08
2001,7.886181041527607e-09,1.796296800193886e-08
2002,5.257465907071435e-09,2.6725450297249154e-08
2003,7.91715359937939e-09,2.6668306674082487e-08
2004,1.0571499231559756e-08,3.259545522382723e-08
2005,7.205999574821931e-09,1.8915748967174295e-08
2006,1.2353669198716943e-08,2.5530917824312382e-08
2007,7.589511241690161e-09,1.5977917655618512e-08
2008,6.8119033747038316e-09,3.1079309792403365e-08
2009,1.0490023516496194e-08,2.86091541568112e-08
2010,6.613310177261411e-09,2.4563723499682055e-08
2011,7.265546830836911e-09,2.7532598423363197e-08
2012,7.148930780687124e-09,2.4170194734551842e-08
2013,1.3945624655065103e-09,1.812931316180766e-08
2014,4.3308902714089825e-09,3.3564401036301206e-08
2015,6.871383823048305e-09,1.7067630864175953e-08
2016,1.0563834390575622e-08,1.7192121504194802e-08
2017,5.7859059765519305e-09,2.037645252528364e-08
2018,4.646640239247546e-09,1.7812119779136992e-08
2019,4.08158040698936e-09,2.015280387013263e-08
