year,nos_DET arts_NOUN,nos_DET chars_NOUN
1918,2.7682167580422856e-07,1.1716103731629346e-07
1919,2.495326918983132e-07,1.6850361905795808e-07
1920,2.370108482807609e-07,4.467616898651272e-08
1921,2.582306929399536e-07,2.7261890522822796e-08
1922,2.670812599414596e-07,2.8036154731125862e-08
1923,2.0594939131868273e-07,2.653987030143412e-08
1924,2.1657929716312196e-07,2.320492398233398e-08
1925,2.3206155774779802e-07,2.4195991654707427e-08
1926,1.6607746755603614e-07,1.4489979882625903e-08
1927,2.2632926510723905e-07,2.0068604555945058e-08
1928,2.3766165035965514e-07,1.2568645679778001e-08
1929,1.8604478202455255e-07,2.8965056131369238e-08
1930,1.8696414416652374e-07,3.0460449496061415e-08
1931,1.779235621057751e-07,1.7108034988666532e-08
1932,1.600092351949911e-07,4.274219467248486e-08
1933,1.812364562869817e-07,6.882397318719313e-09
1934,1.5815686538189766e-07,1.7972370258689807e-08
1935,1.7952426389911125e-07,7.180970484910176e-09
1936,1.4185916663578269e-07,2.182448666232517e-08
1937,1.3976141044480528e-07,3.147779614742774e-08
1938,1.750303919578755e-07,1.2965214679638848e-08
1939,2.3246956271094632e-07,3.6705722017416065e-08
1940,1.6736167895992082e-07,1.1918179598779943e-07
1941,2.5382921808869696e-07,1.2396310467011062e-07
1942,2.518395767481252e-07,1.0923162352405313e-07
1943,1.9741999435218816e-07,9.580676252340936e-08
1944,1.9279117680071067e-07,3.887955308812252e-07
1945,1.4378126955705284e-07,4.2480829165469913e-07
1946,2.422272178392859e-07,1.2668204973920183e-07
1947,1.6570010674676894e-07,3.6358656174684256e-07
1948,1.435089145296331e-07,1.1198044624904924e-07
1949,1.1093219054458814e-07,1.0209688561246821e-07
1950,1.2868787369058055e-07,5.53038810302553e-08
1951,1.6951628722949863e-07,1.8764066567200643e-07
1952,1.0861147803353788e-07,8.330394818401032e-08
1953,1.1743471595160315e-07,5.171437278406188e-08
1954,1.3388374320300045e-07,3.615838406467731e-08
1955,1.1638153951665231e-07,3.566531159293618e-08
1956,1.2558443907018102e-07,1.2384021186306882e-07
1957,1.1573899194594617e-07,3.710715823501687e-08
1958,8.189520706025633e-08,3.226174971615592e-08
1959,1.426137536952865e-07,4.417926380284598e-08
1960,1.2249874936642868e-07,6.505583161064976e-08
1961,1.0074831191531075e-07,1.598076693198891e-08
1962,1.4205982745707502e-07,4.249110707732484e-08
1963,1.5130564090526377e-07,3.556329142284653e-08
1964,1.308053247939256e-07,6.63152532887068e-08
1965,1.3023463463213147e-07,6.785333628300805e-08
1966,1.3681514277052997e-07,4.874385695075034e-08
1967,1.355842309536115e-07,9.466244499378718e-08
1968,1.679789585207203e-07,8.129462658601483e-08
1969,1.6168658145687687e-07,6.630966353782242e-08
1970,1.3336302517874543e-07,1.0852990861565104e-07
1971,1.7624702985941099e-07,6.371612748523603e-08
1972,2.021277903940799e-07,4.514529239330045e-08
1973,1.0750747536647509e-07,4.1900347858003784e-08
1974,9.507215814608116e-08,5.6818272753389465e-08
1975,9.766630881813398e-08,3.998036079977396e-08
1976,1.005580738677736e-07,4.62795677336203e-08
1977,1.1165885638320105e-07,2.703319701424789e-08
1978,9.148510538015131e-08,3.5643549001207475e-08
1979,1.4454374586136964e-07,3.979341833826311e-08
1980,7.333844465051698e-08,6.992735102073766e-08
1981,8.602747048058745e-08,3.9850963196030875e-08
1982,1.173217938355009e-07,9.062953498784054e-08
1983,9.788739774307942e-08,6.125856621963521e-08
1984,9.974294812309381e-08,4.929157082500524e-08
1985,9.444426463112165e-08,5.233535560478231e-08
1986,9.351397256551763e-08,3.8364706078652944e-08
1987,8.494035141914935e-08,1.8332451334757138e-08
1988,1.0254107141172142e-07,2.7584147410664173e-08
1989,7.90289598207039e-08,4.006329223926741e-08
1990,7.519138423006666e-08,5.7210836956755884e-08
1991,8.147436680872033e-08,4.571942935349682e-08
1992,9.642402520881888e-08,3.967159711848467e-08
1993,1.0524494076236124e-07,3.98822939118304e-08
1994,1.1446590475472362e-07,6.32991179472242e-08
1995,8.838594756088725e-08,3.524593128467757e-08
1996,6.138805996869223e-08,3.25623616959092e-08
1997,6.137465113909002e-08,5.993618179545024e-08
1998,7.056831252683082e-08,3.719140773128515e-08
1999,8.54627615343162e-08,3.1077368456422505e-08
2000,1.0205652900552309e-07,5.522539314739561e-08
2001,9.813914303435922e-08,3.6802177527661684e-08
2002,8.543381779801962e-08,2.7163572446919915e-08
2003,7.542130342486075e-08,2.1251307380509843e-08
2004,7.135761481702474e-08,3.3916891961638385e-08
2005,8.422011443798283e-08,3.1526247390445405e-08
2006,9.306430981403935e-08,1.729513732229293e-08
2007,8.66802076782136e-08,2.2369085028728364e-08
2008,7.493094011934431e-08,3.15050527888161e-08
2009,7.581426020308868e-08,5.1496479969159736e-08
2010,7.274641583565611e-08,6.849499545324989e-08
2011,4.818204557555106e-08,3.4033349916029465e-08
2012,7.693611062120631e-08,5.3787193809995415e-08
2013,6.080292508370277e-08,4.3510349989617225e-08
2014,7.795602341431618e-08,5.998283203467736e-08
2015,8.134831741557491e-08,7.004377922115168e-08
2016,1.2303759522325208e-07,4.391240837620103e-08
2017,4.125602554028163e-08,3.245138779917056e-08
2018,5.550153436839622e-08,7.124848178108323e-08
2019,6.224410059596508e-08,3.0356754221472215e-08
