year,petits_ADJ ans_NOUN,petits_ADJ chants_NOUN
1800,0.0,0.0
1801,4.7623651688866175e-09,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,4.943701892301533e-09
1805,0.0,0.0
1806,0.0,8.645007376628655e-09
1807,0.0,8.540865792383556e-09
1808,0.0,1.5862518409903714e-08
1809,0.0,0.0
1810,2.3401267590372754e-09,0.0
1811,0.0,2.5070767684098882e-09
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,1.6183340889597275e-08
1816,0.0,2.3176038865813098e-09
1817,1.556873407970727e-09,4.670620334934483e-09
1818,0.0,1.1921177378582115e-09
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,9.882686891060644e-10
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,8.80798456392995e-09
1827,0.0,4.608636583469661e-09
1828,0.0,9.172301251858528e-10
1829,8.57317605795771e-10,5.143905745796928e-09
1830,0.0,2.0873671680021744e-09
1831,0.0,7.795603274018958e-09
1832,0.0,1.488296597074168e-08
1833,0.0,3.4750886612755494e-09
1834,0.0,1.7735608537350345e-08
1835,0.0,1.0588323107185715e-08
1836,2.688300027031687e-09,2.016224964762614e-09
1837,0.0,2.7135774516295896e-08
1838,1.2624323808552163e-09,8.2058102535143e-09
1839,6.9914751765765e-10,1.1885507689157748e-08
1840,0.0,6.369688665408546e-10
1841,6.420548537278137e-10,8.988767952189392e-09
1842,6.708265054555795e-10,1.341653010911159e-09
1843,0.0,1.9492807368237663e-08
1844,1.097712254427563e-09,2.7442805805577564e-09
1845,5.580227946389016e-10,1.1160455670733427e-08
1846,0.0,1.4636253098387897e-08
1847,0.0,4.314578916364553e-09
1848,0.0,4.02261068899179e-09
1849,8.379414939696517e-10,2.513824481908955e-09
1850,0.0,6.1100964288129944e-09
1851,0.0,5.159551008659946e-09
1852,0.0,5.859490670445666e-09
1853,5.971931837933653e-10,2.388772735173461e-09
1854,0.0,1.558699391779328e-09
1855,0.0,1.0613874223963649e-08
1856,0.0,3.1063134287023786e-09
1857,0.0,2.9289055625270066e-09
1858,4.893676019968041e-10,5.3830437884982985e-09
1859,0.0,1.476730293603623e-08
1860,0.0,5.492620580582752e-09
1861,0.0,8.017138064531082e-09
1862,0.0,7.228778020618165e-09
1863,0.0,1.0988165932701577e-08
1864,9.589455896019672e-10,1.821996598039277e-08
1865,0.0,5.177528628053096e-09
1866,0.0,1.5083399695914324e-08
1867,4.85281148598915e-10,3.396968040192405e-09
1868,0.0,1.975949626142892e-09
1869,0.0,1.1720445947105418e-08
1870,0.0,1.2614907340946502e-08
1871,1.0621177271019633e-09,7.434824311758348e-09
1872,0.0,1.5118347462816928e-08
1873,0.0,1.3169209722718733e-08
1874,0.0,3.2262889249068394e-08
1875,0.0,1.3159512590732447e-08
1876,6.04601479992084e-10,1.813804395567331e-08
1877,0.0,9.27722432209066e-09
1878,0.0,1.268208649207736e-08
1879,0.0,6.109325489944695e-09
1880,6.417846254436199e-10,1.0268554007097919e-08
1881,0.0,2.370652524286143e-08
1882,0.0,3.793569458565571e-08
1883,0.0,1.9589950994713945e-08
1884,6.601696966868076e-10,1.1883054540362536e-08
1885,0.0,1.546952566044979e-08
1886,6.453463874400711e-10,2.5813855497602844e-09
1887,0.0,1.3057849468367522e-08
1888,0.0,1.1413106904001324e-08
1889,0.0,1.4409814397264853e-08
1890,6.554386478008212e-10,9.176140958189194e-09
1891,6.374220040683554e-10,5.736797925592896e-09
1892,6.268512375839919e-10,1.2537024751679837e-08
1893,0.0,3.695050043717174e-09
1894,0.0,5.671385139294216e-09
1895,0.0,1.2037229213390788e-08
1896,1.179405795248556e-09,5.307325912085048e-09
1897,0.0,1.3401440845939305e-08
1898,5.6583548957434e-10,2.3199254295391825e-08
1899,0.0,9.39688327150634e-09
1900,1.5573159428683425e-09,1.453494880010453e-08
1901,0.0,4.470991132876634e-09
1902,0.0,4.419255517085219e-09
1903,1.0800440541913758e-09,9.720396265677778e-09
1904,0.0,1.0749250378694342e-08
1905,0.0,5.676834835544042e-09
1906,5.144184522798412e-10,9.259531807970234e-09
1907,5.142843373384665e-10,2.0571372938427146e-09
1908,9.822778146428846e-10,5.893666887857307e-09
1909,0.0,2.750491778780173e-09
1910,0.0,9.619471330601925e-09
1911,0.0,3.4582432695273724e-08
1912,1.5628263128064646e-09,1.0418842122383865e-08
1913,5.30298971401777e-10,1.6439267724877027e-08
1914,0.0,2.009023047921943e-08
1915,0.0,1.1780761921542648e-08
1916,0.0,1.5382446649780945e-08
1917,1.0966424435210342e-09,1.973956464951243e-08
1918,0.0,1.033773866510046e-08
1919,0.0,1.2890987832747669e-08
1920,7.572231730534895e-10,3.028892692213958e-09
1921,7.572747429129834e-10,2.2718241510233383e-08
1922,0.0,3.6889677423879164e-09
1923,0.0,1.0615948120573648e-08
1924,0.0,3.867487219366694e-09
1925,0.0,1.0998178368026856e-08
1926,1.1146138456652466e-09,5.57306911730393e-09
1927,0.0,4.4596899506643695e-09
1928,0.0,1.7139061725401916e-08
1929,1.1140406375176326e-09,3.4535258208734376e-08
1930,0.0,2.100720708497761e-09
1931,0.0,1.2545892325022123e-08
1932,0.0,5.4797681947604815e-09
1933,1.1470662197865522e-09,3.4411986593596566e-09
1934,0.0,4.7926320689839486e-09
1935,2.393656828303392e-09,4.787313656606784e-09
1936,0.0,2.66743711563322e-08
1937,1.2591118148108649e-09,1.2591118370153254e-08
1938,0.0,7.779128452511941e-09
1939,0.0,1.5294050470515685e-08
1940,0.0,2.5357829169792012e-09
1941,0.0,1.1806010391524069e-08
1942,0.0,3.034211770724937e-09
1943,0.0,0.0
1944,0.0,9.639558484764166e-09
1945,0.0,4.357008087652048e-09
1946,0.0,2.7842208538686464e-09
1947,1.1920870957027319e-09,1.1920870957027319e-09
1948,1.0871887834440486e-09,6.523132700664291e-09
1949,0.0,8.835307596655184e-09
1950,0.0,9.57182533234402e-09
1951,0.0,8.529121409139861e-09
1952,0.0,3.1634410646574906e-09
1953,0.0,5.386913581872932e-09
1954,9.772536113672459e-10,1.2704297169818801e-08
1955,0.0,5.631364707880948e-09
1956,0.0,2.616342476002842e-09
1957,0.0,1.0602045019680872e-08
1958,8.272243445794913e-10,3.3088973783179654e-09
1959,0.0,3.100299128533379e-09
1960,6.920833350854139e-10,4.844583401109048e-09
1961,0.0,8.33779090214648e-09
1962,1.2683912808952869e-09,5.7077609305622445e-09
1963,0.0,3.879631726988464e-09
1964,0.0,1.8251904432275978e-09
1965,5.472043373977442e-10,3.830430195250756e-09
1966,1.6617224263271169e-09,9.970334780007306e-09
1967,0.0,1.1339771788243524e-08
1968,0.0,9.88111459321317e-09
1969,0.0,8.629339909305145e-09
1970,0.0,1.4256047897731605e-08
1971,0.0,7.193756701440179e-09
1972,0.0,6.6691908662264154e-09
1973,0.0,7.167165139154719e-09
1974,0.0,7.313243344242437e-09
1975,0.0,9.138368284311582e-09
1976,5.713526873840635e-10,9.141642942633865e-09
1977,0.0,2.3507127355770763e-09
1978,2.970295565063452e-09,5.346532105932056e-09
1979,5.851973350345929e-10,3.5111840102075575e-09
1980,0.0,7.95921106799824e-09
1981,0.0,2.5302198114474095e-09
1982,0.0,9.932003663948308e-09
1983,0.0,2.5261264191556165e-09
1984,5.799008495621649e-10,5.799008384599347e-09
1985,6.015558051686298e-10,7.218669662023558e-09
1986,1.1988970927134801e-09,4.196139880008332e-09
1987,6.110816852533674e-10,2.4443267410134695e-09
1988,5.996553809062277e-10,1.798966087207532e-09
1989,5.488122178931576e-10,1.6464366536794728e-09
1990,5.44865097484859e-10,2.724325431913144e-09
1991,1.7584396161396398e-09,3.458264430378222e-08
1992,0.0,2.148878208707572e-08
1993,5.539207426075166e-10,3.877445031719162e-09
1994,5.274926606624319e-10,3.6924485691258724e-09
1995,1.0844901643380922e-09,9.760411145975922e-09
1996,0.0,5.871901187504136e-09
1997,0.0,2.876936688878118e-09
1998,0.0,1.0489884516573511e-08
1999,4.570201161957499e-10,3.656160929565999e-09
2000,0.0,5.743440834038438e-09
2001,0.0,7.886181485616817e-09
2002,4.38122149670761e-10,3.943099347036849e-09
2003,4.1669229178253886e-10,7.083769126836614e-09
2004,4.404791253964646e-10,5.726228824443069e-09
2005,4.5037495954858286e-10,9.007498746882447e-09
2006,1.2353669198716943e-09,1.2353670086895363e-08
2007,0.0,8.38840730210677e-09
2008,8.514879357157668e-10,7.663391698997657e-09
2009,4.76819250749827e-10,3.814554005998616e-09
2010,9.447586046817946e-10,4.723793189942427e-09
2011,0.0,3.823971805871906e-09
2012,3.404252713057332e-10,7.148930780687124e-09
2013,2.789125042035323e-10,6.972812438554854e-09
2014,1.0827225782605865e-09,4.114345752981308e-09
2015,0.0,7.979671146074452e-09
2016,2.0713399884186856e-09,8.49249437440136e-09
2017,2.515611330355938e-10,4.2765392616050946e-09
2018,0.0,9.035133807788753e-09
2019,1.02039510174734e-09,1.198964216797549e-08
