year,nos_DET airs_NOUN,nos_DET chers_ADJ
1840,4.58617570586739e-08,6.00661666516622e-07
1841,5.3290552415319326e-08,6.741575773183683e-07
1842,1.8783141708667017e-08,3.957876373306135e-07
1843,3.839492035417891e-08,5.806493632576348e-07
1844,4.390849023261367e-08,5.516004244476846e-07
1845,1.7298706467272496e-08,5.384919918860476e-07
1846,4.5665111247927825e-08,7.903576850765148e-07
1847,2.6426796750911308e-08,7.884892720966263e-07
1848,2.172209789819135e-08,9.461180709990913e-07
1849,2.1786478399121734e-08,7.005190942876993e-07
1850,2.308258650884909e-08,4.5893611932967815e-07
1851,1.1608989325395669e-08,4.791933021497385e-07
1852,3.8412219849348617e-08,8.99757376826571e-07
1853,3.1054046445433414e-08,6.700507633183861e-07
1854,3.273268500691984e-08,5.881491949577544e-07
1855,3.980202833986368e-08,7.578306266964319e-07
1856,5.539592606851329e-08,1.0530402718700316e-06
1857,3.954022459451423e-08,6.311791383439846e-07
1858,4.9426128856389084e-08,5.681557588843589e-07
1859,4.277425569298998e-08,5.372243161438917e-07
1860,1.51047069019139e-08,5.918298704443714e-07
1861,5.470517772110384e-08,5.90910233300157e-07
1862,3.343309987191567e-08,6.862820924879998e-07
1863,1.9978482868054925e-08,6.532964113015183e-07
1864,2.4453112201783256e-08,7.638001520149373e-07
1865,2.8241066374334878e-08,7.239126698643794e-07
1866,3.2113044667880786e-08,6.617233723749116e-07
1867,1.8925964795357686e-08,6.255274218602835e-07
1868,2.7663294210888978e-08,7.167757419823673e-07
1869,4.102156014873515e-08,6.651352909559094e-07
1870,1.3188312220080434e-08,7.138890985025625e-07
1871,1.6993883855676017e-08,1.0907948606586615e-06
1872,3.4469832321804006e-08,1.1030347124574291e-06
1873,2.7535620894525437e-08,7.075457206795477e-07
1874,2.509335778055899e-08,8.854370683319956e-07
1875,1.94531928343622e-08,6.225021280670262e-07
1876,3.0834675479596285e-08,4.969824294320802e-07
1877,3.834585893258691e-08,6.970287464991287e-07
1878,5.4955707762260886e-08,5.555961521963582e-07
1879,4.4598075343849075e-08,6.579743043744202e-07
1880,2.3104245627791897e-08,5.519347692217735e-07
1881,4.671580100534811e-08,6.456542180899305e-07
1882,1.3976308999019693e-08,6.136265140455066e-07
1883,3.6652167523243406e-08,8.480552988743284e-07
1884,2.772712726084592e-08,7.030807278596285e-07
1885,2.707166935067562e-08,6.65189581749992e-07
1886,2.774989482645651e-08,7.279507099333671e-07
1887,2.3504128421336645e-08,6.940247045950088e-07
1888,2.346027505595316e-08,7.431200503837943e-07
1889,4.322944491264025e-08,7.361535656613682e-07
1890,1.7696843102044113e-08,6.35775506907521e-07
1891,1.9122660899206778e-08,6.559072303069513e-07
1892,1.817868566789116e-08,7.227594895908851e-07
1893,2.894455697344256e-08,5.930555251332237e-07
1894,4.2220313245522334e-08,6.591410013356835e-07
1895,2.8889349357186234e-08,8.450134494353279e-07
1896,2.8895442705234586e-08,6.003175323510135e-07
1897,2.097616802476665e-08,7.318352270857531e-07
1898,1.2448381103702388e-08,8.238564641604995e-07
1899,8.844125432005967e-09,7.506451549232906e-07
1900,1.5573159761750333e-08,5.284492209378655e-07
1901,2.4590450786732276e-08,6.773551430860891e-07
1902,2.356936334990678e-08,4.4585378661254893e-07
1903,2.1060859722865644e-08,5.816037429440257e-07
1904,1.8811189050893518e-08,4.88015973409972e-07
1905,2.5287720029076866e-08,5.625227510464015e-07
1906,2.006231891726884e-08,5.344807758045356e-07
1907,1.5942813902380948e-08,5.28169990188232e-07
1908,3.14328898465277e-08,5.657920021384655e-07
1909,1.870334465081669e-08,5.803537875825882e-07
1910,1.4963622119168463e-08,7.802460257888555e-07
1911,1.7025197585063268e-08,5.565111562688685e-07
1912,2.344239469209697e-08,4.6832697425669423e-07
1913,1.909076252637476e-08,5.753744041214759e-07
1914,4.754688076591407e-08,8.330749308171903e-07
1915,2.1205371680821372e-08,2.369111310240868e-06
1916,2.307367052978293e-08,1.9656569405501756e-06
1917,4.496233962925089e-08,1.6570266971882575e-06
1918,2.5270027848023346e-08,1.4024865517825447e-06
1919,3.4069039145379065e-08,1.1325653935800872e-06
1920,2.953170330499688e-08,7.337492320402816e-07
1921,3.7863738422405646e-08,4.869276593044702e-07
1922,3.6889677090812256e-08,4.419383395903864e-07
1923,2.653987030143412e-08,4.798408435036094e-07
1924,5.156649840465377e-08,5.414482333598869e-07
1925,2.969508017258704e-08,3.9593441369945026e-07
1926,1.0031524944054127e-08,4.224386458417939e-07
1927,1.8953683067479687e-08,4.2478546191659916e-07
1928,2.2852082337543322e-08,3.3592561088369166e-07
1929,1.7824650200282122e-08,3.9548442587467036e-07
1930,2.625900974440043e-08,3.0040307308354386e-07
1931,3.5356604755065746e-08,3.455823183173834e-07
1932,1.53433514782364e-08,3.8796758872194914e-07
1933,2.408839039347299e-08,4.7488542520568444e-07
1934,2.6359476379411717e-08,3.6663635682998574e-07
1935,2.393656917121234e-08,3.9136288876306935e-07
1936,2.9099314957647948e-08,4.025405146990124e-07
1937,1.6368453259474336e-08,3.2107349978716115e-07
1938,1.2965214124527336e-08,3.1246165832499173e-07
1939,2.2941076593951948e-08,3.3799850740479087e-07
1940,1.0143131667916805e-08,5.477291145083996e-07
1941,1.0920559567750843e-07,3.6303482175981117e-07
1942,4.5513175450651033e-08,3.853448902191303e-07
1943,2.6129116648121453e-08,2.961299987447319e-07
1944,3.213186161588055e-08,3.502372987185254e-07
1945,2.6142049414090707e-08,4.1391577276783664e-07
1946,2.227376683094917e-08,4.190252447244802e-07
1947,1.668921911779364e-08,3.564340438355629e-07
1948,1.8482209318548826e-08,2.500534268534693e-07
1949,1.0798709482173763e-08,3.072723744335093e-07
1950,1.8080114516649815e-08,2.584392824189763e-07
1951,2.1322804077961166e-08,2.878578371223739e-07
1952,2.319856839960721e-08,1.9296991027317745e-07
1953,1.4005975934594517e-08,3.490719944210241e-07
1954,2.6385848173049453e-08,2.33563614671084e-07
1955,7.508486277174597e-09,2.787525610337127e-07
1956,2.3547081839936368e-08,1.7878339875210258e-07
1957,2.6505112771246786e-08,2.1645842523954073e-07
1958,1.4062814024384807e-08,2.183872261918296e-07
1959,2.402731746897757e-08,1.805924183528873e-07
1960,1.6610000486139143e-08,2.110854221415437e-07
1961,1.0422239238305764e-08,1.924640145034573e-07
1962,1.6489086374082973e-08,2.118213480173381e-07
1963,1.939815952312074e-08,2.5993534702450916e-07
1964,6.692365273064382e-09,2.2632362806085382e-07
1965,2.1340969214023175e-08,2.4241152729587157e-07
1966,2.1602391320207914e-08,1.6783396428188269e-07
1967,3.1061113570096666e-08,2.3468397930548335e-07
1968,3.278733495815089e-08,2.528667065737622e-07
1969,1.907538335621517e-08,2.834056797851314e-07
1970,2.4373242757391722e-08,2.690254149451121e-07
1971,3.185806363159571e-08,2.1375733183504053e-07
1972,3.026786604687359e-08,1.8725035566546921e-07
1973,3.69384653975402e-08,2.5195341596395693e-07
1974,1.518904385600095e-08,1.7945573299593676e-07
1975,1.1994108817248161e-08,1.7762703308221717e-07
1976,1.656922776760439e-08,1.994020841222799e-07
1977,1.8218024422367307e-08,2.4623715333405016e-07
1978,2.8514838157356337e-08,2.263365345145374e-07
1979,2.1067103284089228e-08,2.1476742251280712e-07
1980,2.0466542682839872e-08,2.370707790078086e-07
1981,1.4548763749289151e-08,1.8091072284676102e-07
1982,1.9864007771985825e-08,2.3526433157172733e-07
1983,2.2103606056589342e-08,2.2545677857976898e-07
1984,2.145633182237816e-08,2.180427186582179e-07
1985,1.6843562988810845e-08,2.1535697813934718e-07
1986,1.7983456501724504e-08,2.307876920681906e-07
1987,1.588812459374367e-08,2.181561612468741e-07
1988,1.739000587974715e-08,2.1827456275769208e-07
1989,1.3720305114262032e-08,2.60136996166338e-07
1990,2.2339469218923824e-08,1.8961305059406186e-07
1991,1.9928982464278988e-08,2.1628806612383755e-07
1992,1.2672871640972971e-08,2.1819378975829196e-07
1993,1.4955860494492157e-08,2.099359642793175e-07
1994,1.1077346151466827e-08,3.096381924194702e-07
1995,2.006306776269895e-08,2.472637573580627e-07
1996,1.921713232988509e-08,2.4128176545623603e-07
1997,1.1507746533467866e-08,2.1624974699818722e-07
1998,2.193339376788117e-08,2.3316151820385045e-07
1999,1.736676483177213e-08,2.2531092014332899e-07
2000,1.9439339027371716e-08,2.8893926373729784e-07
2001,1.095302959441824e-08,2.497290712000222e-07
2002,1.3143664545633982e-08,2.580539388286063e-07
2003,9.167230530238157e-09,2.7126667667687343e-07
2004,4.625030919358508e-08,2.3565633658351182e-07
2005,1.7564622978305522e-08,2.2428673029928348e-07
2006,1.6059770735488144e-08,3.092535461046708e-07
2007,2.1570189912001325e-08,2.860047292330137e-07
2008,2.6396125840655316e-08,3.2995157459025926e-07
2009,2.574823909640145e-08,3.0850204879584453e-07
2010,2.3618965894200983e-08,3.6562159433373154e-07
2011,2.3708625951357476e-08,2.8565069329355985e-07
2012,2.6212745751763578e-08,3.8502097865489304e-07
2013,2.6217775839221247e-08,3.2660655535643457e-07
2014,2.8583876265919628e-08,4.153323787114971e-07
2015,3.125371372814101e-08,3.794777081039813e-07
2016,3.0655832650161585e-08,3.9707589127857545e-07
2017,2.213738048428837e-08,3.5797148356664366e-07
2018,3.536609383125722e-08,3.7844302669398644e-07
2019,3.775461876465158e-08,3.5586279412136435e-07
