year,aurais_VERB assez_ADV,aurais_VERB chassé_VERB
1867,1.0190904120577216e-08,6.308654931785895e-09
1868,6.421836395986702e-09,0.0
1869,4.883519366671862e-09,9.767038289254515e-10
1870,4.587239033071455e-09,4.013834153937523e-09
1871,8.496941816815706e-09,0.0
1872,4.8378714367913744e-09,4.23313739617015e-09
1873,1.1972008939764578e-09,4.190203295451056e-09
1874,8.961913877669758e-09,3.5847653734322193e-09
1875,4.577221712764867e-09,0.0
1876,3.02300739996042e-09,0.0
1877,5.566334504436554e-09,1.2369631985365004e-09
1878,1.0870359723469392e-08,3.0195443923020093e-09
1879,1.0996785704264767e-08,6.10932526790009e-10
1880,1.0910338410496934e-08,6.417846254436199e-10
1881,9.761510710859511e-09,6.972507571312292e-10
1882,8.652000893505374e-09,6.655385131892899e-10
1883,7.58320695126713e-09,6.319338941018771e-10
1884,3.300848483434038e-09,0.0
1885,5.156508553483263e-09,9.023890079618013e-09
1886,9.034849313138693e-09,0.0
1887,5.876032105334161e-09,5.223139698529167e-09
1888,7.60873763994141e-09,6.340614699951175e-10
1889,2.5060546970934183e-09,6.265136742733546e-10
1890,7.209825181320184e-09,0.0
1891,3.1871101313640793e-09,1.2748440081367107e-09
1892,6.268512375839919e-10,6.268512375839919e-10
1893,5.542574843531156e-09,5.542574843531156e-09
1894,7.561847148451761e-09,0.0
1895,1.8055843487019274e-09,0.0
1896,4.1279202278587945e-09,1.179405795248556e-09
1897,4.661370844871726e-09,1.7480140668268973e-09
1898,6.7900258748920805e-09,1.13167097914868e-09
1899,8.291367592505594e-09,0.0
1900,1.5573159428683425e-09,1.038210628578895e-09
1901,8.38310842965484e-09,2.235495566438317e-09
1902,1.9641135384773634e-09,4.910283846193408e-10
1903,4.320176216765503e-09,2.1600881083827517e-09
1904,2.1498500757388683e-09,0.0
1905,4.1286072338664326e-09,2.0643036169332163e-09
1906,3.600929110447737e-09,4.115347618238729e-09
1907,2.5714217422034835e-09,0.0
1908,3.437972351250096e-09,0.0
1909,1.1001967115120692e-09,0.0
1910,5.878565634276356e-09,1.6032452032632705e-09
1911,5.3203743632934675e-09,5.320374141248863e-10
1912,5.730363294986773e-09,2.0837684910901544e-09
1913,7.954484182448596e-09,1.590896969716482e-09
1914,8.705766774141921e-09,1.3393487430235496e-09
1915,4.712304768617059e-09,0.0
1916,2.197492410260793e-09,0.0
1917,2.1932848870420685e-09,0.0
1918,2.2972752589112133e-09,0.0
1919,9.207848372660976e-10,9.207848372660976e-10
1920,2.2716695191604686e-09,2.2716695191604686e-09
1921,1.741731914250977e-08,4.543648568500203e-09
1922,1.3280283539529592e-08,7.377935484775833e-10
1923,8.492758496458919e-09,0.0
1924,1.1602462102189293e-08,3.867487219366694e-09
1925,3.299453377181294e-09,3.299453377181294e-09
1926,7.802296586589819e-09,5.57306911730393e-09
1927,1.1149224654616319e-08,4.4596899506643695e-09
1928,1.0283437212876834e-08,0.0
1929,1.2254447234738564e-08,0.0
1930,1.3654684494213143e-08,3.1510811737689437e-09
1931,5.7026783295555106e-09,1.1405356659111021e-09
1932,4.383814644626227e-09,1.0959536611565568e-09
1933,2.2941324395731044e-09,1.0323596200123575e-08
1934,0.0,0.0
1935,5.98414207075848e-09,0.0
1936,4.849885826274658e-09,0.0
1937,6.295559185076627e-09,1.2591118148108649e-09
1938,5.186085783037697e-09,1.2965214457594243e-09
1939,1.5294050470515685e-09,0.0
1940,7.607348528892999e-09,5.0715658339584024e-09
1941,5.9030051957620344e-09,0.0
1942,6.068423541449874e-09,0.0
1943,0.0,0.0
1944,0.0,3.2131861615880553e-09
1945,2.178504043826024e-09,0.0
1946,4.1763312808029696e-09,1.3921104269343232e-09
1947,9.536696765621855e-09,1.1920870957027319e-09
1948,5.435944139264848e-09,2.174377566888097e-09
1949,7.853606653895895e-09,0.0
1950,4.2541445921528975e-09,2.1270722960764488e-09
1951,8.529121409139861e-09,6.396841278899501e-09
1952,1.0544803918932644e-09,3.1634410646574906e-09
1953,8.619061908632375e-09,0.0
1954,9.772536557761669e-09,0.0
1955,9.385607846468247e-09,0.0
1956,6.104799332717903e-09,0.0
1957,5.301022731885041e-09,1.7670075402875796e-09
1958,1.6544486891589827e-09,8.272243445794913e-10
1959,6.200598257066758e-09,3.100299128533379e-09
1960,1.038124963770315e-08,5.536666680683311e-09
1961,9.72742331128984e-09,2.08444772553662e-09
1962,5.7077609305622445e-09,3.170978146727066e-09
1963,6.466053470433053e-09,1.2932106496776896e-09
1964,6.083968440151466e-09,2.4335873316516654e-09
1965,3.2832261354087677e-09,2.73602163147757e-09
1966,9.416426749453422e-09,5.539074754423723e-10
1967,3.451234853457663e-09,4.930335584241163e-10
1968,4.940557296606585e-09,0.0
1969,9.083515273289322e-09,1.3625273131978588e-09
1970,3.6789800095249348e-09,0.0
1971,3.5968783507200897e-09,2.0553589941130213e-09
1972,3.5911027485013847e-09,5.130146862875051e-10
1973,7.1671650836435674e-09,1.6539611902288698e-09
1974,2.812785782069227e-09,1.6876715580593782e-09
1975,5.140332159925265e-09,0.0
1976,1.7140580066410394e-09,1.142705374768127e-09
1977,4.11374712072643e-09,5.876781838942691e-10
1978,2.970295565063452e-09,1.1881182704343018e-09
1979,5.851973128301324e-09,2.925986564150662e-09
1980,3.411090521154847e-09,5.685150683554241e-10
1981,1.8976649140967083e-09,6.325549528618524e-10
1982,3.7245013739806154e-09,1.8622506869903077e-09
1983,1.89459470334441e-09,1.2630632095778083e-09
1984,3.479405208395292e-09,1.739702604197646e-09
1985,7.218669662023558e-09,6.015558051686298e-10
1986,4.196139880008332e-09,5.994485463567401e-10
1987,1.2221633705067347e-09,6.110816852533674e-10
1988,4.797243047249822e-09,1.798966087207532e-09
1989,4.939309850016116e-09,0.0
1990,4.358920779878872e-09,2.724325431913144e-09
1991,7.033758464558559e-09,0.0
1992,2.2039776670368383e-09,1.1019888335184191e-09
1993,6.093128224193833e-09,0.0
1994,4.747434001473039e-09,1.0549853213248639e-09
1995,5.964695848348356e-09,5.422450821690461e-10
1996,5.3380921904988554e-09,5.338092190498855e-10
1997,4.794894259418925e-09,0.0
1998,5.2449422582867555e-09,4.768129224785866e-10
1999,5.941261704833778e-09,0.0
2000,2.6508188977203417e-09,1.7672125984802278e-09
2001,6.133696661692056e-09,4.3812117822561447e-10
2002,5.257465574004527e-09,0.0
2003,6.250384210204629e-09,4.1669229178253886e-10
2004,4.404791198453495e-09,1.7619165015858584e-09
2005,5.404499514582994e-09,0.0
2006,4.529678854225949e-09,2.0589450144825605e-09
2007,4.393927444112933e-09,1.1983438685803094e-09
2008,4.6831836186811415e-09,0.0
2009,1.0013204487790972e-08,9.53638501499654e-10
2010,1.4643758206034363e-08,1.8895172093635892e-09
2011,1.4913490886669933e-08,4.206369030868018e-09
2012,1.327658516458996e-08,2.382976926895708e-09
2013,1.4224537991935904e-08,3.904775169871755e-09
2014,1.5807749775831326e-08,3.681256854903836e-09
2015,1.0196246513771712e-08,3.546520632724537e-09
2016,1.0149566520567532e-08,3.5212781579474495e-09
2017,1.1571811953103861e-08,1.0062445321423752e-09
2018,2.1684320117287825e-08,2.581466596041082e-09
2019,1.2499840273960672e-08,2.5509878653906526e-09
