year,mes_DET armes_NOUN,mes_DET charmes_NOUN
1800,5.502287976355547e-07,1.6978488037722173e-07
1801,4.738553229799436e-07,2.0240051412656612e-07
1802,4.520437073551875e-07,1.320325679898815e-07
1803,5.012371673274174e-07,1.5797747954238162e-07
1804,6.62456052680227e-07,2.026917709230247e-07
1805,3.894742519605643e-07,8.52863308864471e-08
1806,3.3801978389647047e-06,1.7290014397985942e-07
1807,6.00707503295439e-07,1.4804166426074516e-07
1808,4.033611773479606e-07,1.3143228727585665e-07
1809,7.522571401352707e-07,9.713831072843959e-08
1810,9.079691913882471e-07,2.433731904893932e-07
1811,6.944602439773462e-07,1.8803075141349268e-07
1812,6.054562504687055e-07,1.0135391326215881e-07
1813,5.320122031804431e-07,1.322841143291953e-07
1814,6.765356097560016e-07,8.810695817373926e-08
1815,3.5603349934909545e-07,8.361393355471591e-08
1816,3.684990073082872e-07,6.025770460382773e-08
1817,5.869412937897778e-07,8.407116069975018e-08
1818,4.065121483876055e-07,1.2278812455690513e-07
1819,6.345193881429623e-07,9.21243460405563e-08
1820,7.333485587679434e-07,1.4477106269339401e-07
1821,7.24819370745422e-07,1.9131286821405524e-07
1822,1.1960559902490786e-06,1.7544827812798758e-07
1823,8.212513034067115e-07,1.2353358480599042e-07
1824,8.454797111312473e-07,1.1115868581157429e-07
1825,8.145034584572386e-07,1.2767893053933221e-07
1826,1.0349381298624394e-06,8.543744911548856e-08
1827,5.659405575286769e-07,9.8624823863247e-08
1828,6.970948760454121e-07,8.163348275136428e-08
1829,5.812613448341608e-07,4.9724420136953995e-08
1830,6.637827567601562e-07,1.252420318564873e-07
1831,5.753155036813951e-07,6.704218780129167e-08
1832,6.183196017417458e-07,5.817886972181441e-08
1833,5.32846893719352e-07,8.108539617524002e-08
1834,5.470035056021061e-07,7.187588924040256e-08
1835,8.841250007662893e-07,8.924443761770817e-08
1836,7.507077643964521e-07,5.174977707467221e-08
1837,7.792837992681712e-07,3.7572612465730515e-08
1838,7.208489130050566e-07,5.2390943361402265e-08
1839,8.06816263576593e-07,3.4258228476247155e-08
1840,5.643544245259591e-07,6.433385663084934e-08
1841,5.605138930775411e-07,6.22793194793303e-08
1842,8.506080249048864e-07,3.6895456911878455e-08
1843,4.885015556510552e-07,3.307870161117776e-08
1844,4.3359633394857156e-07,4.335963504908946e-08
1845,5.524425805703004e-07,4.464182268293371e-08
1846,4.935344577461365e-07,5.678866221714429e-08
1847,4.023344892800651e-07,2.480882876909618e-08
1848,4.038701355568719e-07,2.413566591030758e-08
1849,3.8042542804817003e-07,4.692472543865733e-08
1850,5.940371750057238e-07,4.6844071732721204e-08
1851,4.1727869248830984e-07,1.8703371962303095e-08
1852,3.8216901643295387e-07,2.799534470909748e-08
1853,4.837264846457856e-07,1.9707375065181054e-08
1854,4.172118521772461e-07,3.948705151746168e-08
1855,5.471451913763303e-07,5.678422709820552e-08
1856,4.3074215660965365e-07,2.692138467708105e-08
1857,5.535631313335898e-07,7.468708806968039e-08
1858,6.3226292823515e-07,5.3830436996804565e-08
1859,5.148187423031914e-07,4.684799437271181e-08
1860,5.954916488803974e-07,6.224970183765777e-08
1861,4.843294654222063e-07,5.7063160419090764e-08
1862,5.755914509464333e-07,5.3764036778147783e-08
1863,6.453049969934455e-07,3.296449718748207e-08
1864,4.1522344318423166e-07,5.274200909344273e-08
1865,5.064564323475906e-07,6.260102924926514e-08
1866,5.639245310717911e-07,3.7465220259491616e-08
1867,4.542231515358708e-07,4.07636182586657e-08
1868,4.7521588086851807e-07,4.3964877960434023e-08
1869,5.30838512702303e-07,5.420706317149637e-08
1870,3.8188763973323603e-07,3.096386436141074e-08
1871,3.770517800205653e-07,2.8677177965619194e-08
1872,3.1809005962557535e-07,4.958818233813389e-08
1873,3.6394906999248633e-07,3.591602748542755e-08
1874,5.753548837361677e-07,4.062734149101743e-08
1875,4.20532233036397e-07,5.8931731217182204e-08
1876,3.3011242051017575e-07,4.171750367376603e-08
1877,5.535410458890055e-07,4.020130395243626e-08
1878,3.7080005732548216e-07,5.0124436046239396e-08
1879,4.649196476691486e-07,4.887460269831223e-08
1880,3.3244442754210013e-07,3.529815373326528e-08
1881,3.1306558057053735e-07,5.578006068152064e-08
1882,3.234517165218165e-07,1.0315847021047375e-07
1883,4.227637848686072e-07,6.066565561013704e-08
1884,3.6375349221628994e-07,1.7164412113856997e-08
1885,3.635338465812765e-07,2.9649923405372647e-08
1886,3.439696136808834e-07,2.1296430285921986e-08
1887,2.3112393598978542e-07,3.0685946228459215e-08
1888,2.555267784032367e-07,3.1703073943845084e-08
1889,3.7402866404079305e-07,3.4458253139746375e-08
1890,3.32962825311256e-07,2.2284913470116408e-08
1891,2.60705587784571e-07,3.1871099537283953e-08
1892,3.077839441090191e-07,5.077494980021413e-08
1893,2.8698221488099307e-07,1.970693297437265e-08
1894,3.554068044309133e-07,2.898708162391017e-08
1895,3.093567944034703e-07,1.3240951446391591e-08
1896,2.9013383873177645e-07,2.358811634906033e-08
1897,2.8667431628548457e-07,1.8645483379486905e-08
1898,2.817860860204746e-07,2.6028432742464247e-08
1899,2.802482246266891e-07,1.879376654301268e-08
1900,2.6733922364741147e-07,1.1939421895590385e-08
1901,1.8834049786420337e-07,2.1237207548097103e-08
1902,1.816805017540446e-07,1.3748794991386148e-08
1903,1.8900770371033104e-07,1.5120615870500842e-08
1904,1.3974025225849118e-07,1.7198800605910947e-08
1905,1.7907833971264608e-07,1.0837593933388234e-08
1906,1.7798877904873223e-07,1.8519063615940468e-08
1907,2.3142795768649194e-07,3.5485620997199874e-08
1908,1.3899230522085304e-07,3.0941749828983234e-08
1909,2.0408648460090717e-07,2.9705311099803566e-08
1910,2.1430044494508138e-07,2.8858414324872683e-08
1911,2.2930812315635762e-07,4.309503154331651e-08
1912,1.7920408978966407e-07,1.9274857876450113e-08
1913,2.8211906588637703e-07,2.598464909908671e-08
1914,2.457704999514476e-07,2.009023047921943e-08
1915,1.6139643554957672e-07,5.890380960771324e-09
1916,1.2855331266159453e-07,7.69122365795738e-09
1917,2.1055534382696806e-07,1.5352993543160665e-08
1918,1.4357970545830767e-07,6.89182577673364e-09
1919,1.3903851187047067e-07,2.762354434082681e-08
1920,1.8627689790662316e-07,1.817335570919454e-08
1921,1.4463947550780176e-07,4.2407384492904043e-08
1922,1.7264369223113363e-07,3.393850328547998e-08
1923,1.9851823562788695e-07,6.900366278372871e-08
1924,2.3849505392803394e-07,2.9650736976805092e-08
1925,2.69455370016658e-07,3.409435223034052e-08
1926,2.507881120550337e-07,6.799144358637932e-08
1927,2.575471067522983e-07,3.1217830098739796e-08
1928,1.885296749826182e-07,4.113374696412819e-08
1929,1.6153589665890422e-07,5.681607095908703e-08
1930,1.6385620948966562e-07,7.142450297870084e-08
1931,2.0073427542399713e-07,4.1059283972799676e-08
1932,2.1809478578660446e-07,3.06867029564728e-08
1933,1.6632460608789756e-07,1.261772819560747e-08
1934,1.8930896139579545e-07,3.354842448288764e-08
1935,1.4960354910442675e-07,2.5133396697185617e-08
1936,1.3337186377526677e-07,3.031178685830582e-08
1937,1.3094763273713284e-07,2.0145788925951535e-08
1938,1.5428605837364273e-07,2.852347158466273e-08
1939,1.269406233461723e-07,2.141167065872196e-08
1940,9.382397081481031e-08,2.5357829613881222e-08
1941,1.269146139293298e-07,6.198155233505531e-08
1942,1.9722376043418421e-07,8.799214157306778e-08
1943,2.8161380960511906e-07,3.774205836748479e-08
1944,2.313494089634105e-07,3.534504600111177e-08
1945,1.6774481537140673e-07,4.574858536443571e-08
1946,2.0185601545819054e-07,5.150808490839154e-08
1947,1.6331593633012176e-07,5.245183132274178e-08
1948,1.4024734795725635e-07,2.5005341575123907e-08
1949,1.443100232645378e-07,6.773735428122762e-08
1950,1.5633981753637727e-07,3.6160229699433444e-08
1951,1.6738400532290143e-07,2.6653505291740487e-08
1952,1.6133549429753202e-07,3.585233443459401e-08
1953,1.389823762742992e-07,1.6160741300730308e-08
1954,1.3681551047639573e-07,1.8567819282111486e-08
1955,1.3984556357371503e-07,6.945349717568661e-08
1956,1.5349209170345546e-07,5.755953580433015e-08
1957,1.1485548645495669e-07,8.569986675865948e-08
1958,1.7040821598257594e-07,4.715178913983209e-08
1959,1.364131669845392e-07,3.2553141071645086e-08
1960,1.882466635905189e-07,4.290916577609494e-08
1961,1.3340466287203867e-07,3.265634729299194e-08
1962,1.6552506032496694e-07,5.0735650347633054e-08
1963,1.7393683204858235e-07,4.4615766636724175e-08
1964,1.4114806562437465e-07,4.319617363801598e-08
1965,1.767470081404099e-07,3.3379464525751246e-08
1966,1.9996060096616475e-07,4.818994980837488e-08
1967,2.2087903239764728e-07,6.409436470455887e-08
1968,2.29062202095065e-07,7.141351060502288e-08
1969,2.3117546632533958e-07,2.4071315607443466e-08
1970,1.5359740945797284e-07,3.908916146322383e-08
1971,1.7573319643915397e-07,6.217461123725343e-08
1972,1.7237293237215567e-07,3.1293895919048964e-08
1973,1.549210333351425e-07,2.7566018800939673e-08
1974,1.0913609349572084e-07,1.2938814464291681e-08
1975,1.576368529043748e-07,2.798625331479343e-08
1976,1.3769599238599994e-07,2.799628240346408e-08
1977,1.2458777209900518e-07,2.6445518497286713e-08
1978,1.574256760505932e-07,3.0297016007097e-08
1979,1.6619604004119992e-07,3.745262810994632e-08
1980,1.3530658682370245e-07,1.762396628635088e-08
1981,1.0437156916509593e-07,3.162774819820413e-08
1982,1.2601229659736646e-07,2.483000827169235e-08
1983,1.2693785311768124e-07,2.715585867285597e-08
1984,1.2177918051747838e-07,4.059305835912852e-08
1985,1.3835783896354314e-07,3.729645892125433e-08
1986,1.4206930432081322e-07,1.618511108469889e-08
1987,1.3504905282957225e-07,2.9331920003983214e-08
1988,1.121355590605333e-07,2.218724931557503e-08
1989,1.306173080806161e-07,3.073348475712834e-08
1990,1.155114004447455e-07,3.214704125120704e-08
1991,1.3129682052692715e-07,3.751337640522934e-08
1992,1.4821750493609898e-07,3.361066047702366e-08
1993,1.2906353141772797e-07,3.157348393845183e-08
1994,1.3134567167227829e-07,2.9539588497495828e-08
1995,1.3501902929036191e-07,3.253470326480823e-08
1996,1.3131706211311212e-07,2.7224270171544163e-08
1997,1.7069823776694193e-07,2.7810388880666892e-08
1998,1.4352069666045963e-07,3.0039213450017144e-08
1999,1.416762307471231e-07,2.787822755978553e-08
2000,1.3519176134124677e-07,3.092622002931478e-08
2001,1.6473356190260802e-07,4.249775392706212e-08
2002,1.2793166836999603e-07,3.7240381001169e-08
2003,1.4542560755614886e-07,4.416938248485991e-08
2004,1.211317575133819e-07,2.1583477588515976e-08
2005,1.1259374144145795e-07,3.602999587570821e-08
2006,1.3300785095538004e-07,3.335490728062496e-08
2007,1.4499959943847784e-07,4.0743692197864334e-08
2008,1.4304997986158696e-07,4.044567636363183e-08
2009,1.7976085242565887e-07,4.2436912872645394e-08
2010,1.733632011280406e-07,6.188168821807949e-08
2011,2.2982071801180837e-07,7.800902901422546e-08
2012,2.764253101972258e-07,9.872333039950831e-08
2013,4.122326835442891e-07,1.076602234029167e-07
2014,3.8913050026678775e-07,1.2884399414048175e-07
2015,3.905605829856995e-07,1.1969506941156283e-07
2016,4.2503896580114997e-07,1.3919404562301452e-07
2017,3.1092956653822057e-07,1.1697592994242001e-07
2018,4.391074970300224e-07,1.3707588930600423e-07
2019,3.992295827259795e-07,1.1606994476665022e-07
