year,six_DET arts_NOUN,six_DET chars_NOUN
1800,0.0,6.288328968651058e-09
1801,0.0,2.1430643926123594e-08
1802,0.0,0.0
1803,0.0,1.3652374342143503e-08
1804,2.4718509461507665e-09,7.4155526164076946e-09
1805,0.0,3.695740957709859e-08
1806,5.76333825108577e-09,8.645007376628655e-09
1807,2.8469551160981155e-09,0.0
1808,0.0,0.0
1809,0.0,1.3554183553310395e-08
1810,0.0,0.0
1811,0.0,2.5070767684098882e-09
1812,0.0,5.3344164641089264e-09
1813,2.8757416448144113e-09,2.5881675469463516e-08
1814,9.440030979135372e-09,2.2026739543434815e-08
1815,0.0,5.394447111228828e-09
1816,0.0,0.0
1817,1.556873407970727e-09,4.670620334934483e-09
1818,1.1921177378582115e-09,2.384235475716423e-09
1819,2.070210003424222e-09,5.175524897538253e-09
1820,1.1866481131050932e-09,1.1866481131050932e-08
1821,3.94459531705138e-09,2.465372084259343e-08
1822,0.0,7.017931125119503e-09
1823,9.882686891060644e-10,1.087095569118901e-08
1824,0.0,3.3684450784221553e-09
1825,2.641632912414593e-09,2.201360693732113e-08
1826,0.0,7.927186018719112e-09
1827,7.373818444733615e-09,9.217273055917019e-10
1828,0.0,0.0
1829,0.0,2.571952872898464e-09
1830,2.0873671680021744e-09,5.218417697960831e-09
1831,1.4032085715598441e-08,0.0
1832,0.0,1.3529969367098715e-09
1833,0.0,1.2741991461950875e-08
1834,0.0,2.6136685704614138e-08
1835,7.563087933704082e-10,2.7227116561334697e-08
1836,2.016224964762614e-09,2.8227150394855016e-08
1837,0.0,8.349468672008697e-09
1838,0.0,1.3255539776935166e-08
1839,0.0,1.11863602825224e-08
1840,5.732719632334238e-09,2.5478754661634184e-09
1841,6.420548537278137e-10,5.1364388298225094e-09
1842,4.695785538189057e-09,1.6770663080478698e-08
1843,0.0,2.0674189471492355e-08
1844,5.488561272137815e-10,5.488561161115513e-09
1845,1.674068439427856e-09,1.5624638138866942e-08
1846,1.7563503984519002e-09,7.610851504580296e-09
1847,0.0,1.0786447290911383e-09
1848,0.0,8.849743549088629e-09
1849,0.0,3.3517659758786067e-09
1850,1.3577992064028876e-09,7.467895635215882e-09
1851,0.0,5.159551008659946e-09
1852,6.510545436100301e-10,9.765818376195057e-09
1853,1.1943863675867306e-09,9.555090940693844e-09
1854,0.0,9.871762296498332e-09
1855,0.0,5.837630823180007e-09
1856,0.0,1.0354378465748937e-09
1857,2.9289055625270066e-09,7.322263684272912e-09
1858,4.893676019968041e-10,8.31924928945682e-09
1859,5.092173349652285e-10,4.582956236731661e-09
1860,2.746310290291376e-09,9.154368152408665e-09
1861,1.4147891747029462e-09,6.6023493339173456e-09
1862,1.3553959066214816e-09,4.066187830886747e-09
1863,0.0,9.989241434027463e-09
1864,0.0,7.671564716815737e-09
1865,4.23615986733239e-09,8.001635798393636e-09
1866,9.731225603104576e-09,2.0922135690604193e-08
1867,4.85281148598915e-10,6.79393608038481e-09
1868,0.0,1.432563490055827e-08
1869,4.883519144627257e-10,9.278686263769487e-09
1870,1.1468097582678638e-09,1.6055337059839303e-08
1871,1.0621177271019633e-09,2.1242354542039266e-09
1872,0.0,3.0236697590169115e-09
1873,0.0,1.7359413795325906e-08
1874,5.974609140757536e-10,2.0313670745508716e-08
1875,5.721527140956084e-10,1.1443054226401017e-08
1876,1.209202959984168e-09,8.464420275799966e-09
1877,0.0,1.8554447978047506e-09
1878,0.0,1.509772218355465e-08
1879,0.0,6.720258016734704e-09
1880,3.2089231272180996e-09,1.4119261537715033e-08
1881,1.3945015142624584e-09,1.533951698995395e-08
1882,3.3276925659464496e-09,3.3276925659464496e-09
1883,6.319338941018771e-10,3.159669414998234e-09
1884,1.9805090900604227e-09,9.242375753615306e-09
1885,0.0,5.156508553483263e-09
1886,0.0,1.0325542199041138e-08
1887,0.0,3.9173548849191775e-09
1888,1.9021844099853524e-09,1.521747527988282e-08
1889,8.14467782106476e-09,2.380751951136517e-08
1890,1.3108772956016423e-09,5.898947996740844e-09
1891,0.0,1.211101796627645e-08
1892,0.0,9.402768341715273e-09
1893,0.0,8.005941742883493e-09
1894,0.0,5.041231432301174e-09
1895,2.4074457982692365e-09,8.426060071897723e-09
1896,0.0,8.255840677762194e-09
1897,5.826713556089658e-10,1.3401440845939305e-08
1898,5.6583548957434e-10,9.61920332276378e-09
1899,5.527578395003729e-10,5.527578395003729e-10
1900,0.0,2.595526460424935e-09
1901,0.0,3.912117296778206e-09
1902,2.455141867585553e-09,9.820567692386817e-09
1903,0.0,2.7001101354784396e-09
1904,0.0,8.061937784020756e-09
1905,2.580379465655369e-09,7.741138396966107e-09
1906,5.144184522798412e-10,9.259531807970234e-09
1907,5.142843373384665e-10,5.142843484406967e-09
1908,4.911389073214423e-10,8.840499887696751e-09
1909,0.0,3.850688656825696e-09
1910,1.068830135508847e-09,3.740905363258662e-09
1911,5.320374141248863e-10,2.128149656499545e-09
1912,2.0837684910901544e-09,6.772247651554153e-09
1913,0.0,5.833288574397244e-09
1914,1.3393487430235496e-09,7.366418142140674e-09
1915,0.0,4.712304768617059e-09
1916,1.0987462051303964e-09,4.394984820521586e-09
1917,0.0,6.57985488317081e-09
1918,2.2972752589112133e-09,4.594550517822427e-09
1919,0.0,1.381177239245801e-08
1920,0.0,7.572231730534895e-10
1921,7.572747429129834e-10,1.5145494858259667e-09
1922,0.0,1.4755870969551665e-09
1923,1.0615948120573648e-09,0.0
1924,1.289162443462999e-09,1.1602461880144688e-08
1925,1.0998177923937646e-09,6.598906754362588e-09
1926,3.3438415369957397e-09,3.343841648018042e-09
1927,0.0,5.574612327308159e-09
1928,3.4278122562625413e-09,1.1426041224282812e-09
1929,0.0,4.4561625500705304e-09
1930,3.1510811737689437e-09,1.2604324695075775e-08
1931,0.0,6.843213995466613e-09
1932,1.0959536611565568e-09,5.479768305782784e-09
1933,2.2941324395731044e-09,3.4411986593596566e-09
1934,0.0,0.0
1935,1.196828414151696e-09,1.0771455727365264e-08
1936,3.6374143697059935e-09,8.487300195980652e-09
1937,0.0,2.5182236296217297e-09
1938,2.5930428915188486e-09,3.8895642262559704e-09
1939,1.5294050470515685e-09,4.588215141154706e-09
1940,1.0143131667916805e-08,3.550096039361961e-08
1941,2.9515025978810172e-09,2.6563523380929155e-08
1942,3.034211770724937e-09,1.8205270180260413e-08
1943,0.0,8.709705845433291e-09
1944,0.0,1.2852744646352221e-08
1945,4.357008087652048e-09,3.7034570077310036e-08
1946,0.0,2.5057987684817817e-08
1947,0.0,7.152522574216391e-09
1948,1.0871887834440486e-09,6.523132700664291e-09
1949,2.945102384188658e-09,8.835307596655184e-09
1950,2.1270722960764488e-09,6.381216888229346e-09
1951,2.1322803522849654e-09,1.2793682557799002e-08
1952,1.0544803918932644e-09,3.1634410646574906e-09
1953,0.0,2.1547654771580937e-09
1954,0.0,1.2704296947774196e-08
1955,9.385607846468247e-10,4.6928039232341234e-09
1956,1.744228317335228e-09,1.3953826538681824e-08
1957,8.835037701437898e-10,8.835037701437898e-09
1958,0.0,1.2408365002158916e-08
1959,7.750747821333448e-10,7.750748043378053e-09
1960,1.3841666701708277e-09,1.1073333472388924e-08
1961,6.948159270159238e-10,3.4740795795684676e-09
1962,0.0,1.3952304034337004e-08
1963,4.526237051827309e-09,1.4225316924409981e-08
1964,0.0,1.9468698431168718e-08
1965,1.6416130677043839e-09,1.0944086803466035e-08
1966,1.6617224263271169e-09,7.754704767215514e-09
1967,3.944268467392931e-09,9.860670724393117e-09
1968,1.7965663401398047e-09,1.751652198289655e-08
1969,0.0,1.6804503094602907e-08
1970,1.8394900047624674e-09,1.1496812168942938e-08
1971,1.0276794970565106e-09,8.22143575440748e-09
1972,1.0260293725750103e-09,3.591102859523687e-09
1973,0.0,7.71848518432705e-09
1974,0.0,7.313243399753588e-09
1975,0.0,8.567220266542108e-09
1976,1.142705374768127e-09,3.4281161798155324e-09
1977,5.876781838942691e-10,2.938390863960194e-09
1978,0.0,5.940591130126904e-09
1979,2.9259866751729646e-09,1.638552571403551e-08
1980,5.685150683554241e-10,1.1938816268930452e-08
1981,1.2651099057237047e-09,9.488323904349727e-09
1982,1.8622506869903077e-09,9.932003885992913e-09
1983,1.2630632095778083e-09,5.68378411003323e-09
1984,1.7397025486864948e-09,1.0438215625185876e-08
1985,2.4062232206745193e-09,7.820225356169885e-09
1986,1.7983456390702202e-09,7.792831269171074e-09
1987,1.8332451112712533e-09,8.555143704569446e-09
1988,5.996553809062277e-10,9.594485872455039e-09
1989,3.2928733073589456e-09,1.1525056908823217e-08
1990,1.089730194969718e-09,1.0352436741190019e-08
1991,5.8614650910726596e-09,1.1136784161536184e-08
1992,1.65298330578878e-09,7.713922056673539e-09
1993,1.1078414852150331e-09,9.416652901883538e-09
1994,1.0549853213248639e-09,1.1077346095955676e-08
1995,1.0844901643380922e-09,4.337960657352369e-09
1996,2.6690460952494277e-09,4.270473530354479e-09
1997,4.794894592485832e-09,4.315405033317177e-09
1998,1.9072516899143466e-09,4.291316191284977e-09
1999,2.7421207526856506e-09,6.8553016596695215e-09
2000,2.2090157481002848e-09,1.1045079073568331e-08
2001,1.3143635346768434e-09,8.762423453489987e-09
2002,1.3143663935011318e-09,9.200564754507923e-09
2003,1.6667692226413067e-09,7.500461418619153e-09
2004,8.809582507929292e-10,1.1452457121530202e-08
2005,1.8014998381943315e-09,5.404499625605297e-09
2006,3.294311934354255e-09,7.41220168576362e-09
2007,7.988958938831558e-10,9.586750782109021e-09
2008,2.5544638071473003e-09,1.1920831211043037e-08
2009,1.430457752249481e-09,9.536385237041145e-09
2010,9.447586046817946e-10,4.251413721068076e-09
2011,0.0,6.1183551280930004e-09
2012,3.404252713057332e-10,7.489355857703828e-09
2013,1.1156500168141292e-09,6.136074981455408e-09
2014,2.1654451148878096e-09,8.661780626084692e-09
2015,1.551602762939197e-09,6.64972610309178e-09
2016,1.6570720351438695e-09,7.249690292532307e-09
2017,1.2578056929335446e-09,9.307762255383878e-09
2018,5.162933414126769e-10,6.7118134383648e-09
2019,2.55098775436835e-10,5.86727205709181e-09
