year,aux_ADP arts_NOUN,aux_ADP chars_NOUN
1970,1.5014836748372673e-06,1.1082926931749171e-07
1971,1.4454312262657254e-06,6.422996534638514e-08
1972,1.7581013818102065e-06,1.1850639508592664e-07
1973,1.4549345168646255e-06,1.1522596099489135e-07
1974,1.547594710160638e-06,1.1476166150714562e-07
1975,1.3559053639866647e-06,7.710498461932502e-08
1976,1.618070825770701e-06,9.54159005139843e-08
1977,1.4621432988803917e-06,6.523227646937357e-08
1978,1.453662683559287e-06,9.50494593032758e-08
1979,1.4109108352755584e-06,8.192762812608834e-08
1980,1.513955623977381e-06,1.1597707438859572e-07
1981,1.493462249424482e-06,7.337637125681695e-08
1982,1.3526147615294803e-06,1.5022155008814764e-07
1983,1.3584244924480515e-06,9.536127265619143e-08
1984,1.5216598567846518e-06,1.0380225146100486e-07
1985,1.4383199653522638e-06,9.925670951815846e-08
1986,1.6616713711670172e-06,1.0010790885139897e-07
1987,1.7183616947136215e-06,9.044008991709873e-08
1988,1.6772360833527955e-06,1.193314176362037e-07
1989,1.8818770932682582e-06,1.3665424281050775e-07
1990,1.7768050355471132e-06,1.4547897742023252e-07
1991,1.7361659851999889e-06,1.2719380038106465e-07
1992,1.9141546037104717e-06,9.036308767917944e-08
1993,1.8611736862794714e-06,9.084300423012337e-08
1994,1.7496931254967762e-06,1.260707448991205e-07
1995,1.6993960727518242e-06,1.0682227874481143e-07
1996,1.9291864905568445e-06,7.473329333151923e-08
1997,1.759726302452691e-06,1.0165176023146927e-07
1998,1.8595703927815066e-06,8.868720480226244e-08
1999,1.9181134298662528e-06,7.403725793553306e-08
2000,1.964256797215569e-06,8.747702129330293e-08
2001,1.9338668701962547e-06,6.57181757901526e-08
2002,1.929051848925667e-06,9.594875116647472e-08
2003,1.901783559743464e-06,8.000492135451509e-08
2004,1.744297358996505e-06,9.338157269667136e-08
2005,1.756912730854765e-06,8.647199223332791e-08
2006,1.7599860984152116e-06,7.123949785636796e-08
2007,1.9037689251710788e-06,6.031664057104535e-08
2008,1.8519862612365046e-06,7.450519490248553e-08
2009,1.7370525196014341e-06,8.868838374809229e-08
2010,1.434616000661748e-06,1.0297868868747173e-07
2011,1.4381958672871065e-06,8.030341447362588e-08
2012,1.1703820983477442e-06,7.251058620205697e-08
2013,1.0618198902356824e-06,8.032680343106335e-08
2014,1.1548318834542215e-06,1.1325278559404239e-07
2015,1.1980589846860568e-06,6.649725969865017e-08
2016,1.2875449613147794e-06,7.477537655731226e-08
2017,1.0105210521693664e-06,9.081357221774056e-08
2018,1.0034161335159553e-06,7.3571802816641e-08
2019,1.0826391636520327e-06,6.453998824262897e-08
