year,aux_ADP arts_NOUN,aux_ADP chars_NOUN
1800,9.492232409868961e-06,9.432493186523061e-08
1801,6.767321032441487e-06,4.5242470436690496e-08
1802,6.494211845620157e-06,9.84649659585557e-08
1803,7.22015596466008e-06,4.8758481252519914e-08
1804,6.491080696946483e-06,1.7055771195373381e-07
1805,7.110037023139171e-06,6.822906328807221e-08
1806,7.797796595099271e-06,9.22134111291939e-08
1807,9.60847353326244e-06,5.124519120158766e-08
1808,6.39712692063199e-06,1.0650547466184435e-07
1809,5.988689963487559e-06,6.09938268780752e-08
1810,7.455644006171269e-06,1.263668423234776e-07
1811,5.773797786545742e-06,2.2563691359778204e-08
1812,6.291944060876631e-06,4.267533171287141e-08
1813,5.906773560937495e-06,8.052076339026826e-08
1814,5.242364110813469e-06,5.97868634599763e-08
1815,4.436932698581586e-06,4.8550024445148665e-08
1816,5.51126220216247e-06,4.4034472068688046e-08
1817,5.103430922304142e-06,5.4490570278176165e-08
1818,4.667141027425714e-06,1.1325118265403944e-07
1819,5.145506875692263e-06,1.1075623262968293e-07
1820,4.7655788080192e-06,7.001224133773576e-08
1821,5.1703782375511764e-06,7.198886464721e-08
1822,5.469976002814292e-06,2.8071724500478012e-08
1823,5.026334470414895e-06,3.261286707356703e-08
1824,4.880876732116235e-06,1.0526390781251393e-07
1825,6.023803607035916e-06,5.899646993157148e-08
1826,5.874925456339497e-06,4.492072136486058e-08
1827,6.737826716118889e-06,6.636436467033491e-08
1828,5.504298016489884e-06,7.521286704559316e-08
1829,5.674585082715566e-06,5.658296231558779e-08
1830,5.496037545071886e-06,1.07499410262335e-07
1831,4.755317764448819e-06,3.897801548191637e-08
1832,4.849140797791307e-06,7.170883975504694e-08
1833,4.679786020034271e-06,6.950177322551099e-08
1834,4.5113788909034724e-06,1.1481473194407954e-07
1835,4.065916122897306e-06,9.22696727911898e-08
1836,3.365079589201514e-06,6.115882467128131e-08
1837,4.265187053320574e-06,4.800944575222843e-08
1838,4.1319410399864864e-06,6.312161660027016e-08
1839,4.060648924664179e-06,7.2012191765225e-08
1840,4.030738871563244e-06,8.344292012907317e-08
1841,4.0353148307303854e-06,8.603535039952703e-08
1842,4.245661074264717e-06,6.305769373327053e-08
1843,3.979486013605538e-06,8.624090075404212e-08
1844,3.5774441826674774e-06,3.3480223038395707e-08
1845,3.26443331033488e-06,6.026646248713519e-08
1846,3.301353384443928e-06,6.732676638421253e-08
1847,3.817323626975622e-06,4.314578916364553e-08
1848,3.193148550906244e-06,5.712107409294731e-08
1849,3.0953558542989867e-06,3.100383594301093e-08
1850,3.6321129783800643e-06,6.856885725881057e-08
1851,3.092505846069571e-06,1.4898203604118976e-07
1852,3.875727676572183e-06,4.7526981461487594e-08
1853,3.4583457058090517e-06,5.912212586167698e-08
1854,3.6463172250478237e-06,3.792835201466005e-08
1855,3.852305589191474e-06,1.0136249528613916e-07
1856,3.835261829010506e-06,6.626801996034715e-08
1857,3.3199143771867057e-06,6.199516633387248e-08
1858,3.3898493256856455e-06,9.787351862300397e-08
1859,3.293108463253702e-06,5.092173216425522e-08
1860,3.3207470337970335e-06,5.401077141087285e-08
1861,3.4332216429788787e-06,7.168264914980682e-08
1862,3.5872811423587336e-06,5.3312238623703934e-08
1863,3.5177115229600986e-06,7.641769883548477e-08
1864,3.4637113728308577e-06,7.863353912451743e-08
1865,2.7130251218920876e-06,5.1775287668309744e-08
1866,2.912069419380714e-06,6.860514523143735e-08
1867,3.0956084202671263e-06,3.930777126015528e-08
1868,3.3487405168841633e-06,6.668829788392117e-08
1869,2.600962243803906e-06,6.788091755360881e-08
1870,2.7454626554401784e-06,1.106671434492057e-07
1871,2.5469584059578665e-06,5.735435593123839e-08
1872,2.7485156692819146e-06,1.2336572297044768e-07
1873,2.5817636597480487e-06,8.440266474618596e-08
1874,2.5003739594353647e-06,6.213593300996578e-08
1875,2.5872744906507705e-06,8.639506177132716e-08
1876,2.8428362384147476e-06,4.534511144349551e-08
1877,2.6866841658090834e-06,8.04026111245193e-08
1878,2.631834853161763e-06,5.072834596830944e-08
1879,2.423569320342267e-06,4.3376211067425174e-08
1880,2.8912397027625047e-06,4.685027699125044e-08
1881,2.861517032215488e-06,7.181682804002776e-08
1882,2.5090803035254794e-06,7.320923911535715e-08
1883,2.661073523313462e-06,4.802697617378726e-08
1884,2.2762651497032493e-06,4.5551708183211304e-08
1885,2.0793621118286865e-06,5.3498775243188135e-08
1886,2.11802678506956e-06,6.324394824508417e-08
1887,1.9717352337522698e-06,3.525619224342691e-08
1888,2.212874598228609e-06,5.833365435137239e-08
1889,2.364462602599815e-06,4.260293068325538e-08
1890,2.075774247600748e-06,6.095579152542996e-08
1891,2.2399008230422623e-06,4.334469738687119e-08
1892,1.8930907756953275e-06,7.334159213279179e-08
1893,2.045210088397198e-06,3.5718816460139635e-08
1894,2.00577994746709e-06,5.7344009318782696e-08
1895,1.8091954814281053e-06,4.03247166769205e-08
1896,1.8463597761808614e-06,5.89702899844724e-08
1897,1.9845786347616468e-06,5.127507951563359e-08
1898,1.6816630576954594e-06,5.7149384002919135e-08
1899,1.8451056433832491e-06,3.924580660452648e-08
1900,1.9492404952359266e-06,6.021621301588453e-08
1901,1.560375959996918e-06,4.638653217092781e-08
1902,1.427910589768544e-06,5.106695155632224e-08
1903,1.6918889933492665e-06,5.508224765193859e-08
1904,1.8031867625722953e-06,4.998401514910711e-08
1905,1.6514429006520004e-06,4.025391897588548e-08
1906,1.7515948869117892e-06,5.144184400673879e-08
1907,1.927023472347855e-06,4.6799873643088574e-08
1908,1.9979530989644445e-06,3.929111258571538e-08
1909,1.8125740552932257e-06,4.5658164971040804e-08
1910,1.698371107750063e-06,5.985448914280767e-08
1911,1.6663411184225652e-06,4.469114300853505e-08
1912,1.7425513867408426e-06,3.542406606937831e-08
1913,1.8401373829135537e-06,3.712092955243662e-08
1914,1.7846821567246707e-06,5.625264576369915e-08
1915,1.7082104655230523e-06,4.7123047686170594e-08
1916,1.541540875393821e-06,6.262853702310167e-08
1917,1.8105566574888599e-06,4.276905518629803e-08
1918,1.6184304847399744e-06,8.729645628591243e-08
1919,1.48706756775141e-06,1.6666206192894606e-07
1920,1.6499892918631076e-06,8.480899360563399e-08
1921,1.3880845806113484e-06,1.0829029140069224e-07
1922,1.4320573029635852e-06,9.591315980328474e-08
1923,1.4650008406391635e-06,9.872831574497809e-08
1924,1.7261884961428109e-06,1.0184383092415317e-07
1925,1.6167321277293922e-06,6.488924952918751e-08
1926,1.4634879850206062e-06,4.0126099776216506e-08
1927,1.4572037427829088e-06,7.469980545238286e-08
1928,1.3174226101142494e-06,3.6563331695660395e-08
1929,1.399235075361105e-06,5.570203187588163e-08
1930,1.4200871714109553e-06,7.877702812297827e-08
1931,1.4975233515457376e-06,7.755642172924126e-08
1932,1.3743258461262897e-06,9.973178061173371e-08
1933,1.534774646927417e-06,9.291236668929059e-08
1934,1.6306930135101538e-06,6.949316855298093e-08
1935,1.651623267484581e-06,5.146362269670135e-08
1936,1.4998272117594524e-06,6.304851885019502e-08
1937,1.5159706565626152e-06,1.6998009921831425e-07
1938,1.6828848448113831e-06,9.594259020584417e-08
1939,1.437640688273234e-06,1.4376406909377693e-07
1940,1.4808971764423973e-06,2.0032684999726769e-07
1941,1.4344302465829628e-06,2.5678073711787874e-07
1942,1.4685584517337702e-06,2.0936061195797606e-07
1943,1.3732302055480261e-06,1.800005833274554e-07
1944,1.2756348972686737e-06,3.66303225973752e-07
1945,1.1284651248999467e-06,3.8341670460795285e-07
1946,1.30719171309579e-06,1.6844535544180417e-07
1947,1.2206972122008608e-06,2.9682968261113274e-07
1948,1.2339593036259089e-06,1.3807298016033087e-07
1949,1.3174424600137513e-06,1.4529172176480643e-07
1950,1.1337295635627243e-06,1.4464092146226903e-07
1951,1.3262783851164528e-06,2.2708785096803297e-07
1952,1.0565893671099502e-06,1.2759212175694756e-07
1953,1.145257872092742e-06,1.3251808383962782e-07
1954,1.2645661167098865e-06,7.23167674632208e-08
1955,1.437875076781836e-06,8.728615608077916e-08
1956,1.802659924443617e-06,1.325613463443176e-07
1957,1.5964912640775708e-06,1.1220498175035232e-07
1958,1.2325643048427537e-06,8.437688525653186e-08
1959,1.1649374340727547e-06,8.913360116657998e-08
1960,1.2533628985789136e-06,9.689166902138169e-08
1961,1.2729027538682658e-06,8.198828238548117e-08
1962,1.216387264024732e-06,1.1098424013145092e-07
1963,1.175528431041073e-06,9.117135291170086e-08
1964,1.383494351525627e-06,1.2107097008273726e-07
1965,1.5004343225655248e-06,1.1546011546847978e-07
1966,1.391415596962986e-06,9.914943954747457e-08
1967,1.439658016799683e-06,1.316399548256797e-07
1968,1.9151396557504086e-06,1.25759642588541e-07
1969,1.7181469544880201e-06,1.0582295340011427e-07
