year,certains_DET ans_NOUN,certains_DET chants_NOUN
1849,8.379414939696517e-10,3.77073661184113e-08
1850,0.0,1.9009188889640427e-08
1851,0.0,9.674158585326609e-09
1852,0.0,5.6641745516117226e-08
1853,0.0,5.01642281047765e-08
1854,2.5978321716024766e-09,4.831968003493614e-08
1855,5.306937111981824e-10,3.290301009428731e-08
1856,4.141751386299575e-09,9.836659486950339e-09
1857,4.393358121745905e-09,4.100467743128888e-08
1858,0.0,2.3000277904472455e-08
1859,1.5276520048956854e-09,2.6988518087023294e-08
1860,9.154367819341758e-10,2.334363813361051e-08
1861,6.13075279431996e-09,1.744906530376511e-08
1862,4.517986262886353e-10,3.7499287675046844e-08
1863,9.989241656072068e-10,1.6981710260211003e-08
1864,4.794727948009836e-10,3.7398876884253696e-08
1865,5.6482134525026595e-09,2.3534221682552925e-08
1866,1.4596839292835284e-09,1.897589108068587e-08
1867,0.0,3.591080499631971e-08
1868,0.0,3.3591144088518377e-08
1869,0.0,5.8602231289839324e-08
1870,2.2936195165357276e-09,3.4404292303946704e-08
1871,0.0,2.230447138096281e-08
1872,6.047339295989218e-10,4.5959778094406545e-08
1873,0.0,4.130343067565434e-08
1874,0.0,4.361464522872893e-08
1875,0.0,3.776208029604433e-08
1876,3.627608879952504e-09,2.9020870595530823e-08
1877,0.0,2.5976227391311113e-08
1878,3.6234530931267273e-09,5.978697714681402e-08
1879,0.0,2.3215435795975736e-08
1880,0.0,2.3746030919369332e-08
1881,2.091752326904839e-09,4.3926798420912405e-08
1882,0.0,3.926677294430192e-08
1883,0.0,1.3270612164717477e-08
1884,6.601696966868076e-10,3.564916362108761e-08
1885,0.0,2.384885200434894e-08
1886,1.2906927748801422e-09,3.743009058254643e-08
1887,0.0,5.810742781386935e-08
1888,5.706553452000662e-09,2.0924028509838877e-08
1889,6.265136742733546e-10,4.385595886446936e-08
1890,2.6217545912032847e-09,3.736000309118026e-08
1891,2.5496880162734215e-09,4.206985249055606e-08
1892,0.0,2.0059239380643135e-08
1893,6.158416554491453e-10,2.894455741753177e-08
1894,0.0,1.7644310235098715e-08
1895,6.018614495673091e-10,4.2732163141323554e-08
1896,0.0,2.3588116127015724e-08
1897,0.0,3.204692333724779e-08
1898,5.6583548957434e-10,6.11102315417611e-08
1899,0.0,2.432134493801641e-08
1900,5.191053142894475e-10,4.464305813911551e-08
1901,0.0,1.844283858964957e-08
1902,0.0,2.79886189780143e-08
1903,0.0,3.13212775715499e-08
1904,5.374625189347171e-10,2.741058935384899e-08
1905,0.0,3.044847840527609e-08
1906,0.0,2.3148830852193214e-08
1907,0.0,2.3142795013697537e-08
1908,2.4556945366072114e-09,1.6698722404839828e-08
1909,0.0,3.5206295212475425e-08
1910,5.344150677544235e-10,4.489086524728236e-08
1911,6.384448969498635e-09,3.139020576803375e-08
1912,5.209421227725386e-10,3.8028776128129493e-08
1913,1.060597942803554e-09,4.4545112265481634e-08
1914,0.0,3.8171439342704616e-08
1915,0.0,2.8273827723523937e-08
1916,0.0,3.076489329956189e-08
1917,0.0,3.509255963596303e-08
1918,1.1486376294556067e-09,2.1824114959656526e-08
1919,0.0,3.3148252809311884e-08
1920,0.0,4.846228263133412e-08
1921,0.0,3.559191341651058e-08
1922,1.4755870969551665e-09,5.090775356819677e-08
1923,1.0615948120573648e-09,2.0170300985000722e-08
1924,0.0,5.414482329157977e-08
1925,0.0,6.158979815040766e-08
1926,0.0,5.684530623994988e-08
1927,0.0,4.013721111029156e-08
1928,0.0,5.941541469933753e-08
1929,2.2280812750352652e-09,5.124587065807873e-08
1930,0.0,6.197126189988467e-08
1931,2.2810713318222042e-09,5.24646406319107e-08
1932,3.287861094491973e-09,4.603005265835236e-08
1933,1.1470662197865522e-09,4.4735583903943166e-08
1934,0.0,6.11060571031885e-08
1935,8.377798899061872e-09,7.061287554677165e-08
1936,0.0,6.426098764222843e-08
1937,1.2591118148108649e-09,3.14777944820932e-08
1938,3.8895642262559704e-09,4.4081729155820426e-08
1939,0.0,3.976452944698394e-08
1940,0.0,2.2822046474857416e-08
1941,0.0,2.066051862925633e-08
1942,0.0,5.461581054078124e-08
1943,2.9032352077962287e-09,3.1935586841669306e-08
1944,0.0,3.855823393905666e-08
1945,0.0,4.574858536443571e-08
1946,0.0,5.986074746999748e-08
1947,0.0,4.4107223651224103e-08
1948,0.0,5.218506071713591e-08
1949,0.0,2.0615717577499026e-08
1950,0.0,6.381217199091793e-08
1951,1.0661401761424827e-09,5.437314953837813e-08
1952,0.0,3.268889048335666e-08
1953,0.0,6.895249615723742e-08
1954,9.772536113672459e-10,4.690817245744938e-08
1955,1.8771215692936494e-09,6.476069280836327e-08
1956,0.0,6.540856034575881e-08
1957,0.0,5.0359715730863286e-08
1958,0.0,3.391619785020339e-08
1959,0.0,6.123090767751194e-08
1960,1.3841666701708277e-09,8.997083611461676e-08
1961,1.3896318540318475e-09,4.724748325912742e-08
1962,0.0,4.502788986116002e-08
1963,0.0,4.6555584276575246e-08
1964,6.083968329129164e-10,4.1979382636725404e-08
1965,1.0944086747954884e-09,7.277817815065646e-08
1966,5.539074754423723e-10,6.536108188015533e-08
1967,1.4791006197611978e-09,5.275459180609232e-08
1968,4.4914158503495116e-10,6.332896251848297e-08
1969,9.083515606356229e-10,4.814263365737759e-08
1970,9.197450023812337e-10,5.564457161710834e-08
1971,0.0,5.446701401012888e-08
1972,1.0260293725750103e-09,5.3866540117297745e-08
1973,2.205281512956958e-09,6.119656292824516e-08
1974,5.625571675160757e-10,6.244384742615239e-08
1975,1.7134440533084216e-09,5.9399393848025284e-08
1976,1.142705374768127e-09,4.456550950493465e-08
1977,0.0,3.055926645068041e-08
1978,3.5643548113029055e-09,4.455443658457625e-08
1979,0.0,3.803782622213703e-08
1980,0.0,6.08311108152293e-08
1981,0.0,5.123695068220968e-08
1982,6.207502289967692e-10,5.8350520859562494e-08
1983,0.0,5.683784509713519e-08
1984,5.799008495621649e-10,4.40724630124123e-08
1985,6.015558051686298e-10,4.692135302519773e-08
1986,2.3977941854269602e-09,5.514926559868627e-08
1987,6.110816852533674e-10,6.599682045305144e-08
1988,0.0,6.116485007368055e-08
1989,5.488122178931576e-10,4.774666439999464e-08
1990,1.089730194969718e-09,5.339678121885072e-08
1991,1.1722930404189924e-09,4.5133282000620056e-08
1992,1.1019888335184191e-09,4.187557678392295e-08
1993,1.1078414852150331e-09,5.982344042365639e-08
1994,0.0,4.3781891445604515e-08
1995,0.0,7.428757697880428e-08
1996,5.338092190498855e-10,5.925282220431427e-08
1997,4.79489448146353e-10,6.233362714880286e-08
1998,0.0,6.103205318908067e-08
1999,0.0,6.672493846338057e-08
2000,0.0,6.22942426531381e-08
2001,1.3143635069212678e-09,6.747066283452341e-08
2002,0.0,6.571832233959185e-08
2003,1.6667691671301554e-09,5.542007563974494e-08
2004,0.0,9.073870277376272e-08
2005,1.8014998381943315e-09,7.115924294254228e-08
2006,8.235779835885637e-10,5.888582510493734e-08
2007,7.988958938831558e-10,5.432492233836683e-08
2008,1.7029758714315335e-09,6.811903574543976e-08
2009,4.76819250749827e-10,4.9112383493365996e-08
2010,4.723793023408973e-10,4.345889514922874e-08
2011,0.0,4.244608842185471e-08
2012,0.0,3.2340400135666414e-08
2013,0.0,3.402732584589785e-08
2014,0.0,3.4863668396667435e-08
2015,0.0,2.4825644207027153e-08
2016,2.0713400439298368e-10,3.252003777376444e-08
2017,0.0,3.295450889950757e-08
2018,0.0,2.7105399702520572e-08
2019,0.0,2.6785372142512642e-08
