year,autres_ADJ airs_NOUN,autres_ADJ chairs_NOUN
1914,3.214437072074361e-08,2.678697486047099e-09
1915,1.767114277129167e-08,7.068456930880984e-09
1916,6.592477230782379e-09,8.789969641043172e-09
1917,1.4256351654751143e-08,2.1932848426331475e-08
1918,2.5270027848023346e-08,1.1486376294556067e-08
1919,2.3940405213807026e-08,4.603924352863942e-09
1920,2.4988365154854364e-08,7.572231730534895e-10
1921,5.679560644011872e-08,2.2718242842501013e-09
1922,2.0658220023506146e-08,5.164555005876537e-09
1923,3.503262746562541e-08,1.0615948120573648e-09
1924,2.836157442231979e-08,1.289162443462999e-09
1925,2.4195990988573612e-08,3.299453377181294e-09
1926,3.009457216762712e-08,3.343841648018042e-09
1927,2.5643217327342427e-08,5.574612327308159e-09
1928,2.5137291359556002e-08,1.3711249025050165e-08
1929,1.4482528065684619e-08,2.2280812750352652e-09
1930,2.2057568216382606e-08,3.1510811737689437e-09
1931,3.307553431142196e-08,3.4216069977333063e-09
1932,2.4110979990332737e-08,7.6716757391182e-09
1933,1.8353059072495626e-08,1.1470662197865522e-09
1934,3.354842448288764e-08,7.188948103475923e-09
1935,1.795242710045386e-08,8.377798899061872e-09
1936,6.426098764222843e-08,9.699771652549316e-09
1937,7.554670666820584e-09,3.777335333410292e-09
1938,1.5558256905023882e-08,1.2965214457594243e-09
1939,1.8352860564618823e-08,7.647025235257843e-09
1940,5.0715658339584024e-09,2.5357829169792012e-09
1941,5.312704587367989e-08,2.9515025978810172e-09
1942,3.944475324146879e-08,2.1239483061208375e-08
1943,1.1612940831184915e-08,8.709705845433291e-09
1944,1.927911696952833e-08,3.2131861615880553e-09
1945,2.6142048525912287e-08,4.357008087652048e-09
1946,4.454753366189834e-08,5.568441707737293e-09
1947,1.4305045148432782e-08,8.344609447874518e-09
1948,2.9354097819123126e-08,4.348755133776194e-09
1949,9.817008539414473e-09,5.890204768377316e-09
1950,1.4889506516624351e-08,8.508289184305795e-09
1951,1.5992101864981123e-08,5.330700769690111e-09
1952,1.2653764258629963e-08,1.370824520563474e-08
1953,2.2625037843226892e-08,4.3095309543161875e-09
1954,2.3454086450769296e-08,4.886268278880834e-09
1955,4.035811418390267e-08,9.385607846468247e-09
1956,3.1396109267944894e-08,3.488456634670456e-09
1957,3.180613550313183e-08,7.951533653738352e-09
1958,1.9853384713997002e-08,6.617794756635931e-09
1959,2.635254203742221e-08,3.100299128533379e-09
1960,3.391208380776334e-08,4.844583401109048e-09
1961,1.80652133252579e-08,9.72742331128984e-09
1962,1.4586500007851555e-08,3.805173953708163e-09
1963,2.5217608334848762e-08,7.759263453976928e-09
1964,2.8594651979574337e-08,7.300761772910391e-09
1965,2.9001830714747712e-08,4.924839203113152e-09
1966,2.6033652011925312e-08,9.970334780007306e-09
1967,2.5144711202074177e-08,6.902469706915326e-09
1968,4.715986512415782e-08,1.7965662735264232e-08
1969,2.6796370788950696e-08,9.991866889436096e-09
1970,2.4833115841449427e-08,5.978342709767048e-09
1971,3.23719047123916e-08,8.221435976452085e-09
1972,2.924183739594355e-08,6.156176013405457e-09
1973,2.3155456441159572e-08,2.7566018356850464e-09
1974,1.7439271360331077e-08,1.6876715580593782e-09
1975,1.4278700444236847e-08,2.8557400888473694e-09
1976,1.7711933253394818e-08,6.2848797277581525e-09
1977,1.8218023367655434e-08,4.7014254711541525e-09
1978,2.5544543480471305e-08,4.752473081737207e-09
1979,1.9896710057309974e-08,7.022368020415115e-09
1980,2.21720881654619e-08,3.97960553399912e-09
1981,2.9730083506152027e-08,3.795329828193417e-09
1982,1.9243256987877544e-08,8.069752865935698e-09
1983,2.0209012019378747e-08,4.4207211225000265e-09
1984,2.7255339596354844e-08,8.69851302098823e-09
1985,2.4663788567025335e-08,6.015557829641693e-09
1986,2.517683839187157e-08,4.7955883708539204e-09
1987,2.688759392910356e-08,5.49973533381376e-09
1988,2.5185526497661925e-08,6.596209356501959e-09
1989,3.841685658478866e-08,1.3720305780395847e-08
1990,2.1794604454505873e-08,4.90378582185258e-09
1991,4.1030257413865456e-08,9.37834432335194e-09
1992,2.1488782808720686e-08,7.713921945651236e-09
1993,3.101956203011014e-08,1.1632335983335906e-08
1994,1.3714808788645172e-08,4.2199412852994556e-09
1995,3.090797101590326e-08,1.1929391696696712e-08
1996,2.6690460508405067e-08,7.473328622609188e-09
1997,2.8289877107567918e-08,6.7128524960935465e-09
1998,2.288702027897216e-08,9.059445638115449e-09
1999,2.1479944767310855e-08,6.398281460207045e-09
2000,2.5182780305499364e-08,1.590491294223284e-08
2001,2.3220422196157386e-08,6.133696661692056e-09
2002,2.7601694596590676e-08,1.0953053575235572e-08
2003,2.8335076507346457e-08,1.4584229823810801e-08
2004,2.9512100679918163e-08,1.0131019578807354e-08
2005,3.197662323817241e-08,1.8465373230469595e-08
2006,2.7178073125355695e-08,9.882935358973555e-09
2007,2.276853267035861e-08,1.837460494868992e-08
2008,2.7673358715674112e-08,8.51487946817997e-09
2009,2.384096209340214e-08,7.629108011997232e-09
2010,2.3146586702882388e-08,9.919965293647692e-09
2011,2.562061141020422e-08,8.795135286732148e-09
2012,1.838296448397614e-08,1.0893608681783462e-08
2013,1.3945625099154313e-08,1.1156499724052082e-08
2014,2.3170263929728208e-08,8.445236510112863e-09
2015,2.3052384889865607e-08,6.64972610309178e-09
2016,2.0713400911143154e-08,1.1392370602436586e-08
2017,1.911864622172743e-08,7.043711836018929e-09
2018,2.4007640875289837e-08,6.9699601645822895e-09
2019,1.5816123244416502e-08,5.612172948588068e-09
