year,tes_DET airs_NOUN,tes_DET chers_ADJ
1800,6.288328968651058e-09,0.0
1801,7.143547975374531e-09,0.0
1802,2.0140561218795483e-08,0.0
1803,7.801356893821776e-09,0.0
1804,2.4718509461507665e-09,0.0
1805,1.1371510622026904e-08,0.0
1806,8.645007376628655e-09,0.0
1807,1.9928686256776018e-08,0.0
1808,2.2660739507074368e-08,9.064295980465431e-09
1809,6.7770917766551975e-09,0.0
1810,7.020380365929668e-08,0.0
1811,2.2563690471599784e-08,1.2535384286138651e-08
1812,1.0668832928217853e-08,0.0
1813,5.751483289628823e-09,0.0
1814,6.293354282149721e-09,0.0
1815,2.697223555614414e-09,0.0
1816,4.6352077731626196e-09,0.0
1817,1.71256075987003e-08,0.0
1818,1.5497530370112145e-08,0.0
1819,1.1386155129855524e-08,0.0
1820,1.3053129244156025e-08,2.3732962262101864e-09
1821,1.577838126820552e-08,0.0
1822,6.015369535816717e-09,2.0051231786055723e-09
1823,2.569498536164616e-08,6.917880934764753e-09
1824,2.86317822784099e-08,8.421112696055388e-10
1825,8.805443485471187e-09,8.805443041381977e-10
1826,1.2331177745572575e-08,3.5231937367541377e-09
1827,8.295545583791863e-09,9.217273055917019e-10
1828,2.0179061976932644e-08,9.172301251858528e-10
1829,6.001223074036943e-09,5.143905745796928e-09
1830,1.2524203008013046e-08,0.0
1831,1.5591206103948707e-09,1.5591206103948707e-09
1832,1.7588959622116818e-08,1.3529969367098715e-09
1833,1.737544208513242e-08,2.3167257001688313e-09
1834,8.401078055442213e-09,0.0
1835,1.5126175867408165e-08,6.050470346963266e-09
1836,5.376600054063374e-09,4.032449929525228e-09
1837,1.0436836728189292e-08,2.0873671680021744e-09
1838,1.1361891871786156e-08,0.0
1839,1.11863602825224e-08,0.0
1840,1.1465439264668476e-08,6.369688665408546e-10
1841,1.4767262079828924e-08,1.2841097074556274e-09
1842,1.6770663080478698e-08,0.0
1843,9.451057714215949e-09,1.1813822142769936e-09
1844,1.2623690537338916e-08,1.097712254427563e-09
1845,1.0602432709561072e-08,0.0
1846,1.4636253320432502e-08,5.854501328173001e-10
1847,8.089835468183537e-09,2.6966118227278457e-09
1848,3.218088684420195e-09,2.333114323960217e-08
1849,1.759677159540729e-08,0.0
1850,1.9009189777818847e-08,1.3577992064028876e-09
1851,1.2253933867611977e-08,1.9348316282474798e-09
1852,2.0833745395520964e-08,6.510545436100301e-10
1853,1.911018188138769e-08,2.388772735173461e-09
1854,5.195664343204953e-09,2.5978321716024766e-09
1855,1.8043586180738203e-08,5.306937111981824e-10
1856,8.28350277259915e-09,7.765783571755946e-09
1857,1.2203773158692144e-08,2.9289055625270066e-09
1858,1.0276719919488642e-08,1.2234189661342043e-08
1859,1.833182472488204e-08,5.092173349652285e-10
1860,3.066713105681629e-08,1.2358396972445007e-08
1861,2.2165029811560544e-08,6.13075279431996e-09
1862,2.5300723294208183e-08,8.132375661773494e-09
1863,1.3984937929922836e-08,4.994620828036034e-10
1864,1.9658385475018747e-08,1.4384183844029508e-09
1865,1.1767110619231858e-08,2.8241067262513297e-09
1866,8.75810357570117e-09,4.865612912574591e-10
1867,9.220341823379385e-09,6.79393608038481e-09
1868,1.0867722721741302e-08,6.915823469455518e-09
1869,1.3673853160867111e-08,3.906815315701806e-09
1870,1.9495765002375265e-08,2.2936195165357276e-09
1871,3.292564798584863e-08,9.559059321873065e-09
1872,1.5118348239973045e-08,1.2094678591978436e-09
1873,1.616221290134945e-08,1.7958012854535355e-09
1874,5.377148060148329e-09,1.7923826867161097e-09
1875,1.6020276105699338e-08,1.1443054281912168e-09
1876,6.04601479992084e-09,3.02300739996042e-09
1877,2.040989244278535e-08,6.184816214727107e-09
1878,1.5701630218245555e-08,1.2078177347163432e-09
1879,7.331190210457805e-09,7.94212251520321e-09
1880,1.5402831010646878e-08,5.776061406947974e-09
1881,1.1156012114099667e-08,4.183504653809678e-09
1882,1.7969540300200038e-08,4.6587693702804245e-09
1883,1.2006744321002571e-08,2.5277355764075082e-09
1884,1.9144920315739e-08,9.242375753615306e-09
1885,1.9336907408629145e-08,2.5782542767416317e-09
1886,1.0325542199041138e-08,4.5174246565693466e-09
1887,1.3057849523878673e-08,3.264462256069578e-09
1888,1.268122939990235e-08,3.804368819970705e-09
1889,2.5060547415023393e-08,6.265136742733546e-10
1890,1.0487018642368895e-08,3.9326319978272295e-09
1891,1.0198752065093686e-08,4.461953917456185e-09
1892,8.775917548220491e-09,5.641661360300532e-09
1893,1.0469308087124318e-08,3.695050043717174e-09
1894,5.041231432301174e-09,5.671385139294216e-09
1895,1.3842813118003505e-08,3.611168697403855e-09
1896,1.592197795829975e-08,5.897029087265082e-09
1897,8.740070001067579e-09,2.9133566670225264e-09
1898,1.1882545059016536e-08,4.52668391659472e-09
1899,1.713549302451156e-08,1.1607914629507832e-08
1900,2.0245107479333058e-08,5.19105292084987e-09
1901,1.2854099118442264e-08,5.58873880507349e-09
1902,1.276673788908056e-08,4.419255628107521e-09
1903,1.836074847716418e-08,4.860198465905796e-09
1904,1.4511488011237361e-08,4.837162670412454e-09
1905,1.6514428768932277e-08,7.741138396966107e-09
1906,1.8519063615940468e-08,1.1317205839134203e-08
1907,1.1314255643490867e-08,3.599990305858114e-09
1908,1.964555629285769e-08,2.4556945366072114e-09
1909,8.801573692096554e-09,8.801573692096554e-09
1910,2.4048677604859847e-08,4.275320542035388e-09
1911,6.916486494645824e-09,4.25629931299909e-09
1912,1.250261111307438e-08,6.772247651554153e-09
1913,1.5378670781274195e-08,3.71209285532359e-09
1914,2.142958016593255e-08,6.696743604095445e-09
1915,5.890381071793627e-09,8.246533234057551e-09
1916,1.8678685265172135e-08,0.0
1917,1.3159709100207806e-08,7.676496771580332e-09
1918,3.790504266021344e-08,9.189101035644853e-09
1919,2.4861190051073123e-08,6.4454939163738345e-09
1920,1.514446346106979e-08,1.1358347151713133e-08
1921,2.1960968377143786e-08,6.058197943303867e-09
1922,2.360939327372691e-08,3.6889677978990676e-09
1923,1.5923921736771263e-08,4.246379248229459e-09
1924,7.734974660777993e-09,2.836157442231979e-08
1925,3.7393804941388e-08,7.698724324711748e-09
1926,3.4553027994377317e-08,7.802296586589819e-09
1927,4.2367055641534535e-08,6.689535148041159e-09
1928,2.742249805010033e-08,1.1426041224282812e-09
1929,2.33948540540041e-08,4.4561625500705304e-09
1930,1.2604324695075775e-08,7.352522590764465e-09
1931,1.1405356659111021e-08,1.0264820993199919e-08
1932,1.753525868952721e-08,9.863582839386709e-09
1933,1.7205992852709073e-08,6.882397318719313e-09
1934,1.9170528275935794e-08,3.5944740517379614e-09
1935,2.5133396697185617e-08,2.393656828303392e-09
1936,1.33371855781661e-08,1.2124714565686645e-08
1937,2.1404900962807005e-08,0.0
1938,1.2965214124527336e-08,0.0
1939,2.141167065872196e-08,2.141167065872196e-08
1940,2.5357829613881222e-08,1.0143131667916805e-08
1941,2.6563523380929155e-08,5.9030051957620344e-09
1942,6.068423519245414e-08,3.034211770724937e-09
1943,2.9032351633873077e-08,5.806470415592457e-09
1944,1.927911696952833e-08,6.4263723231761105e-09
1945,4.1391576388605245e-08,6.535512131478072e-09
1946,3.480275978517966e-08,1.3921104269343232e-09
1947,4.053096236411591e-08,1.1920870957027319e-09
1948,2.3918154123947488e-08,1.7395020535104777e-08
1949,2.0615717910565934e-08,2.945102384188658e-09
1950,2.9779013033248702e-08,9.571825110299415e-09
1951,2.452122438434401e-08,2.3455083209000804e-08
1952,3.0579932142060784e-08,1.4762725264461096e-08
1953,3.5553629373907825e-08,6.464296653518886e-09
1954,2.443134050622575e-08,0.0
1955,1.3139851429144755e-08,2.815682353940474e-09
1956,2.3547082950159393e-08,4.360570571293465e-09
1957,2.3854601516326568e-08,8.835037701437898e-10
1958,3.391619785020339e-08,4.1361216673863055e-09
1959,2.4802393583378546e-08,2.325224457422337e-09
1960,2.9759583741739704e-08,3.460416619915918e-09
1961,2.0844478476611528e-08,3.47407969059077e-09
1962,2.1562651220108364e-08,3.805173953708163e-09
1963,2.9097239950814924e-08,1.2932106496776896e-09
1964,2.2510682873289056e-08,9.125952438182594e-09
1965,1.9699356812452606e-08,2.188817349590977e-09
1966,2.4371929474575893e-08,1.6617224263271169e-09
1967,2.120044340081506e-08,8.874604162656397e-09
1968,2.5601070541281246e-08,7.186265360559219e-09
1969,2.452549263676218e-08,9.083515273289322e-09
1970,1.7475155905666284e-08,1.8394900047624674e-09
1971,1.8498230724972586e-08,4.1107179882260425e-09
1972,2.000757282072385e-08,4.6171320100540925e-09
1973,1.2129048099218664e-08,5.513203671370093e-09
1974,1.9689500752040345e-08,3.3753431161187564e-09
1975,5.711480177694739e-09,5.711480177694739e-10
1976,1.7711933197883667e-08,6.8562320265641574e-09
1977,1.5279632892273298e-08,1.7630346071939584e-09
1978,2.495048279094192e-08,4.158414057542359e-09
1979,1.872631405497316e-08,1.7555920051037788e-09
1980,2.1035058139773355e-08,1.7055452605774235e-09
1981,1.3916208629893845e-08,3.795329828193417e-09
1982,1.489800538490016e-08,2.483000915987077e-09
1983,1.894594880980094e-08,3.157658134966823e-09
1984,1.9136728035551442e-08,1.1598016991243298e-09
1985,1.804667348892508e-08,3.609334831011779e-09
1986,1.798345583559069e-08,3.5966913891627428e-09
1987,1.5277042575423394e-08,6.110816852533674e-10
1988,1.9188972133488136e-08,4.197587610832443e-09
1989,1.5915554207879268e-08,2.7440609784434855e-09
1990,9.262707045820662e-09,5.448650863826288e-09
1991,2.1101273894874595e-08,6.4476117778156095e-09
1992,1.3774860363469088e-08,1.65298330578878e-09
1993,1.8279383895425383e-08,2.2156829704300662e-09
1994,1.318731612798274e-08,5.274926717646622e-09
1995,1.4640617329586547e-08,2.1689803286761844e-09
1996,1.7615704006601618e-08,6.939520069693117e-09
1997,1.6302641236976e-08,6.7128524960935465e-09
1998,1.764207879784152e-08,1.0489884516573511e-08
1999,1.8280805230697084e-08,4.113180906983871e-09
2000,2.474097726690161e-08,3.092622158362701e-09
2001,1.708672597855454e-08,4.381211837767296e-09
2002,1.0953053575235572e-08,1.2267419968736704e-08
