year,quels_DET ans_NOUN,quels_DET champs_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,2.6854081625060644e-08
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,2.842877711017877e-09
1806,0.0,2.5935023018064385e-08
1807,2.8469551160981155e-09,1.1387820464392462e-08
1808,0.0,1.3596443970698147e-08
1809,0.0,2.259030518203531e-09
1810,0.0,2.3401267590372754e-09
1811,0.0,1.504246061045933e-08
1812,0.0,1.0668832928217853e-08
1813,0.0,2.8757416448144113e-09
1814,0.0,0.0
1815,0.0,2.697223555614414e-09
1816,0.0,0.0
1817,0.0,4.670620334934483e-09
1818,0.0,0.0
1819,0.0,3.1053151161586356e-09
1820,0.0,7.119888678630559e-09
1821,0.0,3.94459531705138e-09
1822,0.0,2.0051231786055723e-09
1823,0.0,0.0
1824,9.263223965660927e-09,0.0
1825,0.0,3.522177216552791e-09
1826,0.0,1.7615968683770689e-09
1827,0.0,3.594736597278825e-08
1828,0.0,2.7516904310687096e-09
1829,0.0,4.286587973467704e-09
1830,0.0,7.305785310052215e-09
1831,0.0,1.5591206103948707e-09
1832,0.0,2.0294953273491956e-08
1833,0.0,2.20088942626262e-08
1834,0.0,4.667265685043276e-09
1835,0.0,6.806779140333674e-09
1836,0.0,6.720750067579218e-10
1837,6.957890930081589e-10,4.174734558048954e-09
1838,6.312161904276081e-10,1.3255540665113585e-08
1839,0.0,0.0
1840,0.0,3.821813199245128e-09
1841,6.420548537278137e-10,2.5682194149112547e-09
1842,0.0,8.049918065466954e-09
1843,0.0,5.906911071384968e-10
1844,0.0,1.427025975164753e-08
1845,0.0,5.022205096238963e-09
1846,0.0,1.1709002656346001e-09
1847,0.0,9.168480197274675e-09
1848,0.0,2.413566457803995e-09
1849,0.0,4.1897072478036534e-09
1850,0.0,2.7155984128057753e-09
1851,0.0,5.159551008659946e-09
1852,0.0,5.208436348880241e-09
1853,5.3747388761848924e-09,2.9859659189668264e-09
1854,0.0,5.195664565249558e-09
1855,1.0613874223963649e-09,6.368324534378189e-09
1856,0.0,1.0872097000458325e-08
1857,0.0,1.0251169246799918e-08
1858,0.0,2.4468380099840203e-09
1859,0.0,1.5276520048956854e-09
1860,1.373155145145688e-09,1.006980487883169e-08
1861,0.0,5.187560270236702e-09
1862,0.0,2.2589931591987522e-09
1863,0.0,3.496234690647526e-09
1864,4.794727948009836e-10,1.2466292886870178e-08
1865,3.765475486972036e-09,1.223779544368142e-08
1866,0.0,3.892490441081975e-09
1867,9.7056229719783e-10,7.279217228983725e-09
1868,0.0,7.903798393549266e-09
1869,0.0,9.767038289254515e-10
1870,2.2936195165357276e-09,4.013834153937523e-09
1871,0.0,1.8056001804822586e-08
1872,0.0,2.4189357183956872e-09
1873,0.0,1.7958012854535355e-09
1874,0.0,2.987304570378768e-09
1875,0.0,9.154443758596642e-09
1876,0.0,8.464420719889176e-09
1877,0.0,3.710889595609501e-09
1878,0.0,1.8117266020745149e-09
1879,0.0,1.832797580370027e-09
1880,0.0,1.9253538763308597e-09
1881,2.091752326904839e-09,4.183504542787375e-09
1882,0.0,3.3276925659464496e-09
1883,1.2638677882037541e-09,6.3193389410187706e-09
1884,0.0,9.242375753615306e-09
1885,2.5782542767416317e-09,5.80107206715752e-09
1886,0.0,1.936039106809062e-09
1887,0.0,4.570247291724172e-09
1888,0.0,7.608737417896805e-09
1889,1.8795409673089125e-09,8.144677543509005e-09
1890,0.0,8.520702365899524e-09
1891,0.0,2.5496880162734215e-09
1892,0.0,3.1342561879199593e-09
1893,0.0,1.1085149687062312e-08
1894,1.2603078580752936e-09,9.452309379653911e-09
1895,0.0,6.6204757231957956e-09
1896,0.0,1.2383760683576384e-08
1897,5.826713334045053e-09,4.661370844871726e-09
1898,0.0,1.0750874412934763e-08
1899,0.0,3.8693048765026106e-09
1900,0.0,7.786579381274805e-09
1901,0.0,1.6207343245255856e-08
1902,0.0,1.0802624239580894e-08
1903,5.400220270956879e-10,2.7001101354784396e-09
1904,0.0,5.912087708281888e-09
1905,0.0,7.225062603755106e-09
1906,0.0,1.4403716441790948e-08
1907,0.0,6.68569621886661e-09
1908,0.0,6.384805573134145e-09
1909,0.0,6.051082079849834e-09
1910,0.0,8.016225794271747e-09
1911,0.0,4.2562994240213925e-09
1912,0.0,6.251305417759312e-09
1913,5.30298971401777e-10,5.833288574397244e-09
1914,0.0,4.68772043404897e-09
1915,0.0,1.8849219518557447e-08
1916,1.0987462051303964e-09,5.054232432577521e-08
1917,0.0,1.4256352209862655e-08
1918,0.0,1.1486376294556067e-08
1919,0.0,1.1049418269237776e-08
1920,0.0,1.4387240288016301e-08
1921,0.0,1.287367079605417e-08
1922,0.0,1.5493664295984644e-08
1923,1.0615948120573648e-09,6.369568872344189e-09
1924,0.0,2.578324886925998e-09
1925,0.0,1.4297631079074336e-08
1926,0.0,1.1146138456652466e-08
1927,0.0,1.0034302277972529e-08
1928,0.0,6.8556245125250825e-09
1929,0.0,1.4482528065684619e-08
1930,0.0,2.1007207751111423e-08
1931,0.0,2.2810713318222042e-09
1932,0.0,1.3151443600811774e-08
1933,0.0,1.261772819560747e-08
1934,0.0,9.585264137967897e-09
1935,0.0,3.590485242455088e-09
1936,0.0,2.424942913137329e-09
1937,0.0,1.3850230295986421e-08
1938,0.0,7.779128563534243e-09
1939,0.0,1.070583532936098e-08
1940,0.0,5.0715658339584024e-09
1941,0.0,1.1806010391524069e-08
1942,0.0,3.034211770724937e-09
1943,0.0,1.7419411246777372e-08
1944,0.0,1.6065930807940276e-08
1945,0.0,1.5249528306782167e-08
1946,0.0,5.568441707737293e-09
1947,1.1920870957027319e-09,1.4305045148432782e-08
1948,1.0871887834440486e-09,9.784699273041042e-09
1949,9.817008317369869e-10,7.853606653895895e-09
1950,0.0,2.0207187478860078e-08
1951,0.0,0.0
1952,0.0,3.1634410646574906e-09
1953,2.1547654771580937e-09,1.1851210124369516e-08
1954,0.0,4.886268056836229e-09
1955,0.0,9.385607846468247e-10
1956,0.0,4.36057079333807e-09
1957,0.0,4.417518850718949e-09
1958,8.272243445794913e-10,4.136121722897457e-09
1959,0.0,9.300897163555533e-09
1960,0.0,8.997083078554624e-09
1961,2.08444772553662e-09,5.55852741612739e-09
1962,6.341956404476434e-10,1.141552141703528e-08
1963,0.0,9.69907976156037e-09
1964,0.0,1.3384730601639916e-08
1965,1.0944086747954884e-09,3.2832261354087677e-09
1966,5.539074754423723e-10,1.5509409423408727e-08
1967,0.0,7.395503209828291e-09
1968,1.3474247273492779e-09,1.167768146070891e-08
1969,2.7250546263957176e-09,9.991867111480701e-09
1970,4.5987250119061684e-10,9.197450023812337e-09
1971,3.083038491169532e-09,9.762955222036851e-09
1972,1.0260293725750103e-09,8.721249833421041e-09
1973,0.0,8.821125829783227e-09
1974,0.0,1.5189043134355984e-08
1975,0.0,1.0851811893530794e-08
1976,5.713526873840635e-10,7.998937401332284e-09
1977,0.0,8.227494963097826e-09
1978,1.1881182704343018e-09,8.316828004062415e-09
1979,5.851973350345929e-10,6.43717057435822e-09
1980,0.0,5.685150794576543e-09
1981,0.0,1.5813874043590914e-08
1982,0.0,8.069752754913395e-09
1983,0.0,8.841442245000053e-09
1984,0.0,1.3337719595440944e-08
1985,1.2031116103372597e-09,6.015557940663996e-09
1986,5.994485463567401e-10,1.1988970927134801e-08
1987,0.0,8.555143982125202e-09
1988,0.0,1.3792074038398994e-08
1989,0.0,1.6464366314750123e-08
1990,5.44865097484859e-10,1.5256222951620657e-08
1991,0.0,8.206051338444098e-09
1992,0.0,1.4876849196987507e-08
1993,0.0,1.6063701313573375e-08
1994,0.0,1.6879764697108612e-08
1995,0.0,1.8978578708583882e-08
1996,0.0,1.4412848692302305e-08
1997,4.79489448146353e-10,1.2946214988929228e-08
1998,4.768129224785866e-10,1.144351013948608e-08
1999,4.570201161957499e-10,1.690974382739796e-08
2000,0.0,1.2812291672048559e-08
2001,4.3812117822561447e-10,2.6287270138425356e-08
2002,0.0,2.8477940006155222e-08
2003,0.0,1.4584230489944616e-08
2004,4.404791253964646e-10,3.171449591832243e-08
2005,4.5037495954858286e-10,3.1075871653740705e-08
2006,0.0,1.729513776638214e-08
2007,0.0,2.1969636776475454e-08
2008,0.0,1.6178270278999207e-08
2009,0.0,2.5748239984579868e-08
2010,0.0,1.2281861749841028e-08
2011,0.0,1.7207873792557393e-08
2012,0.0,2.0425515501187874e-08
2013,0.0,1.6455838025564162e-08
2014,4.330890368553497e-10,1.8839372728507442e-08
2015,0.0,1.7067630420086743e-08
2016,2.0713400439298368e-10,1.6984988082668906e-08
2017,0.0,1.333273980108629e-08
2018,0.0,1.4972506623411874e-08
2019,2.55098775436835e-10,1.275493832775254e-08
