year,divers_DET ans_NOUN,divers_DET champs_NOUN
1862,0.0,9.939570055905733e-09
1863,0.0,1.0988165932701577e-08
1864,0.0,1.2466292886870178e-08
1865,1.4120533631256649e-09,7.0602665935837194e-09
1866,9.731225825149181e-10,6.811858188626729e-09
1867,0.0,6.79393608038481e-09
1868,4.93987406535723e-10,1.0867722721741302e-08
1869,0.0,1.2208797861568144e-08
1870,0.0,1.548193218070537e-08
1871,0.0,2.7615060460561835e-08
1872,1.8142017887967654e-09,1.4513614199351821e-08
1873,0.0,1.9155214303623325e-08
1874,0.0,1.7923827755339516e-08
1875,0.0,2.2886108563824337e-09
1876,0.0,1.6928840551599933e-08
1877,1.2369631985365004e-09,1.9172929910382663e-08
1878,0.0,1.4493812372506909e-08
1879,2.443730107160036e-09,9.774920428640144e-09
1880,6.417846254436199e-10,2.0537108014195837e-08
1881,0.0,2.091752326904839e-09
1882,0.0,4.6587693702804245e-09
1883,0.0,2.1485751844352308e-08
1884,0.0,9.902545450302114e-09
1885,0.0,1.933690763067375e-09
1886,0.0,1.4842966855610484e-08
1887,6.528924623161458e-10,9.140494583448344e-09
1888,1.268122939990235e-09,8.242799331981132e-09
1889,0.0,1.566284169030041e-08
1890,0.0,3.2771931834929546e-09
1891,0.0,8.286486163910922e-09
1892,0.0,1.3163876211308434e-08
1893,0.0,2.6481190573690583e-08
1894,0.0,1.260307880279754e-08
1895,0.0,2.2870734639468537e-08
1896,5.89702897624278e-10,1.0024948871034667e-08
1897,0.0,1.2818770045441852e-08
1898,0.0,1.3014216149187519e-08
1899,5.527578395003729e-10,1.6029977345510815e-08
1900,0.0,1.1939421895590385e-08
1901,0.0,1.117747761014698e-08
1902,4.910283846193408e-10,2.1114220816187412e-08
1903,0.0,3.5101431761219715e-08
1904,0.0,2.1498499869210264e-08
1905,5.160759042333041e-10,1.186974607492175e-08
1906,0.0,6.173021371846943e-09
1907,1.028568674676933e-09,1.491424583832668e-08
1908,0.0,1.3260750719723546e-08
1909,5.500983557560346e-10,2.0353639440529037e-08
1910,0.0,6.412980813053082e-09
1911,0.0,1.1172785363555704e-08
1912,0.0,1.66701485393439e-08
1913,0.0,2.3333154297588976e-08
1914,6.696743715117748e-10,9.375441145653696e-09
1915,0.0,2.3561524287174507e-08
1916,0.0,6.592477230782379e-09
1917,0.0,1.5352993543160665e-08
1918,0.0,1.6080926812378493e-08
1919,0.0,1.6574126959767455e-08
1920,0.0,4.543339038320937e-09
1921,0.0,4.6951032506292734e-08
1922,0.0,1.2542490324118916e-08
1923,0.0,1.4862327368803108e-08
1924,0.0,1.2891624545652292e-08
1925,0.0,9.898360353588487e-09
1926,0.0,8.916910765321973e-09
1927,0.0,1.2264147031260109e-08
1928,0.0,1.82816659588525e-08
1929,2.2280812750352652e-09,1.2254447234738564e-08
1930,2.100720708497761e-09,1.8906487042613662e-08
1931,2.2810713318222042e-09,1.1405356659111021e-08
1932,8.767629289252454e-09,1.534335103414719e-08
1933,1.1470662197865522e-09,1.4911860191091364e-08
1934,0.0,2.995395220750652e-08
1935,0.0,3.59048533127293e-08
1936,0.0,2.9099314957647948e-08
1937,0.0,3.14777944820932e-08
1938,0.0,2.7226950471970213e-08
1939,3.058810094103137e-09,4.7411558234955464e-08
1940,0.0,4.564409294971483e-08
1941,0.0,1.7709016475464523e-08
1942,0.0,1.517105907566929e-08
1943,0.0,2.9032351633873077e-08
1944,0.0,3.213186161588055e-08
1945,0.0,8.714016175304096e-09
1946,0.0,2.227376683094917e-08
1947,0.0,1.7881307101674793e-08
1948,0.0,2.9354097819123126e-08
1949,0.0,2.6505922567920948e-08
1950,0.0,2.339779547888554e-08
1951,0.0,2.1322803078760444e-08
1952,0.0,2.5307529738505252e-08
1953,0.0,2.1547654327491728e-08
1954,0.0,2.34540866728139e-08
1955,0.0,2.2525458831523792e-08
1956,0.0,2.7035539362785244e-08
1957,0.0,4.152467669715776e-08
1958,0.0,5.2942357164909026e-08
1959,0.0,5.5805383425422406e-08
1960,0.0,4.6369581951921646e-08
1961,6.948159270159238e-10,3.682524507553353e-08
1962,1.9025869768540815e-09,2.4099433559854333e-08
1963,6.466053248388448e-10,2.8450633848819962e-08
1964,0.0,4.988853946619187e-08
1965,0.0,2.9001829660035838e-08
1966,1.1078149508847446e-09,2.714146662974315e-08
1967,0.0,3.007504756347146e-08
1968,8.982831700699023e-10,1.751652198289655e-08
1969,1.8167031212712459e-09,2.5888018728714712e-08
1970,0.0,3.632992787161449e-08
1971,0.0,2.3122789238883e-08
1972,5.130146862875051e-10,2.4624705385889456e-08
1973,0.0,2.4258096975593446e-08
1974,5.625571675160757e-10,3.431598744052522e-08
1975,5.711480177694739e-10,2.5701660799626325e-08
1976,0.0,4.399415542977181e-08
1977,0.0,3.46730115730054e-08
1978,0.0,3.326731246033887e-08
1979,0.0,3.101546042216796e-08
1980,5.685150683554241e-10,2.4446148216838992e-08
1981,0.0,4.617651327976091e-08
1982,0.0,4.159026534278354e-08
1983,0.0,4.357568061941208e-08
1984,5.799008495621649e-10,3.073474585946201e-08
1985,0.0,6.376491767934311e-08
1986,0.0,5.155257387645662e-08
1987,0.0,5.010869658095274e-08
1988,1.1993107618124554e-09,4.497415395654514e-08
1989,5.488122178931576e-10,5.4881222455449574e-08
1990,1.089730194969718e-09,5.612110520747393e-08
1991,0.0,4.630557476348329e-08
1992,0.0,6.722131878911242e-08
1993,0.0,5.2622471102825585e-08
1994,5.274926606624319e-10,6.013416242733882e-08
1995,0.0,6.235818150734929e-08
1996,2.135236876199542e-09,7.04628175807187e-08
1997,2.876936688878118e-09,6.904648142125325e-08
1998,0.0,7.056831075047398e-08
1999,4.570201161957499e-10,7.632235723975533e-08
2000,0.0,8.305899446003906e-08
2001,0.0,6.615629910555754e-08
2002,4.38122149670761e-10,8.543381557757357e-08
2003,4.1669229178253886e-10,9.167230619056e-08
2004,0.0,8.236959453400416e-08
2005,9.007499190971657e-10,8.196824496931043e-08
2006,8.235779835885637e-10,9.47114713323316e-08
2007,7.988958938831558e-10,8.747910343331888e-08
2008,0.0,6.854478162843236e-08
2009,4.76819250749827e-10,7.390698186782174e-08
2010,0.0,7.180165423337215e-08
2011,0.0,7.647943689459424e-08
2012,0.0,5.54893176407667e-08
2013,0.0,5.578250161786258e-08
2014,2.1654451842767486e-10,4.3308904421057726e-08
2015,2.2165753954528356e-10,4.078498641590933e-08
2016,0.0,3.666271922164732e-08
2017,0.0,3.899197642542873e-08
2018,5.162933414126769e-10,4.698269323588633e-08
2019,0.0,3.8009719260934105e-08
