year,leurs_DET eaux_NOUN,leurs_DET chauds_ADJ
1800,2.37384421630793e-06,0.0
1801,2.4002320841987057e-06,0.0
1802,2.9673759058823634e-06,4.475680270843441e-09
1803,2.1278201174368405e-06,0.0
1804,3.220821721328093e-06,0.0
1805,2.1748014358280443e-06,0.0
1806,1.948008243601862e-06,0.0
1807,2.334503134804322e-06,0.0
1808,2.0893201906346803e-06,0.0
1809,2.069272007076961e-06,0.0
1810,2.2114197371081445e-06,0.0
1811,1.9028712952007254e-06,0.0
1812,2.02974537266698e-06,0.0
1813,1.9785103546610117e-06,0.0
1814,1.9540865867639923e-06,0.0
1815,1.801745327156823e-06,0.0
1816,1.5921939109375671e-06,0.0
1817,1.3046598770216633e-06,0.0
1818,1.6534673044077408e-06,0.0
1819,1.3715141626846616e-06,0.0
1820,1.664867284034699e-06,0.0
1821,1.3411623509540505e-06,0.0
1822,1.7695212051194176e-06,0.0
1823,1.4280482449890997e-06,0.0
1824,1.7524335866880847e-06,0.0
1825,1.8350543555811782e-06,0.0
1826,1.8408687090243347e-06,0.0
1827,1.3263655525008744e-06,0.0
1828,1.5528705574752166e-06,0.0
1829,1.8449474730175552e-06,0.0
1830,1.7147720896559804e-06,0.0
1831,1.8849768714801485e-06,0.0
1832,1.4341768022063661e-06,0.0
1833,2.2703911355392847e-06,0.0
1834,1.9247802338639985e-06,8.401078055442213e-09
1835,1.8537128951834347e-06,7.563087933704082e-10
1836,1.6707784595837438e-06,0.0
1837,1.6810264291677868e-06,0.0
1838,1.8191650958954142e-06,0.0
1839,1.5234424424193094e-06,0.0
1840,1.603250655790589e-06,6.369688665408546e-10
1841,1.357303966997847e-06,5.1364388298225094e-09
1842,1.4758182649288187e-06,0.0
1843,1.3916682206627229e-06,0.0
1844,1.4314167691154012e-06,2.7442805805577564e-09
1845,1.4346766352701934e-06,0.0
1846,1.3178481932385466e-06,0.0
1847,1.2911377176294536e-06,0.0
1848,1.242986698457571e-06,0.0
1849,1.4136072472581418e-06,0.0
1850,1.3306432302684357e-06,3.394498016007219e-09
1851,1.3118157955460674e-06,0.0
1852,1.3424744675916145e-06,0.0
1853,1.461928928137013e-06,0.0
1854,1.3550292843333978e-06,0.0
1855,1.4100531942062844e-06,0.0
1856,1.3900753312867664e-06,0.0
1857,1.4498081668534724e-06,0.0
1858,1.3071008506670978e-06,4.893676019968041e-10
1859,1.2455456204207849e-06,0.0
1860,1.2436208720600916e-06,0.0
1861,1.342634897483208e-06,0.0
1862,1.3874736257690756e-06,0.0
1863,1.2971030667330297e-06,4.994620828036034e-10
1864,1.458556289080093e-06,1.4384183844029508e-09
1865,1.2684945289720417e-06,0.0
1866,1.2431641103205493e-06,1.9462451650298362e-09
1867,1.1714686873887104e-06,4.85281148598915e-10
1868,1.3061026660210473e-06,4.93987406535723e-10
1869,1.3317356568620653e-06,9.767038289254515e-10
1870,1.406562120109811e-06,0.0
1871,1.1173478124959502e-06,8.496941816815706e-09
1872,1.1465755296313773e-06,4.23313739617015e-09
1873,1.2187505653571407e-06,0.0
1874,1.3251683341763965e-06,2.9873046258899194e-09
1875,1.2764727213010474e-06,1.716458086775674e-09
1876,1.4395560707924915e-06,0.0
1877,1.478171014923646e-06,3.0924081073635534e-09
1878,1.2029865033014175e-06,0.0
1879,1.3183924245652179e-06,6.10932526790009e-10
1880,1.2457039346713827e-06,1.2835692508872398e-09
1881,1.3680059565146507e-06,2.091752326904839e-09
1882,1.1893173095245402e-06,1.9966155395678697e-09
1883,1.2802980187132107e-06,6.951272890631799e-09
1884,1.1658596577035496e-06,1.3203393933736152e-09
1885,1.3155542504250661e-06,1.933690763067375e-09
1886,1.0938621457512454e-06,2.5813855497602844e-09
1887,1.1477849781726945e-06,0.0
1888,1.0512739123669235e-06,1.268122939990235e-09
1889,1.122712486534283e-06,1.2530273485467092e-09
1890,1.1135903026371352e-06,1.3108772956016423e-09
1891,9.873666328985564e-07,1.2748440081367107e-09
1892,1.2223599092919812e-06,1.2537024751679837e-09
1893,1.1091308387278787e-06,1.847525021858587e-09
1894,1.182798868626378e-06,0.0
1895,1.0255718585483464e-06,6.018614495673091e-10
1896,1.116897330177835e-06,1.179405795248556e-09
1897,9.142113661653184e-07,0.0
1898,1.0864041177782724e-06,1.13167097914868e-09
1899,9.535072944544254e-07,5.527578395003729e-10
1900,1.0812963360251615e-06,1.038210628578895e-09
1901,1.02273922308882e-06,1.676621730339889e-09
1902,8.376944222732163e-07,1.9641135384773634e-09
1903,9.909404106167585e-07,1.6200660812870638e-09
1904,9.486213539133814e-07,3.2247751136083025e-09
1905,1.0636324176971357e-06,4.64468330463319e-09
1906,1.0067168751959343e-06,5.144184522798412e-10
1907,1.030111567601466e-06,2.5714217422034835e-09
1908,1.0613511740587e-06,1.964555629285769e-09
1909,8.565031279772484e-07,3.300590023513905e-09
1910,1.091810023723383e-06,1.068830135508847e-09
1911,9.816089772129999e-07,1.276889793899727e-08
1912,8.710152243907032e-07,2.6047106693738442e-09
1913,8.452965651883915e-07,2.6514948014977335e-09
1914,9.187932459298054e-07,2.678697486047099e-09
1915,8.505709878647849e-07,2.3561523843085297e-09
1916,8.097759307545971e-07,0.0
1917,8.246751193041746e-07,0.0
1918,7.546549269932257e-07,0.0
1919,6.832223444774854e-07,0.0
1920,6.565124976987136e-07,0.0
1921,7.345565116168018e-07,6.058197943303867e-09
1922,8.366578896357169e-07,0.0
1923,7.484243660371703e-07,0.0
1924,8.792087937692372e-07,0.0
1925,9.579412996174597e-07,0.0
1926,7.612812815693815e-07,1.1146138456652466e-09
1927,7.726413127073783e-07,0.0
1928,8.032506730870637e-07,1.1426041224282812e-09
1929,8.656096017745085e-07,3.342121912552898e-09
1930,7.100435919227266e-07,0.0
1931,7.00288884658562e-07,0.0
1932,8.121016694673244e-07,3.287861094491973e-09
1933,6.744749416753848e-07,3.4411986593596566e-09
1934,6.110605959008808e-07,0.0
1935,6.259412757003702e-07,0.0
1936,7.068708445245875e-07,1.2124714565686645e-09
1937,7.013253018328669e-07,1.2591118148108649e-09
1938,6.210337772927232e-07,1.2965214457594243e-09
1939,7.310556071615792e-07,3.058810094103137e-09
1940,7.50591727438632e-07,0.0
1941,7.644391892824842e-07,0.0
1942,7.555187195862345e-07,0.0
1943,6.067761706418651e-07,0.0
1944,5.815866721547991e-07,3.2131861615880553e-09
1945,5.315549813644793e-07,0.0
1946,5.554520754458281e-07,2.7842208538686464e-09
1947,4.816031857757253e-07,1.1920870957027319e-09
1948,4.7510149592255857e-07,4.348755133776194e-09
1949,6.253434357006427e-07,7.853606653895895e-09
1950,6.26422774985258e-07,0.0
1951,6.51411619756459e-07,0.0
1952,6.35851671759724e-07,7.381362632230548e-09
1953,6.572034489948919e-07,0.0
1954,5.482392735345343e-07,0.0
1955,5.302868579803999e-07,2.815682353940474e-09
1956,5.119310024781498e-07,8.72114158667614e-10
1957,5.48655819443411e-07,1.7670075402875796e-09
1958,5.931198465702892e-07,8.272243445794913e-10
1959,5.138746086430501e-07,0.0
1960,4.830741744399347e-07,4.152500121534786e-09
1961,4.947089333739996e-07,2.08444772553662e-09
1962,4.718415551607791e-07,0.0
1963,4.972395082347703e-07,3.879631726988464e-09
1964,5.305220174278702e-07,6.083968329129164e-10
1965,4.492547596157692e-07,0.0
1966,4.7248308021607954e-07,5.539074754423723e-10
1967,4.5457693609307626e-07,9.860671168482327e-10
1968,5.048351185976685e-07,5.838840522187638e-09
1969,5.068601822699748e-07,4.5417578031781147e-10
1970,4.796470083334725e-07,2.2993624781975086e-09
1971,4.83523194816371e-07,1.541519245584766e-09
1972,5.022413542832282e-07,1.0260293725750103e-09
1973,4.972909701805861e-07,5.513203782392395e-10
1974,4.7029780070317884e-07,0.0
1975,4.2836102398524645e-07,1.1422960355389478e-09
1976,4.86221148676691e-07,5.713526873840635e-10
1977,4.266543554010127e-07,5.876781838942691e-10
1978,4.556433665925397e-07,5.940591352171509e-10
1979,3.9149702502072614e-07,1.1703946700691858e-09
1980,4.349140336756818e-07,2.2740602734216964e-09
1981,3.529656584788654e-07,0.0
1982,4.1714415122129367e-07,0.0
1983,3.8333967289361226e-07,3.157658134966823e-09
1984,4.0477079465972565e-07,0.0
1985,3.9702681675635176e-07,0.0
1986,3.3089560824706155e-07,5.994485463567401e-10
1987,3.8375929101164274e-07,0.0
1988,3.1601838568207086e-07,5.996553809062277e-10
1989,3.709970526344364e-07,1.6464366536794728e-09
1990,4.173666727780301e-07,1.089730194969718e-09
1991,3.1182993787126634e-07,0.0
1992,3.818391354215578e-07,2.2039776670368383e-09
1993,3.1628873653488654e-07,5.539207426075166e-10
1994,3.492001487970242e-07,5.274926606624319e-10
1995,3.134176509433928e-07,2.7112254663563817e-09
1996,3.4484074618035265e-07,0.0
1997,3.2988873677197716e-07,1.438468344439059e-09
1998,3.156501664491884e-07,4.768129224785866e-10
1999,3.656160831866373e-07,4.570201161957499e-10
2000,3.127966237137514e-07,1.7672125984802278e-09
2001,3.0537047379652904e-07,4.3812117822561447e-10
2002,3.369159262689436e-07,8.76244299341522e-10
2003,3.3460391435369274e-07,2.5001538617175356e-09
2004,2.858709411412974e-07,1.3214374039449694e-09
2005,2.940948569118973e-07,4.5037495954858286e-10
2006,3.471381315733879e-07,4.1178899179428186e-10
2007,3.1236829656222653e-07,2.3966877371606188e-09
2008,3.2995157628334937e-07,8.514879357157668e-10
2009,3.247139055417847e-07,4.76819250749827e-10
2010,3.131874706241433e-07,9.447586046817946e-10
2011,3.5486458749289795e-07,1.529588788962144e-09
2012,3.8570182425701205e-07,6.808505426114664e-10
2013,2.783546673157389e-07,1.3945624655065103e-09
2014,3.109579207460911e-07,6.496335691608124e-10
2015,3.754878585837673e-07,1.329945265027277e-09
2016,4.2669605626599605e-07,2.899876117012923e-09
2017,2.8350940928234536e-07,1.0062445321423752e-09
2018,3.198437168450141e-07,7.744400121190154e-10
2019,3.431078550164557e-07,1.53059265262101e-09
