year,certains_DET chantiers_NOUN
1924,5.414482329157977e-08
1925,2.639562701745035e-08
1926,2.452150482668003e-08
1927,2.3413372574054847e-08
1928,4.456155955345764e-08
1929,3.2307179376189765e-08
1930,4.8316577849760733e-08
1931,2.737285598186645e-08
1932,5.1509822407425077e-08
1933,2.408838994938378e-08
1934,3.9539214569117576e-08
1935,3.4708024010399185e-08
1936,6.668592922309813e-08
1937,5.414180881402331e-08
1938,3.2413036477052515e-08
1939,2.141167065872196e-08
1940,2.5357829613881222e-08
1941,3.246652724442356e-08
1942,6.978687139280737e-08
1943,5.516146828199453e-08
1944,4.177142010064472e-08
1945,8.060464695702763e-08
1946,4.315542145860718e-08
1947,4.768348227379704e-08
1948,7.175446281593167e-08
1949,7.755436648437808e-08
1950,8.401935236435065e-08
1951,7.036525240255997e-08
1952,7.381363020808607e-08
1953,7.649417455013463e-08
1954,7.622577880006531e-08
1955,5.819076998037076e-08
1956,6.976913091705228e-08
1957,6.979679767482594e-08
1958,5.4596806187134916e-08
1959,1.4106360435306442e-07
1960,8.720249722315998e-08
1961,8.615717561610836e-08
1962,7.73718680235902e-08
1963,8.147226804311458e-08
1964,6.87488421746707e-08
1965,8.372226023567464e-08
1966,6.536108365651216e-08
1967,3.796358505336883e-08
1968,5.0303856857780715e-08
1969,6.767219296044402e-08
1970,5.978342376700141e-08
1971,6.988220624393193e-08
1972,5.643161449242484e-08
1973,8.324937361692264e-08
1974,7.088220099760179e-08
1975,8.338761325887845e-08
1976,9.655860200297184e-08
1977,9.285315361040603e-08
1978,8.495045378253963e-08
1979,7.432006476904007e-08
1980,6.08311108152293e-08
1981,7.527403855789316e-08
1982,6.642027550185503e-08
1983,6.189009749135721e-08
1984,7.654691280833958e-08
1985,6.61711351268579e-08
1986,7.373216992512255e-08
1987,3.910922785621551e-08
1988,4.9771397225839564e-08
1989,4.006329135108899e-08
1990,4.0320017102857264e-08
1991,6.037309141504466e-08
1992,3.0855688226694156e-08
1993,5.760775767527093e-08
1994,4.483687687795168e-08
1995,5.530899960248803e-08
1996,5.391473112403844e-08
1997,4.842843415175935e-08
1998,4.386678797985155e-08
1999,4.4787970221449314e-08
2000,4.72729371203684e-08
2001,5.520326684660404e-08
2002,5.6955879568221235e-08
2003,6.208715053190872e-08
2004,5.065510100266124e-08
2005,4.053374746959548e-08
2006,6.135655983285915e-08
2007,5.9517745398807165e-08
2008,6.130713181562442e-08
2009,4.672828679552765e-08
2010,4.015224197573275e-08
2011,5.162362093358297e-08
2012,3.77872069190488e-08
2013,3.095928757801403e-08
2014,3.074932219959692e-08
2015,3.85684111314788e-08
2016,2.0091998953475354e-08
2017,2.1382696502314502e-08
2018,2.7621692932910946e-08
2019,2.6530272423386236e-08
