year,meilleurs_ADJ ans_NOUN,meilleurs_ADJ champs_NOUN
1800,3.144164484325529e-09,3.144164484325529e-09
1801,3.095537337571841e-08,2.3811825400343878e-08
1802,0.0,1.1189200677108602e-08
1803,1.950339223455444e-09,1.950339223455444e-09
1804,1.730295728918918e-08,4.449331569844617e-08
1805,0.0,3.1271653710973624e-08
1806,0.0,0.0
1807,1.4234775136401367e-08,2.8469551160981155e-09
1808,6.798221985349073e-09,2.2660739951163578e-09
1809,0.0,5.421673421324158e-08
1810,0.0,0.0
1811,0.0,5.0141535368197765e-09
1812,0.0,4.800974906515876e-08
1813,2.8757416448144113e-09,5.751483289628823e-09
1814,0.0,3.1466771410748606e-09
1815,0.0,0.0
1816,0.0,1.622322720606917e-08
1817,0.0,3.42512151974006e-08
1818,5.960588467246453e-09,1.0729059418679299e-08
1819,1.035105001712111e-09,9.315945348475907e-09
1820,5.933240565525466e-09,1.542642635854463e-08
1821,9.86148829262845e-10,1.3806083387635226e-08
1822,2.8071724500478012e-08,1.604098542884458e-08
1823,8.894418535021487e-09,6.917880934764753e-09
1824,2.863178316658832e-08,1.1789557774477544e-08
1825,1.6730341556581152e-08,1.0566531649658373e-08
1826,4.403992281964975e-09,2.642395191543301e-09
1827,3.6869092223668076e-09,2.7651818612639545e-09
1828,2.109629271274116e-08,6.420610709767516e-09
1829,0.0,7.715858174606183e-09
1830,0.0,2.0873671680021744e-09
1831,2.0268567268999504e-08,6.236482441579483e-09
1832,0.0,2.1647950987357945e-08
1833,2.3167257001688313e-09,1.1583628278799551e-08
1834,2.8003592777992026e-09,6.534171426153534e-09
1835,1.5126175867408165e-09,3.025235173481633e-09
1836,1.2097349788575684e-08,1.2097349788575684e-08
1837,5.5663127440652715e-09,4.87052354003481e-09
1838,1.830527018853445e-08,3.1560809521380406e-09
1839,3.4957374772659477e-09,6.292327547896548e-09
1840,1.2102408852854296e-08,6.369688665408546e-10
1841,1.1556987367100646e-08,4.494383976094696e-09
1842,1.341653010911159e-08,4.024959032733477e-09
1843,9.451057714215949e-09,8.269675610961258e-09
1844,1.6465684371524958e-09,3.841992946007622e-09
1845,0.0,1.674068439427856e-09
1846,7.610851504580296e-09,7.610851504580296e-09
1847,8.089835468183537e-09,1.4561703842730367e-08
1848,6.43617736884039e-09,4.82713291560799e-09
1849,0.0,1.508294644736452e-08
1850,2.0366988096043315e-09,6.1100964288129944e-09
1851,6.449438760824933e-09,3.8696632564949596e-09
1852,2.6042181744401205e-09,1.3021090872200602e-09
1853,7.763511611358354e-09,5.971931837933653e-10
1854,7.27393034694046e-09,9.871762074453727e-09
1855,5.306937111981824e-10,1.4328730202350926e-08
1856,1.5531567143511893e-09,5.694908100650764e-09
1857,1.3180074809326925e-08,9.763018171682347e-10
1858,5.872411001917044e-09,1.0766087576996597e-08
1859,1.2221216039165483e-08,1.476730293603623e-08
1860,2.746310290291376e-09,2.5632230560290736e-08
1861,1.131831339762357e-08,2.452301117727984e-08
1862,8.132375661773494e-09,4.517986429419807e-09
1863,7.991393324857654e-09,9.489779628779615e-09
1864,9.109982990196386e-09,7.671564716815737e-09
1865,4.706844247692743e-09,2.8241067262513297e-09
1866,1.9462451650298362e-09,1.4596839292835284e-09
1867,5.82337378318698e-09,7.76449837758264e-09
1868,2.9639244392143382e-09,3.951899252285784e-09
1869,2.441759683335931e-09,5.371870948067681e-09
1870,8.601073631098188e-09,7.454262984651905e-09
1871,1.0621177271019633e-09,2.1242354542039266e-09
1872,1.1489944995446422e-08,5.442605477412599e-09
1873,1.0774807712721213e-08,3.591602570907071e-09
1874,6.572069999322139e-09,7.169530746864439e-09
1875,1.1443054281912168e-09,8.58229043387837e-09
1876,7.859819461941697e-09,2.418405919968336e-09
1877,1.2369631985365004e-09,1.36065949618569e-08
1878,6.039088784604019e-09,1.2078177347163432e-09
1879,8.55305515301552e-09,4.27652757650776e-09
1880,2.5671385017744797e-09,6.417846254436199e-09
1881,1.3945015142624584e-09,7.669758161910067e-09
1882,2.6621540527571597e-09,7.320923423037584e-09
1883,6.319338829996468e-09,7.58320695126713e-09
1884,6.601696966868076e-10,1.5844072720483382e-08
1885,1.353583467533781e-08,9.66845359329227e-09
1886,7.098810428374236e-09,1.097088819790315e-08
1887,1.9586774424595887e-09,1.0446279397058333e-08
1888,1.268122939990235e-09,1.521747527988282e-08
1889,3.759081934617825e-09,1.8795409673089125e-09
1890,8.520702365899524e-09,1.1797895993481688e-08
1891,1.9122659011827636e-09,1.2748440081367107e-09
1892,1.2537024751679837e-09,6.8953633913793055e-09
1893,3.079208221734575e-09,4.926733243593162e-09
1894,5.671385139294216e-09,2.520615716150587e-09
1895,3.0093072478365457e-09,6.6204757231957956e-09
1896,5.307326134129653e-09,7.076434549446731e-09
1897,5.2440420894583895e-09,1.2236098356765979e-08
1898,0.0,1.5277558773618694e-08
1899,6.080336234504102e-09,8.844125432005967e-09
1900,1.038210628578895e-09,1.0901211489056095e-08
1901,2.794369402536745e-09,7.824234593556412e-09
1902,4.419255628107521e-09,2.9461704187383475e-09
1903,0.0,4.860198465905796e-09
1904,0.0,1.3436562973367927e-08
1905,2.0643036169332163e-09,8.773290538499623e-09
1906,3.600929110447737e-09,1.4403716441790948e-08
1907,7.71426478252124e-09,1.2342823652033985e-08
1908,1.964555629285769e-09,1.5225305460830896e-08
1909,8.801573692096554e-09,9.351672325408344e-09
1910,4.275320542035388e-09,1.977335806202518e-08
1911,4.25629931299909e-09,1.3832972989291648e-08
1912,3.125652625612929e-09,1.0418842677495377e-08
1913,3.71209285532359e-09,1.8030165804816534e-08
1914,6.696743604095445e-09,1.2723813114234872e-08
1915,2.3561523843085297e-09,1.4136913861761968e-08
1916,0.0,1.0987462051303964e-09
1917,0.0,1.0966424213165737e-08
1918,2.2972752589112133e-09,2.2972752589112133e-09
1919,6.4454939163738345e-09,2.025726608678724e-08
1920,1.514446346106979e-09,1.741613253614105e-08
1921,0.0,2.9533714140939082e-08
1922,3.6889677978990676e-09,1.3280283539529592e-08
1923,2.0170300985000722e-08,1.5923921736771263e-08
1924,5.156649773851996e-09,2.4494086758863887e-08
1925,1.3197813508725176e-08,7.698724324711748e-09
1926,4.458455382660986e-09,1.4489979882625903e-08
1927,8.919379901328739e-09,5.574612327308159e-09
1928,0.0,6.8556245125250825e-09
1929,1.1140406375176326e-09,4.4561625500705304e-09
1930,1.0503603542488804e-09,9.453243521306831e-09
1931,4.5621426636444085e-09,1.4826963656844327e-08
1932,2.1919073223131136e-09,1.9727165678773417e-08
1933,4.588264879146209e-09,1.1470662641954732e-08
1934,8.38710612072191e-09,1.7972370258689807e-08
1935,1.196828414151696e-09,1.0771455727365264e-08
1936,2.424942913137329e-09,3.6374143697059935e-09
1937,1.2591118148108649e-09,1.1332006444320086e-08
1938,5.186085783037697e-09,1.1668692678767911e-08
1939,1.3764645423464117e-08,1.5294050470515685e-08
1940,0.0,2.5357829613881222e-08
1941,2.9515025978810172e-09,1.4757512545315876e-08
1942,0.0,1.2136847082899749e-08
1943,2.9032352077962287e-09,8.709705845433291e-09
1944,0.0,3.2131861615880553e-09
1945,0.0,0.0
1946,5.568441707737293e-09,1.8097434661967782e-08
1947,2.3841741914054637e-09,1.4305045148432782e-08
1948,4.348755133776194e-09,1.7395020535104777e-08
1949,9.817008539414473e-09,7.853606653895895e-09
1950,6.381216888229346e-09,9.571825110299415e-09
1951,2.1322803522849654e-09,1.2793682557799002e-08
1952,5.272402070488624e-09,1.0544804140977249e-08
1953,3.232148326759443e-09,2.3702419582605216e-08
1954,9.772536113672459e-10,1.172704333640695e-08
1955,0.0,2.815682353940474e-09
1956,3.488456634670456e-09,7.849027205963921e-09
1957,8.835037701437898e-10,9.718541527092839e-09
1958,4.1361216673863055e-09,9.099467845885556e-09
1959,7.750747821333448e-10,4.650448914844674e-09
1960,6.920833350854139e-10,4.844583401109048e-09
1961,0.0,5.55852741612739e-09
1962,6.341956293454132e-09,1.77574772664002e-08
1963,6.466053248388448e-10,1.0345685197421517e-08
1964,2.4335873316516654e-09,9.734349326606662e-09
1965,6.5664522708175355e-09,1.3680108601477059e-08
1966,1.1078149508847446e-09,1.163205709531212e-08
1967,1.4791006197611978e-09,1.2818872185960117e-08
1968,4.940557296606585e-09,1.0779397818794223e-08
1969,6.8126366770115965e-09,6.358460868938209e-09
1970,2.2993624781975086e-09,6.438214850135182e-09
1971,0.0,1.0790635052160269e-08
1972,2.0520587451500205e-09,7.69522046084603e-09
1973,5.513203782392395e-10,6.064523994098181e-09
1974,1.6876715580593782e-09,6.750686232237513e-09
1975,2.8557400888473694e-09,3.998036124386317e-09
1976,5.142174241967723e-09,1.085570122683066e-08
1977,5.876781838942691e-10,8.22749424145286e-09
1978,1.7821774056514528e-09,4.752473081737207e-09
1979,0.0,7.022368020415115e-09
1980,5.685150683554241e-10,8.527726080842513e-09
1981,1.2651099057237047e-09,1.5813874654213578e-08
1982,5.586751949948621e-09,1.1794254461960918e-08
1983,0.0,9.47297440490047e-09
1984,1.1598016991243298e-09,1.4497521405587577e-08
1985,0.0,8.421781494405423e-09
1986,5.994485463567401e-10,5.994485352545098e-09
1987,1.2221633705067347e-09,4.888653482026939e-09
1988,5.996553809062277e-10,8.395175221664886e-09
1989,0.0,1.1525056464734007e-08
1990,4.90378582185258e-09,7.628111475810329e-09
1991,5.861465202094962e-10,5.8614650910726596e-09
1992,2.2039776670368383e-09,6.060938417817852e-09
1993,1.1078414852150331e-09,4.985286850001103e-09
1994,2.1099706426497278e-09,6.329911705904578e-09
1995,2.7112254663563817e-09,6.506940763983948e-09
1996,0.0,8.007138063703678e-09
1997,2.876936688878118e-09,6.233362714880286e-09
1998,3.337690568372409e-09,8.582632382569955e-09
1999,9.140402323914998e-10,4.570201106446348e-09
2000,0.0,5.3016377954406835e-09
2001,1.3143635069212678e-09,3.943090742808408e-09
2002,2.6287327870022636e-09,3.9430991805033955e-09
2003,2.083461403401543e-09,6.667076668520622e-09
2004,1.7619165015858584e-09,4.404791198453495e-09
2005,1.8014998381943315e-09,1.3511248786457486e-09
2006,4.1178899179428186e-10,2.0589450144825605e-09
2007,3.994479413904628e-09,4.7933754743212376e-09
2008,3.8316958494988285e-09,7.2376473703172906e-09
2009,4.76819250749827e-10,4.76819250749827e-09
2010,4.723793023408973e-10,5.196172381261022e-09
2011,3.82397197240536e-10,5.353560705856353e-09
2012,6.808505426114664e-10,5.446804340891731e-09
2013,1.1156500168141292e-09,5.29933741333366e-09
2014,8.661780737106994e-10,4.7639794331644225e-09
2015,4.433150790905671e-10,5.319781060109108e-09
2016,1.6570720351438695e-09,8.078226088059637e-09
2017,5.031222660711876e-10,4.4526320408522224e-08
2018,0.0,5.421080029321956e-09
2019,1.02039510174734e-09,4.3366790158927415e-09
