year,deux_DET eaux_NOUN,deux_DET chauds_ADJ
1881,3.158545851533745e-07,0.0
1882,3.108064907664243e-07,0.0
1883,3.4756363653798417e-07,0.0
1884,3.630933216314247e-07,6.601696966868076e-10
1885,2.945655560582239e-07,0.0
1886,3.4913240387624e-07,0.0
1887,3.832478638887693e-07,0.0
1888,3.265416665954035e-07,6.340614699951175e-10
1889,2.618827292799608e-07,6.265136742733546e-10
1890,2.91670203989014e-07,0.0
1891,2.5305653839069464e-07,0.0
1892,2.3757662592771567e-07,3.1342561879199593e-09
1893,2.4818419330774333e-07,2.463366621796581e-09
1894,2.6340435121952055e-07,0.0
1895,2.5518925816925275e-07,0.0
1896,2.2054888337841305e-07,0.0
1897,3.123118581527251e-07,0.0
1898,2.3878257504605926e-07,0.0
1899,3.0346405388570474e-07,0.0
1900,2.922562937213158e-07,0.0
1901,2.0957771351692855e-07,0.0
1902,2.563168124414261e-07,4.910283846193408e-10
1903,2.543503780927381e-07,0.0
1904,3.257022891389738e-07,0.0
1905,3.158384638268785e-07,0.0
1906,2.6441109790553696e-07,0.0
1907,3.342848184928471e-07,0.0
1908,3.153111804987674e-07,0.0
1909,3.2455802134734313e-07,0.0
1910,3.014100866671754e-07,0.0
1911,2.2185960579790276e-07,0.0
1912,2.7870402474761136e-07,0.0
1913,2.487102257475726e-07,0.0
1914,2.2634993790404678e-07,0.0
1915,4.1703897180056515e-07,4.712304768617059e-09
1916,2.5820535798359856e-07,0.0
1917,2.9499682341338485e-07,0.0
1918,2.6533529240424514e-07,0.0
1919,2.0349345597470148e-07,0.0
1920,2.1126525950876385e-07,0.0
1921,2.0219235352669784e-07,0.0
1922,2.7150802139885855e-07,0.0
1923,2.590291372506215e-07,0.0
1924,2.6427831256725653e-07,1.289162443462999e-09
1925,2.111650161396028e-07,0.0
1926,3.2546725425852685e-07,0.0
1927,3.177529165343529e-07,0.0
1928,2.742249889386983e-07,0.0
1929,2.428608536497734e-07,0.0
1930,2.2897855211923002e-07,0.0
1931,2.2582605918586296e-07,0.0
1932,1.9727166034044785e-07,0.0
1933,2.7070761943193133e-07,0.0
1934,2.132721306224994e-07,0.0
1935,2.1901960156611722e-07,0.0
1936,2.012702564613278e-07,0.0
1937,2.0523522925586235e-07,0.0
1938,1.9966430764295495e-07,0.0
1939,3.3646911745677244e-07,0.0
1940,3.575453888515767e-07,0.0
1941,2.774412468653509e-07,0.0
1942,2.973527655214525e-07,0.0
1943,3.280655676007882e-07,0.0
1944,2.634812688029342e-07,0.0
1945,3.7034567412774777e-07,0.0
1946,3.549881455455761e-07,0.0
1947,3.0159803565688037e-07,0.0
1948,2.989769223304961e-07,0.0
1949,2.7487622922262034e-07,0.0
1950,2.190884502706325e-07,0.0
1951,2.9851923954993254e-07,0.0
1952,2.4463944647834523e-07,0.0
1953,2.95202881805956e-07,0.0
1954,3.3422074663391754e-07,0.0
1955,3.0127802119750413e-07,0.0
1956,2.9739092788361177e-07,0.0
1957,2.9509026200358335e-07,0.0
1958,2.4072228282934205e-07,1.6544486891589827e-09
1959,2.7437647753814076e-07,0.0
1960,2.6368374606011713e-07,0.0
1961,2.9668640832980486e-07,0.0
1962,2.3592077491585428e-07,0.0
1963,2.586421374850545e-07,0.0
1964,2.482258998348641e-07,0.0
1965,2.8016862541058174e-07,0.0
1966,2.902475080279743e-07,0.0
1967,2.9434104042991294e-07,0.0
1968,2.748746443514971e-07,0.0
1969,2.566093195155439e-07,0.0
1970,2.3085599709649074e-07,4.5987250119061684e-10
1971,2.3020020112340944e-07,0.0
1972,2.7189778095682016e-07,0.0
1973,2.519534116895983e-07,0.0
1974,2.396493653522569e-07,0.0
1975,2.096113220773077e-07,0.0
1976,1.8797503975598318e-07,0.0
1977,2.3154519812607077e-07,0.0
1978,2.405939536487267e-07,5.940591352171509e-10
1979,2.744575454682874e-07,0.0
1980,2.4105039431177033e-07,0.0
1981,2.897101820664716e-07,0.0
1982,2.805791071702757e-07,0.0
1983,2.5892794663917584e-07,0.0
1984,2.8705092197656157e-07,0.0
1985,2.8092657089473505e-07,0.0
1986,2.0680974399667207e-07,0.0
1987,2.16322919133205e-07,0.0
1988,2.3386559155902376e-07,0.0
1989,2.145855804158714e-07,0.0
1990,2.1086279988757894e-07,0.0
1991,2.2039109204285978e-07,0.0
1992,2.639263274595294e-07,0.0
1993,2.647741190742181e-07,0.0
1994,2.4475659177181086e-07,0.0
1995,2.2774293917393607e-07,0.0
1996,2.0871940553668367e-07,0.0
1997,2.330318693566369e-07,0.0
1998,2.3792964931601546e-07,0.0
1999,2.170845561089152e-07,0.0
2000,2.4210811866431925e-07,0.0
2001,2.760163293480389e-07,0.0
2002,2.729500869769197e-07,0.0
2003,2.470985251967761e-07,0.0
2004,2.466683159951799e-07,0.0
2005,2.5626335187212135e-07,0.0
2006,2.9278198265814126e-07,0.0
2007,2.328781548155412e-07,0.0
2008,2.7503059163436205e-07,4.257439678578834e-10
2009,3.156543451066085e-07,4.76819250749827e-10
2010,2.9051327343765365e-07,0.0
2011,3.3612713035147124e-07,0.0
2012,3.8808481539476247e-07,3.404252713057332e-10
2013,3.645386483785984e-07,0.0
2014,4.1576546716548535e-07,0.0
2015,3.86127433360528e-07,0.0
2016,3.5772043593951253e-07,0.0
2017,3.3457630377320413e-07,0.0
2018,3.9238293014776104e-07,0.0
2019,3.576484872702679e-07,5.1019755087367e-10
