year,dix_DET chaises_NOUN
1890,7.209825181320184e-09
1891,4.461953917456185e-09
1892,1.8805536683430546e-08
1893,7.390099865389743e-09
1894,2.14252340313692e-08
1895,1.023164486468886e-08
1896,7.666137724626765e-09
1897,7.574727733938857e-09
1898,1.0185038590293516e-08
1899,6.080336234504102e-09
1900,7.267474400052265e-09
1901,7.824234593556412e-09
1902,6.874397495693074e-09
1903,2.7001101354784396e-09
1904,5.374625189347171e-10
1905,8.257214467732865e-09
1906,2.572092316910357e-09
1907,7.199980611716228e-09
1908,4.911389073214423e-09
1909,1.4852655993990993e-08
1910,1.1222716866932103e-08
1911,5.32037403022656e-09
1912,6.772247651554153e-09
1913,1.2727175091598042e-08
1914,1.1384464315700171e-08
1915,1.295883844676382e-08
1916,6.592477230782379e-09
1917,2.1932848870420685e-09
1918,9.189101035644853e-09
1919,5.524709134618888e-09
1920,2.2716695191604686e-09
1921,7.572747429129834e-10
1922,6.640141769764796e-09
1923,6.369568872344189e-09
1924,0.0
1925,2.0896538499570738e-08
1926,6.687683296036084e-09
1927,6.689534814974252e-09
1928,2.2852082448565625e-09
1929,1.2254446790649354e-08
1930,1.0503603542488804e-09
1931,0.0
1932,2.1919073223131136e-09
1933,3.4411986593596566e-09
1934,7.188948103475923e-09
1935,5.98414207075848e-09
1936,1.2124714565686645e-09
1937,1.2591118148108649e-09
1938,1.2965214679638848e-08
1939,3.058810094103137e-09
1940,5.0715658339584024e-09
1941,8.854508237732261e-09
1942,0.0
1943,0.0
1944,6.4263723231761105e-09
1945,4.357008087652048e-09
1946,6.960552134671616e-09
1947,7.152522574216391e-09
1948,3.2615663503321457e-09
1949,3.9268033269479474e-09
1950,8.508289184305795e-09
1951,7.462981344019681e-09
1952,6.326882129314981e-09
1953,4.3095309543161875e-09
1954,6.840775057526116e-09
1955,6.569925492527773e-09
1956,6.104799332717903e-09
1957,2.6505113659425206e-09
1958,3.3088974338291166e-09
1959,3.875373910666724e-09
1960,9.689166913240399e-09
1961,2.779263708063695e-09
1962,3.805173953708163e-09
1963,1.0345685086399214e-08
1964,1.2167936658258327e-08
1965,4.377634810204256e-09
1966,3.323444963676536e-09
1967,3.451234853457663e-09
1968,8.533690087908496e-09
1969,9.537691414429617e-09
1970,2.7592350626548523e-09
1971,7.707596338946132e-09
1972,7.182205497002769e-09
1973,1.1577727887512879e-08
1974,3.937900228123681e-09
1975,4.569184142155791e-09
1976,8.570290477294407e-09
1977,6.464460078348111e-09
1978,6.534650598410963e-09
1979,7.0223681314374176e-09
1980,8.527726136353664e-09
1981,8.223214220670627e-09
1982,8.069752976958e-09
1983,8.841442245000053e-09
1984,1.0438215625185876e-08
1985,3.609334831011779e-09
1986,6.593933843390687e-09
1987,1.8332450557601021e-09
1988,8.395175166153734e-09
1989,7.134558832611049e-09
1990,8.717841171179685e-09
1991,7.6199047072123e-09
1992,5.509944278614398e-09
1993,6.64704896680135e-09
1994,3.164955852952289e-09
1995,1.626735190995987e-09
1996,1.1209993822092201e-08
1997,1.006927830005111e-08
1998,5.2449422582867555e-09
1999,3.656160929565999e-09
2000,3.5344251969604557e-09
2001,8.324302663842431e-09
2002,4.81934359086722e-09
2003,5.416999737661854e-09
2004,1.1452457482352685e-08
2005,1.0808999362232896e-08
2006,6.58862386870851e-09
2007,7.988958938831558e-09
2008,6.386159490112675e-09
2009,1.2397300075406292e-08
2010,7.558068837454357e-09
2011,9.559929708968795e-09
2012,1.0212758083660844e-08
2013,1.1435412339277917e-08
2014,6.9294248117302004e-09
2015,8.644643945121544e-09
2016,1.222090662000852e-08
2017,8.553078689743643e-09
2018,1.7295826770791223e-08
2019,9.693753799666638e-09
