year,deux_DET ans_NOUN,deux_DET champs_NOUN
1800,2.2854931899018993e-05,1.4148740490327327e-07
1801,2.3223673565553327e-05,1.6430160520997106e-07
1802,2.085667028950411e-05,9.175144555229053e-08
1803,2.4190056933548476e-05,5.265916058760922e-08
1804,2.3707521563665068e-05,9.640218934237055e-08
1805,2.2211403233995952e-05,1.1371510844071508e-08
1806,2.2747895627617254e-05,2.564685530614952e-07
1807,2.258774270558206e-05,7.117387923472052e-08
1808,2.4518920781702036e-05,1.155697759713803e-07
1809,2.840279148585978e-05,1.7620438086396462e-07
1810,2.6696166401052324e-05,7.020380365929668e-08
1811,3.280509974956658e-05,5.0141537144554604e-08
1812,2.6082628437507083e-05,4.5342538612658245e-08
1813,3.1233429126587e-05,1.0065095534805835e-07
1814,2.4880776663849247e-05,3.4613449884091096e-08
1815,2.3681622224103194e-05,5.664169577812572e-08
1816,2.473346808073984e-05,6.952811304472561e-08
1817,2.219478722054191e-05,8.874178547557676e-08
1818,3.026667786798498e-05,6.318223899626219e-08
1819,2.980895442306064e-05,4.6579724966022695e-08
1820,2.7404452112023137e-05,4.509262918617196e-08
1821,2.7602306658991438e-05,4.437669864909566e-08
1822,2.485450363565178e-05,4.6117833107928163e-08
1823,2.552006230871484e-05,9.190898708766326e-08
1824,2.455596381878422e-05,7.157945614011396e-08
1825,2.67033868794897e-05,5.899646993157148e-08
1826,2.652524437962711e-05,1.2243098068687175e-07
1827,2.612636023968662e-05,9.862482092115599e-08
1828,2.5398102252438548e-05,4.494427585655103e-08
1829,2.4340104346265434e-05,6.001223307183778e-08
1830,2.482610079823644e-05,5.740259823028282e-08
1831,2.5248398742405698e-05,7.327866491380064e-08
1832,2.9634691827595816e-05,8.117981309396782e-08
1833,2.7282920427751378e-05,9.498575082034222e-08
1834,2.739498177106725e-05,6.254136053485126e-08
1835,2.686635718873731e-05,7.865611451052246e-08
1836,2.6696162990447192e-05,6.38471291392051e-08
1837,2.8485605525929714e-05,5.914207390489423e-08
1838,2.7173224907528493e-05,8.395175243869346e-08
1839,2.7301010732116993e-05,6.222412851641934e-08
1840,2.7588395710154145e-05,5.923810419972142e-08
1841,2.8096961841583834e-05,8.218301950080331e-08
1842,2.8579222544067306e-05,4.159124245006751e-08
1843,2.9381567173913936e-05,7.915260896718124e-08
1844,2.8093749506297172e-05,4.6652770646637975e-08
1845,2.7340885026205797e-05,5.859239493588575e-08
1846,2.7226357588006067e-05,5.913046452477033e-08
1847,2.8703275120278704e-05,1.0301057074002529e-07
1848,2.6990914420821355e-05,9.252004984361406e-08
1849,2.7888368208550673e-05,3.77073661184113e-08
1850,3.013160096543288e-05,1.0047713772110001e-07
1851,2.796025250972889e-05,1.238292242078387e-07
1852,2.756174353635288e-05,7.877760155317048e-08
1853,2.838459215581679e-05,6.151089593231518e-08
1854,2.7388944317863206e-05,6.962190096659882e-08
1855,2.8526910000437056e-05,9.65862554380692e-08
1856,2.7127954467687232e-05,9.111853288557015e-08
1857,2.754928391368594e-05,1.1910881880794477e-07
1858,2.9581783110188553e-05,7.780944599744544e-08
1859,2.6821495794138173e-05,5.9578429301154756e-08
1860,2.7797695111075882e-05,8.422018571430101e-08
1861,2.742851677339786e-05,1.0186481347318477e-07
1862,2.87727953036665e-05,9.532951228408137e-08
1863,2.9034730005150777e-05,5.993544904825399e-08
1864,2.896159435294976e-05,8.966141340494005e-08
1865,2.775767245566385e-05,9.649030818792426e-08
1866,2.68596435262225e-05,1.1093597729328053e-07
1867,2.9428904326778138e-05,1.4170209716724003e-07
1868,2.9551809120675898e-05,1.0521931770313131e-07
1869,2.830145899679337e-05,7.911300858864934e-08
1870,3.1369834005090524e-05,7.683625158350083e-08
1871,2.669208049610461e-05,7.64724785717874e-08
1872,2.914938397680089e-05,8.768642301149043e-08
1873,2.9397268122011155e-05,6.165584442996419e-08
1874,2.866796694434015e-05,8.185214495082249e-08
1875,3.0118691029201727e-05,6.236464766828931e-08
1876,2.98455477150128e-05,1.0520065973906867e-07
1877,3.3209986895599286e-05,1.6204217390125564e-07
1878,2.9792636951242457e-05,1.141387766523394e-07
1879,3.0991385528977844e-05,8.797428641127425e-08
1880,3.225737805223616e-05,1.0011840423373997e-07
1881,3.171235971421993e-05,1.2620238465377298e-07
1882,3.1965148309609503e-05,1.1047939563191278e-07
1883,3.178627571287507e-05,1.352338578897161e-07
1884,3.18584695833124e-05,1.4325682418103725e-07
1885,3.1833060688768455e-05,1.2826815254385338e-07
1886,3.253578302064852e-05,1.3100531415233263e-07
1887,3.179912778250582e-05,1.3319006741951966e-07
1888,3.195225986019068e-05,1.0652232784735816e-07
1889,3.074615801779146e-05,1.672791505313853e-07
1890,3.231377991141926e-05,1.8942176849279235e-07
1891,3.154346518385864e-05,1.5999292113377805e-07
1892,3.065239866373304e-05,1.849211201943035e-07
1893,3.1418393291460234e-05,1.4102774081869995e-07
1894,3.152282101837045e-05,1.443052486393981e-07
1895,3.274788468843326e-05,1.456504703511996e-07
1896,3.278040458098985e-05,1.851667152941161e-07
1897,3.210926990959706e-05,1.7654941775191446e-07
1898,3.32315192963506e-05,1.5390725671693417e-07
1899,3.468334239187243e-05,2.1447004527885838e-07
1900,3.3337982358716545e-05,1.9881733681614833e-07
1901,3.3795664421631955e-05,2.0510671938644975e-07
1902,3.1959074135556875e-05,2.6908356742794126e-07
1903,3.471207753591443e-05,1.987281033066779e-07
1904,3.506029383970599e-05,2.1982217468519138e-07
1905,3.591010840864328e-05,1.9198023304412004e-07
1906,3.436212386986881e-05,2.0370971309802144e-07
1907,3.316722597901389e-05,1.7177096278686577e-07
1908,3.454523653090291e-05,1.8859734129961225e-07
1909,3.37133274115331e-05,2.161886509810529e-07
1910,3.3754188734747004e-05,2.0147448553942127e-07
1911,3.3795017770898994e-05,2.133470040632801e-07
1912,3.3738815545802936e-05,1.9483235469408555e-07
1913,3.5336472137714736e-05,2.7257367207766947e-07
1914,3.413932836338063e-05,1.781333787143069e-07
1915,2.880278543671011e-05,2.0969755665234402e-07
1916,3.375677863459714e-05,1.351457850073956e-07
1917,3.629228478985169e-05,2.719673126705402e-07
1918,3.277867313045135e-05,2.5959209182246923e-07
1919,3.135364443096478e-05,2.6978994882576046e-07
1920,3.053881027881289e-05,2.347391809820465e-07
1921,3.2526465020055184e-05,1.8023139425338286e-07
1922,3.241569652345788e-05,2.434718773258737e-07
1923,3.0924257202968874e-05,2.526595768159723e-07
1924,3.166698650147737e-05,2.10133481282071e-07
1925,3.0753105420444626e-05,1.8476939356304456e-07
1926,3.0308580107885064e-05,2.3072506039056861e-07
1927,3.102717823821877e-05,3.155230530182962e-07
1928,3.161014262786921e-05,3.222143494241436e-07
1929,3.247651284254971e-05,2.3617660804831075e-07
1930,3.192990504885529e-05,2.2267639021578134e-07
1931,3.186314438607951e-05,2.942582035814212e-07
1932,3.183416583851795e-05,2.0713524762072666e-07
1933,3.212588285350648e-05,2.707076216523774e-07
1934,3.025828209501924e-05,2.4921686403445165e-07
1935,3.052989586649346e-05,4.954869581297316e-07
1936,2.985468540828151e-05,4.837761125031648e-07
1937,3.0250160534706083e-05,2.782637240628105e-07
1938,2.9403809890027333e-05,3.059790607551349e-07
1939,2.8419404770829715e-05,2.844693369752349e-07
1940,2.8238477625563974e-05,3.2711600539414576e-07
1941,2.830786206686753e-05,4.161618782916321e-07
1942,2.9547154781539575e-05,2.6397642827191703e-07
1943,2.72352497177053e-05,3.6871087250034407e-07
1944,2.6357765818829648e-05,2.9239994248086987e-07
1945,3.167109116475331e-05,2.5706347805964924e-07
1946,2.8896035473735537e-05,2.631088591442676e-07
1947,3.090605014222092e-05,2.6106708261863787e-07
1948,2.8923570425831713e-05,2.8593064849147254e-07
1949,3.0817552215012256e-05,2.8862003986773743e-07
1950,2.9563114708253124e-05,2.797100115969897e-07
1951,2.901074094552314e-05,4.595064284629302e-07
1952,2.819891517447104e-05,3.427061390226527e-07
1953,2.8738107403114554e-05,2.424111142929064e-07
1954,2.967430668832094e-05,2.63858476401424e-07
1955,3.0218841402529506e-05,2.656126900646427e-07
1956,2.8564355375237938e-05,2.5465733699547854e-07
1957,2.7685474378813524e-05,2.491480568522775e-07
1958,2.8815533710258023e-05,2.6884790749193144e-07
1959,3.0154283535921422e-05,2.7127617663325054e-07
1960,2.7950478170168935e-05,2.65067905402816e-07
1961,2.8317917212916655e-05,3.0224492242325596e-07
1962,2.8539438403640816e-05,2.891932036064304e-07
1963,2.8809499553972273e-05,2.722208480854249e-07
1964,2.898706770793069e-05,2.5796026736912836e-07
1965,2.7918912564928178e-05,3.250393731946133e-07
1966,2.7853237270392128e-05,2.968944130543605e-07
1967,2.82567400518019e-05,2.2975364011301735e-07
1968,2.878683199014631e-05,2.0525769972579155e-07
1969,2.9208952128101373e-05,2.429840435524966e-07
1970,2.94916239909071e-05,2.5155026595058416e-07
1971,2.9077164299451397e-05,2.687381996935301e-07
1972,2.9384454819592065e-05,2.4111689533867775e-07
1973,2.9168707897042623e-05,2.4974813683797947e-07
1974,3.0379213058040477e-05,2.1489683899034162e-07
1975,3.079972702835221e-05,2.827182656872651e-07
1976,3.0367395879693504e-05,2.662503648664938e-07
1977,2.945560663647484e-05,2.873746307585634e-07
1978,2.9466521709764493e-05,2.8158404319356123e-07
1979,2.8042656367688323e-05,3.0547301577144026e-07
1980,2.771567733361735e-05,2.8710011168442406e-07
1981,2.9305006364666042e-05,2.83384606447612e-07
1982,2.9563850603153696e-05,3.054091086696076e-07
1983,3.001859249707195e-05,3.100820293866491e-07
1984,3.0197757041605655e-05,2.9574942672638826e-07
1985,2.9871455808461178e-05,2.869421305007336e-07
1986,3.0494546535919653e-05,3.2849779962873527e-07
1987,2.9938114721517195e-05,3.116516484880094e-07
1988,3.1518486593995476e-05,3.052245869383796e-07
1989,3.1872269119048724e-05,3.550814966502003e-07
1990,3.098811225754616e-05,2.964066041499791e-07
1991,3.103704398199625e-05,2.784195984872895e-07
1992,3.092235738222371e-05,3.124138263643772e-07
1993,3.151255145894538e-05,2.6089666427253633e-07
1994,3.140796889056219e-05,3.143856286413893e-07
1995,3.1086910212252405e-05,2.494327340230029e-07
1996,3.155079343741818e-05,2.6743841807785884e-07
1997,3.172781612192921e-05,3.4667086978856787e-07
1998,3.189639960510249e-05,3.089747853124436e-07
1999,3.065827991122205e-05,3.1534389322018797e-07
2000,3.055157048947876e-05,3.247253257399052e-07
2001,3.080167039115622e-05,3.421726280095072e-07
2002,3.058968832192477e-05,3.2990598075599564e-07
2003,3.0203524147509597e-05,3.47521375232418e-07
2004,3.1639175404052367e-05,3.171449609595811e-07
2005,3.0624595638073515e-05,3.6750596876800046e-07
2006,3.0840113595331786e-05,3.58256427190895e-07
2007,3.0767078897042666e-05,3.091727176496306e-07
2008,3.1596162898495095e-05,3.082386292874162e-07
2009,2.983982540172292e-05,3.17561621443474e-07
2010,2.999041703333205e-05,3.2263506000163034e-07
2011,2.901056268456159e-05,3.498934333379111e-07
2012,2.9604743531308486e-05,3.114891171662748e-07
2013,2.9754664637948736e-05,2.3763345780025702e-07
2014,3.193771794940403e-05,2.0138640621780723e-07
2015,3.0203721735233557e-05,1.9572360621111784e-07
2016,2.9458390372383292e-05,2.1210521872205845e-07
2017,3.022280566256086e-05,2.2363784779599882e-07
2018,2.9940882996015716e-05,2.1477803180403043e-07
2019,2.963125416499679e-05,1.8749760144487482e-07
