year,ces_DET airs_NOUN,ces_DET chères_ADJ
1869,4.2193605054308136e-07,2.3978078544928394e-07
1870,2.712205091626174e-07,1.6399378832687717e-07
1871,2.655294260023311e-07,1.4338589937601398e-07
1872,3.319989190231354e-07,1.8807225510286685e-07
1873,3.3162464418978743e-07,1.466571131203409e-07
1874,3.0231522352153206e-07,1.786408141413176e-07
1875,2.4888642258247273e-07,1.6420783310877596e-07
1876,2.6844305978102057e-07,1.8500805332166692e-07
1877,3.117147393538744e-07,1.8307055160704522e-07
1878,3.907290277993525e-07,1.9083520674811894e-07
1879,3.097427843101741e-07,2.0588425719836323e-07
1880,2.5350492194320395e-07,1.4183440821824433e-07
1881,3.249188438303463e-07,1.8128519130300447e-07
1882,2.622221639825284e-07,1.943372480717187e-07
1883,2.4076681448548243e-07,1.6114313661219626e-07
1884,3.129204415586173e-07,1.736246302286304e-07
1885,2.391330813367176e-07,1.1150949408289534e-07
1886,3.175104374975035e-07,1.3552273880890198e-07
1887,2.872726856395502e-07,1.5147104814872137e-07
1888,2.460158547989977e-07,1.2871447996332108e-07
1889,3.0887123614320444e-07,1.4723071650735164e-07
1890,2.5758738786407775e-07,1.887663261257444e-07
1891,2.2373512464923806e-07,1.2748439814913581e-07
1892,2.3506920854288182e-07,1.5796651720023647e-07
1893,1.9460596156761767e-07,1.379485334851438e-07
1894,2.350474090917487e-07,1.4619570798402037e-07
1895,2.4194829784107696e-07,1.5407652753651746e-07
1896,2.1642096648122333e-07,1.7632117099708466e-07
1897,2.1966709518039806e-07,1.3692776423823716e-07
1898,2.2633420115880654e-07,1.4315637475448284e-07
1899,2.5150482407809704e-07,1.4426979078052682e-07
1900,2.3515470104484848e-07,1.1627958951265782e-07
1901,2.1851968501351848e-07,1.3245311736298504e-07
1902,1.9935752160193942e-07,9.869670747342241e-08
1903,2.694710055095584e-07,1.3392546005519534e-07
1904,1.9348650681649815e-07,1.0050549015261367e-07
1905,1.9610884827159225e-07,7.844354010799748e-08
1906,1.8879157437368121e-07,9.979717674468702e-08
1907,2.000566077242638e-07,1.1005684896758794e-07
1908,2.681618447297751e-07,1.252404224771908e-07
1909,2.2884090888908304e-07,1.2267193127968312e-07
1910,2.933938674232195e-07,1.1329599391984857e-07
1911,2.0270625533669318e-07,1.2396471937847764e-07
1912,2.9745795515623286e-07,8.856016009417544e-08
1913,2.6196769375985696e-07,1.2833234830367246e-07
1914,2.270196119980028e-07,1.1719301495904944e-07
1915,1.684648918143239e-07,1.6021835858026634e-07
1916,1.4173825491070602e-07,1.6810817449197657e-07
1917,2.5771097966753587e-07,1.4914337764793117e-07
1918,2.63038021586226e-07,1.286474216044553e-07
1919,2.2282992784283806e-07,1.2798909354572174e-07
1920,2.559414298275442e-07,1.3705739121405713e-07
1921,3.612200565328294e-07,8.708659593459345e-08
1922,3.1430005975607855e-07,6.861480317255086e-08
1923,2.6964508137439225e-07,9.023555769260838e-08
1924,3.0166401998599213e-07,1.1086796813941646e-07
1925,3.1894715490921044e-07,1.3197812887000282e-07
1926,3.35498771875109e-07,8.02521988862992e-08
1927,3.7015426102016136e-07,1.0926240312514324e-07
1928,2.685119735446051e-07,1.0511957659886662e-07
1929,3.130454260258375e-07,9.246537135965127e-08
1930,3.445182059635954e-07,6.197125768103717e-08
1931,2.919771411313832e-07,8.668070972106534e-08
1932,2.1590287069273018e-07,6.466126567516994e-08
1933,2.2253084708268034e-07,5.276504477791377e-08
1934,2.1447027975796118e-07,5.2718950982466595e-08
1935,2.5492445665520336e-07,6.941604713261995e-08
1936,3.0918022098092024e-07,4.849885959501421e-08
1937,1.586480848914107e-07,5.28826951118333e-08
1938,1.970712553145404e-07,2.981999247531064e-08
1939,1.529405118105842e-07,5.047036477634492e-08
1940,1.3946805843545462e-07,9.635975040112044e-08
1941,3.5418031529843574e-07,9.444808357628176e-08
1942,1.8205270713167465e-07,7.888950648293758e-08
1943,1.9451676003257035e-07,3.4838823381733164e-08
1944,2.7954719428180397e-07,6.747690939334916e-08
1945,2.091363882072983e-07,5.010559345208776e-08
1946,2.0324812055605435e-07,6.403707697444361e-08
1947,1.8954184177744082e-07,1.3470583937191805e-07
1948,2.58750922910167e-07,7.82775924079715e-08
1949,2.130290823743053e-07,4.123143515499805e-08
1950,1.7441992206101986e-07,4.892266369793674e-08
1951,2.1855874088316796e-07,6.929911489095275e-08
1952,1.6660790080891275e-07,6.115986206367552e-08
1953,1.853098279269716e-07,4.417269350298625e-08
1954,2.277000969996834e-07,4.202190462265776e-08
1955,2.017905682549781e-07,6.945349895204345e-08
1956,2.2936601773437815e-07,4.7966278948763375e-08
1957,1.899533081939353e-07,4.2408181188946514e-08
1958,1.7537156615787808e-07,2.895285222681565e-08
1959,1.8524288059040828e-07,3.5653438423821626e-08
1960,2.159299992143815e-07,5.536666769501153e-08
1961,1.9732772749136984e-07,4.516303508950159e-08
1962,1.953322588121864e-07,4.6296282363300634e-08
1963,2.3342452060148844e-07,5.8841085781580205e-08
1964,1.898198114247407e-07,4.684655485753808e-08
1965,1.931631334883832e-07,4.870118530675427e-08
1966,1.9275980278621319e-07,5.539074843241565e-08
1967,2.760987953820404e-07,4.7331221386670563e-08
1968,3.265259405083043e-07,5.030385752391453e-08
1969,1.7349514536135757e-07,4.541757947507108e-08
1970,1.9590568989258372e-07,3.862929043307872e-08
1971,2.3585244868229438e-07,3.648262270061764e-08
1972,3.539801411989174e-07,4.719735002822745e-08
1973,1.6429347304836028e-07,4.410563070322837e-08
1974,1.4176440465973883e-07,3.3190871606691985e-08
1975,1.2565256346519504e-07,2.1703625563418427e-08
1976,1.142705370327235e-07,3.256710257026896e-08
1977,1.3575366342166717e-07,2.997158721207427e-08
1978,1.841583285866477e-07,3.207919385683766e-08
1979,1.4805492387637287e-07,2.1652300841168426e-08
1980,1.4553986193988067e-07,4.0364571463058496e-08
1981,1.3030631418331495e-07,3.415796712147312e-08
1982,1.502215489779246e-07,2.6071509839908913e-08
1983,1.591459621863578e-07,2.7155859783078995e-08
1984,2.1456332177649529e-07,2.8415141017923418e-08
1985,1.3715471602893103e-07,3.6093349864430024e-08
1986,1.492626822141574e-07,1.4566599082499465e-07
1987,1.796580146873339e-07,3.788706592899871e-08
1988,1.3192418135687944e-07,2.3986215458293714e-08
1989,1.388494963450171e-07,5.158834959217984e-08
1990,1.422097835046543e-07,3.214704014098402e-08
1991,1.9460065026066786e-07,4.2202549899172936e-08
1992,1.3885059324536542e-07,4.0773588061426835e-08
1993,1.5066644287742292e-07,3.046564112096917e-08
1994,1.329281484885314e-07,4.74743404588196e-08
1995,1.5887781223966613e-07,3.253470326480823e-08
1996,1.564061022918395e-07,2.989331582270438e-08
1997,1.3138010679369927e-07,3.164630424379311e-08
1998,1.320771794155462e-07,3.433052919721291e-08
1999,1.5584385515410304e-07,3.4733529385988504e-08
2000,1.586073281600875e-07,4.6389330043972166e-08
2001,1.349413158990842e-07,3.504969336987074e-08
2002,1.5991459179076628e-07,3.417352778534166e-08
2003,1.6084323029019743e-07,4.0835844927755716e-08
2004,1.6870350627584685e-07,2.9071621998610908e-08
2005,1.4186810837202302e-07,3.0175122844866564e-08
2006,1.8365789244967345e-07,3.9531741657938824e-08
2007,1.633742110485059e-07,2.876025217979361e-08
2008,1.8775308419094472e-07,4.0871419582089175e-08
2009,1.7165492316451036e-07,2.8132336682418213e-08
2010,1.620261036450188e-07,4.6293170186118004e-08
2011,1.5181169388256421e-07,4.206368986459097e-08
2012,1.9846793719580091e-07,4.765953720564653e-08
2013,1.676264123062765e-07,6.470770008704108e-08
2014,2.7154682591401524e-07,5.954974158228765e-08
2015,2.4138505594351045e-07,8.578146593052338e-08
2016,2.479394041188243e-07,1.329800314309182e-07
2017,1.5395541641538557e-07,5.05637887115995e-08
2018,2.1632690661022025e-07,6.50529616841311e-08
2019,2.522926862980057e-07,6.632567872699724e-08
