year,avons_VERB armé_VERB,avons_VERB charmé_VERB
1800,1.2576657937302116e-08,3.144164484325529e-09
1801,4.7623651688866175e-09,2.3811825844433088e-09
1802,1.7902721083373763e-08,0.0
1803,3.900678446910888e-09,1.755305234496518e-08
1804,1.9774807569206132e-08,0.0
1805,2.842877711017877e-09,0.0
1806,1.152667650217154e-08,0.0
1807,0.0,2.8469551160981155e-09
1808,1.5862518409903714e-08,0.0
1809,2.710836710662079e-08,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,2.6672082320544632e-09,0.0
1813,0.0,0.0
1814,4.090680150170556e-08,0.0
1815,8.091670444798638e-09,0.0
1816,4.6352077731626196e-09,0.0
1817,0.0,0.0
1818,1.1921177378582115e-09,1.5497530370112145e-08
1819,0.0,0.0
1820,2.3732962262101864e-09,0.0
1821,6.903041693817613e-09,0.0
1822,4.010246357211145e-09,0.0
1823,4.941343334508019e-09,0.0
1824,2.5263338088166165e-09,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,2.7651818612639545e-09,0.0
1828,1.7427371545863934e-08,0.0
1829,8.57317605795771e-10,0.0
1830,1.0436835840010872e-09,0.0
1831,1.5591206103948707e-09,1.5591206103948707e-09
1832,1.3529969367098715e-09,0.0
1833,1.3900354645102198e-08,0.0
1834,0.0,0.0
1835,1.2100940693926532e-08,0.0
1836,5.376600054063374e-09,0.0
1837,9.74104708006962e-09,0.0
1838,3.787297142565649e-09,0.0
1839,4.194885327990505e-09,6.9914749545318955e-09
1840,1.6561189752906103e-08,6.369688665408546e-10
1841,4.494383976094696e-09,1.2841097074556274e-09
1842,4.695785538189057e-09,0.0
1843,0.0,0.0
1844,6.586273748609983e-09,0.0
1845,8.37034175305007e-09,0.0
1846,1.1709002656346001e-08,0.0
1847,1.3483059113639229e-08,0.0
1848,4.746680914990975e-08,0.0
1849,4.4410899846525353e-08,0.0
1850,8.146795238417326e-09,0.0
1851,3.8696632564949596e-09,0.0
1852,1.3021090872200602e-09,0.0
1853,3.5831591027601917e-09,0.0
1854,9.352196350675968e-09,1.0391328908454511e-09
1855,9.021793090369101e-09,0.0
1856,8.801221973442352e-09,0.0
1857,0.0,0.0
1858,9.787352039936081e-10,6.8511463169329545e-09
1859,9.165912473463322e-09,0.0
1860,6.408057640072684e-09,0.0
1861,1.0846716413936974e-08,1.4147891747029462e-09
1862,1.8071945717679228e-08,0.0
1863,1.4983863039219614e-08,9.989241656072068e-10
1864,8.63051052846231e-09,9.589455896019672e-10
1865,1.1296426905005319e-08,9.41368871743009e-10
1866,6.3252967308358166e-09,0.0
1867,2.426405742994575e-09,0.0
1868,2.4699371437009177e-09,0.0
1869,3.906815315701806e-09,1.953407657850903e-09
1870,2.2936195165357276e-09,0.0
1871,9.559059321873065e-09,0.0
1872,6.652073114565837e-09,0.0
1873,1.1972009161809183e-08,0.0
1874,1.3741600746186577e-08,0.0
1875,1.1443054281912168e-09,0.0
1876,4.836811839936672e-09,0.0
1877,6.184816214727107e-09,1.2369631985365004e-09
1878,1.2078177569208037e-08,0.0
1879,5.498392852132383e-09,0.0
1880,5.134277003548959e-09,3.8507077526617195e-09
1881,1.3945015142624584e-09,0.0
1882,1.3310770263785798e-09,0.0
1883,6.319338829996468e-09,8.21514056781325e-09
1884,6.601696966868076e-10,6.601696966868076e-10
1885,4.511945039809007e-09,0.0
1886,8.38950331427668e-09,6.453463874400711e-10
1887,4.570247291724172e-09,0.0
1888,1.9021844099853524e-09,0.0
1889,4.385595886446936e-09,0.0
1890,2.6217545912032847e-09,2.6217545912032847e-09
1891,2.5496880162734215e-09,0.0
1892,1.0656471260972467e-08,0.0
1893,1.0469308087124318e-08,1.847525021858587e-09
1894,4.411077725308132e-09,1.8904617871129403e-09
1895,4.213029924926559e-09,0.0
1896,8.255840455717589e-09,1.179405795248556e-09
1897,5.826713334045053e-09,2.330685422435863e-09
1898,5.092519295146758e-09,0.0
1899,4.9748205555033564e-09,0.0
1900,5.710158568206225e-09,1.038210628578895e-09
1901,1.1177477832191585e-09,0.0
1902,3.437198747846537e-09,2.455141867585553e-09
1903,2.7001101354784396e-09,1.6200660812870638e-09
1904,8.061937784020756e-09,0.0
1905,3.6125313851442797e-09,1.5482277682110634e-09
1906,1.0802787109298606e-08,5.144184522798412e-10
1907,4.114274698707732e-09,0.0
1908,7.858222517143076e-09,4.911389073214423e-10
1909,6.60118004702781e-09,0.0
1910,9.085056262847502e-09,1.068830135508847e-09
1911,1.0640748282497725e-09,0.0
1912,4.167536982180309e-09,0.0
1913,2.6514948014977335e-09,5.30298971401777e-10
1914,1.3393487430235496e-09,0.0
1915,4.712304768617059e-09,0.0
1916,1.538244731591476e-08,0.0
1917,7.676496771580332e-09,0.0
1918,2.2972752589112133e-09,0.0
1919,1.3811772170413406e-08,9.207848372660976e-10
1920,1.0601124422748853e-08,0.0
1921,7.572747429129834e-10,0.0
1922,2.951174193910333e-09,0.0
1923,7.431163684401554e-09,1.0615948120573648e-09
1924,0.0,0.0
1925,4.399271169575059e-09,0.0
1926,8.916910765321973e-09,0.0
1927,2.2298449753321847e-09,0.0
1928,2.2852082448565625e-09,2.2852082448565625e-09
1929,0.0,0.0
1930,0.0,0.0
1931,9.124285327288817e-09,0.0
1932,2.1919073223131136e-09,0.0
1933,1.1470662197865522e-09,0.0
1934,0.0,0.0
1935,4.787313656606784e-09,0.0
1936,2.424942913137329e-09,1.2124714565686645e-09
1937,1.2591118148108649e-09,0.0
1938,1.1668692678767911e-08,0.0
1939,6.117620188206274e-09,0.0
1940,5.0715658339584024e-09,0.0
1941,0.0,0.0
1942,0.0,0.0
1943,0.0,0.0
1944,0.0,0.0
1945,4.357008087652048e-09,2.178504043826024e-09
1946,1.3921104269343232e-09,0.0
1947,0.0,0.0
1948,3.2615663503321457e-09,0.0
1949,1.9634016634739737e-09,0.0
1950,0.0,0.0
1951,3.1984206394497505e-09,0.0
1952,2.1089607837865287e-09,0.0
1953,1.0773827385790469e-09,0.0
1954,9.772536113672459e-10,0.0
1955,9.385607846468247e-10,0.0
1956,1.744228317335228e-09,0.0
1957,1.7670075402875796e-09,0.0
1958,1.6544486891589827e-09,0.0
1959,5.425523585955716e-09,0.0
1960,0.0,0.0
1961,1.3896318540318475e-09,6.948159270159238e-10
1962,4.43936931660005e-09,0.0
1963,1.2932106496776896e-09,0.0
1964,6.083968440151466e-09,0.0
1965,1.6416130677043839e-09,0.0
1966,7.200797291773142e-09,0.0
1967,1.9721342336964653e-09,0.0
1968,4.940557296606585e-09,0.0
1969,5.450109252791435e-09,9.083515606356229e-10
1970,4.1388523719376735e-09,0.0
1971,5.652237344833111e-09,0.0
1972,8.208234980600082e-09,0.0
1973,6.064523994098181e-09,0.0
1974,3.937900228123681e-09,0.0
1975,1.7134440533084216e-09,0.0
1976,2.856763492431469e-09,0.0
1977,1.1753563677885381e-09,0.0
1978,4.752473081737207e-09,0.0
1979,5.266775904289034e-09,0.0
1980,3.411090521154847e-09,0.0
1981,1.8976649140967083e-09,0.0
1982,1.0552754226011984e-08,0.0
1983,1.2630632095778083e-09,6.315316047889041e-10
1984,2.3196033982486597e-09,0.0
1985,2.4062232206745193e-09,0.0
1986,4.196139880008332e-09,0.0
1987,2.4443267410134695e-09,0.0
1988,1.798966087207532e-09,0.0
1989,6.036934507847036e-09,0.0
1990,8.717841559757744e-09,0.0
1991,5.8614650910726596e-09,1.7584396161396398e-09
1992,3.856960972825618e-09,0.0
1993,6.093128224193833e-09,0.0
1994,2.637463358823311e-09,0.0
1995,4.880205572987961e-09,0.0
1996,1.067618438099771e-09,3.736664311304594e-09
1997,2.3974471297094624e-09,0.0
1998,4.291316191284977e-09,0.0
1999,1.8280804647829996e-09,9.140402323914998e-10
2000,2.2090156370779823e-09,0.0
2001,3.066848330846028e-09,0.0
2002,2.1906108038649563e-09,0.0
2003,8.333845835650777e-10,0.0
2004,3.9643119897903034e-09,0.0
2005,4.5037495954858286e-10,0.0
2006,1.6471559671771274e-09,0.0
2007,3.1955835755326234e-09,0.0
2008,4.257439734089985e-09,0.0
2009,5.721831008997924e-09,0.0
2010,5.668551850135373e-09,0.0
2011,3.4415748029203996e-09,0.0
2012,1.7021263287730903e-09,0.0
2013,2.7891249310130206e-09,0.0
2014,5.846701789380404e-09,0.0
2015,2.21657536769726e-09,1.10828768384863e-09
2016,1.4499380585064614e-09,4.1426800878596737e-10
2017,3.773417134311785e-09,0.0
2018,5.162933192082164e-09,2.5814667070633845e-10
2019,4.08158040698936e-09,2.55098775436835e-10
